load,q,x_m,y_m
A,0.07807807807807808,-6.758330453037629,-3.7709943995186497
A,0.07907907907907907,-6.742729400315385,-3.761123053042687
A,0.08008008008008008,-6.727139860757889,-3.751233535345452
A,0.08108108108108109,-6.7115626943913504,-3.7413245388439935
A,0.08208208208208208,-6.695997900296471,-3.731396120822296
A,0.08308308308308308,-6.680445195029344,-3.721448775388362
A,0.08408408408408409,-6.664905723714145,-3.711480769787266
A,0.08508508508508508,-6.6493780522448676,-3.70149439196964
A,0.08608608608608609,-6.633864476553757,-3.6914861310107256
A,0.08708708708708708,-6.618362834193652,-3.681459397177551
A,0.08808808808808809,-6.602875297420193,-3.671410888708333
A,0.0890890890890891,-6.58740036802415,-3.661342976662751
A,0.09009009009009009,-6.571939317548535,-3.6512537630293935
A,0.09109109109109109,-6.556491660819265,-3.6411440554659134
A,0.0920920920920921,-6.541057660360934,-3.6310135105198853
A,0.09309309309309309,-6.525637830608055,-3.620861410479503
A,0.0940940940940941,-6.510231441012753,-3.610688924559507
A,0.09509509509509509,-6.494839986883374,-3.6004938556436707
A,0.0960960960960961,-6.479461765928557,-3.590278835772112
A,0.0970970970970971,-6.464099230133117,-3.5800402423405413
A,0.0980980980980981,-6.448749907645209,-3.5697818505162235
A,0.0990990990990991,-6.433416651362345,-3.559499459760951
A,0.1001001001001001,-6.418097011478782,-3.5491967940050078
A,0.1011011011011011,-6.402793331607008,-3.5388704352430653
A,0.1021021021021021,-6.3875039000148774,-3.528522993146872
A,0.1031031031031031,-6.372230341439969,-3.5181521345823388
A,0.1041041041041041,-6.356971636881561,-3.5077594350424177
A,0.10510510510510511,-6.3417287404701055,-3.4973435623122993
A,0.1061061061061061,-6.3265012744532685,-3.4869051456502
A,0.10710710710710711,-6.31128957683527,-3.4764437619556867
A,0.10810810810810811,-6.2960938533415565,-3.4659591900201243
A,0.1091091091091091,-6.280913886689932,-3.4554518162454895
A,0.11011011011011011,-6.265750401881066,-3.4449206724965435
A,0.1111111111111111,-6.250602693688379,-3.4343668473154807
A,0.11211211211211211,-6.235471935611545,-3.4237887368906463
A,0.11311311311311312,-6.220357008464321,-3.4131880168598854
A,0.11411411411411411,-6.2052594567568455,-3.4025625666218153
A,0.11511511511511512,-6.190177828107831,-3.391914526261839
A,0.11611611611611612,-6.175113953701793,-3.381241384827632
A,0.11711711711711711,-6.160066135640538,-3.370545616690367
A,0.11811811811811812,-6.145036400467889,-3.3598244544422933
A,0.11911911911911911,-6.130022899490037,-3.3490805691656362
A,0.12012012012012012,-6.115027756188796,-3.3383110782432084
A,0.12112112112112113,-6.100049072964454,-3.3275187045922845
A,0.12212212212212212,-6.085088964586565,-3.316700598865624
A,0.12312312312312312,-6.070145593728185,-3.3058593837606867
A,0.12412412412412413,-6.0552209534496315,-3.294992398785157
A,0.12512512512512514,-6.040313383279771,-3.284102007316058
A,0.12612612612612611,-6.025424634113538,-3.273185900268169
A,0.12712712712712712,-6.010553346432943,-3.2622460156953497
A,0.12812812812812813,-5.995700900945421,-3.2512805652899743
A,0.12912912912912913,-5.980866370801824,-3.240290889031943
A,0.13013013013013014,-5.966050630833265,-3.2292758954209146
A,0.13113113113113112,-5.951253326291334,-3.218236147028207
A,0.13213213213213212,-5.93647468268094,-3.207171431680393
A,0.13313313313313313,-5.921715064593782,-3.1960813487960213
A,0.13413413413413414,-5.906973896910038,-3.1849667543590203
A,0.13513513513513514,-5.89225241869269,-3.17382609266545
A,0.13613613613613615,-5.87754909496952,-3.1626614828090713
A,0.13713713713713713,-5.8628662023748515,-3.1514700159617757
A,0.13813813813813813,-5.848201078854194,-3.1402552752035024
A,0.13913913913913914,-5.833557209751619,-3.1290127947511754
A,0.14014014014014015,-5.818930900842402,-3.117747478158077
A,0.14114114114114115,-5.804326214790437,-3.1064541435553825
A,0.14214214214214213,-5.789739558109429,-3.0951375315174476
A,0.14314314314314314,-5.77517397085757,-3.0837938150357136
A,0.14414414414414414,-5.76062738455058,-3.0724257421405397
A,0.14514514514514515,-5.746101210273019,-3.0610315996469093
A,0.14614614614614616,-5.731595103869427,-3.049611918013303
A,0.14714714714714713,-5.717108643878546,-3.038167325261292
A,0.14814814814814814,-5.702643418087063,-3.026695904402103
A,0.14914914914914915,-5.688196960619741,-3.015200856763787
A,0.15015015015015015,-5.673773007129188,-3.0036775834361924
A,0.15115115115115116,-5.659367654008616,-2.992131066281773
A,0.15215215215215216,-5.644984528428518,-2.9805568736618695
A,0.15315315315315314,-5.630621010202447,-2.968958356909542
A,0.15415415415415415,-5.616278616543361,-2.9573337295690183
A,0.15515515515515516,-5.601957302511211,-2.9456831412166378
A,0.15615615615615616,-5.587655882793188,-2.934008141090743
A,0.15715715715715717,-5.573377132590919,-2.922305425787306
A,0.15815815815815815,-5.559117586027209,-2.9105793187385345
A,0.15915915915915915,-5.544881078339138,-2.8988252519202278
A,0.16016016016016016,-5.530664612419192,-2.887046952477962
A,0.16116116116116116,-5.516469693573853,-2.875242695065608
A,0.16216216216216217,-5.5022966440576795,-2.863412187555433
A,0.16316316316316315,-5.488143507731906,-2.8515578642381727
A,0.16416416416416416,-5.47401420014723,-2.839675148910061
A,0.16516516516516516,-5.459904654028879,-2.827768976122291
A,0.16616616616616617,-5.44581777508166,-2.8158359941962163
A,0.16716716716716717,-5.431752439087945,-2.803877626482785
A,0.16816816816816818,-5.417707838191534,-2.7918949131411988
A,0.16916916916916916,-5.403687012679733,-2.779884388556194
A,0.17017017017017017,-5.389686315455956,-2.7678504067400156
A,0.17117117117117117,-5.375708808126926,-2.7557894985562004
A,0.17217217217217218,-5.361753053764539,-2.7437034259152915
A,0.17317317317317318,-5.347818233129146,-2.731593223151732
A,0.17417417417417416,-5.333907694414384,-2.7194551359007324
A,0.17517517517517517,-5.320017546870186,-2.707293719916704
A,0.17617617617617617,-5.306149986476725,-2.695106554890419
A,0.17717717717717718,-5.292304067056052,-2.6828948080386086
A,0.1781781781781782,-5.27847755921522,-2.670661086147621
A,0.17917917917917917,-5.264674014345662,-2.6584014604837933
A,0.18018018018018017,-5.25088933137717,-2.6461206309480367
A,0.18118118118118118,-5.2371241909351625,-2.633817900933196
A,0.18218218218218218,-5.2233797019145385,-2.6214921028346527
A,0.1831831831831832,-5.209652841425737,-2.609146675366506
A,0.1841841841841842,-5.195945555193554,-2.5967795182872715
A,0.18518518518518517,-5.1822565580634645,-2.584392119859884
A,0.18618618618618618,-5.1685841648610875,-2.5719863968358445
A,0.1871871871871872,-5.154931121156864,-2.5595593820294447
A,0.1881881881881882,-5.1412943023155435,-2.547114565268639
A,0.1891891891891892,-5.127673549311458,-2.5346521662357664
A,0.19019019019019018,-5.114070755967978,-2.5221701661760814
A,0.19119119119119118,-5.100482857379184,-2.5096719536544785
A,0.1921921921921922,-5.0869106178234444,-2.49715673820003
A,0.1931931931931932,-5.073354523794972,-2.4846240357541634
A,0.1941941941941942,-5.05981234076416,-2.4720763030909136
A,0.19519519519519518,-5.046285239246104,-2.459512313349451
A,0.1961961961961962,-5.032772676914279,-2.4469326877164748
A,0.1971971971971972,-5.01927305563153,-2.434339175405989
A,0.1981981981981982,-5.005787795423988,-2.4217302863942645
A,0.1991991991991992,-4.992315646125558,-2.4091073896605772
A,0.2002002002002002,-4.9788554810140555,-2.396471714307912
A,0.2012012012012012,-4.965408839358232,-2.383821648543848
A,0.2022022022022022,-4.951974030619935,-2.371159016520273
A,0.2032032032032032,-4.93855026152321,-2.358484681529299
A,0.2042042042042042,-4.925139084772027,-2.345797022849033
A,0.20520520520520522,-4.911738587404602,-2.333098085393307
A,0.2062062062062062,-4.898348196640845,-2.320388491152558
A,0.2072072072072072,-4.884969395293994,-2.3076666977953577
A,0.2082082082082082,-4.871600220370497,-2.2949347886638933
A,0.2092092092092092,-4.858240229677913,-2.2821932422736375
A,0.21021021021021022,-4.844890773335853,-2.2694406593017584
A,0.21121121121121122,-4.831549969075533,-2.256679025573213
A,0.2122122122122122,-4.818217436469047,-2.2439087501559225
A,0.2132132132132132,-4.804894348727974,-2.2311286212738617
A,0.21421421421421422,-4.791578997303613,-2.218340432385662
A,0.21521521521521522,-4.778271013859919,-2.2055445760206887
A,0.21621621621621623,-4.764971367165301,-2.1927400548557037
A,0.2172172172172172,-4.751678581449,-2.1799284112933464
A,0.2182182182182182,-4.738392268034165,-2.167110055615286
A,0.21921921921921922,-4.725113178506597,-2.1542842165186453
A,0.22022022022022023,-4.711840098766447,-2.141452158196327
A,0.22122122122122123,-4.698572602717907,-2.1286143266952986
A,0.2222222222222222,-4.6853112249617785,-2.1157701751214804
A,0.22322322322322322,-4.67205501551974,-2.102920689491399
A,0.22422422422422422,-4.658803507292408,-2.090066355552305
A,0.22522522522522523,-4.645557029195141,-2.077206838071293
A,0.22622622622622623,-4.632314875054599,-2.0643428679978952
A,0.22722722722722724,-4.619076544839112,-2.0514749627146425
A,0.22822822822822822,-4.605842182366402,-2.0386029767106493
A,0.22922922922922923,-4.59261128581635,-2.0257274281450988
A,0.23023023023023023,-4.579383340135997,-2.012848847944834
A,0.23123123123123124,-4.566158332126602,-1.9999672510531534
A,0.23223223223223224,-4.552935909328117,-1.9870830005424545
A,0.23323323323323322,-4.539715567619821,-1.9741966146540497
A,0.23423423423423423,-4.526497170581884,-1.961308233986378
A,0.23523523523523523,-4.513280448141568,-1.9484181360508628
A,0.23623623623623624,-4.500064939325308,-1.9355267938511744
A,0.23723723723723725,-4.486850422234976,-1.9226344350586118
A,0.23823823823823823,-4.4736366337692,-1.9097413294709096
A,0.23923923923923923,-4.4604231928095555,-1.8968478677418092
A,0.24024024024024024,-4.447209831911769,-1.8839543239638876
A,0.24124124124124124,-4.433996214605003,-1.8710610429620653
A,0.24224224224224225,-4.420782079067946,-1.858168293090836
A,0.24324324324324326,-4.407567152678595,-1.8452763538382861
A,0.24424424424424424,-4.3943509438387,-1.8323857293055306
A,0.24524524524524524,-4.381133350446436,-1.8194965244609465
A,0.24624624624624625,-4.367914111875744,-1.8066090069257388
A,0.24724724724724725,-4.354692567367925,-1.7937238551226555
A,0.24824824824824826,-4.34146874855445,-1.7808410374389674
A,0.24924924924924924,-4.328242416087071,-1.76796080044592
A,0.2502502502502503,-4.315012811712424,-1.7550839241606404
A,0.25125125125125125,-4.301779992182513,-1.7422103519617176
A,0.25225225225225223,-4.288543787739417,-1.729340260048052
A,0.25325325325325326,-4.275303371934749,-1.7164745007575488
A,0.25425425425425424,-4.262058765229296,-1.703613055853612
A,0.2552552552552553,-4.248809898606993,-1.6907559992316619
A,0.25625625625625625,-4.2355558995729385,-1.6779042335995753
A,0.25725725725725723,-4.222296704644041,-1.6650578286892843
A,0.25825825825825827,-4.209032370094414,-1.6522167306844042
A,0.25925925925925924,-4.195761990592368,-1.6393818798849427
A,0.2602602602602603,-4.182485388392154,-1.6265534660960816
A,0.26126126126126126,-4.169202761217626,-1.6137312907326353
A,0.26226226226226224,-4.1559131733663275,-1.6009163300107654
A,0.26326326326326327,-4.142616323454363,-1.5881089046133787
A,0.26426426426426425,-4.129312556623549,-1.57530866438286
A,0.2652652652652653,-4.116000896698033,-1.5625166329017652
A,0.26626626626626626,-4.102680933873231,-1.5497332472283418
A,0.2672672672672673,-4.089353154663339,-1.5369580110744592
A,0.2682682682682683,-4.076016517900687,-1.5241920221027148
A,0.26926926926926925,-4.062670548864954,-1.5114357897109263
A,0.2702702702702703,-4.0493158555385955,-1.4986886912673747
A,0.27127127127127126,-4.03595129095703,-1.485951942760028
A,0.2722722722722723,-4.0225763910194825,-1.473226047874496
A,0.2732732732732733,-4.009191849545236,-1.460510293992215
A,0.27427427427427425,-3.995796354785605,-1.447806079621882
A,0.2752752752752753,-3.9823895646180727,-1.4351137858925986
A,0.27627627627627627,-3.9689722054461147,-1.422432665494406
A,0.2772772772772773,-3.955542721647846,-1.4097643861906788
A,0.2782782782782783,-3.9421010441046054,-1.397109045806895
A,0.27927927927927926,-3.9286478590110634,-1.3844659391086742
A,0.2802802802802803,-3.9151812657381497,-1.3718371151664275
A,0.28128128128128127,-3.9017016627554315,-1.3592221783661171
A,0.2822822822822823,-3.888209601771806,-1.3466205665049906
A,0.2832832832832833,-3.8747027120085353,-1.334034850324688
A,0.28428428428428426,-3.8611821016023726,-1.321463875341065
A,0.2852852852852853,-3.847648070049537,-1.308907350452384
A,0.2862862862862863,-3.8340976252904895,-1.2963685399780884
A,0.2872872872872873,-3.8205328786749218,-1.2838452034659888
A,0.2882882882882883,-3.806953368587619,-1.2713378768604788
A,0.28928928928928926,-3.793356399789209,-1.258849532175759
A,0.2902902902902903,-3.7797443386409033,-1.2463776401621016
A,0.2912912912912913,-3.7661157613866982,-1.2339237984510196
A,0.2922922922922923,-3.752469249040132,-1.2214896118004972
A,0.2932932932932933,-3.73880664294002,-1.209073111204305
A,0.29429429429429427,-3.725125521994472,-1.1966770148044734
A,0.2952952952952953,-3.7114261964343656,-1.1843010397286096
A,0.2962962962962963,-3.697709760522178,-1.1719440304972852
A,0.2972972972972973,-3.68397253091018,-1.1596101421425098
A,0.2982982982982983,-3.6702170664388687,-1.1472965942221665
A,0.2992992992992993,-3.6564425715980926,-1.1350043384365713
A,0.3003003003003003,-3.6426464636567966,-1.1227363445621017
A,0.3013013013013013,-3.628831476659193,-1.1104896147274983
A,0.3023023023023023,-3.6149947967314313,-1.0982674004767414
A,0.3033033033033033,-3.601136783516531,-1.0860693796692662
A,0.30430430430430433,-3.5872588309175724,-1.0738940482568098
A,0.3053053053053053,-3.5733561410538717,-1.061746971622851
A,0.3063063063063063,-3.5594327354204025,-1.0496236469256897
A,0.3073073073073073,-3.5454862484973186,-1.0375268828835191
A,0.3083083083083083,-3.531515687627076,-1.0254579290860473
A,0.30930930930930933,-3.5175233412157128,-1.0134142388870908
A,0.3103103103103103,-3.503504299597922,-1.0014016336131253
A,0.3113113113113113,-3.4894622936092277,-0.9894158811402907
A,0.3123123123123123,-3.47539511897569,-0.9774596796202195
A,0.3133133133133133,-3.461301694320676,-0.9655344305626418
A,0.31431431431431434,-3.44718458846879,-0.9536372237453863
A,0.3153153153153153,-3.4330380017918567,-0.9417750872303158
A,0.3163163163163163,-3.4188668953911536,-0.929942255513549
A,0.3173173173173173,-3.404667608927866,-0.9181432566974879
A,0.3183183183183183,-3.390440686592564,-0.9063775938702473
A,0.31931931931931934,-3.3761868430113444,-0.8946445611688383
A,0.3203203203203203,-3.361902266097974,-0.8829489635586335
A,0.3213213213213213,-3.347591246276508,-0.8712857369153998
A,0.32232232232232233,-3.333247873134266,-0.8596623229050321
A,0.3233233233233233,-3.3188765116021903,-0.8480735322031355
A,0.32432432432432434,-3.3044736829688257,-0.8365238762494207
A,0.3253253253253253,-3.2900400892993096,-0.825012688202522
A,0.3263263263263263,-3.275575808206436,-0.8135400869230508
A,0.32732732732732733,-3.261078071610318,-0.8021097895320864
A,0.3283283283283283,-3.2465503006015184,-0.7907176907828745
A,0.32932932932932935,-3.2319864912718197,-0.7793716993062656
A,0.3303303303303303,-3.2173925455973746,-0.7680644976490794
A,0.33133133133133136,-3.2027613241888435,-0.756805573449572
A,0.33233233233233234,-3.18809850672195,-0.7455878285630493
A,0.3333333333333333,-3.173398492786454,-0.7344188755744658
A,0.33433433433433435,-3.158664837157099,-0.7232943364119152
A,0.3353353353353353,-3.1438938701164822,-0.7122193924185739
A,0.33633633633633636,-3.1290873979543647,-0.7011919571120055
A,0.33733733733733734,-3.1142432848040618,-0.690215249830868
A,0.3383383383383383,-3.0993620085825073,-0.6792889725746339
A,0.33933933933933935,-3.0844425269259106,-0.6684149292892947
A,0.34034034034034033,-3.0694844532440118,-0.6575940274097974
A,0.34134134134134136,-3.054487354919832,-0.6468272849239943
A,0.34234234234234234,-3.039450488265504,-0.6361161461196636
A,0.3433433433433433,-3.02437350363263,-0.6254615610104457
A,0.34434434434434436,-3.009255850672265,-0.6148647507417012
A,0.34534534534534533,-2.9940966936215525,-0.6043274098855708
A,0.34634634634634637,-2.9788962680648896,-0.5938496788892965
A,0.34734734734734735,-2.9636526418322378,-0.5834349102267293
A,0.3483483483483483,-2.9483674699240034,-0.573081202123904
A,0.34934934934934936,-2.933037073783969,-0.5627945856185487
A,0.35035035035035034,-2.917665200476565,-0.5525700445769496
A,0.35135135135135137,-2.9022457374004924,-0.542417423315418
A,0.35235235235235235,-2.8867851970713096,-0.5323274574815099
A,0.3533533533533533,-2.87127441863165,-0.5223148930880707
A,0.35435435435435436,-2.8557213444713243,-0.512368169132141
A,0.35535535535535534,-2.840118959017256,-0.5024989660207855
A,0.3563563563563564,-2.8244710960683856,-0.4927020481093882
A,0.35735735735735735,-2.8087752753497437,-0.48298213310120996
A,0.35835835835835833,-2.793030408462456,-0.4733418884272304
A,0.35935935935935936,-2.777239381595696,-0.4637774234174554
A,0.36036036036036034,-2.7613953486785925,-0.45430103291686846
A,0.3613613613613614,-2.7455050146205466,-0.44490249954999755
A,0.36236236236236236,-2.729562120007551,-0.4355933903916315
A,0.3633633633633634,-2.7135694256171266,-0.4263701272062799
A,0.36436436436436437,-2.6975270905261315,-0.4172334517913074
A,0.36536536536536535,-2.6814300691085333,-0.40819348688688945
A,0.3663663663663664,-2.665284057627168,-0.3992413256025538
A,0.36736736736736736,-2.649083825264155,-0.3903876413735732
A,0.3683683683683684,-2.632831766452442,-0.38162948747661096
A,0.36936936936936937,-2.6165308220364665,-0.37296262674378095
A,0.37037037037037035,-2.6001744898360477,-0.3644007520275478
A,0.3713713713713714,-2.5837698307595374,-0.35593188010012006
A,0.37237237237237236,-2.5673159779267647,-0.3475589475119831
A,0.3733733733733734,-2.5508095255441217,-0.33929020720645003
A,0.3743743743743744,-2.5342560594240218,-0.33111601448514344
A,0.37537537537537535,-2.5176539958196877,-0.3230409446664462
A,0.3763763763763764,-2.5010017268936546,-0.31506994318209286
A,0.37737737737737737,-2.4843037308073765,-0.3071951984639541
A,0.3783783783783784,-2.4675586863159964,-0.29942096127052453
A,0.3793793793793794,-2.450765165055652,-0.2917520242262041
A,0.38038038038038036,-2.4339273649113498,-0.2841808203601175
A,0.3813813813813814,-2.417044867181369,-0.27670977135712677
A,0.38238238238238237,-2.4001150804341065,-0.26934652190993297
A,0.3833833833833834,-2.3831426106312743,-0.26208223425316657
A,0.3843843843843844,-2.3661279287408985,-0.2549173338132765
A,0.38538538538538536,-2.349067761895502,-0.24786141172030732
A,0.3863863863863864,-2.3319661203803728,-0.2409066632346437
A,0.38738738738738737,-2.314824040239685,-0.234052180867049
A,0.3883883883883884,-2.2976404147234506,-0.22730248860794597
A,0.3893893893893894,-2.280415414250337,-0.2206591221195783
A,0.39039039039039036,-2.263151857015526,-0.21411662696254655
A,0.3913913913913914,-2.2458503137241452,-0.20767521599929306
A,0.3923923923923924,-2.2285087360886378,-0.20134236064145644
A,0.3933933933933934,-2.2111298674850435,-0.19511261521864032
A,0.3943943943943944,-2.193715015598731,-0.18898418364307848
A,0.3953953953953954,-2.1762647932966694,-0.18295715152227243
A,0.3963963963963964,-2.1587770801403465,-0.17703977822007072
A,0.3973973973973974,-2.1412553396631786,-0.17122398791941681
A,0.3983983983983984,-2.123700317506871,-0.16550944562338304
A,0.3993993993993994,-2.1061126565691555,-0.15989610819019864
A,0.4004004004004004,-2.088490777423604,-0.15439112597010718
A,0.4014014014014014,-2.07083752918165,-0.1489876337981637
A,0.4024024024024024,-2.053153781563617,-0.14368481529960878
A,0.4034034034034034,-2.035440195332397,-0.13848249951591762
A,0.4044044044044044,-2.017696122417274,-0.1333851115527523
A,0.40540540540540543,-1.9999229165307915,-0.1283902882886593
A,0.4064064064064064,-1.9821220276070308,-0.1234950646840352
A,0.4074074074074074,-1.9642941224744916,-0.11869914514974884
A,0.4084084084084084,-1.9464396873080483,-0.1140029033811933
A,0.4094094094094094,-1.928558083968609,-0.10941119883564354
A,0.41041041041041043,-1.9106516034900638,-0.10491753718001307
A,0.4114114114114114,-1.8927209076845348,-0.10052150337922548
A,0.4124124124124124,-1.8747666568257848,-0.09622265337213876
A,0.4134134134134134,-1.856789072555226,-0.09202240768814453
A,0.4144144144144144,-1.8387883542269046,-0.08792245814894183
A,0.41541541541541543,-1.820766159861318,-0.08391800832382355
A,0.4164164164164164,-1.8027231322029698,-0.0800085034682862
A,0.4174174174174174,-1.7846599094407671,-0.07619336221133098
A,0.4184184184184184,-1.766576848739228,-0.07247333759524653
A,0.4194194194194194,-1.7484740707233393,-0.06885049444588526
A,0.42042042042042044,-1.730353075565538,-0.06531994506717465
A,0.4214214214214214,-1.7122144733843194,-0.061881008159679694
A,0.42242242242242245,-1.6940588672536596,-0.05853297864060612
A,0.42342342342342343,-1.675886852754366,-0.055275128239732685
A,0.4244244244244244,-1.657698249162834,-0.05211119837355413
A,0.42542542542542544,-1.639494407777504,-0.049036201973846394
A,0.4264264264264264,-1.6212759728223982,-0.046048907015663054
A,0.42742742742742745,-1.6030435020100398,-0.04314849980913058
A,0.42842842842842843,-1.5847975437596782,-0.04033414660608268
A,0.4294294294294294,-1.5665384273799856,-0.03760642119049724
A,0.43043043043043044,-1.5482664908224968,-0.03496595601226171
A,0.4314314314314314,-1.5299827181724994,-0.03240877901333428
A,0.43243243243243246,-1.5116876143841542,-0.029933983627582948
A,0.43343343343343343,-1.4933816738883523,-0.02754064640297974
A,0.4344344344344344,-1.4750653803945846,-0.025227827627245434
A,0.43543543543543545,-1.4567389735362375,-0.022996525589366445
A,0.4364364364364364,-1.4384029481853613,-0.02084572340163848
A,0.43743743743743746,-1.420058006393414,-0.018772387527567776
A,0.43843843843843844,-1.4017045844728917,-0.016775520293752306
A,0.4394394394394394,-1.3833431074166809,-0.014854110804859
A,0.44044044044044045,-1.3649739888193304,-0.013007135527641179
A,0.44144144144144143,-1.3465974770923017,-0.011235189951432092
A,0.44244244244244246,-1.3282139693321644,-0.00953738973278125
A,0.44344344344344344,-1.3098240323040828,-0.007910748538704958
A,0.4444444444444444,-1.2914280310386395,-0.006354198651278152
A,0.44544544544544545,-1.2730263191096933,-0.004866662464788831
A,0.44644644644644643,-1.2546192386544215,-0.0034470530018953327
A,0.44744744744744747,-1.236207059759681,-0.002095122711615623
A,0.44844844844844844,-1.217790021074406,-0.0008111076237146339
A,0.4494494494494494,-1.1993686033495852,0.0004084219916707398
A,0.45045045045045046,-1.180943101269534,0.0015645851686778341
A,0.45145145145145144,-1.162513798454382,0.0026585079479346436
A,0.45245245245245247,-1.1440809675564125,0.003691322943116929
A,0.45345345345345345,-1.125644870367083,0.004664168921930238
A,0.4544544544544545,-1.1072056349542794,0.0055756091420164295
A,0.45545545545545546,-1.088763643181528,0.00642939774340827
A,0.45645645645645644,-1.0703191283419464,0.007226791502115479
A,0.4574574574574575,-1.051872308228809,0.00796894956347641
A,0.45845845845845845,-1.0334233905126164,0.008657035365836459
A,0.4594594594594595,-1.0149725728996446,0.009292216309603408
A,0.46046046046046046,-0.9965200030565944,0.009874323551357254
A,0.46146146146146144,-0.9780658832736773,0.01040498034248186
A,0.4624624624624625,-0.9596104142866353,0.010886377790076951
A,0.46346346346346345,-0.9411537541065869,0.011319695921969818
A,0.4644644644644645,-0.9226960517258082,0.011706117299704786
A,0.46546546546546547,-0.9042374473099573,0.012046826772431313
