world_key,oracle_status,oracle_objective,oracle_bound,oracle_gap,oracle_runtime_s,oracle_feasible,oracle_certified
E2:clustered:p0.7:cv1.0:r3,OPTIMAL,281.7290174142363,281.7290174142363,0.0,0.05539110000245273,True,True
E2:clustered:p0.7:cv1.0:r4,OPTIMAL,269.72706578782254,269.72706578782254,0.0,0.017366699990816414,True,True
E2:clustered:p0.7:cv1.0:r5,OPTIMAL,250.20879929550898,250.20879929550895,0.0,0.022507699963171035,True,True
E2:clustered:p0.7:cv1.0:r6,OPTIMAL,253.24046092808254,253.24046092808257,0.0,0.05561020004097372,True,True
E2:clustered:p0.7:cv1.0:r7,OPTIMAL,266.44213686011193,266.44213686011193,0.0,0.03096259996527806,True,True
E2:clustered:p0.7:cv1.0:r8,OPTIMAL,250.9539114873122,250.9539114873122,0.0,0.01890829997137189,True,True
E2:clustered:p0.7:cv1.0:r9,OPTIMAL,284.6149116095562,284.61491160955615,0.0,0.09669360000407323,True,True
E2:clustered:p0.7:cv1.0:r10,OPTIMAL,302.7720031331954,302.7720031331954,0.0,0.0523537999833934,True,True
E2:clustered:p0.7:cv1.0:r11,OPTIMAL,294.4592767890174,294.4592767890174,0.0,0.020332499989308417,True,True
E2:clustered:p0.7:cv1.0:r12,OPTIMAL,251.638163671551,251.638163671551,0.0,0.028346400009468198,True,True
E2:clustered:p0.7:cv1.0:r13,OPTIMAL,271.39823080180764,271.39823080180764,0.0,0.024598399992100894,True,True
E2:clustered:p0.7:cv1.0:r14,OPTIMAL,204.70931612930033,204.7093161293003,0.0,0.025881900044623762,True,True
E2:clustered:p0.7:cv1.0:r15,OPTIMAL,283.654529666219,283.654529666219,0.0,0.06951629999093711,True,True
E2:clustered:p0.7:cv1.0:r16,OPTIMAL,323.6029103604244,323.6029103604244,0.0,0.05548440001439303,True,True
E2:clustered:p0.7:cv1.0:r17,OPTIMAL,159.97880827184605,159.97880827184605,0.0,0.006438500015065074,True,True
