world_key,world_id,world_seed,world_digest,scenario,scenario_label,capacity_cv,realized_cv,pressure,N,K,total_capacity,total_demand,critical_radius_m
E2:uniform:p0.7:cv0.0:r23,uniform-p0.7-r23,2144074091,f7a283437a8a5deffb0b0a092e777e85e70d295195c9f71aa744801c1e2eb0c4,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,32.985372722860056
E2:uniform:p0.7:cv0.0:r24,uniform-p0.7-r24,3848337856,71ea777aa787def77351db48fc0f1fe19cdf6f0eadd3d7b4c659c37c724e9457,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,32.90659510958537
E2:uniform:p0.7:cv0.0:r25,uniform-p0.7-r25,226200973,88d8164f5dc3aff3d4ea736c589ebf539cbcad6d03edb9b9d4eeed3413a11e55,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.00000000000001,33.157023953426894
E2:uniform:p0.7:cv0.0:r26,uniform-p0.7-r26,326625632,040d5d418d1ef1e6970cd80ce34d1ca6907ea1db3ad266c87a542dbb7a57a8d4,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.00000000000001,34.35961462161985
E2:uniform:p0.7:cv0.0:r27,uniform-p0.7-r27,2157630827,d6fa6b2fcc2e81d6172accd5162cb995a4bbadd6d9ccfa6e9e579d58b1c3931c,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,55.999999999999986,27.328191782527004
E2:uniform:p0.7:cv0.0:r28,uniform-p0.7-r28,1090818584,43bcabf83a0450a328df67d0f27335ce07542a9dcfce334d4d55afade6796fe1,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,31.69537376932996
E2:uniform:p0.7:cv0.0:r29,uniform-p0.7-r29,1590993984,4ad2c738f6e92419e001d44649e67beacaca3be935551bf97ff3211c8e192899,uniform,Aleatorio,0.0,0.0,0.7,16,5,80.0,56.0,41.3469957968505
E2:uniform:p0.85:cv0.0:r0,uniform-p0.85-r0,1795442362,c28e15fd22f80da76d48e0e25491b6f5dd769f62c9e4a2f44a871af8f318e0fd,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,54.90022053655375
E2:uniform:p0.85:cv0.0:r1,uniform-p0.85-r1,119672481,3311fcf269ec2aae1b5f01b0f585551460ae2e5a9bfab35c5f0eca1e2b19eef3,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,42.66462629831137
E2:uniform:p0.85:cv0.0:r2,uniform-p0.85-r2,2373704553,5e2c5bd6140d1febaf9832d5c55cb41786c6b4d740fcfd208af974ded66d70c0,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,32.45469711474669
E2:uniform:p0.85:cv0.0:r3,uniform-p0.85-r3,4197235162,a155971bfb848a965e172f4c1f6d213fbc27878a2f475b105e8846ec21171548,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,32.40235028284834
E2:uniform:p0.85:cv0.0:r4,uniform-p0.85-r4,2355441009,a868b77b6fd1c6f2c7754bcbdd461ac681d970f74750eff48ae247762200a04d,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,46.9395151507591
E2:uniform:p0.85:cv0.0:r5,uniform-p0.85-r5,2157291504,3e3be02090bbbf14a3d04b23c0e7efaee2fda19c80cd14e46d60b0abcfb1e073,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,39.256948179984256
E2:uniform:p0.85:cv0.0:r6,uniform-p0.85-r6,2909789880,77906cae78be3798e9c8abd8608693ef08b62084f5ffdf17c8ae014a88bb4f32,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,34.02100950763784
E2:uniform:p0.85:cv0.0:r7,uniform-p0.85-r7,354433585,6cd864ba3a72b1851c1a9c55f822e633dab8dbd9c3a54403f173cee61bc9a639,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,34.56853058208779
E2:uniform:p0.85:cv0.0:r8,uniform-p0.85-r8,310028375,d560d7f5aec53ac04aac5fc90e907cd9271da6dc60b001151bc180547a6f8bde,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,29.63993514699649
E2:uniform:p0.85:cv0.0:r9,uniform-p0.85-r9,122714524,10ff4589053290a5ee6473ce33edb3aba51d83ea9a1e99b53e0ade7a6e38f218,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,41.003693502344916
E2:uniform:p0.85:cv0.0:r10,uniform-p0.85-r10,1248199787,988ec9695b34be80616c910b84506e62779fddb0fbe7ea775a14f28e0ef1ed27,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,34.589053137715986
E2:uniform:p0.85:cv0.0:r11,uniform-p0.85-r11,2333080735,3b648d19c562580e12a6fcdcbc4efc1191e359c4bdfbfd5c5d7510912d574cec,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,34.638136290112875
E2:uniform:p0.85:cv0.0:r12,uniform-p0.85-r12,1078889650,81ec00309b635952105e44f9ca21a48ef1c02c11e11c474ea55bc4d85e115f44,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,41.90914565470045
E2:uniform:p0.85:cv0.0:r13,uniform-p0.85-r13,847213278,f8887798f92581efdc69f85e4bc247a157da63403c8743ba5b27e1fb683772b2,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,42.14345545494843
E2:uniform:p0.85:cv0.0:r14,uniform-p0.85-r14,2847597802,a13abd1b30dbbed948ca7a9191b0216f9c36cf9a73a9911e2b21a860e723343e,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,41.1696635245693
E2:uniform:p0.85:cv0.0:r15,uniform-p0.85-r15,1161501580,57a4f6cc8731206d0a0e08aceefc7f0960f737a540e54d5e747651b3b58b4094,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,29.792802814595223
E2:uniform:p0.85:cv0.0:r16,uniform-p0.85-r16,3456596237,b38f18c63ae21452337673c9360a599a540d3897a8323a3e34d7c725cb6dd80f,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,40.98105876144048
E2:uniform:p0.85:cv0.0:r17,uniform-p0.85-r17,1787003181,77bb4a0bf43d3c391216af82093f3fc193e6999172ac1b448b3ae39cdd210c99,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,39.85229749156014
E2:uniform:p0.85:cv0.0:r18,uniform-p0.85-r18,75399376,553984a0942bb36f6e8bfae19a10d27eb7ee1de97f26093ced58571166bc0515,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,37.19105965065572
E2:uniform:p0.85:cv0.0:r19,uniform-p0.85-r19,314133757,f219a1cea359cd06c4ea1bc0dc2c2edcac03907af5c4c110c5eae758b8dd5f70,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,27.49842614815765
E2:uniform:p0.85:cv0.0:r20,uniform-p0.85-r20,1387344931,ff4735297b42556ea994334937b135962b0f876331894a183a9b0dd00eb85981,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,26.533541949068457
E2:uniform:p0.85:cv0.0:r21,uniform-p0.85-r21,3104999993,a41ed4edd99340ee098f9de49efc198774ecf160d030d15b2012007e86884bf3,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,28.48545620090428
E2:uniform:p0.85:cv0.0:r22,uniform-p0.85-r22,2076654426,516f8b81a367b82a8e18b2993221a468b37e5dd4c2bed574b74aae70a4a7822e,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,67.99999999999999,56.976388791553525
E2:uniform:p0.85:cv0.0:r23,uniform-p0.85-r23,1368457705,1ee42f9f6e516f0b0838245700cd652719f99be7731c267b4d7aa62d796bd6c8,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,33.96193423880217
E2:uniform:p0.85:cv0.0:r24,uniform-p0.85-r24,2976113044,8cd4435eb87ad80ccad950dce4ff92aed12de9ee12bf590202f9b5fe23626e17,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,37.98955918151068
E2:uniform:p0.85:cv0.0:r25,uniform-p0.85-r25,2792926050,ab3d726cc344c59d306653a331e50132876b701807a767a97baa872f60cc5903,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,36.77050255739143
E2:uniform:p0.85:cv0.0:r26,uniform-p0.85-r26,2106931361,4f7332efb7a50e9712e161661464dc9d16553eab7ad9dc073f47080a4b8843c1,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.0,37.506827375748514
E2:uniform:p0.85:cv0.0:r27,uniform-p0.85-r27,2207608105,635d1a68bf6761edce43a6ad4febb1c4a7619108cd6b87107bd02f2af68f673a,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,28.904954752009555
E2:uniform:p0.85:cv0.0:r28,uniform-p0.85-r28,1233471789,ada5c1b34df5787a7e368ea766f8089ca545a8f2dbd5832b3232e6fcc2e227be,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,32.87475618221187
E2:uniform:p0.85:cv0.0:r29,uniform-p0.85-r29,2670902933,76b7e8b1213773ce82d3b7d634bc52c7838685248065d2c670f83354866671db,uniform,Aleatorio,0.0,0.0,0.85,16,5,80.0,68.00000000000001,56.385287705763496
E2:uniform:p0.7:cv0.35:r0,uniform-p0.7-r0,971949659,660d016a6af65e21bd903fd614a6d408d78077b7d814fa9db33392a1868e0afa,uniform,Aleatorio,0.35,0.4160081504632777,0.7,16,5,80.0,55.99999999999999,27.65339524932868
E2:uniform:p0.7:cv0.35:r1,uniform-p0.7-r1,1650646117,22099d59ef11cc65aa1531be9e813306f265c8701ddc82ba4a284a036f9d8b4f,uniform,Aleatorio,0.35,0.27353488986527763,0.7,16,5,80.0,56.0,32.94317831179677
E2:uniform:p0.7:cv0.35:r2,uniform-p0.7-r2,1808233241,20ec7bc533d8793341671c133588f6a00f5af70e27c352b10620c44b4cfd9b7a,uniform,Aleatorio,0.35,0.36664496826372867,0.7,16,5,80.0,56.00000000000001,35.680231641520315
E2:uniform:p0.7:cv0.35:r3,uniform-p0.7-r3,3714920918,cba1b223cde259055693f862106c3349faf0256d18bd816396e8d40ae4826d63,uniform,Aleatorio,0.35,0.39003318798644887,0.7,16,5,80.0,56.0,42.333420069128906
E2:uniform:p0.7:cv0.35:r4,uniform-p0.7-r4,1702622760,c2e08ab33e11e28b7b53a1e5ca7a1ecf35abb3217adbc651bc6df79be1a7228a,uniform,Aleatorio,0.35,0.3680700877219596,0.7,16,5,80.0,56.0,45.407402814679024
E2:uniform:p0.7:cv0.35:r5,uniform-p0.7-r5,3047800900,d47ed378963bdc8f0d5367df84c2abdfac81990e2af111a731d1631670fb6714,uniform,Aleatorio,0.35,0.3181175763154439,0.7,16,5,80.0,56.0,38.41414456773605
E2:uniform:p0.7:cv0.35:r6,uniform-p0.7-r6,3663561766,37ca071513012c0d8567156722a4c92d72cbd290100cf6cd65c4c0317a749dc2,uniform,Aleatorio,0.35,0.3736429270407605,0.7,16,5,80.0,56.0,35.044534186873946
E2:uniform:p0.7:cv0.35:r7,uniform-p0.7-r7,3369711852,26420cf97501b62ab0e4659694b0f560afc940c4bd2f74a542e06c06097f7d61,uniform,Aleatorio,0.35,0.2886345818791281,0.7,16,5,80.00000000000001,56.0,41.7343054806349
E2:uniform:p0.7:cv0.35:r8,uniform-p0.7-r8,372643683,7e13a694f3cffc6e9de8aa901673eb32e1af9e801379731fc7d6328574223286,uniform,Aleatorio,0.35,0.1526540472118683,0.7,16,5,80.0,55.99999999999999,35.01771699236991
E2:uniform:p0.7:cv0.35:r9,uniform-p0.7-r9,354683467,e3e817579de2e4b634e8f2b6ed24786802c6cbde65ec8e2f3c0ecf272cc6439a,uniform,Aleatorio,0.35,0.319042602008191,0.7,16,5,79.99999999999999,56.00000000000001,30.70617180397695
E2:uniform:p0.7:cv0.35:r10,uniform-p0.7-r10,339958285,d1196bcb5cc982d6553e247fb79fcc09fecfabf083a0a81d062126126da33245,uniform,Aleatorio,0.35,0.33766901528089843,0.7,16,5,80.0,56.0,39.715433097953714
E2:uniform:p0.7:cv0.35:r11,uniform-p0.7-r11,4282585846,51f62cba97cadcbd8800672c04914fa7d27a8c5d28f49bd76c1476965d14ef08,uniform,Aleatorio,0.35,0.31014221079860554,0.7,16,5,80.0,56.0,25.36462772167826
E2:uniform:p0.7:cv0.35:r12,uniform-p0.7-r12,200871354,8179dd4ea7642f06e8912d44f23f2d7e4c2b84cb87e94bbbab732c5addcfe34c,uniform,Aleatorio,0.35,0.30686402043650274,0.7,16,5,80.0,56.000000000000014,32.69666566010384
E2:uniform:p0.7:cv0.35:r13,uniform-p0.7-r13,2074074201,76e254dadc8f8a34f3b1b65b4afd4b97bfa4ca37030e02eac714ff761155760b,uniform,Aleatorio,0.35,0.2509238147402855,0.7,16,5,79.99999999999999,56.00000000000001,32.47403672539048
E2:uniform:p0.7:cv0.35:r14,uniform-p0.7-r14,3652005525,6700751c51f0ccbf3facbdd445e939da97de171cdbc2bcecf303a1b93b0df62a,uniform,Aleatorio,0.35,0.30337049159534507,0.7,16,5,80.0,56.000000000000014,45.79531765945773
E2:uniform:p0.7:cv0.35:r15,uniform-p0.7-r15,779025303,e628c1ec82759a6b7861e4ee690783dc003f51c6f20470d5cbca779337e0f5d3,uniform,Aleatorio,0.35,0.2650386888862255,0.7,16,5,80.0,56.0,36.47988786830981
E2:uniform:p0.7:cv0.35:r16,uniform-p0.7-r16,2230547777,5547cf260c48533471d0c696cc7ef90a3bbe4ac0b808b42a38169bfd38a95f5d,uniform,Aleatorio,0.35,0.2946224765786801,0.7,16,5,80.0,56.0,41.669189892653435
E2:uniform:p0.7:cv0.35:r17,uniform-p0.7-r17,1573080845,335e04d78f951da63838fcb583d345ba45c1569d5e86268de1d23a4c384e5b88,uniform,Aleatorio,0.35,0.3395345607486816,0.7,16,5,80.0,56.0,33.42580374887382
E2:uniform:p0.7:cv0.35:r18,uniform-p0.7-r18,4226782885,7cc3fbae9e7b3c483252fbe070aead4abeb921e0efa65de5c395160c48b19bcf,uniform,Aleatorio,0.35,0.3386132954783001,0.7,16,5,80.0,55.99999999999999,33.421170517000455
E2:uniform:p0.7:cv0.35:r19,uniform-p0.7-r19,464816480,220fee4494aa6eea5bc7e6e48cc0d6692cb284a4b89f38820a254afada63429b,uniform,Aleatorio,0.35,0.231865780890871,0.7,16,5,80.0,56.00000000000001,35.99189864246193
E2:uniform:p0.7:cv0.35:r20,uniform-p0.7-r20,3482396282,3f5a4ff75db1b8c28876e6236cf9db5c5703c351b585b853a3d58182719791c5,uniform,Aleatorio,0.35,0.3849839970572189,0.7,16,5,80.0,56.0,39.442300613564406
E2:uniform:p0.7:cv0.35:r21,uniform-p0.7-r21,219269368,0d1aefe71e0578219b43d4b718238172fbec13e26e53de7b77a4c7e9eab21338,uniform,Aleatorio,0.35,0.37323142984078256,0.7,16,5,80.0,55.99999999999999,31.191401056337664
E2:uniform:p0.7:cv0.35:r22,uniform-p0.7-r22,1125814744,de663b1879ed66113d7eaa1194b70b76e9e79b92a781239f35e833eac4eec025,uniform,Aleatorio,0.35,0.2191829717003199,0.7,16,5,79.99999999999999,56.0,45.6329075894074
E2:uniform:p0.7:cv0.35:r23,uniform-p0.7-r23,2144074091,108a94c9ecc1e5ac4f48c60ed0884328aeb2e41be9065e6f21c2761ae1ae62c2,uniform,Aleatorio,0.35,0.2957525546219919,0.7,16,5,80.0,56.0,32.985372722860056
E2:uniform:p0.7:cv0.35:r24,uniform-p0.7-r24,3848337856,e1c10866275f73fdc0cc5efbd6f038b3f5b542aafa4bc59636026e1318275597,uniform,Aleatorio,0.35,0.3133491014558826,0.7,16,5,80.0,56.0,32.90659510958537
E2:uniform:p0.7:cv0.35:r25,uniform-p0.7-r25,226200973,8bda6557b399a383b1cfd8b96f5a0c564f13a2e376b4eb0a7061a481d039765f,uniform,Aleatorio,0.35,0.35356042844717905,0.7,16,5,80.0,56.00000000000001,33.157023953426894
E2:uniform:p0.7:cv0.35:r26,uniform-p0.7-r26,326625632,2b05eecdb91fcd339cc2fe3f7d9a627b5d5a703655f4fd7fb3c2aab6138b1d94,uniform,Aleatorio,0.35,0.3224575080444111,0.7,16,5,80.0,56.00000000000001,34.35961462161985
E2:uniform:p0.7:cv0.35:r27,uniform-p0.7-r27,2157630827,86fa044dc69145c6715bccc6cbef307a1f02275429a91a5caacb97301f98ea8f,uniform,Aleatorio,0.35,0.3213546103755814,0.7,16,5,80.0,55.999999999999986,27.328191782527004
E2:uniform:p0.7:cv0.35:r28,uniform-p0.7-r28,1090818584,5f1976857a0e58234e2d6e33f097e52da56badbacd753907119a1178236a8051,uniform,Aleatorio,0.35,0.2977014917276838,0.7,16,5,80.0,56.0,31.69537376932996
E2:uniform:p0.7:cv0.35:r29,uniform-p0.7-r29,1590993984,8eabae8ad550489b86840e76c443afca9a2c201e4d810f69c7568bbec1a56740,uniform,Aleatorio,0.35,0.34720098939715055,0.7,16,5,80.0,56.0,41.3469957968505
E2:uniform:p0.85:cv0.35:r0,uniform-p0.85-r0,1795442362,e76e2cba186a435af35573607764199db029237b6cce7e2b0c2d554beb8f14d3,uniform,Aleatorio,0.35,0.3294739543967742,0.85,16,5,80.0,68.00000000000001,54.90022053655375
E2:uniform:p0.85:cv0.35:r1,uniform-p0.85-r1,119672481,1fee82a1bba2e36a3827a94ba7656632bd9a8147c90ef587cfc7b7f74a6ad114,uniform,Aleatorio,0.35,0.3989132536988872,0.85,16,5,80.0,68.0,42.66462629831137
E2:uniform:p0.85:cv0.35:r2,uniform-p0.85-r2,2373704553,c8bc1ef337374c93cc24df50c0e07dc192cdc0264f52196e711dc7f52df343ed,uniform,Aleatorio,0.35,0.30890812808452506,0.85,16,5,80.0,68.0,32.45469711474669
E2:uniform:p0.85:cv0.35:r3,uniform-p0.85-r3,4197235162,38ab3ceb847f1fe37c65c53b49447f04091f4868eb096505591164adeb36417f,uniform,Aleatorio,0.35,0.33700543963455315,0.85,16,5,80.0,68.0,32.40235028284834
E2:uniform:p0.85:cv0.35:r4,uniform-p0.85-r4,2355441009,7125477355bd6764b04719ff62e4df798ee1afe5c3611bc5ee2e0d2f87afff11,uniform,Aleatorio,0.35,0.3533288838968174,0.85,16,5,79.99999999999999,68.00000000000001,46.9395151507591
E2:uniform:p0.85:cv0.35:r5,uniform-p0.85-r5,2157291504,35c81020b8bfa91d628548ad6ea3216a252d3cf5f0a382f75c1a8c632e3b8be1,uniform,Aleatorio,0.35,0.18445805343466581,0.85,16,5,80.0,68.0,39.256948179984256
E2:uniform:p0.85:cv0.35:r6,uniform-p0.85-r6,2909789880,5095ccc427ba9512bc8388d2742742ea085592400865875121d7aa006accdf9a,uniform,Aleatorio,0.35,0.34852271599742135,0.85,16,5,80.0,68.0,34.02100950763784
E2:uniform:p0.85:cv0.35:r7,uniform-p0.85-r7,354433585,95dc29274024742f9047802e4acb70580196455f2dd04a21d40ef4e53890165d,uniform,Aleatorio,0.35,0.3258787789427601,0.85,16,5,80.0,68.0,34.56853058208779
E2:uniform:p0.85:cv0.35:r8,uniform-p0.85-r8,310028375,c691dfd590ec4ba87d6334c2e782219d97cb7d840324d90ad4edea3f7cefc5d8,uniform,Aleatorio,0.35,0.3222145394892514,0.85,16,5,80.0,68.0,29.63993514699649
E2:uniform:p0.85:cv0.35:r9,uniform-p0.85-r9,122714524,e3feca3a58bed6841a0f12fc242b5b5d2c62f0fe6975cefff194d8fe1ec8f661,uniform,Aleatorio,0.35,0.4383171038879442,0.85,16,5,80.0,68.0,41.003693502344916
E2:uniform:p0.85:cv0.35:r10,uniform-p0.85-r10,1248199787,b05886b760e107fc0cd420fd898a753f57d9918a2b0721e8778ee2e3322d722e,uniform,Aleatorio,0.35,0.3387062994109021,0.85,16,5,80.0,68.0,34.589053137715986
E2:uniform:p0.85:cv0.35:r11,uniform-p0.85-r11,2333080735,e3e976efd06bb8dba237a5625e6f20b2eeb897f5dd21e8f3de8835b7b623aa7a,uniform,Aleatorio,0.35,0.3821375426165268,0.85,16,5,80.0,68.0,34.638136290112875
E2:uniform:p0.85:cv0.35:r12,uniform-p0.85-r12,1078889650,657ee210eecdf685faedebc5f55f174f2c78c2f1abfb446a3a62e5a54f912f79,uniform,Aleatorio,0.35,0.5333935102498979,0.85,16,5,80.0,68.0,41.90914565470045
E2:uniform:p0.85:cv0.35:r13,uniform-p0.85-r13,847213278,57a42e675402aafa8d5946913d216301683d64c491da4231d1ceaca92215646c,uniform,Aleatorio,0.35,0.35595841762017566,0.85,16,5,80.0,68.0,42.14345545494843
E2:uniform:p0.85:cv0.35:r14,uniform-p0.85-r14,2847597802,00da13ff440110bec6edab7c945b1f667ab88486a00906baeb4c1fec77e2ff1e,uniform,Aleatorio,0.35,0.32076460963701214,0.85,16,5,80.0,68.0,41.1696635245693
E2:uniform:p0.85:cv0.35:r15,uniform-p0.85-r15,1161501580,68448fce1f2b857069a2916b707f5de929ff101b6398a76dcc7dd5d9cd2951bd,uniform,Aleatorio,0.35,0.2718452683360392,0.85,16,5,80.0,68.0,29.792802814595223
E2:uniform:p0.85:cv0.35:r16,uniform-p0.85-r16,3456596237,50fa013ad5fbbb7ba7de09b27465ee56984b7599b8e83b5442b2805cb371d00c,uniform,Aleatorio,0.35,0.40876342998821896,0.85,16,5,80.0,68.0,40.98105876144048
E2:uniform:p0.85:cv0.35:r17,uniform-p0.85-r17,1787003181,0cf2230dc54b9d122aba18cbaf7b0c7cc8b35864fa6c866e1462b7e6fa7c72a9,uniform,Aleatorio,0.35,0.31652285569288485,0.85,16,5,80.0,68.0,39.85229749156014
E2:uniform:p0.85:cv0.35:r18,uniform-p0.85-r18,75399376,041b909fbd5a9bb7f83da8c66b7e972fb0734ef6e2e49ab6e34f728de3df29ca,uniform,Aleatorio,0.35,0.377887193182157,0.85,16,5,79.99999999999999,68.0,37.19105965065572
