candidate_id,title,authors,year,venue,doi,evidence_strength,scientific_role,coding_status,score,selection_reason
C707603D73D65,Efficient Communication in Multi-Agent Reinforcement Learning via\n Variance Based Control,Sai Qian Zhang; Qi Zhang; Jieyu Lin,2019,arXiv (Cornell University),10.48550/arxiv.1909.02682,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C1E0CF3627C14,Formal Modeling and Analysis of Hybrid Systems: A Case Study in Multi-robot Coordination,Rajeev Alur; J.M. Esposito; M. Kim; Vijay Kumar; Insup Lee,1999,Lecture notes in computer science,10.1007/3-540-48119-2_14,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
CDC95A8F28BBA,Logit Dynamics in Potential Games with Memoryless Players,Tatiana Tatarenko,2017,Game-Theoretic Learning and Distributed Optimization in Memoryless Multi-Agent Systems,10.1007/978-3-319-65479-9_3,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C7DEDA979D613,Mitigation of the coordination crisis in wildfire management using a multi-agent AI system,Ramit Debnath; Aric Shafran; Israel Waichman,2026,Communications Earth & Environment,10.1038/s43247-026-03962-6,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
CD243EB66DFE9,Multi-Agent Deep Reinforcement Learning for Dynamic Power Allocation in Wireless Networks,Yasar Sinan Nasir; Dongning Guo,2019,IEEE Journal on Selected Areas in Communications,10.1109/jsac.2019.2933973,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C6026EDFF698B,Multi-Task Allocation and Path Planning for Cooperating UAVs,John Bellingham; Michael Tillerson; Arthur Richards; Jonathan P. How,2003,Cooperative systems,10.1007/978-1-4757-3758-5_2,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
CF748088503D9,Research on Model and Algorithm of Task Allocation and Path Planning for Multi-Robot,Zhenping Li; Xueting Li,2017,Open Journal of Applied Sciences,10.4236/ojapps.2017.710037,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C876206FA4482,Robust distributed planning strategies for autonomous multi-agent teams,Sameera Ponda,2012,,,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
CC1B056FDA93E,Task Allocation in the RoboCup Rescue Simulation Domain: A Short Note,Ranjit Nair; Takayuki Itō; Milind Tambe; Stacy Marsella,2002,Lecture notes in computer science,10.1007/3-540-45603-1_129,fulltext_verified,ENABLING,coded_fulltext_structural_pass,15,ENABLING structural role plus observed method/physical/theory signal
C4960FE439ACD,"3D camera augmented Autonomous Mobile Robot for intralogistics
						purposes",Alexandra Hegedűs; János Simon; József Sárosi,2023,Analecta Technica Szegedinensia,10.14232/analecta.2023.1.10-15,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
C806A699E9EBB,Ant-like task allocation and recruitment in cooperative robots,Michael J. B. Krieger; Jean-Bernard Billeter; Laurent Keller,2000,Nature,10.1038/35023164,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
C258B49A5CDCE,Distributed leader–follower flocking control for multi-agent dynamical systems with time-varying velocities,Wenwu Yu; Guanrong Chen; Ming Cao,2010,Systems & Control Letters,10.1016/j.sysconle.2010.06.014,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
C9318DA325D0A,Efficient multi-robot coverage of a known environment,Nare Karapetyan; Kelly Benson; Chris McKinney; Perouz Taslakian; Ioannis Rekleitis,2017,,10.1109/iros.2017.8206000,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
CE250CA9672E5,Human-Robot Teams for Large-Scale Assembly,Reid Simmons; Sanjiv Singh; Frederik W. Heger; Laura M. Hiatt; Seth Koterba; Nik A. Melchior; Brennan Sellner,2018,Figshare,10.1184/r1/6555074.v1,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
C73F608EF40D6,Implicit Cooperation Strategies for Multi-robot Search of Unknown Areas,Monica Anderson; Nikolaos Papanikolopoulos,2008,Journal of Intelligent & Robotic Systems,10.1007/s10846-008-9242-5,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
C9C7573988570,Intelligent Control System of Multi-motion Mobile Robot,Kifayat Mammadova; Aytan Aliyeva,2023,,10.2139/ssrn.4662890,abstract_only,ENABLING,coded_abstract_limited,13,ENABLING structural role plus observed method/physical/theory signal
C81C4EBC5F38D,Mobile robot replacement in multi-robot fault-tolerant formation,Ahmed M. Elsayed; Mohamed Elshalakani; Sherif Ali Hammad; Shady Ahmed Maged,2025,IAES International Journal of Robotics and Automation (IJRA),10.11591/ijra.v14i3.pp311-319,abstract_only,ENABLING,coded_abstract_limited,13,ENABLING structural role plus observed method/physical/theory signal
CEB6E822A55B8,Mobile robot replacement in multi-robot fault-tolerant formation,Ahmed M. Elsayed; Mohamed Elshalakani; Sherif Ali Hammad; Shady Ahmed Maged,2025,IAES International Journal of Robotics and Automation (IJRA),10.11591/ijra.v14i4.pp311-319,abstract_only,ENABLING,coded_abstract_limited,13,ENABLING structural role plus observed method/physical/theory signal
CFF226DFB42C5,Multi-robot Cooperative Object Localization,João Santos; Pedro Lima,2010,Lecture Notes in Computer Science RoboCup 2009: Robot Soccer World Cup XIII,10.1007/978-3-642-11876-0_29,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
C0C520E49BC30,Multi-robot communication-sensitive reconnaissance,Alan R. Wagner; Ronald C. Arkin,2004,,10.1109/robot.2004.1302455,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
C838614EB071B,Résilience et auto-réparation de processus de décisions multi-agents. Application à l’auto-configuration d’environnements intelligents,Pierre Rust; Gauthier Picard; Fano Ramparany,2022,Revue Ouverte d Intelligence Artificielle,10.5802/roia.44,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
C3270A6300492,Socialized Multi-Agent System Rendezvous via Networks of Networks,Yunzhong Song; Ziyi Fu; Fuzhong Wang,2016,Journal of Robotics Networking and Artificial Life,10.2991/jrnal.2016.3.2.15,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
CA81B3751040D,Some necessary and sufficient conditions for second-order consensus in multi-agent dynamical systems,Wenwu Yu; Guanrong Chen; Ming Cao,2010,Automatica,10.1016/j.automatica.2010.03.006,fulltext_verified,ENABLING,coded_fulltext_structural_pass,13,ENABLING structural role plus observed method/physical/theory signal
C8AD6EA0E1ECD,AGV charging scheduling optimization in logistics warehouse considering adaptable chargers,Zhu Wang; Yiguo Hao; Hongtao Hu,2026,,10.2139/ssrn.7352622,abstract_only,ENABLING,coded_abstract_limited,11,ENABLING structural role plus observed method/physical/theory signal
C41F7C8CC14A1,Adaptive Fuzzy Event-Triggered Cooperative Control for Multi-Robot Systems: A Predefined-Time Strategy,Xuehong Tian; Xin Huang; Haitao Liu; Qingqun Mai,2023,Sensors,10.3390/s23187950,abstract_only,ENABLING,coded_abstract_limited,11,ENABLING structural role plus observed method/physical/theory signal
CE7932A8945FD,Distributed Consensus of Linear Multiagent Systems: Laplacian Spectra-Based Method,Yuanye Chen; Yang Shi,2017,IEEE Transactions on Systems Man and Cybernetics Systems,10.1109/tsmc.2017.2774841,fulltext_verified,ENABLING,coded_fulltext_structural_pass,11,ENABLING structural role plus observed method/physical/theory signal
C7E3B82D2D51E,Human-Aware AMR Fleet Orchestration in Warehouse Logistics,Sohaib Afifi; Hamid Allaoui,2026,,10.2139/ssrn.7320841,abstract_only,ENABLING,coded_abstract_limited,11,ENABLING structural role plus observed method/physical/theory signal
C5A3277764A58,Research on Composite Robot Scheduling and Task Allocation for Warehouse Logistics Systems,Shuzhao Dong; Bin Yang,2025,Sustainability,10.3390/su17115051,abstract_only,ENABLING,coded_abstract_limited,11,ENABLING structural role plus observed method/physical/theory signal
CBB74AB460F62,Applicability of Multi-Agent Systems and Constrained Reasoning for Sensor-Based Distributed Scenarios: A Systematic Mapping Study on Dynamic DCOPs,Jose Barambones; Ricardo Imbert; Cristian Moral,2021,Sensors,10.3390/s21113807,fulltext_verified,ENABLING,coded_fulltext_structural_pass,9,ENABLING structural role plus observed method/physical/theory signal
C467911FC59C7,Autonomous Multi-material Construction with a Heterogeneous Robot Team,Maira Saboia; Vivek Thangavelu; Nils Napp,2019,Springer Proceedings in Advanced Robotics Distributed Autonomous Robotic Systems,10.1007/978-3-030-05816-6_27,fulltext_verified,ENABLING,coded_fulltext_structural_pass,9,ENABLING structural role plus observed method/physical/theory signal
CC365410253DF,Decentralized Shared Actor–Critic Learning for Collision-Aware Small-Team Multi-Robot Coverage,Abzal E. Kyzyrkanov; Didar Yedilkhan; Saltanat Amirgaliyeva; Sergazy Narynov,2026,Robotics,10.3390/robotics15070119,abstract_only,ENABLING,coded_abstract_limited,9,ENABLING structural role plus observed method/physical/theory signal
C980AAB7A17C7,Event-Triggered Consensus Control for Multi-Robot Systems with Collaborative Localization in Intelligent Manufacturing,Shuang Yu,2025,,10.21203/rs.3.rs-7772689/v1,abstract_only,ENABLING,coded_abstract_limited,9,ENABLING structural role plus observed method/physical/theory signal
CED945C1731C7,Finite-Time Distributed Leaderless Cooperative Guidance Law for Maneuvering Targets under Directed Topology without Numerical Singularities,Xiaofei Dong; Zhang Ren,2022,Aerospace,10.3390/aerospace9030157,abstract_only,ENABLING,coded_abstract_limited,9,ENABLING structural role plus observed method/physical/theory signal
CA707C5881034,Response threshold models and stochastic learning automata for self-coordination of heterogeneous multi-task distribution in multi-robot systems,Javier de Lope; Darío Maravall; Yadira Quiñonez,2012,Robotics and Autonomous Systems,10.1016/j.robot.2012.07.008,fulltext_verified,ENABLING,coded_fulltext_structural_pass,9,ENABLING structural role plus observed method/physical/theory signal
C5D0242DABED8,AGV-Drone Coordination for Autonomous Intralogistics Operation with the Use of Simulation-Optimization Framework,Rupesh Bade Shrestha; Konstantinos Mykoniatis,2025,,10.36227/techrxiv.176115881.13265110/v1,abstract_only,ENABLING,coded_abstract_limited,7,ENABLING structural role plus observed method/physical/theory signal
CBABD9530FC21,AMR Fleet Management as the Digital Backbone of Smart Intralogistics,Debashree Dey,2026,,10.2139/ssrn.6202438,abstract_only,ENABLING,coded_abstract_limited,7,ENABLING structural role plus observed method/physical/theory signal
CAAA1E5C5C32C,Design of two-stage multidrug chemotherapy schedules using replicator game dynamics,K. Stuckey; P.K. Newton,2024,,10.1101/2024.07.16.603768,abstract_only,ENABLING,coded_abstract_limited,7,ENABLING structural role plus observed method/physical/theory signal
C21AE965C1D08,Manipulability-Based Configuration Evaluation of Cooperative Payload Transport by Mobile Robot Collectives,Chin Pei Tang; Venkat Krovi,2004,"Volume 2: 28th Biennial Mechanisms and Robotics Conference, Parts A and B",10.1115/detc2004-57476,abstract_only,ENABLING,coded_abstract_limited,7,ENABLING structural role plus observed method/physical/theory signal
C73B41CDCC05F,Online Planning for Autonomous Mobile Robots with Different Objectives in Warehouse Commissioning Task,Satoshi Warita; Katsuhide Fujita,2024,Information,10.3390/info15030130,abstract_only,ENABLING,coded_abstract_limited,7,ENABLING structural role plus observed method/physical/theory signal
C04E3F3995298,"Exploring Adoption, Implementation, and Use of Autonomous Mobile Robots in Intralogistics Applications",Jacob Daniel Maywald,,,10.12794/metadc1985676,abstract_only,ENABLING,coded_abstract_limited,5,ENABLING structural role plus observed method/physical/theory signal
