method,method_label,scenario,seed,n_robots,world_hash,target_reached,safe_transport_success,any_collision,timeout,numerical_failure,termination_reason,time_to_target_s,final_position_error_m,final_orientation_error_rad,min_clearance_m,raw_barrier_violation_rate,safe_barrier_violation_rate,exec_barrier_violation_rate,guard_intervention_norm,wrench_realization_rmse,saturation_fraction,positive_hamiltonian_delta_rate,mechanical_work_j,force_effort_n2s,messages,runtime_wall_s,steps,max_mechanics_residual,positions_repaired_after_integration
velocity_obstacle_proxy,Velocity-obstacle proxy,open_nominal,573001,4,3c10e1a7b412f2bf6668135e7628f798dac75d281c43b26a3541be8b8b0c40eb,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,1.6592061658910175,0.0,0.0,0.0,0.0,5.475620922820366e-16,0.0,0.0,213.77371386866483,1442.1178629469705,0,0.08407270000316203,188,4.694970270847103e-14,0
cbf_wrench_local,Local CBF wrench filter,open_nominal,573001,4,3c10e1a7b412f2bf6668135e7628f798dac75d281c43b26a3541be8b8b0c40eb,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,1.6592061658910175,0.0,0.0,0.0,1.915992025533775e-12,5.592438964337247e-16,0.0,0.0,213.77371386866483,1442.1178629469707,1504,0.08964270001160912,188,7.160723346098895e-15,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),open_nominal,573001,4,3c10e1a7b412f2bf6668135e7628f798dac75d281c43b26a3541be8b8b0c40eb,1,1,0,0,0,target_reached,32.55,0.2741864839202496,0.0017720898376625271,1.659206165891018,0.0,0.0,0.0,0.0,6.835150000193616e-16,0.0,0.0,198.60928778496486,1386.2234551186625,0,0.11911150001105852,217,4.3385152110646224e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,open_nominal,573001,4,3c10e1a7b412f2bf6668135e7628f798dac75d281c43b26a3541be8b8b0c40eb,1,1,0,0,0,target_reached,32.55,0.2741864839202496,0.0017720898376625271,1.659206165891018,0.0,0.0,0.0,1.8042201454342205e-12,5.957718482685583e-16,0.0,0.0,198.6092877849649,1386.2234551186627,1736,0.10760750001645647,217,7.32410687763558e-15,0
distributed_preview_cbf,Distributed preview-CBF,open_nominal,573001,4,3c10e1a7b412f2bf6668135e7628f798dac75d281c43b26a3541be8b8b0c40eb,1,1,0,0,0,target_reached,33.6,0.2734788303418677,0.002155999073416126,1.6592061658910175,0.0,0.0,0.0,1.8178006561921222e-12,7.138367782073013e-16,0.0,0.0,192.5467870106952,1302.728812529505,1792,0.11715939998975955,224,8.379058453350832e-15,0
centralized_preview_reference,Centralized preview reference,open_nominal,573001,4,3c10e1a7b412f2bf6668135e7628f798dac75d281c43b26a3541be8b8b0c40eb,1,1,0,0,0,target_reached,35.25,0.27593431776336097,0.0010453402401080503,1.659206165891018,0.0,0.0,0.0,1.7225558213807677e-12,5.021418285653376e-16,0.0,0.0,186.3208531148958,1261.3726727346434,2820,0.1281658000079915,235,6.217248937900877e-15,0
pose_pd_raw,Pose PD (RAW),open_nominal,573000,8,96dc944f998eb16d3fa033424d51284a7fea8765f3c89fb07f0c2d81099389d3,1,1,0,0,0,target_reached,28.2,0.2659454458808424,0.0005036848439412545,0.6624999999999982,0.0,0.0,0.0,0.0,6.741328057443543e-16,0.0,0.0,210.62892256609132,710.9913361138584,0,0.12789539998630062,188,4.595411454131881e-14,0
apf_wrench_heuristic,APF wrench heuristic,open_nominal,573000,8,96dc944f998eb16d3fa033424d51284a7fea8765f3c89fb07f0c2d81099389d3,1,1,0,0,0,target_reached,28.2,0.2659454458808424,0.0005036848439412545,0.6624999999999982,0.0,0.0,0.0,0.0,6.741328057443543e-16,0.0,0.0,210.62892256609132,710.9913361138584,0,0.12860580001142807,188,4.595411454131881e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,open_nominal,573000,8,96dc944f998eb16d3fa033424d51284a7fea8765f3c89fb07f0c2d81099389d3,1,1,0,0,0,target_reached,28.2,0.2659454458808424,0.0005036848439412545,0.6624999999999982,0.0,0.0,0.0,0.0,6.741328057443543e-16,0.0,0.0,210.62892256609132,710.9913361138584,0,0.13448579999385402,188,4.595411454131881e-14,0
cbf_wrench_local,Local CBF wrench filter,open_nominal,573000,8,96dc944f998eb16d3fa033424d51284a7fea8765f3c89fb07f0c2d81099389d3,1,1,0,0,0,target_reached,28.2,0.2659454458808424,0.0005036848439412545,0.6624999999999982,0.0,0.0,0.0,1.8117756985774845e-12,6.790297409833318e-16,0.0,0.0,210.62892256609132,710.9913361138586,3008,0.18889459999627434,188,1.464821375527116e-14,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),open_nominal,573000,8,96dc944f998eb16d3fa033424d51284a7fea8765f3c89fb07f0c2d81099389d3,1,1,0,0,0,target_reached,32.55,0.27214389174643483,0.0017720898376625271,0.6624999999999986,0.0,0.0,0.0,0.0,6.378585330789152e-16,0.0,0.0,195.69105467285002,683.634220944202,0,0.1764965000038501,217,4.466699187172487e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,open_nominal,573000,8,96dc944f998eb16d3fa033424d51284a7fea8765f3c89fb07f0c2d81099389d3,1,1,0,0,0,target_reached,32.55,0.27214389174643483,0.0017720898376625271,0.6624999999999986,0.0,0.0,0.0,2.030349051653364e-12,6.44254674032241e-16,0.0,0.0,195.69105467285002,683.6342209442015,3472,0.15125110000371933,217,7.944109290391274e-15,0
distributed_preview_cbf,Distributed preview-CBF,open_nominal,573000,8,96dc944f998eb16d3fa033424d51284a7fea8765f3c89fb07f0c2d81099389d3,1,1,0,0,0,target_reached,33.449999999999996,0.27689963107772747,0.002248225917458324,0.6624999999999982,0.0,0.0,0.0,1.854394843703533e-12,5.314946784843336e-16,0.0,0.0,189.71523985642574,642.3899957407598,3568,0.15134529999340884,223,7.377764055609925e-15,0
centralized_preview_reference,Centralized preview reference,open_nominal,573000,8,96dc944f998eb16d3fa033424d51284a7fea8765f3c89fb07f0c2d81099389d3,1,1,0,0,0,target_reached,35.25,0.27387870484659005,0.0010453402401080503,0.6624999999999982,0.0,0.0,0.0,1.757125544401457e-12,6.708637531012867e-16,0.0,0.0,183.58220626574985,621.9950734986828,13160,0.17818879999686033,235,8.565282493038633e-15,0
pose_pd_raw,Pose PD (RAW),open_nominal,573001,8,f82d48bd12857e11020ea6299ea5581f39bfbfc069fd3dffdd6431d676f04f68,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,0.6624999999999986,0.0,0.0,0.0,0.0,6.821597952498244e-16,0.0,0.0,213.77371386866483,721.5956005361804,0,0.1249699000036344,188,4.633927802435176e-14,0
apf_wrench_heuristic,APF wrench heuristic,open_nominal,573001,8,f82d48bd12857e11020ea6299ea5581f39bfbfc069fd3dffdd6431d676f04f68,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,0.6624999999999986,0.0,0.0,0.0,0.0,6.821597952498244e-16,0.0,0.0,213.77371386866483,721.5956005361804,0,0.11659760001930408,188,4.633927802435176e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,open_nominal,573001,8,f82d48bd12857e11020ea6299ea5581f39bfbfc069fd3dffdd6431d676f04f68,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,0.6624999999999986,0.0,0.0,0.0,0.0,6.821597952498244e-16,0.0,0.0,213.77371386866483,721.5956005361804,0,0.12303819999215193,188,4.633927802435176e-14,0
cbf_wrench_local,Local CBF wrench filter,open_nominal,573001,8,f82d48bd12857e11020ea6299ea5581f39bfbfc069fd3dffdd6431d676f04f68,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,0.6624999999999986,0.0,0.0,0.0,1.9160092998539566e-12,6.300508112555455e-16,0.0,0.0,213.77371386866483,721.5956005361804,3008,0.12312889998429455,188,7.944109290391274e-15,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),open_nominal,573001,8,f82d48bd12857e11020ea6299ea5581f39bfbfc069fd3dffdd6431d676f04f68,1,1,0,0,0,target_reached,32.55,0.2741864839202496,0.0017720898376625271,0.662499999999998,0.0,0.0,0.0,0.0,5.329717449030421e-16,0.0,0.0,198.60928778496486,693.7963529851204,0,0.15924229999654926,217,4.280395724909528e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,open_nominal,573001,8,f82d48bd12857e11020ea6299ea5581f39bfbfc069fd3dffdd6431d676f04f68,1,1,0,0,0,target_reached,32.55,0.2741864839202496,0.0017720898376625271,0.662499999999998,0.0,0.0,0.0,1.7913520755948594e-12,5.318313409284153e-16,0.0,0.0,198.6092877849649,693.7963529851205,3472,0.14660969999385998,217,7.32410687763558e-15,0
distributed_preview_cbf,Distributed preview-CBF,open_nominal,573001,8,f82d48bd12857e11020ea6299ea5581f39bfbfc069fd3dffdd6431d676f04f68,1,1,0,0,0,target_reached,33.6,0.2734788303418677,0.002155999073416126,0.6624999999999982,0.0,0.0,0.0,1.8218299715188525e-12,6.272985913402933e-16,0.0,0.0,192.54678701069523,651.9517841764326,3584,0.15119439997943118,224,1.4458497151625688e-14,0
centralized_preview_reference,Centralized preview reference,open_nominal,573001,8,f82d48bd12857e11020ea6299ea5581f39bfbfc069fd3dffdd6431d676f04f68,1,1,0,0,0,target_reached,35.25,0.27593431776336097,0.0010453402401080503,0.6624999999999984,0.0,0.0,0.0,1.728325304242957e-12,5.860239698428979e-16,0.0,0.0,186.3208531148958,631.2524371693456,13160,0.16727910001645796,235,7.32410687763558e-15,0
pose_pd_raw,Pose PD (RAW),open_nominal,573000,12,e9744d4cacc5b421b905c99eaf871207adfbf09b166ac048a222c7716d7271ef,1,1,0,0,0,target_reached,28.2,0.2659454458808424,0.0005036848439412545,0.24166666666666425,0.0,0.0,0.0,0.0,1.0142554965016171e-15,0.0,0.0,210.62892256609132,473.802773898113,0,0.17674729999271221,188,4.501759284449558e-14,0
apf_wrench_heuristic,APF wrench heuristic,open_nominal,573000,12,e9744d4cacc5b421b905c99eaf871207adfbf09b166ac048a222c7716d7271ef,1,1,0,0,0,target_reached,28.2,0.2659454458808424,0.0005036848439412545,0.24166666666666425,0.0,0.0,0.0,0.0,1.0142554965016171e-15,0.0,0.0,210.62892256609132,473.802773898113,0,0.19385690000490285,188,4.501759284449558e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,open_nominal,573000,12,e9744d4cacc5b421b905c99eaf871207adfbf09b166ac048a222c7716d7271ef,1,1,0,0,0,target_reached,28.2,0.2659454458808424,0.0005036848439412545,0.24166666666666425,0.0,0.0,0.0,0.0,1.0142554965016171e-15,0.0,0.0,210.62892256609132,473.802773898113,0,0.1788075999938883,188,4.501759284449558e-14,0
cbf_wrench_local,Local CBF wrench filter,open_nominal,573000,12,e9744d4cacc5b421b905c99eaf871207adfbf09b166ac048a222c7716d7271ef,1,1,0,0,0,target_reached,28.2,0.2659454458808424,0.0005036848439412545,0.24166666666666425,0.0,0.0,0.0,1.8117762482941299e-12,9.652004448544963e-16,0.0,0.0,210.62892256609132,473.8027738981131,4512,0.18309170001884922,188,1.591302455776226e-14,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),open_nominal,573000,12,e9744d4cacc5b421b905c99eaf871207adfbf09b166ac048a222c7716d7271ef,1,1,0,0,0,target_reached,32.55,0.27214389174643483,0.0017720898376625271,0.24166666666666436,0.0,0.0,0.0,0.0,1.0017770764854576e-15,0.0,0.0,195.69105467285002,455.51191548066436,0,0.20752339999307878,217,4.4096962836115984e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,open_nominal,573000,12,e9744d4cacc5b421b905c99eaf871207adfbf09b166ac048a222c7716d7271ef,1,1,0,0,0,target_reached,32.55,0.27214389174643483,0.0017720898376625271,0.24166666666666436,0.0,0.0,0.0,2.030357672497548e-12,7.686779699660623e-16,0.0,0.0,195.69105467285002,455.5119154806643,5208,0.20772499998565763,217,7.32410687763558e-15,0
distributed_preview_cbf,Distributed preview-CBF,open_nominal,573000,12,e9744d4cacc5b421b905c99eaf871207adfbf09b166ac048a222c7716d7271ef,1,1,0,0,0,target_reached,33.449999999999996,0.27689963107772747,0.002248225917458324,0.24166666666666436,0.0,0.0,0.0,1.8544209012845253e-12,7.998852728900255e-16,0.0,0.0,189.71523985642574,428.0504572538615,5352,0.21340939999208786,223,1.467511591522657e-14,0
centralized_preview_reference,Centralized preview reference,open_nominal,573000,12,e9744d4cacc5b421b905c99eaf871207adfbf09b166ac048a222c7716d7271ef,1,1,0,0,0,target_reached,35.25,0.27387870484659005,0.0010453402401080503,0.24166666666666425,0.0,0.0,0.0,1.7489150391793268e-12,7.362750104379636e-16,0.0,0.0,183.58220626574985,414.4614327386937,31020,0.23599689998081885,235,9.565974336450906e-15,0
pose_pd_raw,Pose PD (RAW),open_nominal,573001,12,cb1eef1c229f0394ce8f44152228ffcfe59d6e477fb375e687e71944330b57d8,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,0.24166666666666425,0.0,0.0,0.0,0.0,1.0096342130459135e-15,0.0,0.0,213.77371386866483,480.8722835129943,0,0.18498170000384562,188,4.711755647813113e-14,0
apf_wrench_heuristic,APF wrench heuristic,open_nominal,573001,12,cb1eef1c229f0394ce8f44152228ffcfe59d6e477fb375e687e71944330b57d8,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,0.24166666666666425,0.0,0.0,0.0,0.0,1.0096342130459135e-15,0.0,0.0,213.77371386866483,480.8722835129943,0,0.2039206000044942,188,4.711755647813113e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,open_nominal,573001,12,cb1eef1c229f0394ce8f44152228ffcfe59d6e477fb375e687e71944330b57d8,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,0.24166666666666425,0.0,0.0,0.0,0.0,1.0096342130459135e-15,0.0,0.0,213.77371386866483,480.8722835129943,0,0.1901646000042092,188,4.711755647813113e-14,0
cbf_wrench_local,Local CBF wrench filter,open_nominal,573001,12,cb1eef1c229f0394ce8f44152228ffcfe59d6e477fb375e687e71944330b57d8,1,1,0,0,0,target_reached,28.2,0.267941515250364,0.0005036848439412545,0.24166666666666425,0.0,0.0,0.0,1.9160098543898095e-12,7.517705616354696e-16,0.0,0.0,213.77371386866483,480.8722835129943,4512,0.18747020000591874,188,7.993605777301127e-15,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),open_nominal,573001,12,cb1eef1c229f0394ce8f44152228ffcfe59d6e477fb375e687e71944330b57d8,1,1,0,0,0,target_reached,32.55,0.2741864839202496,0.0017720898376625271,0.24166666666666425,0.0,0.0,0.0,0.0,9.032178068306398e-16,0.0,0.0,198.60928778496486,462.28667017460987,0,0.20248340000398457,217,4.41684618094355e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,open_nominal,573001,12,cb1eef1c229f0394ce8f44152228ffcfe59d6e477fb375e687e71944330b57d8,1,1,0,0,0,target_reached,32.55,0.2741864839202496,0.0017720898376625271,0.24166666666666425,0.0,0.0,0.0,1.7955189699396253e-12,1.0011690650444324e-15,0.0,0.0,198.6092877849649,462.28667017460975,5208,0.19768919999478385,217,8.881784197001252e-15,0
distributed_preview_cbf,Distributed preview-CBF,open_nominal,573001,12,cb1eef1c229f0394ce8f44152228ffcfe59d6e477fb375e687e71944330b57d8,1,1,0,0,0,target_reached,33.6,0.2734788303418677,0.002155999073416126,0.24166666666666425,0.0,0.0,0.0,1.821819148267939e-12,6.161089745860616e-16,0.0,0.0,192.5467870106952,434.42498283976846,5376,0.20595839997986332,224,1.432144669219779e-14,0
centralized_preview_reference,Centralized preview reference,open_nominal,573001,12,cb1eef1c229f0394ce8f44152228ffcfe59d6e477fb375e687e71944330b57d8,1,1,0,0,0,target_reached,35.25,0.27593431776336097,0.0010453402401080503,0.24166666666666425,0.0,0.0,0.0,1.722715266369484e-12,5.394617663458737e-16,0.0,0.0,186.32085311489584,420.6330085191351,31020,0.23917270000674762,235,7.0155202882469586e-15,0
pose_pd_raw,Pose PD (RAW),static_corridor,573000,4,85f906fe492829f47be0b5599fd65eb88395e284199b228a7785c8ce1d055c91,0,0,1,0,0,collision,45.0,10.498583081776836,0.22137366741914333,-0.11488235239502348,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,1.374765162524861e-15,0.0,0.0,138.37378970300475,1249.9883645156751,0,0.01947709999512881,35,4.584239796857027e-14,0
apf_wrench_heuristic,APF wrench heuristic,static_corridor,573000,4,85f906fe492829f47be0b5599fd65eb88395e284199b228a7785c8ce1d055c91,0,0,1,0,0,collision,45.0,10.52230939782249,0.1987726076249987,-0.09489235899440945,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,1.3219478178406926e-15,0.0,0.0,120.33471802386597,1353.75280737892,0,0.01872910000383854,36,4.584239796857027e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,static_corridor,573000,4,85f906fe492829f47be0b5599fd65eb88395e284199b228a7785c8ce1d055c91,0,0,1,0,0,collision,45.0,10.570524606091425,0.22137366741914333,-0.02716138297522236,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,1.3728853161874303e-15,0.0,0.0,127.24272795279695,1207.0953001696914,0,0.01840299999457784,35,4.584239796857027e-14,0
cbf_wrench_local,Local CBF wrench filter,static_corridor,573000,4,85f906fe492829f47be0b5599fd65eb88395e284199b228a7785c8ce1d055c91,1,1,0,0,0,target_reached,40.35,0.2646032660986037,0.0005820310683311014,0.08103237324155926,0.3382899628252788,0.0,0.0,2428.582534394621,6.704796785396892e-16,0.0,0.0,214.92017476593765,2462.538313116137,2152,0.15406309999525547,269,8.750360656168091e-15,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),static_corridor,573000,4,85f906fe492829f47be0b5599fd65eb88395e284199b228a7785c8ce1d055c91,0,0,1,0,0,collision,45.0,10.59118236158171,0.14608725512832343,-0.04246747331182327,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.0,1.210771041748073e-15,0.0,0.0,129.6107474536317,1210.4452123118879,0,0.018251500005135313,35,4.489531063091402e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,static_corridor,573000,4,85f906fe492829f47be0b5599fd65eb88395e284199b228a7785c8ce1d055c91,1,1,0,0,0,target_reached,44.4,0.2761517262344234,5.81229299152497e-05,0.0808572545046094,0.32432432432432434,0.0,0.0,2661.9473537768517,5.940611813721444e-16,0.0,0.0,205.2866657663993,2387.542758899857,2368,0.16985249999561347,296,7.755684626330685e-15,0
distributed_preview_cbf,Distributed preview-CBF,static_corridor,573000,4,85f906fe492829f47be0b5599fd65eb88395e284199b228a7785c8ce1d055c91,0,0,0,1,0,timeout,45.0,0.3078481005882084,0.00022037644930472666,0.08078654766791976,0.3333333333333333,0.0,0.0,2576.1668235922857,6.904287714425235e-16,0.0,0.0,197.5382232844048,2191.2103884167154,2400,0.17416560000856407,300,1.0518447697129405e-14,0
centralized_preview_reference,Centralized preview reference,static_corridor,573000,4,85f906fe492829f47be0b5599fd65eb88395e284199b228a7785c8ce1d055c91,0,0,0,1,0,timeout,45.0,0.38501793609506885,0.00018466551421747468,0.08074383661414003,0.3433333333333333,0.0,0.0,2627.308865587544,5.116148877840599e-16,0.0,0.0,190.17794404913167,2121.355864024775,3600,0.17463940000743605,300,7.32410687763558e-15,0
pose_pd_raw,Pose PD (RAW),static_corridor,573001,4,4990075b068d4cc18c0bb9689124d001811f7604f4b83163a3671feb2c8b3a49,0,0,1,0,0,collision,45.0,10.577380821830312,0.22137366741914333,-0.05443581350597787,0.11428571428571428,0.11428571428571428,0.11428571428571428,0.0,1.1935850325905301e-15,0.0,0.0,140.4258149329728,1268.6413577381315,0,0.019885300018358976,35,4.458841437395206e-14,0
apf_wrench_heuristic,APF wrench heuristic,static_corridor,573001,4,4990075b068d4cc18c0bb9689124d001811f7604f4b83163a3671feb2c8b3a49,0,0,1,0,0,collision,45.0,10.571724631260652,0.1987726076249987,-0.06231444952531534,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.0,1.2009373303961585e-15,0.0,0.0,123.39707696680664,1347.5080741656843,0,0.018915199994808063,36,4.458841437395206e-14,0
velocity_obstacle_proxy,Velocity-obstacle proxy,static_corridor,573001,4,4990075b068d4cc18c0bb9689124d001811f7604f4b83163a3671feb2c8b3a49,0,0,1,0,0,collision,45.0,10.471184422155025,0.1987726076249987,-0.14695074867954067,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.0,1.1386929504690475e-15,0.0,0.0,130.78185626615533,1232.4783351647031,0,0.019924099993659183,36,4.458841437395206e-14,0
cbf_wrench_local,Local CBF wrench filter,static_corridor,573001,4,4990075b068d4cc18c0bb9689124d001811f7604f4b83163a3671feb2c8b3a49,1,1,0,0,0,target_reached,40.949999999999996,0.26499202899065105,0.0007489841729872992,0.08103068045847489,0.3443223443223443,0.0,0.0,2548.4816059645864,5.571487886059226e-16,0.0,0.0,220.75340333932533,2598.556337560129,2184,0.15866280000773259,273,1.1916163935586911e-14,0
damped_hamiltonian_raw,Damped Hamiltonian (RAW),static_corridor,573001,4,4990075b068d4cc18c0bb9689124d001811f7604f4b83163a3671feb2c8b3a49,0,0,1,0,0,collision,45.0,10.48760846687661,0.12441592035204874,-0.14860144138500514,0.1388888888888889,0.1388888888888889,0.1388888888888889,0.0,1.6128336286263632e-15,0.0,0.0,134.18159968727537,1236.292803602385,0,0.02175740001257509,36,4.3385152110646224e-14,0
damped_hamiltonian_cbf,Damped Hamiltonian + CBF,static_corridor,573001,4,4990075b068d4cc18c0bb9689124d001811f7604f4b83163a3671feb2c8b3a49,0,0,0,1,0,timeout,45.0,0.27739801236874845,1.325737934854132e-05,0.08084772137727653,0.33666666666666667,0.0,0.0,2793.938415370232,5.779045120319971e-16,0.0,0.0,207.30005264847952,2341.472596140018,2400,0.19637980000698008,300,7.32410687763558e-15,0
distributed_preview_cbf,Distributed preview-CBF,static_corridor,573001,4,4990075b068d4cc18c0bb9689124d001811f7604f4b83163a3671feb2c8b3a49,0,0,0,1,0,timeout,45.0,0.3357251234589352,0.00022037644930472666,0.08081069016794801,0.3466666666666667,0.0,0.0,2703.8873541747002,7.560538728350293e-16,0.0,0.0,199.45257115815085,2207.0618135706413,2400,0.19357730000047013,300,8.881784197001252e-15,0
centralized_preview_reference,Centralized preview reference,static_corridor,573001,4,4990075b068d4cc18c0bb9689124d001811f7604f4b83163a3671feb2c8b3a49,0,0,0,1,0,timeout,45.0,0.4184370409905026,0.00018466551421747468,0.08070088393672253,0.35333333333333333,0.0,0.0,2757.451441863882,6.346668594235155e-16,0.0,0.0,194.77357590862525,2143.00853707813,3600,0.19835740001872182,300,7.32410687763558e-15,0
pose_pd_raw,Pose PD (RAW),static_corridor,573000,8,ba48be673956408c68a1d7a160cfed9541cd0967d9b251320026d02e271d62e1,0,0,1,0,0,collision,45.0,10.11503811639386,0.1767511272190445,-0.08090843739923254,0.16216216216216217,0.16216216216216217,0.16216216216216217,0.0,1.3818549501838039e-15,0.0,0.0,144.46741606274054,634.7884911029449,0,0.03128830000059679,37,4.595411454131881e-14,0
