M,requested_delta,treatment,replicates,feasibility_rate,mean_coverage,coverage_mean,coverage_median,coverage_p05,coverage_p95,relative_cost_increase_mean,relative_cost_increase_median,relative_cost_increase_p05,relative_cost_increase_p95,assignment_churn_mean,assignment_churn_median,assignment_churn_p05,assignment_churn_p95,normalized_assignment_cost_p95_mean,normalized_assignment_cost_p95_median,normalized_assignment_cost_p95_p05,normalized_assignment_cost_p95_p95,greedy_to_hungarian_ratio_mean,greedy_to_hungarian_ratio_median,greedy_to_hungarian_ratio_p05,greedy_to_hungarian_ratio_p95,robot_utilization_mean,robot_utilization_median,robot_utilization_p05,robot_utilization_p95,solver_wall_ns_mean,solver_wall_ns_median,solver_wall_ns_p05,solver_wall_ns_p95,total_wall_ns_mean,total_wall_ns_median,total_wall_ns_p05,total_wall_ns_p95,logical_messages_mean,logical_messages_median,logical_messages_p05,logical_messages_p95,communication_bytes_mean,communication_bytes_median,communication_bytes_p05,communication_bytes_p95
160,0.2,random_10_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.10531720624906633,0.10023970122901373,0.06158531466163058,0.1647043318733745,0.13256172839506172,0.12962962962962962,0.09699074074074074,0.18078703703703702,0.12075355139593968,0.11479942272891698,0.09226832040925616,0.16496773040664933,1.170968120661147,1.166256352459628,1.0973466591277852,1.258683809273159,0.7407407407407406,0.7407407407407407,0.7407407407407407,0.7407407407407407,700868.3333333334,699400.0,434315.0,1152939.9999999998,6411861.666666667,6303600.0,3947920.0,9456475.0,504.0,504.0,504.0,504.0,49844.916666666664,49844.5,49820.0,49865.15
160,0.2,random_20_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.27120406909945577,0.26020503378709225,0.18666530313725116,0.40512576696458363,0.29322916666666665,0.296875,0.234375,0.37005208333333334,0.14188225311621125,0.13957488792537123,0.10324217146817749,0.1999471746920676,1.222533675890321,1.2148969941084626,1.1436050893771657,1.3190602491660273,0.8333333333333335,0.8333333333333334,0.8333333333333334,0.8333333333333334,857910.0,830700.0,471845.0,1283689.9999999998,5701000.0,5548850.0,3708370.0,8579100.0,528.0,528.0,528.0,528.0,48123.833333333336,48124.0,48095.95,48142.25
160,0.2,random_30_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.550039515787308,0.5219623281678607,0.392666399555253,0.8576581069512705,0.4768849206349206,0.47023809523809523,0.4160714285714286,0.5654761904761905,0.17674352807447127,0.17402801173686877,0.13254888712513258,0.2698691688906297,1.3020341836459781,1.288806664900564,1.2209931998803207,1.4045825963269434,0.9523809523809522,0.9523809523809523,0.9523809523809523,0.9523809523809523,965128.3333333334,927900.0,586935.0,1443379.9999999995,5444410.0,5353950.0,3474950.0,8054579.999999999,552.0,552.0,552.0,552.0,46404.85,46406.5,46382.0,46425.0
160,0.2,random_5_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0478789550816445,0.0456305077922529,0.022941721933762708,0.08027633853086609,0.06878654970760233,0.07017543859649122,0.03508771929824561,0.10986842105263156,0.1117709778796363,0.10566639007401835,0.08668363021577288,0.15810738366335278,1.1547501946217482,1.1528432494218648,1.0952412046854427,1.2229691105059863,0.7017543859649121,0.7017543859649122,0.7017543859649122,0.7017543859649122,631485.0,596800.0,407550.0,1123125.0,6218808.333333333,6278200.0,3793655.0,9279014.999999998,492.0,492.0,492.0,492.0,50704.21666666667,50707.0,50678.9,50722.05
160,0.2,random_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0060126591751907855,0.005337134851927114,0.0004131792414919908,0.014274453175170463,0.009693165969316596,0.008368200836820083,0.0041841004184100415,0.02092050209205021,0.10778423381247572,0.10173253160373721,0.08360661794129522,0.15621807474352756,1.1459245868803551,1.138286150948303,1.0845647298629737,1.2278312639028557,0.6694560669456067,0.6694560669456067,0.6694560669456067,0.6694560669456067,666013.3333333334,652950.0,402810.0,1039604.9999999997,6704736.666666667,6868800.0,3988805.0,9420860.0,481.0,481.0,481.0,481.0,51492.833333333336,51495.0,51464.85,51512.1
160,0.33,critical_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.016110896180889758,0.01583708959641896,0.00954764798608562,0.024647605654848533,0.009779179810725553,0.00946372239747634,0.0031545741324921135,0.01892744479495268,0.08454167000115123,0.0806843688213573,0.0685885682097556,0.10500725803229334,1.0948294984440603,1.0894856279703853,1.054227299575244,1.1449874696701785,0.5047318611987381,0.5047318611987381,0.5047318611987381,0.5047318611987381,611155.0,533450.0,395385.0,930674.9999999997,7609713.333333333,6732500.0,5311145.0,11953119.999999996,637.0,637.0,637.0,637.0,68277.3,68276.0,68253.0,68301.05
160,0.33,idle_robot_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08259580427132016,0.0800316823414508,0.06825573490787744,0.10119003208679037,1.0960093489671396,1.0904337254974048,1.052564124880887,1.1513406287259205,0.5047318611987381,0.5047318611987381,0.5047318611987381,0.5047318611987381,569968.3333333334,510600.0,392735.0,890964.9999999999,7694868.333333333,7307050.0,5174080.0,11780160.0,637.0,637.0,637.0,637.0,68277.18333333333,68275.0,68251.9,68301.1
160,0.33,no_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08259580427132016,0.0800316823414508,0.06825573490787744,0.10119003208679037,1.0959368009042116,1.0904337254974048,1.052564124880887,1.1513406287259205,0.5031446540880503,0.5031446540880503,0.5031446540880503,0.5031446540880503,574720.0,549100.0,399420.0,863309.9999999999,7452076.666666667,6725900.0,5209255.0,11318259.999999996,636.0,636.0,636.0,636.0,68348.75,68347.0,68323.9,68373.05
160,0.33,random_10_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.08376828987782818,0.08300743634971186,0.05186536375192867,0.12363711365462147,0.08298368298368299,0.08216783216783216,0.06276223776223777,0.11188811188811189,0.08981769739242643,0.08788531833204655,0.07625375621064763,0.10642902300625852,1.113145044134023,1.105016636730487,1.0629851723726673,1.1841832774859529,0.5594405594405596,0.5594405594405595,0.5594405594405595,0.5594405594405595,612408.3333333334,590000.0,393610.0,996615.0,7396546.666666667,6331900.0,4782585.0,12317299.999999998,668.0,668.0,668.0,668.0,66060.2,66060.5,66034.9,66085.25
160,0.33,random_20_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.20579279638048134,0.19913407298811805,0.14463640729878333,0.30352043509013604,0.1785433070866142,0.17716535433070865,0.14507874015748032,0.22066929133858265,0.10319056975010897,0.10011451209232451,0.08030501221737255,0.12917849490641461,1.1313869722998176,1.1280063189167995,1.0752409828446596,1.216029052090361,0.6299212598425196,0.6299212598425197,0.6299212598425197,0.6299212598425197,605668.3333333334,521750.0,403890.0,1062849.9999999998,6301405.0,5476950.0,4304190.0,10047354.999999998,700.0,700.0,700.0,700.0,63770.2,63771.5,63742.9,63799.15
160,0.33,random_30_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.35273518939332466,0.3398167569339948,0.2545956647199819,0.48138946395576243,0.29103139013452917,0.28699551569506726,0.24192825112107624,0.34977578475336324,0.1150293931912958,0.1112598685524986,0.09015719520698363,0.16056346703720095,1.1642871694496237,1.1560962055144044,1.1087495211630127,1.2513269719585411,0.7174887892376683,0.7174887892376681,0.7174887892376681,0.7174887892376681,633275.0,560900.0,374940.0,1066829.9999999998,5809668.333333333,4994500.0,3815940.0,9359350.0,731.0,731.0,731.0,731.0,61552.05,61552.0,61530.0,61578.1
160,0.33,random_5_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.04170338732980847,0.039861026619266514,0.018737703075947913,0.0693420905277097,0.04608167770419427,0.046357615894039736,0.023178807947019868,0.0728476821192053,0.0856098687917956,0.08299420296117123,0.07127616750563529,0.1017066220372325,1.1052948076139915,1.1011162387156674,1.060082634097804,1.1611826374694976,0.5298013245033112,0.5298013245033113,0.5298013245033113,0.5298013245033113,621866.6666666666,557100.0,396500.0,1015139.9999999995,7668270.0,6942250.0,4975345.0,12232024.999999998,652.0,652.0,652.0,652.0,67205.66666666667,67204.0,67179.9,67226.35
160,0.33,random_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.004610943603170375,0.0035726961875808773,0.0005217140681269553,0.01122274048661774,0.005362776025236592,0.0031545741324921135,0.0031545741324921135,0.012618296529968454,0.08297900640015392,0.08044290962632603,0.06858885470489606,0.10134547005098522,1.0960472207437775,1.0914866232368603,1.0521904874670098,1.1505740004185996,0.5047318611987381,0.5047318611987381,0.5047318611987381,0.5047318611987381,572510.0,532350.0,376600.0,853874.9999999998,7567806.666666667,6805300.0,5214360.0,12055689.999999994,637.0,637.0,637.0,637.0,68277.2,68275.0,68251.0,68304.0
40,0.0,critical_assigned_failure,60,0.0,0.975,0.975,0.975,0.975,0.975,nan,nan,nan,nan,0.07564102564102564,0.0641025641025641,0.0,0.20512820512820512,0.33003801491291956,0.31878704236846644,0.22221730733645645,0.49558524719280633,1.2008836503389346,1.1876154021022955,1.0804201457603995,1.3731726174107126,1.0,1.0,1.0,1.0,35658.333333333336,32150.0,20785.0,66500.0,827050.0,701750.0,594365.0,1486795.0,81.0,81.0,81.0,81.0,8487.733333333334,8488.0,8477.95,8498.05
40,0.0,no_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33901274895749717,0.3225084115505008,0.24122713908480414,0.48995434445945213,1.2241636895578778,1.2191274388861095,1.1123424523612224,1.3583852333007644,1.0,1.0,1.0,1.0,38215.0,32700.0,20295.0,64749.999999999985,835785.0,700150.0,589450.0,1515280.0,80.0,80.0,80.0,80.0,8521.5,8521.0,8511.0,8531.05
40,0.0,random_10_percent,60,0.0,0.9,0.9,0.9,0.9,0.9,nan,nan,nan,nan,0.18472222222222226,0.16666666666666666,0.05555555555555555,0.3333333333333333,0.30980934145467126,0.2973861657385022,0.20508289641296512,0.4711505795408896,1.1686303497938284,1.150157158093461,1.0516147846347508,1.3202591259113319,1.0,1.0,1.0,1.0,28906.666666666668,25950.0,16980.0,50544.999999999985,809680.0,658550.0,550335.0,1328694.9999999998,84.0,84.0,84.0,84.0,8266.366666666667,8266.0,8256.95,8276.0
40,0.0,random_20_percent,60,0.0,0.7999999999999997,0.7999999999999997,0.8,0.8,0.8,nan,nan,nan,nan,0.2713541666666667,0.28125,0.125,0.375,0.28655604853362576,0.2762644161112875,0.19619307501309904,0.4644800204601957,1.132443806704095,1.1162707935958143,1.0387645962321033,1.2643935638540813,1.0,1.0,1.0,1.0,24485.0,19200.0,13100.0,41929.99999999998,709046.6666666666,585600.0,481905.0,1153504.9999999998,88.0,88.0,88.0,88.0,7972.016666666666,7972.0,7964.0,7981.05
40,0.0,random_30_percent,60,0.0,0.7000000000000003,0.7000000000000003,0.7,0.7,0.7,nan,nan,nan,nan,0.3458333333333333,0.3392857142857143,0.21428571428571427,0.5017857142857142,0.2669614107943643,0.24925022967835508,0.18054003685745987,0.4089023993236196,1.1063652934810737,1.099689397023522,1.030589699792736,1.2003291951121282,1.0,1.0,1.0,1.0,16126.666666666666,15050.0,10885.0,23369.999999999996,610806.6666666666,519400.0,448520.0,996009.9999999999,92.0,92.0,92.0,92.0,7677.016666666666,7677.0,7669.0,7683.05
40,0.0,random_5_percent,60,0.0,0.9500000000000003,0.9500000000000003,0.95,0.95,0.95,nan,nan,nan,nan,0.10921052631578945,0.10526315789473684,0.02631578947368421,0.21052631578947367,0.32705749922210486,0.3143556121876618,0.21973342242849733,0.46680813835955715,1.1939897281794392,1.1715865203784408,1.1011229619840535,1.369614296839543,1.0,1.0,1.0,1.0,33006.666666666664,30150.0,19090.0,49724.999999999956,793398.3333333334,673700.0,567095.0,1378229.9999999998,82.0,82.0,82.0,82.0,8414.0,8413.5,8404.9,8423.15
40,0.0,random_assigned_failure,60,0.0,0.975,0.975,0.975,0.975,0.975,nan,nan,nan,nan,0.06324786324786325,0.05128205128205128,0.0,0.15512820512820508,0.32924560241889783,0.31096548775197624,0.2078895167056841,0.4814683396877716,1.204650780843667,1.17850442576982,1.1069829780931948,1.377155947841855,1.0,1.0,1.0,1.0,37216.666666666664,33200.0,22180.0,62260.0,851640.0,706700.0,598720.0,1434069.9999999995,81.0,81.0,81.0,81.0,8487.716666666667,8487.0,8476.0,8496.2
40,0.2,critical_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.054998150237812335,0.052550347974840594,0.025641696103750354,0.08241777977558504,0.046610169491525424,0.03389830508474576,0.01694915254237288,0.0847457627118644,0.21847203619650682,0.20595010407709996,0.15954130050191043,0.3541945027045909,1.1151521370945738,1.1097448179318803,1.036286416863495,1.2100695323512847,0.6779661016949151,0.6779661016949152,0.6779661016949152,0.6779661016949152,46718.333333333336,41550.0,30580.0,80459.99999999999,1236618.3333333333,952100.0,834260.0,2116090.0,121.0,121.0,121.0,121.0,12714.366666666667,12715.0,12700.85,12726.25
40,0.2,idle_robot_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20406840937565698,0.1886303307111981,0.14667882899794568,0.34416678030457204,1.1182687476905029,1.1038340425745838,1.035330990389818,1.2451213322496055,0.6779661016949151,0.6779661016949152,0.6779661016949152,0.6779661016949152,50498.333333333336,43200.0,28180.0,90004.99999999999,1255433.3333333333,960650.0,819435.0,1933240.0,121.0,121.0,121.0,121.0,12714.416666666666,12715.0,12700.9,12729.05
40,0.2,no_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20406840937565698,0.1886303307111981,0.14667882899794568,0.34416678030457204,1.1168907130926005,1.1038340425745838,1.0307935032142723,1.2451213322496055,0.6666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,42991.666666666664,36750.0,24245.0,67585.0,1234038.3333333333,977050.0,802175.0,2003509.9999999998,120.0,120.0,120.0,120.0,12786.816666666668,12787.5,12772.9,12800.2
40,0.2,random_10_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.10261915668850587,0.096030240150956,0.03465868345769193,0.19711731360735005,0.13240740740740742,0.12962962962962962,0.05555555555555555,0.2037037037037037,0.2337487555390874,0.21451780206443694,0.16124364728336626,0.42480308438828046,1.1307251612115392,1.1187962171246895,1.044551098668444,1.2493023117191422,0.7407407407407406,0.7407407407407407,0.7407407407407407,0.7407407407407407,45510.0,41500.0,28865.0,66924.99999999999,1075953.3333333333,898700.0,757735.0,1701780.0,126.0,126.0,126.0,126.0,12352.95,12353.5,12339.95,12365.2
40,0.2,random_20_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.21962980932958062,0.217915354990473,0.10884725991327916,0.36561441001036943,0.259375,0.25,0.16666666666666666,0.375,0.25287357747862294,0.23670294883625448,0.17553034792511513,0.4067389122662179,1.1596938715118,1.1552347537902607,1.062911186946473,1.3400190019055593,0.8333333333333335,0.8333333333333334,0.8333333333333334,0.8333333333333334,52286.666666666664,49100.0,32790.0,79974.99999999999,978908.3333333334,821750.0,692895.0,1466990.0,132.0,132.0,132.0,132.0,11918.666666666666,11919.0,11906.0,11931.15
40,0.2,random_30_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.4493145428270883,0.427291405468497,0.24458504662453665,0.717695544230845,0.41944444444444445,0.42857142857142855,0.30952380952380953,0.5249999999999999,0.30768170911376097,0.28700865358165706,0.21859817574713752,0.4799963590098856,1.220529919739681,1.2015113614358113,1.0991415831077531,1.4117503158194027,0.9523809523809522,0.9523809523809523,0.9523809523809523,0.9523809523809523,57173.333333333336,51950.0,35130.0,99079.99999999993,967250.0,782750.0,636350.0,1677080.0,138.0,138.0,138.0,138.0,11484.683333333332,11484.5,11471.0,11496.1
40,0.2,random_5_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.035820605455165834,0.030592142313420556,0.0,0.08369269171972149,0.056725146198830415,0.05263157894736842,0.0,0.10614035087719292,0.21296242953298422,0.1976283372804551,0.15538101198380433,0.3541945027045909,1.1239703820572697,1.110949558345889,1.044883374831629,1.2361161085569734,0.7017543859649121,0.7017543859649122,0.7017543859649122,0.7017543859649122,45055.0,41700.0,29655.0,64374.99999999999,1147081.6666666667,919900.0,786245.0,2059984.9999999993,123.0,123.0,123.0,123.0,12569.583333333334,12569.5,12554.0,12582.2
40,0.2,random_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.02645996455094124,0.02554218843980397,0.003603798745578162,0.0682831286674119,0.03587570621468926,0.03389830508474576,0.01694915254237288,0.0847457627118644,0.21172985935336153,0.19528955251461422,0.15127225415887283,0.3645551102393237,1.116585111702946,1.101650143052415,1.0382436034113327,1.2284146966499059,0.6779661016949151,0.6779661016949152,0.6779661016949152,0.6779661016949152,59761.666666666664,42750.0,27835.0,80275.0,1199203.3333333333,964850.0,818600.0,1805529.9999999998,121.0,121.0,121.0,121.0,12714.416666666666,12716.0,12699.95,12726.25
40,0.33,critical_assigned_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.05390806619530627,0.05409541042795492,0.03156064020277496,0.07198384789515483,0.02905982905982906,0.02564102564102564,0.01282051282051282,0.05128205128205128,0.169799325103574,0.16139256005286262,0.12614206494845523,0.24991629726583103,1.0879342074634961,1.0773683024689824,1.0126493316623915,1.2138808107728252,0.5128205128205127,0.5128205128205128,0.5128205128205128,0.5128205128205128,46618.333333333336,41900.0,32365.0,77220.0,1409411.6666666667,1207650.0,1028980.0,2287684.9999999995,159.0,159.0,159.0,159.0,16766.883333333335,16766.0,16752.95,16784.0
40,0.33,idle_robot_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1605889427151458,0.15600482934726467,0.12090126918539022,0.2302748753019309,1.0907480248952521,1.0783023596584294,1.018275043049163,1.2106908690323817,0.5128205128205127,0.5128205128205128,0.5128205128205128,0.5128205128205128,44848.333333333336,41550.0,30685.0,75479.99999999999,1449475.0,1190600.0,1031770.0,2645820.0,159.0,159.0,159.0,159.0,16767.066666666666,16766.0,16753.0,16782.05
40,0.33,no_failure,60,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1605889427151458,0.15600482934726467,0.12090126918539022,0.2302748753019309,1.0901611723564009,1.0783023596584294,1.016372040457329,1.2106908690323817,0.5063291139240506,0.5063291139240507,0.5063291139240507,0.5063291139240507,50205.0,39200.0,28765.0,64269.99999999998,1492486.6666666667,1202050.0,1038500.0,2362365.0,158.0,158.0,158.0,158.0,16839.383333333335,16838.5,16825.0,16855.0
40,0.33,random_10_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.07740884623160058,0.07311372794068044,0.026689396925360435,0.15987934851475544,0.08192488262910799,0.08450704225352113,0.04225352112676056,0.12746478873239434,0.17377933893641068,0.16117993121848423,0.12829672150279048,0.2531160657601877,1.1067484484615213,1.0885106661564121,1.0198818908590639,1.2232274003101706,0.5633802816901411,0.5633802816901409,0.5633802816901409,0.5633802816901409,43185.0,41950.0,31785.0,56964.99999999999,1279983.3333333333,1101350.0,965395.0,2097915.0,166.0,166.0,166.0,166.0,16261.183333333332,16260.0,16248.0,16274.05
40,0.33,random_20_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.1885007194098409,0.18248641730055393,0.08068817955691515,0.3348657570696427,0.1653439153439153,0.1746031746031746,0.07936507936507936,0.20634920634920634,0.18921081490471758,0.17754657116089712,0.14066866132195155,0.2706489655182707,1.117345446263992,1.1118638188464196,1.0378579089747682,1.2191841015974128,0.6349206349206348,0.6349206349206349,0.6349206349206349,0.6349206349206349,44488.333333333336,41700.0,29895.0,76020.0,1191430.0,1010400.0,856035.0,1961250.0,174.0,174.0,174.0,174.0,15680.933333333332,15681.0,15667.0,15695.2
40,0.33,random_30_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.35072034487902476,0.3327724160340264,0.21777898680476665,0.5963332474390223,0.28575757575757577,0.2727272727272727,0.2,0.36363636363636365,0.2209421822114622,0.21117714636020773,0.15954691689063294,0.31284471509265355,1.1509319093924546,1.1349574354820207,1.0414560445901866,1.2964611862506663,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,44420.0,42350.0,29590.0,62534.999999999985,1033331.6666666666,901950.0,778285.0,1649825.0,182.0,182.0,182.0,182.0,15103.516666666666,15103.0,15092.95,15119.0
40,0.33,random_5_percent,60,1.0,1.0,1.0,1.0,1.0,1.0,0.038066400464966114,0.030592308057116373,0.0,0.09752596525869098,0.036888888888888895,0.03333333333333333,0.0,0.08,0.16713504663131143,0.16034655285936805,0.12566165580422173,0.24607440666311403,1.0960678831983455,1.0836535826552804,1.0205047767014064,1.2108304111056507,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,46395.0,41050.0,33150.0,75975.0,1419610.0,1173350.0,996975.0,2528245.0,162.0,162.0,162.0,162.0,16549.866666666665,16549.5,16536.0,16565.05
