M,requested_delta,replicates,feasibility_rate,mean_coverage,solver_wall_ns_mean,solver_wall_ns_median,solver_wall_ns_p05,solver_wall_ns_p95,total_wall_ns_mean,total_wall_ns_median,total_wall_ns_p05,total_wall_ns_p95,total_cpu_ns_mean,total_cpu_ns_median,total_cpu_ns_p05,total_cpu_ns_p95,matrix_bytes_mean,matrix_bytes_median,matrix_bytes_p05,matrix_bytes_p95,normalized_cost_per_assigned_slot_mean,normalized_cost_per_assigned_slot_median,normalized_cost_per_assigned_slot_p05,normalized_cost_per_assigned_slot_p95,normalized_assignment_cost_p95_mean,normalized_assignment_cost_p95_median,normalized_assignment_cost_p95_p05,normalized_assignment_cost_p95_p95,greedy_to_hungarian_ratio_mean,greedy_to_hungarian_ratio_median,greedy_to_hungarian_ratio_p05,greedy_to_hungarian_ratio_p95,hungarian_saving_vs_greedy_mean,hungarian_saving_vs_greedy_median,hungarian_saving_vs_greedy_p05,hungarian_saving_vs_greedy_p95,relative_gap_to_lower_bound_mean,relative_gap_to_lower_bound_median,relative_gap_to_lower_bound_p05,relative_gap_to_lower_bound_p95,assignment_cost_gini_mean,assignment_cost_gini_median,assignment_cost_gini_p05,assignment_cost_gini_p95,robot_utilization_mean,robot_utilization_median,robot_utilization_p05,robot_utilization_p95,solver_ns_per_matrix_element_mean,solver_ns_per_matrix_element_median,solver_ns_per_matrix_element_p05,solver_ns_per_matrix_element_p95,metrics_wall_ns_mean,metrics_wall_ns_median,metrics_wall_ns_p05,metrics_wall_ns_p95,logical_messages_mean,logical_messages_median,logical_messages_p05,logical_messages_p95,communication_bytes_mean,communication_bytes_median,communication_bytes_p05,communication_bytes_p95
10,0.27,60,1.0,1.0,7290.0,6650.0,5590.0,10729.999999999998,328005.0,298050.0,262350.0,500985.0,260416.66666666666,0.0,0.0,0.0,1360.0,1360.0,1360.0,1360.0,0.165518839092493,0.16763757766397347,0.12101442034114551,0.23470336464306144,0.2770674069498502,0.26561539660087213,0.20377393042760245,0.40452762844838897,1.0629109293431658,1.0365315640678299,0.9999999999999999,1.1793274670888656,0.05361429497872485,0.03522155835898798,-1.1523162308576963e-16,0.1520589710540421,0.4605046010000133,0.46507248385168354,0.24034984265598558,0.6513510488165375,0.2557206990802366,0.2589389693610694,0.16612142565977905,0.35152844650512133,0.588235294117647,0.5882352941176471,0.5882352941176471,0.5882352941176471,42.88235294117647,39.11764705882353,32.88235294117647,63.117647058823515,372656.6666666667,318000.0,278610.0,637419.9999999998,34.0,34.0,34.0,34.0,3605.633333333333,3606.0,3597.95,3612.05
10,0.33,60,1.0,1.0,7413.333333333333,6900.0,5600.0,11219.999999999998,347708.3333333333,326350.0,299190.0,468219.9999999998,260416.66666666666,0.0,0.0,0.0,1600.0,1600.0,1600.0,1600.0,0.157023923242274,0.15341034666023662,0.09819697833847374,0.22907841918766572,0.2618110167200355,0.25779498593033123,0.15635352378647022,0.39304725408912333,1.0584345790828475,1.0159268424491508,0.9999999999999999,1.201112355975745,0.050222093796669934,0.015676446537982655,-1.2199929894732704e-16,0.16743553185253104,0.42207994332603366,0.4136781121358022,0.207881677022499,0.627789583920598,0.2546339607911071,0.24218490432874407,0.1611978202065167,0.3704687380642469,0.5,0.5,0.5,0.5,37.06666666666667,34.5,28.0,56.099999999999994,338208.3333333333,320150.0,283805.0,427149.99999999994,40.0,40.0,40.0,40.0,4246.516666666666,4246.5,4240.0,4252.05
10,0.4,60,1.0,1.0,7746.666666666667,7050.0,5900.0,10310.0,409776.6666666667,367000.0,346165.0,590979.999999999,260416.66666666666,0.0,0.0,0.0,1840.0,1840.0,1840.0,1840.0,0.13868750500990132,0.13402237788243193,0.0927359193842708,0.20112217412405886,0.23714755054373132,0.2173186226536725,0.14490826950993901,0.3908015134406447,1.0562306611229193,1.0449193493223117,0.9999999999999999,1.1526485729797968,0.04981506761660665,0.04298104503590759,-1.5153627364957911e-16,0.13240855134956686,0.439303557562874,0.43853986184094307,0.23034576870502493,0.6439385707654823,0.25903389339264,0.2595442753756735,0.16025432684233631,0.36295157267354244,0.4347826086956522,0.43478260869565216,0.43478260869565216,0.43478260869565216,33.68115942028985,30.652173913043477,25.652173913043477,44.826086956521735,332001.6666666667,318850.0,301755.0,411979.99999999994,46.0,46.0,46.0,46.0,4886.15,4886.0,4877.0,4893.0
112,-0.07,60,0.0,0.8660714285714288,192193.33333333334,184500.0,101255.0,299609.99999999994,3435655.0,3646100.0,1737570.0,4393600.0,3385416.6666666665,0.0,0.0,15625000.0,86912.0,86912.0,86912.0,86912.0,0.07763628399867964,0.07311048888960431,0.06383270496366632,0.09943994725605278,0.1721001905078957,0.16664055356022003,0.12357603815791134,0.24004827363916845,1.1922746973932103,1.1823591620610139,1.0919874102037328,1.3212015512248092,0.15841579096140004,0.1542328762729963,0.08423851466641466,0.24311182689861144,0.19725502810757148,0.17971992163373968,0.10468428202481411,0.3504247206988336,0.34392585376054197,0.3427853523045832,0.298633902773538,0.3963923854079213,1.0,1.0,1.0,1.0,17.690844378988704,16.982695139911634,9.320231958762886,27.578240058910158,1615688.3333333333,1698950.0,730605.0,2158955.0,194.0,194.0,194.0,194.0,20833.316666666666,20833.0,20819.95,20849.1
112,-0.13,60,0.0,0.7678571428571431,131540.0,121400.0,81480.0,210339.99999999997,2932216.6666666665,2939850.0,1551170.0,3471839.9999999995,3385416.6666666665,0.0,0.0,15625000.0,77056.0,77056.0,77056.0,77056.0,0.07390626972109501,0.07202985409677237,0.06240850927309198,0.09311210924305845,0.16184468695154575,0.15677851371159654,0.12189713919635999,0.22471878718201665,1.160815869515697,1.1570094784764509,1.0871225541267424,1.2475918324533681,0.13667400111061004,0.13570129394872124,0.08013710759085531,0.19842149793375347,0.1582746424864759,0.15789299986743105,0.0584640330382493,0.2760197708187319,0.33518952221744786,0.33466621766075955,0.29278451581220244,0.38819660142522683,1.0,1.0,1.0,1.0,13.65656146179402,12.603820598006646,8.459302325581394,21.837624584717602,1418756.6666666667,1407450.0,901860.0,1802974.9999999988,172.0,172.0,172.0,172.0,18468.166666666668,18467.5,18455.0,18486.05
112,-0.2,60,0.0,0.6696428571428569,78908.33333333333,75250.0,51215.0,101929.99999999993,2361296.6666666665,2498150.0,1376355.0,2830649.9999999995,3125000.0,0.0,0.0,15625000.0,67200.0,67200.0,67200.0,67200.0,0.06907169164683968,0.06739312911485118,0.05820614610365454,0.08144770061347188,0.14515270358034932,0.13906070140822432,0.11767388630597238,0.18455464248897435,1.1056969062586786,1.0980382441357417,1.0447191373116302,1.1935682439519508,0.09405579595149266,0.0892823856719073,0.04280443003769073,0.16217598163648994,0.10495571659198223,0.0892078145611738,0.04242008812953227,0.18842180043658005,0.3242891519280157,0.32193207039561333,0.28699777772520657,0.3678681727052769,1.0,1.0,1.0,1.0,9.393849206349207,8.958333333333334,6.097023809523809,12.1345238095238,1156540.0,1234750.0,655525.0,1399790.0,150.0,150.0,150.0,150.0,16104.583333333334,16106.5,16090.95,16114.05
112,-0.27,60,0.0,0.5714285714285712,72331.66666666667,70950.0,54880.0,99160.0,2671340.0,2659400.0,2206395.0,3130505.0,2604166.6666666665,0.0,0.0,15625000.0,57344.0,57344.0,57344.0,57344.0,0.06615674573216775,0.06503857198462865,0.056782337042354046,0.07641254538017817,0.13968745002245858,0.13279823418774794,0.10220336562513445,0.19098298694999513,1.081061236532809,1.0677827205961195,1.0235981335458602,1.160671600687702,0.073380728049475,0.06347984977427598,0.023054031524374678,0.13842976475456586,0.06819243814247232,0.06207734498533615,0.020497115446383496,0.13294728611391662,0.3234765325184892,0.3210891928045131,0.2755062283346093,0.3753321053528255,1.0,1.0,1.0,1.0,10.090913318452383,9.898158482142858,7.65625,13.833705357142856,1442553.3333333333,1437350.0,1155780.0,1859929.9999999998,128.0,128.0,128.0,128.0,13740.833333333334,13741.0,13727.85,13751.1
112,-0.33,60,0.0,0.5,48895.0,45850.0,37595.0,64689.99999999999,2066665.0,1992600.0,1888965.0,2415305.0,2083333.3333333333,0.0,0.0,15625000.0,50176.0,50176.0,50176.0,50176.0,0.06542959694416085,0.06461322655092963,0.05453209939093178,0.07683240489031487,0.13504256195793068,0.12936062244028076,0.10111594801323089,0.18338671646919635,1.0560751384972202,1.0486685501124673,1.005484153810327,1.140124263871007,0.051887145826777704,0.04640949724513757,0.005454230322826846,0.12290262147709122,0.052063863508381,0.04008570228770147,0.010885030893513349,0.12233247061940682,0.3101299735609081,0.30744442692039853,0.24377200540413638,0.3766739638931643,1.0,1.0,1.0,1.0,7.795758928571429,7.310267857142857,5.994100765306123,10.3140943877551,1130015.0,1100950.0,1003805.0,1356110.0,112.0,112.0,112.0,112.0,12019.466666666667,12019.0,12007.9,12030.05
112,-0.4,60,0.0,0.42857142857142844,41941.666666666664,39500.0,30900.0,59005.0,1895023.3333333333,1843250.0,1626965.0,2361560.0,1562500.0,0.0,0.0,15625000.0,43008.0,43008.0,43008.0,43008.0,0.06565420126301365,0.06393644487757472,0.05476929074602664,0.08361431758830919,0.13311302014072698,0.12535164781438324,0.0995185489027934,0.1895606367346892,1.0460234665181067,1.0429300709433384,1.0013659779842863,1.1002852199572921,0.04297385518887834,0.041162938132090404,0.0013640811341407888,0.09114299112737825,0.037776337022731935,0.03094433032858631,0.003958076316540583,0.09731482476031553,0.3161359719321014,0.30878765336037317,0.24968156579147543,0.3832096198776582,1.0,1.0,1.0,1.0,7.801649305555555,7.347470238095238,5.747767857142857,10.975632440476192,1102648.3333333333,1094200.0,937630.0,1448709.9999999998,96.0,96.0,96.0,96.0,10299.6,10300.5,10285.95,10312.0
112,0.0,60,1.0,1.0,377840.0,376800.0,239050.0,497704.9999999998,3797541.6666666665,3843900.0,2171500.0,4806859.999999999,3385416.6666666665,0.0,0.0,15625000.0,100352.0,100352.0,100352.0,100352.0,0.09495956015623144,0.09398200370315951,0.07514378329611646,0.11879243688918084,0.21900586219177223,0.2123010232172043,0.15677770164245658,0.2961116226636339,1.3231648649107093,1.3147051591935046,1.2108956101279598,1.4802030277864962,0.24166719628235195,0.23937313122615378,0.17416494922263984,0.3244169890802104,0.6319302921916712,0.6357425808006374,0.5538475488317144,0.7180160343555926,0.36521552050428846,0.36729216989003644,0.3287736204122175,0.4026511250663077,1.0,1.0,1.0,1.0,30.121173469387756,30.038265306122447,19.056919642857142,39.67673788265305,1576350.0,1592150.0,831290.0,2039909.9999999988,224.0,224.0,224.0,224.0,23971.766666666666,23971.5,23956.95,23987.1
112,0.07,60,1.0,1.0,367316.6666666667,354550.0,236700.0,532664.9999999999,4259376.666666667,4285100.0,2660705.0,5150125.0,5208333.333333333,0.0,0.0,15625000.0,115584.0,115584.0,115584.0,115584.0,0.07003228691121571,0.06811529224682765,0.05833144275311887,0.08488611500662778,0.15350843019214075,0.14701671082496123,0.11851122349289063,0.19871823955985188,1.2388446132419553,1.2343358583784394,1.1592031236999139,1.3451319062831726,0.19104235940668082,0.18984723493721833,0.13733806824112668,0.25657837735776384,0.54568927021839,0.5351317783136005,0.461159065621292,0.6325646912941977,0.33841949143102823,0.3322886252227307,0.2993267664483808,0.3829506577439053,0.8682170542635659,0.8682170542635659,0.8682170542635659,0.8682170542635659,25.423357327427095,24.53972868217054,16.382890365448507,36.86773255813953,1633783.3333333333,1653350.0,859395.0,2149980.0,258.0,258.0,258.0,258.0,27632.75,27633.0,27615.0,27647.25
112,0.13,60,1.0,1.0,324730.0,316350.0,195285.0,466410.0,4199485.0,4451400.0,2348420.0,5047695.0,3385416.6666666665,0.0,0.0,15625000.0,129920.0,129920.0,129920.0,129920.0,0.061523623937345645,0.05995081929395958,0.05347484028385438,0.07404992022767373,0.12766237496533223,0.11925985468319139,0.09685302587505824,0.16594608598357405,1.1909879229309868,1.1809930771844916,1.1204908168343788,1.2827296487726525,0.15866192769894344,0.15325440184748484,0.10753343318712465,0.22039521312990254,0.505127510233995,0.5011311655201348,0.43155187069608725,0.5837332318932097,0.31885844508681116,0.32062049876544085,0.2658893344735888,0.36451822626690256,0.772413793103448,0.7724137931034483,0.7724137931034483,0.7724137931034483,19.995689655172416,19.479679802955665,12.02493842364532,28.719827586206893,1488205.0,1552100.0,756360.0,1938504.9999999995,290.0,290.0,290.0,290.0,31075.016666666666,31075.0,31052.9,31090.0
112,0.2,60,1.0,1.0,306313.3333333333,295150.0,223120.0,425855.0,5308718.333333333,5263700.0,4909835.0,5794044.999999998,4427083.333333333,0.0,0.0,15625000.0,150528.0,150528.0,150528.0,150528.0,0.05299683800921109,0.05204294701584221,0.04545214445598239,0.06480337533941688,0.10926627310586703,0.10648491781004608,0.08504377181854646,0.14584174557977492,1.1366558947751655,1.1309020125238625,1.0790653468387288,1.2188429313305267,0.11899636821124905,0.11574559030015266,0.07327194668307364,0.17954457537619198,0.4670862641947118,0.4647616785618184,0.3911296958248826,0.5493535089628931,0.3118920351823183,0.30937737561317424,0.26678175723443365,0.35992425670659994,0.6666666666666664,0.6666666666666666,0.6666666666666666,0.6666666666666666,16.27940759637188,15.686118197278912,11.857993197278912,22.632599914965983,1727436.6666666667,1710900.0,1558575.0,1905224.9999999998,336.0,336.0,336.0,336.0,36025.7,36024.0,36008.0,36041.0
112,0.27,60,1.0,1.0,305371.6666666667,285650.0,231415.0,415524.9999999999,6074548.333333333,5892250.0,5565430.0,7223969.999999999,5208333.333333333,0.0,0.0,15625000.0,174720.0,174720.0,174720.0,174720.0,0.04646556464651876,0.04588748371809534,0.04074868468564855,0.05282772469858703,0.09394243509349677,0.09014867082708772,0.07721790736624459,0.12484331239150462,1.1141264715221106,1.1073088958086355,1.0594372940736656,1.1799441114098166,0.10137587176303604,0.09690731312318268,0.056102646011919395,0.15250029390834255,0.4396522004742642,0.4334396009739495,0.3613627147364782,0.559949626106489,0.30287953241314575,0.30136596751261857,0.2583647415808441,0.3629877065469036,0.5743589743589741,0.5743589743589743,0.5743589743589743,0.5743589743589743,13.98221916971917,13.079212454212454,10.595924908424909,19.025869963369956,1760200.0,1731700.0,1553925.0,2189079.9999999995,390.0,390.0,390.0,390.0,41834.5,41836.0,41813.7,41855.1
112,0.33,60,1.0,1.0,339090.0,321500.0,248325.0,501995.0,7022181.666666667,7250100.0,5688505.0,7928414.999999999,7552083.333333333,0.0,0.0,15625000.0,198912.0,198912.0,198912.0,198912.0,0.04301254474142096,0.04250079742847817,0.03836884110437626,0.04891868154679288,0.0872392623640703,0.08499714540334238,0.06904807944241077,0.11175997972944228,1.0987062607184606,1.0992312245729532,1.048392356761871,1.1573410064969518,0.08895178606915821,0.09027282184910047,0.04615433805604871,0.13594982666684824,0.43893744971901116,0.43334239527300256,0.36325815655080207,0.5260458548261754,0.30143019126508,0.2985834422630853,0.2521785277811133,0.34912228465960854,0.5045045045045045,0.5045045045045045,0.5045045045045045,0.5045045045045045,13.637789575289576,12.930341055341056,9.98733108108108,20.189631595881597,1836620.0,1954500.0,961425.0,2234970.0,444.0,444.0,444.0,444.0,47642.88333333333,47643.0,47620.95,47663.15
112,0.4,60,1.0,1.0,333393.3333333333,329800.0,248565.0,419204.9999999999,8266156.666666667,8110100.0,7341860.0,9447039.999999996,8854166.666666666,15625000.0,0.0,15625000.0,233856.0,233856.0,233856.0,233856.0,0.037559959883127166,0.038041623795774096,0.0329351449909205,0.043236744368474765,0.07215291449259512,0.07091129864391038,0.06042921302748491,0.09242244856767914,1.0779954900421334,1.0720673755453367,1.0393977072957707,1.1356075030730401,0.07149948610742789,0.06722260533511716,0.03789996008886622,0.11941236591051878,0.4013137777295706,0.39958508474423005,0.3425313752585777,0.4591998586515525,0.28556113568487085,0.2850423199715604,0.25487114005539324,0.32710552478826693,0.42911877394636017,0.42911877394636017,0.42911877394636017,0.42911877394636017,11.40508118956395,11.28215654077723,8.50318144499179,14.340619868637106,1853455.0,1859600.0,1638785.0,2102455.0,522.0,522.0,522.0,522.0,56037.03333333333,56036.5,56017.95,56058.05
14,-0.07,60,0.0,0.8571428571428569,5810.0,5600.0,4100.0,7684.999999999995,257838.33333333334,234350.0,206595.0,453944.9999999997,0.0,0.0,0.0,0.0,1344.0,1344.0,1344.0,1344.0,0.20292290867788557,0.2044343455482862,0.12788093225971212,0.27440644121735364,0.3800965610166992,0.3812689076547088,0.24685246103468736,0.5288120553397819,1.0844864159422933,1.0685923605923797,1.0,1.2119924941110964,0.07353592314899869,0.06418945332964013,0.0,0.17491232357006697,0.10368672268742112,0.08254105047599444,0.004903747649759554,0.26570335084425684,0.3051495298559414,0.30707809336280945,0.22004896519122075,0.3907882784714458,1.0,1.0,1.0,1.0,34.583333333333336,33.333333333333336,24.404761904761905,45.74404761904759,349258.3333333333,312950.0,273150.0,672720.0,24.0,24.0,24.0,24.0,2552.3166666666666,2553.0,2547.95,2557.0
14,-0.13,60,0.0,0.7857142857142857,5358.333333333333,5050.0,4000.0,7164.999999999996,232791.66666666666,222600.0,197005.0,253964.99999999962,520833.3333333333,0.0,0.0,0.0,1232.0,1232.0,1232.0,1232.0,0.191190627914728,0.18295960226922436,0.1306517792102439,0.2788703223224062,0.3441335917266534,0.31698856121014185,0.2148456222200511,0.5544494031838632,1.0849737347231807,1.0628866752896582,1.0,1.2559496037439815,0.07312464956606982,0.05916506981012917,0.0,0.20378872760559316,0.0855951117388236,0.07034217060874064,-5.629483210602362e-18,0.20293072740437418,0.2803246302361853,0.28142106227435226,0.18705844113177023,0.388773988806328,1.0,1.0,1.0,1.0,34.79437229437229,32.79220779220779,25.974025974025974,46.525974025974,336731.6666666667,314650.0,277310.0,415970.0,22.0,22.0,22.0,22.0,2338.8333333333335,2338.5,2334.95,2343.0
