experiment,world_id,world_seed,replicate,N,K,M,slot_to_robot_ratio,matrix_elements,matrix_bytes,expected_matrix_bytes,matrix_ms,solver_ms,post_ms,total_ms,mission_feasible
scaling,e66991389c570f69b4a3,2392004613,14,32,5,16,0.5,512,4096,4096,0.2722,0.0323,0.1185,3.7031,True
scaling,abea29aa4811ca2cf502,3551883347,15,32,5,16,0.5,512,4096,4096,0.0991,0.0288,0.0711,1.0633,True
scaling,da4a8ca1abbe20b03731,2451582412,16,32,5,16,0.5,512,4096,4096,0.0947,0.0263,0.0682,1.1604,True
scaling,d78922e090e534525983,3235440709,17,32,5,16,0.5,512,4096,4096,0.087,0.0221,0.0658,1.1194,True
scaling,dff5191e766a63cf0426,236424199,18,32,5,16,0.5,512,4096,4096,0.1152,0.0267,0.0802,1.2839,True
scaling,2915b73e5921a3cdc266,2802217486,19,32,5,16,0.5,512,4096,4096,0.1933,0.0354,0.2842,2.3158,True
scaling,378c14e9dd2e190efc45,3979470546,20,32,5,16,0.5,512,4096,4096,0.1145,0.032,0.0799,1.742,True
scaling,815c2ea380c962c3ce80,933075957,21,32,5,16,0.5,512,4096,4096,0.1586,0.032,0.0906,1.6922,True
scaling,11877123508ab1767ee5,2017266359,22,32,5,16,0.5,512,4096,4096,0.1019,0.0322,0.135,1.1831,True
scaling,7770e999484378640532,3166938379,23,32,5,16,0.5,512,4096,4096,0.1011,0.0295,0.0787,1.7873,True
scaling,5dd86bb8fef697262980,2841403350,24,32,5,16,0.5,512,4096,4096,0.2171,0.032,0.1096,1.4668,True
scaling,de4fda817534858d9938,1694118928,25,32,5,16,0.5,512,4096,4096,0.1213,0.0356,0.1013,1.5888,True
scaling,074e13742f3c6972b7ba,2867094182,26,32,5,16,0.5,512,4096,4096,0.1509,0.0285,0.1819,1.5416,True
scaling,92db72f2c07c768146ad,3388015464,27,32,5,16,0.5,512,4096,4096,0.3652,0.0363,0.1444,4.9767,True
scaling,bb5440b4e3d5aed7535a,1836830292,28,32,5,16,0.5,512,4096,4096,0.1148,0.0306,0.0926,1.8729,True
scaling,ac49b1b8380f9ed164c2,2215476892,29,32,5,16,0.5,512,4096,4096,0.1261,0.0297,0.0901,1.5924,True
scaling,a94f62795e179f6132b6,2155343177,0,32,11,32,1.0,1024,8192,8192,0.1155,0.0479,0.1023,1.1109,True
scaling,a9d393fa6586908384ed,3844597087,1,32,11,32,1.0,1024,8192,8192,0.1084,0.0392,0.1019,1.2452,True
scaling,13c6f29e41c1d2ec079e,3107607217,2,32,11,32,1.0,1024,8192,8192,0.1993,0.0575,0.2185,2.5971,True
scaling,4adf0a31bb8436aed7d8,1487085628,3,32,11,32,1.0,1024,8192,8192,0.2397,0.0902,0.1791,1.7841,True
scaling,2ca428cfab8c4c53e712,746712948,4,32,11,32,1.0,1024,8192,8192,0.1327,0.0403,0.48,1.9566,True
scaling,4a27d669c1bde064c6f7,2440945262,5,32,11,32,1.0,1024,8192,8192,0.1584,0.4778,0.265,2.1466,True
scaling,4869114dce8f6b4f473b,1694678005,6,32,11,32,1.0,1024,8192,8192,0.273,0.1291,0.4014,2.9651,True
scaling,64a996a34b09b19efdd7,404279640,7,32,11,32,1.0,1024,8192,8192,0.1329,0.0807,0.4855,2.678,True
scaling,9c1ac9e4f536ce5ff041,3473648926,8,32,11,32,1.0,1024,8192,8192,0.127,0.0369,0.1299,1.3653,True
scaling,01e31ddfad02cbfce082,3649106755,9,32,11,32,1.0,1024,8192,8192,0.2045,0.0816,0.1734,1.6004,True
scaling,cdbf588759c292aa9857,229782300,10,32,11,32,1.0,1024,8192,8192,0.1178,0.058,0.1609,1.4243,True
scaling,b781fece60560f5731de,3643656350,11,32,11,32,1.0,1024,8192,8192,0.1502,0.0557,0.105,1.1106,True
scaling,8eea0ad28413926c4fe8,4025781829,12,32,11,32,1.0,1024,8192,8192,0.1348,0.1549,2.1224,3.6697,True
scaling,38313311e139f5e865f8,525487549,13,32,11,32,1.0,1024,8192,8192,0.1161,0.0413,0.1143,1.3478,True
scaling,e52c0862c0a05117822d,4191272776,14,32,11,32,1.0,1024,8192,8192,0.1571,0.043,0.1198,1.7749,True
scaling,7bd89821ab9a9b319d15,3914987547,15,32,11,32,1.0,1024,8192,8192,0.1116,0.0385,0.1134,1.9058,True
scaling,772bedcd37db1a642ee5,3012627456,16,32,11,32,1.0,1024,8192,8192,0.1017,0.0317,0.1003,1.2068,True
scaling,d827064611eabe6d892d,3791662886,17,32,11,32,1.0,1024,8192,8192,0.1099,0.0488,0.113,1.2805,True
scaling,ed99fff7965c5482f992,531264477,18,32,11,32,1.0,1024,8192,8192,0.113,0.0557,0.1065,1.2233,True
scaling,043e75b476fdb61f30e7,841836604,19,32,11,32,1.0,1024,8192,8192,0.1065,0.0327,0.0901,1.0366,True
scaling,87173c0d3eb91eaf895c,1060634455,20,32,11,32,1.0,1024,8192,8192,0.0846,0.0434,0.0821,0.9913,True
scaling,886f6979a85ec550c2b0,775467107,21,32,11,32,1.0,1024,8192,8192,0.1672,0.0361,0.2051,2.0834,True
scaling,1c36937214be067cdf42,2095740159,22,32,11,32,1.0,1024,8192,8192,0.1068,0.0357,0.1036,1.2212,True
scaling,53e35c0f187632a296e9,226830763,23,32,11,32,1.0,1024,8192,8192,0.1309,0.0436,0.1373,1.9886,True
scaling,e37ac341e3aeb68d1257,2394776205,24,32,11,32,1.0,1024,8192,8192,0.1098,0.0335,0.1053,1.1732,True
scaling,3de330fac8e68c9c8884,16955932,25,32,11,32,1.0,1024,8192,8192,0.1179,0.0455,0.1124,1.2843,True
scaling,d92f0a7c39176de34495,2901689700,26,32,11,32,1.0,1024,8192,8192,0.5103,0.0736,0.1753,3.7833,True
scaling,2d9b0c53e4cc53d057e0,595201012,27,32,11,32,1.0,1024,8192,8192,0.1084,0.0473,0.1985,1.4577,True
scaling,593c1988d78c08354e26,1969222373,28,32,11,32,1.0,1024,8192,8192,0.1144,0.0366,0.0983,1.9927,True
scaling,fa608f064ce646e5fc70,703934453,29,32,11,32,1.0,1024,8192,8192,0.1158,0.0537,0.1163,1.8179,True
scaling,3ee33cae6f3b7f3aca76,3716636511,0,64,5,16,0.25,1024,8192,8192,0.1325,0.0317,0.091,3.4292,True
scaling,099dca5409dd0a773b8e,2366578916,1,64,5,16,0.25,1024,8192,8192,0.1774,0.0363,0.1093,3.6775,True
scaling,e8211e84acbc59c54b61,1031319219,2,64,5,16,0.25,1024,8192,8192,0.1538,0.0312,0.084,3.4638,True
scaling,0ffe59064955f3b79c82,2921694657,3,64,5,16,0.25,1024,8192,8192,0.2687,0.0371,0.1037,2.3557,True
scaling,12d5e9154da28cafc3ce,1806724746,4,64,5,16,0.25,1024,8192,8192,0.1385,0.0331,0.0753,2.3428,True
scaling,d4f0bcb0241b2c0d4830,67417349,5,64,5,16,0.25,1024,8192,8192,0.1883,0.0358,0.0974,2.1601,True
scaling,1c7d8397189b505f4d97,764823563,6,64,5,16,0.25,1024,8192,8192,0.1393,0.0345,0.0789,2.4831,True
scaling,1661b2b8e436643abce4,1579864793,7,64,5,16,0.25,1024,8192,8192,0.2064,0.0356,0.1052,2.1565,True
scaling,196735abee1f0f7ca07c,2623170481,8,64,5,16,0.25,1024,8192,8192,0.1429,0.0336,0.0832,2.4079,True
scaling,5944ecaf5ca1eb278b08,3276399718,9,64,5,16,0.25,1024,8192,8192,0.284,0.047,0.1852,2.4749,True
scaling,f59daab04c3521ecb9c7,4281784359,10,64,5,16,0.25,1024,8192,8192,0.1834,0.037,0.0993,2.5066,True
scaling,33d696d1184ea04cb34a,3993687002,11,64,5,16,0.25,1024,8192,8192,0.1571,0.0754,0.1522,3.1123,True
scaling,94915debbecb667140f6,3352660866,12,64,5,16,0.25,1024,8192,8192,0.1546,0.032,0.0946,2.1289,True
scaling,12d23fd03a7601cc8702,3874589356,13,64,5,16,0.25,1024,8192,8192,0.1427,0.0399,0.0872,2.1715,True
scaling,bf9fc59c39a75f9ed196,331047637,14,64,5,16,0.25,1024,8192,8192,0.1648,0.0297,0.1811,2.9593,True
scaling,d161b443568b27ccefe6,723067529,15,64,5,16,0.25,1024,8192,8192,0.1382,0.0299,0.0827,2.2224,True
scaling,dea26f8be85d2075a742,3292973994,16,64,5,16,0.25,1024,8192,8192,0.15,0.0564,0.1015,2.0517,True
scaling,7024937dc1ec1e6e2536,2484048534,17,64,5,16,0.25,1024,8192,8192,0.1323,0.0286,0.0764,2.4217,True
scaling,4a659468f6b2ca88c2f4,2296950063,18,64,5,16,0.25,1024,8192,8192,0.125,0.0297,0.0732,1.8962,True
scaling,d9c42474ebf51d600db3,505559716,19,64,5,16,0.25,1024,8192,8192,0.1409,0.0302,0.0788,1.841,True
scaling,8d2b3dc35302e6f00654,4220380338,20,64,5,16,0.25,1024,8192,8192,0.2065,0.0352,0.1186,2.3369,True
scaling,75b85f4b964580a872a0,1092864148,21,64,5,16,0.25,1024,8192,8192,0.1518,0.0317,0.0988,2.733,True
scaling,950d6fb44fdd28de6ea7,492349698,22,64,5,16,0.25,1024,8192,8192,0.1379,0.034,0.0903,2.4902,True
scaling,ce13953bd9085870b69e,2421740582,23,64,5,16,0.25,1024,8192,8192,0.1204,0.0311,0.0689,1.8451,True
scaling,fa2e3ba7eb0dd8e3219a,1286782039,24,64,5,16,0.25,1024,8192,8192,0.1275,0.0277,0.076,1.9155,True
scaling,85a9f76b5fd97d97d56a,4077185795,25,64,5,16,0.25,1024,8192,8192,0.1411,0.031,0.0859,3.1592,True
scaling,45d5b204f0a45707aaf8,1563876456,26,64,5,16,0.25,1024,8192,8192,0.1176,0.023,0.0654,1.6106,True
scaling,ee4ea65fb467cecc1d65,2586756236,27,64,5,16,0.25,1024,8192,8192,0.1392,0.0282,0.143,2.051,True
scaling,af9f219494b0d1e87951,4245896865,28,64,5,16,0.25,1024,8192,8192,0.1449,0.028,0.0907,2.537,True
scaling,24dd99a1fb2df62e99b6,1290678339,29,64,5,16,0.25,1024,8192,8192,0.1172,0.0293,0.0756,2.9048,True
scaling,4a30eb67d22b85fcfbeb,1361020434,0,64,11,32,0.5,2048,16384,16384,0.223,0.0505,0.1325,2.5652,True
scaling,4352849191c034b91bba,35191565,1,64,11,32,0.5,2048,16384,16384,0.1621,0.0872,0.1572,2.0222,True
scaling,e52907cbe50b5b32158e,1411925422,2,64,11,32,0.5,2048,16384,16384,0.171,0.055,0.1242,2.0755,True
scaling,9d8051002dcda498cb46,3299157870,3,64,11,32,0.5,2048,16384,16384,0.1549,0.0552,0.121,2.1476,True
scaling,7b1955ea617e2cb6b72b,650741759,4,64,11,32,0.5,2048,16384,16384,0.1601,0.066,0.114,2.1526,True
scaling,a50badcd3ef595ea5ae9,4017207254,5,64,11,32,0.5,2048,16384,16384,0.4002,0.0622,0.1707,2.9922,True
scaling,b1ae3d566d5415b80bc4,1100122973,6,64,11,32,0.5,2048,16384,16384,0.2338,0.1183,0.2232,3.881,True
scaling,bff53a8f3926f68753de,3403408285,7,64,11,32,0.5,2048,16384,16384,0.2016,0.0632,0.1532,3.2786,True
scaling,a69b0ce2f8c32c9cc045,1400029950,8,64,11,32,0.5,2048,16384,16384,0.2038,0.0968,0.1907,2.9986,True
scaling,31d5d871e2a248becdcd,271191566,9,64,11,32,0.5,2048,16384,16384,0.1769,0.0499,0.143,2.8756,True
scaling,27afd87bbbc47209d15e,916090271,10,64,11,32,0.5,2048,16384,16384,0.176,0.0446,0.1296,2.0063,True
scaling,2a33056c968975e9cf97,3438161340,11,64,11,32,0.5,2048,16384,16384,0.1849,0.0464,0.1439,2.1718,True
scaling,89f89c34676aa6dd28d2,1431268111,12,64,11,32,0.5,2048,16384,16384,0.2611,0.0552,0.1648,2.8452,True
scaling,f4f781674746d19be44d,2093778142,13,64,11,32,0.5,2048,16384,16384,0.1823,0.0629,0.1369,2.3401,True
scaling,9a9a70eaedad5071e941,41763262,14,64,11,32,0.5,2048,16384,16384,0.2612,0.0545,0.1594,2.1992,True
scaling,d6be22edfabc6976f8fb,2041785239,15,64,11,32,0.5,2048,16384,16384,0.1867,0.0574,0.1301,2.4448,True
scaling,0951bb6ea8ccc3e4cc18,1246815516,16,64,11,32,0.5,2048,16384,16384,0.1754,0.0431,0.128,1.9835,True
scaling,de4ee893c029b6664c69,242442813,17,64,11,32,0.5,2048,16384,16384,0.1722,0.0479,0.1223,1.9602,True
scaling,de1ce3df92743c0c2f10,2991096241,18,64,11,32,0.5,2048,16384,16384,0.169,0.0756,0.118,1.9539,True
scaling,3739b8cd865e76ab719a,1682069724,19,64,11,32,0.5,2048,16384,16384,0.2112,0.0519,0.1483,5.4022,True
scaling,35106228323039076d73,21585318,20,64,11,32,0.5,2048,16384,16384,0.1662,0.0649,0.1256,2.9391,True
scaling,d4983387d5385211ab51,3849690567,21,64,11,32,0.5,2048,16384,16384,0.183,0.0582,0.1361,3.7464,True
scaling,e836a48613ceb2ef9d6a,3420820295,22,64,11,32,0.5,2048,16384,16384,0.185,0.0503,0.1294,2.3399,True
scaling,42fd68b569a451ec2052,3967774811,23,64,11,32,0.5,2048,16384,16384,1.1056,0.0611,0.372,3.8245,True
scaling,ae1e8b18571a58ca01dc,2561502363,24,64,11,32,0.5,2048,16384,16384,0.2484,0.0617,0.2978,10.0203,True
scaling,cf5618e60173b8b91721,390135106,25,64,11,32,0.5,2048,16384,16384,0.1916,0.0695,0.1324,3.4282,True
scaling,9e4d2f8ba376ce28bc01,2223240508,26,64,11,32,0.5,2048,16384,16384,0.1662,0.049,0.1225,2.0954,True
scaling,a029eb8fd6d84785e848,3181329294,27,64,11,32,0.5,2048,16384,16384,0.2337,0.0701,0.1407,2.4006,True
scaling,7f446c8736ae63c233b8,2880818327,28,64,11,32,0.5,2048,16384,16384,0.1612,0.0477,0.1044,2.4825,True
scaling,c767d1702d1525eb962b,133588499,29,64,11,32,0.5,2048,16384,16384,0.1534,0.0569,0.1491,1.914,True
scaling,703416719f283046ff2b,3882188054,0,64,21,64,1.0,4096,32768,32768,0.2914,0.1989,0.267,3.3141,True
scaling,944d435919937c3577b5,2959564285,1,64,21,64,1.0,4096,32768,32768,0.2404,0.1096,0.2185,2.2774,True
scaling,dc61ec4a20ecfdf3c4ff,3229155368,2,64,21,64,1.0,4096,32768,32768,0.2235,0.1188,0.2776,2.9086,True
scaling,836403d7fb8cac920342,1974614006,3,64,21,64,1.0,4096,32768,32768,0.2479,0.1617,0.2185,2.7653,True
scaling,f4b00b1eb70a98d9fc1e,2654360103,4,64,21,64,1.0,4096,32768,32768,0.2417,0.211,0.2182,2.9601,True
scaling,1fee74570f72dd7a302e,3592734157,5,64,21,64,1.0,4096,32768,32768,0.2493,0.1193,0.2399,2.4909,True
scaling,098ddf42e8d99eca870a,3866806409,6,64,21,64,1.0,4096,32768,32768,0.2853,0.1798,0.2727,2.6625,True
scaling,8327c374bb735fd4d994,2897018993,7,64,21,64,1.0,4096,32768,32768,0.3648,0.1552,0.2235,3.1,True
scaling,aae83390b413f29c4923,455441904,8,64,21,64,1.0,4096,32768,32768,0.2699,0.336,0.387,2.8481,True
scaling,023575ea0e9293342a65,4197978510,9,64,21,64,1.0,4096,32768,32768,0.2647,0.1418,0.3243,3.0495,True
scaling,ac8ca5b5d172fd382117,4253109830,10,64,21,64,1.0,4096,32768,32768,0.2826,0.1975,0.2007,3.054,True
scaling,1b5455281bacf14370f9,134256661,11,64,21,64,1.0,4096,32768,32768,0.3127,0.153,0.2319,2.1496,True
scaling,f80add94872cd65b2fe8,2753244659,12,64,21,64,1.0,4096,32768,32768,0.2148,0.1212,0.1676,2.1752,True
scaling,1b2def7297cfe07f6bb5,248760487,13,64,21,64,1.0,4096,32768,32768,0.3065,0.154,0.2585,4.1418,True
scaling,007aaa4f4ff281152746,1280658152,14,64,21,64,1.0,4096,32768,32768,0.3021,0.1736,0.2223,2.9927,True
scaling,9d7434cb16316fd977a3,525113868,15,64,21,64,1.0,4096,32768,32768,0.2158,0.1169,0.17,3.4579,True
scaling,20e7141c1cf2ea9e339b,2758259791,16,64,21,64,1.0,4096,32768,32768,0.2423,0.1408,0.2797,4.6308,True
scaling,2d656c4160b75fb442c0,3529779976,17,64,21,64,1.0,4096,32768,32768,0.2474,0.1654,0.227,2.5728,True
scaling,d8d698e61b2a4015cff6,3454531946,18,64,21,64,1.0,4096,32768,32768,0.4038,0.198,0.3654,4.0489,True
scaling,201f4282726b17413210,357423136,19,64,21,64,1.0,4096,32768,32768,0.2498,0.1115,0.5216,3.8204,True
scaling,b4b6ec9767cc191ad4a3,430897752,20,64,21,64,1.0,4096,32768,32768,0.2502,0.1578,0.3272,2.8594,True
scaling,feda0f88ac4e1677d92a,3778200651,21,64,21,64,1.0,4096,32768,32768,0.3763,0.1249,0.3993,4.0911,True
scaling,de76e888aea6888887d7,3312877663,22,64,21,64,1.0,4096,32768,32768,0.8046,1.3325,0.6001,5.158,True
scaling,f191ea1aaccf0b7e97b4,445752878,23,64,21,64,1.0,4096,32768,32768,0.3884,0.1338,0.2245,2.8955,True
scaling,61dc3a8c9ed071be3db1,2577675441,24,64,21,64,1.0,4096,32768,32768,0.2802,0.1213,0.2506,2.7774,True
scaling,dbc1a0b1dcf857624c6e,1109128469,25,64,21,64,1.0,4096,32768,32768,0.5216,0.2845,0.3153,4.5781,True
scaling,d9c0f1ac19b46f2c945c,1652079938,26,64,21,64,1.0,4096,32768,32768,0.2989,0.4072,0.5025,5.3665,True
scaling,2b1b180660d43336249b,1159557920,27,64,21,64,1.0,4096,32768,32768,0.3003,0.1554,0.4869,4.9659,True
scaling,fcc0e1811c4169a6fdb0,817850794,28,64,21,64,1.0,4096,32768,32768,0.4082,0.2709,0.2646,2.8784,True
scaling,bdb9defb088697c93d76,2041167765,29,64,21,64,1.0,4096,32768,32768,0.2765,0.2017,0.2794,4.867,True
scaling,e2758ad48ee873a6b2a6,1315163095,0,128,11,32,0.25,4096,32768,32768,0.287,0.1579,0.2095,8.5466,True
scaling,0895fadfd94d268f48fb,709722841,1,128,11,32,0.25,4096,32768,32768,0.2729,0.0735,0.2626,14.3131,True
scaling,99d81fbbeae879654c9e,3146145146,2,128,11,32,0.25,4096,32768,32768,0.2808,0.0939,0.2055,15.2867,True
scaling,b664dcb4bf909a8f7bb6,452843847,3,128,11,32,0.25,4096,32768,32768,0.3423,0.077,0.1533,5.1337,True
scaling,6a11ad68894f9bcdcb42,851040097,4,128,11,32,0.25,4096,32768,32768,0.6172,0.0828,2.794,29.5665,True
scaling,b3700511c61498924408,1464818151,5,128,11,32,0.25,4096,32768,32768,0.2757,0.0901,0.1413,8.4228,True
scaling,b5d617158229b99b1e5d,1668551790,6,128,11,32,0.25,4096,32768,32768,0.2836,0.1633,0.3982,5.1107,True
scaling,e39d7c63a8c25f2c798d,381625091,7,128,11,32,0.25,4096,32768,32768,0.3509,0.0847,0.189,13.4252,True
scaling,4b76cf4837c6f761ea40,2801386135,8,128,11,32,0.25,4096,32768,32768,0.2625,0.0605,0.1254,10.3083,True
scaling,fe03a7645d61b700dafa,4113810981,9,128,11,32,0.25,4096,32768,32768,0.3527,0.0591,0.2891,5.5961,True
scaling,543429110af97352367c,1659313807,10,128,11,32,0.25,4096,32768,32768,0.6171,0.0855,0.4541,8.1977,True
scaling,0341eb6d2f1c31215937,4054814964,11,128,11,32,0.25,4096,32768,32768,0.3361,0.0761,0.1776,4.9159,True
scaling,e899efe083677d3bc619,161230433,12,128,11,32,0.25,4096,32768,32768,0.3488,0.0895,0.2075,5.2874,True
scaling,7d1ab7b0b5927ce1c6ad,3717243763,13,128,11,32,0.25,4096,32768,32768,0.2873,0.0706,0.1406,3.811,True
scaling,3165657187ad212fd59d,2049671287,14,128,11,32,0.25,4096,32768,32768,0.2615,0.0637,0.129,3.5103,True
scaling,febebe62c4bf77e3bda8,1673920928,15,128,11,32,0.25,4096,32768,32768,0.3095,0.06,0.1779,5.1927,True
scaling,299305b6debd3e3b6f07,1518084789,16,128,11,32,0.25,4096,32768,32768,0.2958,0.0588,0.1555,4.6881,True
scaling,4b72597e873ae023589e,2202583387,17,128,11,32,0.25,4096,32768,32768,0.3277,0.0779,0.1688,4.6005,True
scaling,a3fe639603ccfe9d96b4,725068420,18,128,11,32,0.25,4096,32768,32768,0.3911,0.075,0.1585,4.9625,True
scaling,6273b5fd80dabea26c22,506649484,19,128,11,32,0.25,4096,32768,32768,0.3009,0.078,0.1451,3.9902,True
scaling,434c438403278a7ba8c7,48627713,20,128,11,32,0.25,4096,32768,32768,0.3733,0.0802,0.1813,5.0752,True
scaling,4320cf54682e4307dd52,1124718703,21,128,11,32,0.25,4096,32768,32768,0.3713,0.0785,0.1672,5.6236,True
scaling,89ad6c6ca9e28b8fe27c,2753279121,22,128,11,32,0.25,4096,32768,32768,0.289,0.074,0.2163,4.5246,True
scaling,24a0d1dead001d8e3bb6,4218914303,23,128,11,32,0.25,4096,32768,32768,0.2917,0.0839,0.1525,3.934,True
scaling,ce797d46d5c8f78c0ef0,1690956734,24,128,11,32,0.25,4096,32768,32768,0.3482,0.0828,0.1783,4.8932,True
scaling,70478cbd3f53ef6ea765,210589465,25,128,11,32,0.25,4096,32768,32768,0.2407,0.051,0.109,3.5178,True
scaling,c8d521058e9228ea1b33,2740170595,26,128,11,32,0.25,4096,32768,32768,0.2702,0.0702,0.1497,3.2398,True
scaling,b83598cb22f6c8416dd7,1447570565,27,128,11,32,0.25,4096,32768,32768,0.3765,0.0929,0.1794,3.7366,True
scaling,0e576684c1943bca9572,3948494675,28,128,11,32,0.25,4096,32768,32768,0.3401,0.0664,0.2797,4.4202,True
scaling,480b36510209b4ea64e2,2627325980,29,128,11,32,0.25,4096,32768,32768,0.2751,0.0748,0.1488,3.9973,True
scaling,30bbfe81cd698e764890,4233150574,0,128,21,64,0.5,8192,65536,65536,0.5112,0.2131,0.2806,5.2051,True
