experiment,world_id,world_seed,replicate,scenario,scenario_label,quota_mode,N,K,M,reserve_delta,mission_feasible,constraint_violations,hungarian_cost,greedy_cost,greedy_to_hungarian_ratio,relative_saving,normalized_assignment_cost_p95,assignment_cost_gini,solver_ms,total_ms
quality,ad3de4b09c93a710a9a4,3684182042,10,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,485.74366305281825,531.8918264997126,1.0950051785685906,0.08676230983015354,0.16427462994562378,0.2929846136598109,0.0404,1.2109
quality,ee2c2714075ab90e8f37,3791518388,11,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,526.3463247299436,600.6254431800128,1.1411221375739256,0.1236696168860217,0.15340502099910838,0.3043277478837376,0.0403,1.18
quality,7f887ca54f2b496f7007,4257746867,12,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,614.9535151310107,736.4122622083361,1.1975088264215379,0.1649330861399533,0.2724207758593531,0.3939348023174223,0.0536,1.1706
quality,ff24357a2ade7f154f7b,1121855530,13,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,721.8955718786882,796.2029609878789,1.1029337095333753,0.09332719513752465,0.2855780949567025,0.3611663770581228,0.0497,1.1917
quality,1bc9f8ed08943b12ef8b,2343892865,14,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,536.7294762145577,612.094844501543,1.1404159294893241,0.12312694505433833,0.1921556604954428,0.2912705286126722,0.0456,1.1501
quality,f8d719883e59be4f5a11,2281731,15,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,495.7299519513831,532.4333356344728,1.0740390681228986,0.06893517221146978,0.15664603261466034,0.23997334120673042,0.0391,1.1209
quality,edc38540a0ca47d67c18,56457181,16,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,588.0079279820792,630.9041664682958,1.0729518029347453,0.06799168679823929,0.2752632931140398,0.3905464600257147,0.0445,1.1366
quality,003496b944a89b631a18,1286937714,17,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,522.0546700599928,604.3747490045782,1.1576847860304085,0.1362070124209671,0.152179902248254,0.23449512984123566,0.0364,1.138
quality,b52c39f3095baaac32f9,2591096350,18,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,577.8083693108028,646.3895771465436,1.1186919599616443,0.10609887637497079,0.2043557699328812,0.3210314522704909,0.0469,1.6615
quality,3ef9a9a38ada7c2c8373,3923711328,19,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,464.4937456416547,527.8068130062032,1.1363055325472413,0.11995500210378003,0.15328071937367832,0.32696721153579844,0.0423,1.2383
quality,fab7d3603268cf0bf579,1294536894,20,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,552.0808605338295,571.6005530288838,1.0353565825052873,0.03414918406152756,0.16035447784265783,0.22345312124472438,0.0419,1.0958
quality,72e3708ff4732369d988,1706717382,21,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,622.9875883853915,680.2023052175094,1.0918392563492354,0.08411426481982043,0.23505114116117407,0.32417216970571583,0.0536,1.1162
quality,585ebc0a718860cb00e3,1442644506,22,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,511.1030388000456,565.7446455090792,1.1069091798736312,0.0965835154477952,0.18155637904096697,0.2719585595466196,0.0538,1.1486
quality,bb411c964e2ba41d9511,998779713,23,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,502.71617814231445,581.2547280754974,1.1562284114734604,0.13511898680501022,0.16871154450570452,0.2984438899581605,0.0439,1.0981
quality,c7a6df47aee24314cafc,1335053212,24,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,424.64774203583124,448.07407912847196,1.0551665175006724,0.05228228586265512,0.1499790393341929,0.29931395782229786,0.0375,1.0407
quality,89a4763f06fb67855d89,3308171410,25,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,578.452967233678,679.0310142133802,1.1738742001111935,0.14811996046486375,0.17622522150199746,0.2569237179130164,0.0463,1.0778
quality,b560ca2bc349eaaf585a,3634457779,26,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,416.2922683533572,435.19071536424855,1.045397064628762,0.04342566682534486,0.12998619790008134,0.25861373794087217,0.0328,1.0855
quality,981eeb7087b574596908,1422191633,27,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,461.66925844805985,504.81974583833113,1.0934662349737674,0.08547701976001995,0.14768130792271017,0.26304357067944495,0.0527,1.522
quality,ce29cc38fc1c6a86f9f2,579468710,28,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,552.9491474464713,647.2763848678658,1.170589353210868,0.14572945904808546,0.2149880365285491,0.34519189719675936,0.0414,1.0101
quality,f73f4966bc69f9fd8727,3602564084,29,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,504.974456980445,595.3057373077431,1.1788828703682257,0.15173930749570688,0.18322115709772777,0.32186145445811354,0.0404,0.9912
quality,d29eaa44fc7bb86c1b55,2370366327,30,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,472.7894611531784,552.0518555631274,1.1676483951580066,0.1435778063441095,0.14270479717723383,0.25536112197221583,0.1143,1.3312
quality,038591be7f78c1afa546,4125915852,31,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,580.5321971546908,692.2799319215812,1.192491881267894,0.16141986733128175,0.20176400789933704,0.3002790803637396,0.0417,1.2015
quality,1687e4727117ce1c3b73,1143507185,32,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,466.08461538009885,482.4715767349436,1.0351587690605941,0.03396461500538773,0.1743788519230349,0.3327869785165112,0.0383,1.2229
quality,08387b0bde13fe1df7b0,2942154739,33,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,675.4872627372218,736.1064004604798,1.0897413483085026,0.0823510537136166,0.2320839262794755,0.28689771916932516,0.0607,1.2748
quality,a610827e77aefc12e56e,2068831446,34,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,452.70869547406613,516.4855619409333,1.1408783774300635,0.12348238008279667,0.17092259747545244,0.3140223603079362,0.0346,1.1223
quality,d315269b3db728c97ecc,3433456949,35,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,493.73953762132624,560.4422798212064,1.1350970240731215,0.11901804093217205,0.16273076325315042,0.26249637678752147,0.0486,2.4075
quality,4a52b3f009013173cd51,1490001207,36,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,483.680855386999,551.8882991120854,1.1410174559638355,0.1235892187510101,0.18858689328888384,0.3573088691405304,0.0501,1.6056
quality,d0e3ba2b75bbad2f8380,3583055752,37,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,477.22615768558313,540.6106200892998,1.1328184999563184,0.11724605482823593,0.17225922029934063,0.3775841783282974,0.0646,1.754
quality,02f3cf0c256fb575bd1c,2549942112,38,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,471.06794893613784,510.2109187369295,1.0830941054028242,0.07671919271679527,0.21779332045911654,0.35028608160633024,0.0467,1.2268
quality,914a4365cbc93e1ba988,2093824146,39,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,445.4103814447874,476.0742920851498,1.0688441758831422,0.0644099275053439,0.15302274123245607,0.2806458167063115,0.0351,1.1631
quality,76d7171ff5d973203c23,2147082992,40,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,392.99855149089836,412.2305405589388,1.048936539320771,0.04665347948738586,0.1314295098687102,0.27660155879569115,0.0417,1.1785
quality,8681cde5a7d0937f7ef7,1435740485,41,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,426.3595378834285,447.547623280823,1.049695347505484,0.047342638627084384,0.16106613640478798,0.2892971073081023,0.0407,1.1705
quality,1aa6f1d5a4592009cf29,2587591160,42,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,501.201967391951,585.8455623972288,1.1688812105940611,0.14448107221111936,0.1540473124164347,0.24063378517590972,0.0436,1.1699
quality,6231f658ae8fe4bd18a9,1324266324,43,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,487.5971036971919,537.3512518583345,1.1020394661573727,0.09259148087787394,0.16825076248664886,0.3088813637822443,0.0457,1.3072
quality,6d10d082a9b5cc87e7ba,3195164558,44,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,483.94990794448887,524.7799761542007,1.0843683768494388,0.07780416567897844,0.15036585128765628,0.29652174706439527,0.0543,1.0752
quality,db28b59bc65da967e964,2815606824,45,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,492.3580813631768,672.1009772029162,1.3650653917207791,0.26743436170525403,0.17738839385050292,0.2910286992873772,0.0396,0.9914
quality,ab6cfbd066eac8e91264,1691465386,46,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,444.8928980671624,525.4076394255379,1.180975559978979,0.15324242610253538,0.13839031861317058,0.3112019333405913,0.0663,1.727
quality,2906d1b0c22f48eb36aa,78181449,47,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,530.340790527327,612.9255020252157,1.1557200822055818,0.13473857952559315,0.15695791199082873,0.28445977269076406,0.0477,1.3254
quality,12381dd503387d6f679e,857393000,48,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,408.95120924601997,420.481795263642,1.028195505373076,0.027422319224051972,0.15150833675577471,0.3097870127373439,0.0363,1.2923
quality,de8395eb0ef7dae8b762,1398162727,49,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,656.0748011599592,850.0979699955603,1.2957333043314003,0.2282362453313639,0.21011853167628372,0.2568329591021634,0.0655,1.0304
quality,8d2f8eff2881a3439c8c,1050656135,50,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,476.6119030640969,524.7064133443348,1.1009091673351892,0.09165984835919325,0.17693313217793777,0.3479024753745863,0.0366,1.0204
quality,fb27020b549cc592531f,1817397836,51,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,552.9311140692648,611.8777286705283,1.1066075196373908,0.09633724490894795,0.18925398627173978,0.3255223439384678,0.0768,1.9696
quality,bb72cc7851702dc84654,3978990601,52,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,537.3787648705936,573.6450347145243,1.0674873519661014,0.06322075089864355,0.2322449841133475,0.3781062849644985,0.0535,1.2718
quality,74a7ac0c024f83d860b2,1659094046,53,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,522.2811794101742,640.7996604033514,1.2269246636974802,0.1849540321519142,0.16469924918361353,0.2702996692957025,0.0498,1.1456
quality,b5c91706e5de1b8d64a0,2174715770,54,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,559.5021044782203,668.7080576308626,1.1951841687074358,0.16330886387034646,0.19393714297031214,0.3306786071425354,0.0621,1.1138
quality,6c66c9f62dc0ce934276,596034312,55,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,519.9173104610069,579.3797037004013,1.1143689429895487,0.10263112922254268,0.24281630799995682,0.3879036889118104,0.0421,1.2293
quality,db6f47d4c45fdda4c3b6,2597526062,56,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,432.1413417098571,493.2630790325669,1.141439226991958,0.1239130596244653,0.16564171700689787,0.3066046901463748,0.0444,1.0809
quality,a25164b1374d3af38d78,2463221689,57,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,517.195596099782,579.594947047325,1.120649424353382,0.10766027424053433,0.15523125302533888,0.3036611505374991,0.0484,1.0011
quality,03d3859bc5a33167c96b,3239477068,58,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,463.69173315232337,492.35374062807443,1.0618126341845642,0.058214257576652474,0.1683460032103548,0.2515223440267784,0.0369,1.0019
quality,d8c8ecbfa99c5230da7e,2938169128,59,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,451.6605534539461,530.0170881513596,1.173485450739951,0.1478377517425191,0.1409504260000147,0.26340084463035973,0.0396,1.0572
quality,94603a46f806a066f2f5,146197723,60,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,409.173480012161,535.7949398095573,1.3094566632070899,0.23632447861938102,0.14076285200908145,0.29490100574196276,0.0505,1.7755
quality,e8cd9642a71ba43e4a35,1384152817,61,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,609.8069646428827,683.590833962284,1.1209954519994878,0.10793572068795795,0.24289300430898164,0.3909985072855331,0.0502,1.0978
quality,e8a47755c17c3cdd2a78,168555834,62,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,556.3276972748346,645.865780356101,1.160944859513319,0.1386326475322771,0.2614155855610544,0.31608473149494687,0.042,1.0791
quality,a235aac67329a1c9bc1b,1551442310,63,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,412.144850042735,461.30183155305104,1.119271128840307,0.1065614271350727,0.13797597691975605,0.2991071166068504,0.0373,1.0939
quality,e47dae6d2c5557393a8c,1173675979,64,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,627.6584972275557,718.7573890898846,1.1451408564764498,0.12674498133185305,0.23359071894841685,0.32572215006629635,0.049,1.1452
quality,7e1345f36945f2a636ee,4144579038,65,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,543.1105939233223,581.0466519274727,1.0698496004839602,0.06528917751837526,0.17042858588825557,0.24758011411531,0.0374,1.1299
quality,da4e3f29346c7d96612a,3968791918,66,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,454.37589931733373,525.2775964444482,1.156041940678718,0.1349794805775861,0.1799999593034829,0.32772586409501336,0.0498,1.1799
quality,ce6e7393113f26c7e80f,173285956,67,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,388.52537934235664,463.76891864269516,1.1936644124193396,0.16224360080134853,0.12432509362889467,0.2868119009682002,0.0317,1.2004
quality,aa489308ae0ffe9009a4,946647602,68,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,534.4027237123155,557.015378973229,1.042313884749372,0.04059610580698216,0.15646771366045117,0.2468489518248569,0.09,1.3013
quality,2a0cf7672f3a9986ef15,1187526682,69,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,468.2835147492659,507.9683076724551,1.0847452273532152,0.07812454502334523,0.17182394878438847,0.2949677179292203,0.05,1.2958
quality,849ff95c0f5130d6f9f5,3947772974,70,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,620.4231447251029,696.1279693180712,1.1220212773114897,0.1087513042567862,0.2100837603992324,0.3120485619568272,0.0539,1.2319
quality,9af96d2600451236b245,3872339371,71,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,424.28253314542343,460.9876953717884,1.0865111319908713,0.07962286758383454,0.1590467606535399,0.2992178018277172,0.0374,1.171
quality,7c0e69999da05ce7ab41,2867406758,72,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,440.9781827115379,504.0946387924689,1.1431282964903915,0.12520755275660742,0.13606398734360764,0.24774463592049045,0.0398,1.1553
quality,1290b523bdfbffdfb6d9,2105532089,73,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,452.599764042637,481.53502288652544,1.063931228300779,0.06008962478043283,0.12760146209081946,0.20891142143413144,0.0326,1.1416
quality,cfbd8a5f32d3e871dc6a,646672970,74,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,509.16163913074456,553.5241258484436,1.0871284937990144,0.08014553412590665,0.15262861241046793,0.263330102483714,0.0427,1.1241
quality,8680a815630a29f640e6,3689270305,75,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,464.10990608436,489.2278775100765,1.0541207397136463,0.051342068962942876,0.13493569736151395,0.24905289485842674,0.0363,1.1456
quality,3475a90b1e45b96c5ae8,2411997261,76,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,466.7101781183458,491.60878361083235,1.053349180411859,0.05064719411562991,0.16673794584845,0.32165553570434624,0.0361,1.1372
quality,f70b53537c1198cdf16d,3267384759,77,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,491.4377363509354,565.9452584873518,1.1516113163992165,0.13165146455252363,0.178169590880108,0.29548505333951125,0.0471,1.1967
quality,3c80ccceccd4951ed83e,3621118975,78,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,481.95679003859135,501.06091215864654,1.0396386616288267,0.03812734471294465,0.16231349449674892,0.27619424583189023,0.0524,1.2511
quality,cd7dfdb358ef5db638f6,3485409960,79,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,568.6717439213996,644.9608869309801,1.1341532154974188,0.11828491394664135,0.2108175528663849,0.34288473647943474,0.0515,1.1845
quality,5aaecac05e96cf2c90c9,3422415111,80,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,510.47312875550506,571.0636181660851,1.1186947676526973,0.10610111988075949,0.18654204894480067,0.3068253335589113,0.0398,1.1508
quality,36415fc11bdb358a868d,1819655724,81,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,441.0678094250327,483.46726625080385,1.096129111940956,0.08769871258207579,0.18259041342029017,0.35148309218238283,0.0444,1.1387
quality,85888466eb4e6f6c3ef7,4048774646,82,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,652.1212326370476,700.9978163086872,1.0749501491831397,0.06972430232238648,0.21290419973178956,0.287424263815363,0.0629,1.1541
quality,dc70b868e808c0e4572f,1518813761,83,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,505.39776935927483,541.8401061403939,1.0721062477725603,0.06725662491228854,0.1694388615859573,0.26330208393319987,0.0416,1.3341
quality,57ab987cf1fe92f0f0ad,3569207992,84,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,466.4782591723602,506.5720463028679,1.0859499587432935,0.07914725540646299,0.19108669374204262,0.3408311838144502,0.0424,1.2872
quality,6bf254730227bea474c5,2416068387,85,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,496.090145464604,560.7981657014222,1.130436012140933,0.11538557754710954,0.16297661992799678,0.2828737614651977,0.0452,1.152
quality,1beda02fe1cbddcdc3ee,566384349,86,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,368.9507934868003,396.3268149590029,1.0741996546842554,0.06907436095393754,0.13172794870736684,0.3301214465858944,0.0473,2.359
quality,2374b9c60bfbe8ff0cb4,3713353034,87,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,404.9339068712861,425.29921928995515,1.0502929294709382,0.04788466918107511,0.13302933372358555,0.30069081505143,0.0345,0.9906
quality,52822837a85e71accac2,3504404282,88,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,486.3439148569721,548.8885540851289,1.1286016691430187,0.11394779279448515,0.17201422714479309,0.32223735698841116,0.0338,0.9973
quality,d614e715019a960c5e95,2683401675,89,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,555.9990391017703,620.9725072225644,1.1168589575725891,0.104631795071576,0.20396230151382802,0.3348625536645238,0.0497,1.0563
quality,1eff3485a2d6b6b300a5,2006375875,90,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,571.015046337106,628.3832326868921,1.1004670309789317,0.09129490311905136,0.24119373229115107,0.3875268412762769,0.0377,1.0578
quality,7bdb19eb1f2b8565d9d7,2854046121,91,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,463.42619271309286,484.6741848444989,1.0458497867956305,0.0438397438853137,0.15996196094389498,0.3119509558790272,0.0387,0.9762
quality,4117ff9c5e482c933fcd,2232648926,92,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,455.1181862186172,498.1567546616523,1.0945656968811206,0.08639563358378402,0.14126446778318552,0.22786530067090394,0.0297,1.02
quality,dd97a45b7bbbe9c8c112,3012413549,93,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,536.3300098131314,574.3754272128795,1.0709365814025658,0.06623789179902956,0.16119975869458372,0.24263312469630716,0.0399,1.0912
quality,763ed654b0ad55ed286d,3414786475,94,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,690.9191048323369,784.4295319509627,1.135342077624728,0.11920819310060274,0.2438137973749064,0.3213016000576543,0.0474,1.0556
quality,d247ad5f3a6c3c55d32c,3200336896,95,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,471.9781898024653,548.3520332531409,1.161816467584318,0.13927885522295208,0.15270603534454313,0.2569587092412444,0.0377,1.1136
quality,05be9f2547bec956e0dc,264294804,96,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,552.6649762661339,565.0148793574563,1.0223460932421657,0.021857659935198354,0.19568953859644614,0.32846117350212944,0.0453,1.121
quality,782115b1d4d3a8fbdcb3,656902993,97,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,438.0806443097939,548.8295680391767,1.2528048777500094,0.20179110270071543,0.16016344749512704,0.2872188880833897,0.037,1.0559
quality,e7512994be1d73a15c72,2629731644,98,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,577.6937094321155,638.2579212250599,1.1048379284802672,0.09488987097363187,0.2265173363131498,0.312621512860648,0.0392,1.1008
quality,bfcab7117e670a07853a,2545658176,99,uniform,Aleatorio,symmetric,60,13,40,0.2,True,0,386.5930643831304,450.4679094501015,1.1652250155312367,0.14179666015487066,0.11605198021482173,0.2681542660554097,0.0368,1.067
quality,e7b03da273be255645aa,3963886353,0,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,849.2880784925951,990.3477814850146,1.1660917026443924,0.1424345120265753,0.28004203654087606,0.2946887716143116,0.0751,1.1149
quality,25374db13fb5858d75ef,4025614717,1,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,673.6509110943157,786.1088137584177,1.1669379508170177,0.14305640732666036,0.2277406584051068,0.3084444962219486,0.0648,1.1343
quality,a037e5d8e76ca611f83d,3625984813,2,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,654.7707824882933,748.8364942353053,1.143662048250746,0.1256158219733531,0.23696530020246415,0.3568195632571045,0.0631,1.252
quality,00fbe82d090cd82180b1,3305263580,3,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,886.0707778743264,968.1611014046831,1.0926453344136802,0.08478994189216416,0.32557910326009853,0.350042948017695,0.0767,1.0996
quality,154d9a249cbcf77c50a3,480082700,4,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,642.189578413763,738.1319400341573,1.1493988143771754,0.12997996214058227,0.20244704425555735,0.3132764313936338,0.0706,1.3733
quality,8b57ae32ac30aae94c6c,628685554,5,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,593.8832282743772,683.8774965524194,1.1515352917770298,0.1315941359844762,0.18177911589360776,0.27556294886903965,0.0626,0.9855
quality,8f68b40141ba6d215cf7,2170315618,6,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,628.5694415579067,694.6062575098549,1.1050589029404234,0.09507086243174442,0.18595529494547805,0.2659277275598013,0.0502,1.0049
quality,9dfed2179ddd3b7e5f7a,4059231082,7,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,775.9891376753158,849.8612084904216,1.0951973001019184,0.08692251167260853,0.25705890130558656,0.27943781885993624,0.0656,1.0962
quality,4ef18623308260884764,2596772047,8,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,640.1995675453545,732.179964712346,1.1436745693528998,0.12562539484828447,0.20085775282161847,0.2637677651981807,0.0593,1.1233
quality,fd8df7847b8021a52412,3481971899,9,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,542.7324663144507,641.9933266857121,1.182890957390692,0.15461353918380302,0.17677093452093298,0.30144073927812287,0.0523,1.4308
quality,4b1b9730b59107bb04b9,2471093349,10,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,815.371005876315,868.6424682008453,1.0653340159762943,0.06132725980444807,0.21864705633169082,0.22498015020201922,0.0642,1.0529
quality,7054e342ac85e1dbb90a,2391498111,11,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,712.8365337808971,826.4392274423778,1.1593671035053859,0.13746043252696585,0.21745651091775148,0.256186095694539,0.0602,1.0304
quality,dc3da2005b873dd35832,2010835320,12,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,687.5470806754524,792.5823844483434,1.1527681619558379,0.13252288447717409,0.21011015794635657,0.255359406710191,0.1429,1.1788
quality,1a44be00bb55d6bfacce,1541417973,13,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,722.8142160480368,820.8731165851458,1.135662661801594,0.11945683024075229,0.218605231123605,0.2687354527549233,0.0753,1.2279
quality,21181f3479fba0b967d5,336852261,14,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,780.2568647758324,878.96917604392,1.1265125828741638,0.11230463360771509,0.2839778976726422,0.331634134528888,0.0756,1.1302
quality,9a894a49512089d502ef,1416936592,15,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,693.3164053033884,787.960322188262,1.1365089822783847,0.12011254148182987,0.21282015136524324,0.2911810418331371,0.0605,0.9728
quality,8310364ca08803726623,4082432543,16,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,645.4237195220045,730.0090448216719,1.1310539460221738,0.11586887299503262,0.22851758690460724,0.3228043517283554,0.0583,1.024
quality,ac6225b1441a96d97bf2,3043557983,17,clustered,Agrupado,symmetric,60,13,40,0.2,True,0,628.9143624571968,703.0851073104644,1.1179345699205836,0.1054932668635174,0.22146358033178482,0.316031972275467,0.0644,1.0812
