experiment,world_id,world_seed,replicate,scenario,scenario_label,capacity_mode,capacity_label,capacity_sigma,capacity_cv,N,K,M,reserve_delta,hungarian_declared_feasible,hungarian_capacity_feasible,hungarian_false_feasible,hungarian_total_shortfall_kg,hungarian_minimum_margin_kg,hungarian_mean_margin_kg,hungarian_relative_deficit,cardinality_certificate,false_feasible_permuted_order,cross_load_cost_ties,capacity_spread,milp_feasible,milp_optimal_certified,milp_mip_gap,milp_repairs_false_feasible,milp_repairs_false_feasible_certified,milp_solver_ms,milp_error
heterogeneity,1be8b2809d185371aa63,2113284204,2,uniform,Aleatorio,extreme,Extrema,1.0,1.402777832966229,18,4,12,0.2,True,False,True,10.96968486491414,-10.96968486491414,7.676821146574925,0.5091918026466726,False,True,0,64.52799982973458,True,True,0.0,True,True,6.0028,
heterogeneity,ee33738dd528be9ea43a,2222424686,3,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.3031105275750994,1.153629404902319,0.0,True,False,0,1.0,True,True,0.0,False,False,2.7943,
heterogeneity,ee33738dd528be9ea43a,2222424686,3,uniform,Aleatorio,low,Baja,0.15,0.16194895099190587,18,4,12,0.2,True,False,True,3.112736973946996,-3.112736973946996,0.5952373321102209,0.2161547929179919,False,True,0,1.9455397345842411,True,True,0.0,True,True,60.6695,
heterogeneity,ee33738dd528be9ea43a,2222424686,3,uniform,Aleatorio,moderate,Moderada,0.35,0.3532366839662989,18,4,12,0.2,True,False,True,0.2949462491788539,-0.2949462491788539,2.070724168839244,0.06279608045078815,False,True,0,3.765660758854773,True,True,0.0,True,True,210.2469,
heterogeneity,ee33738dd528be9ea43a,2222424686,3,uniform,Aleatorio,high,Alta,0.65,0.620525354739174,18,4,12,0.2,True,False,True,17.653792059118736,-9.321628397943682,-2.182839121425627,0.4832782164397195,False,True,0,10.303598302381307,True,True,0.0,True,True,11.2559,
heterogeneity,ee33738dd528be9ea43a,2222424686,3,uniform,Aleatorio,extreme,Extrema,1.0,1.0492323823066547,18,4,12,0.2,True,False,True,10.897732850844811,-8.73121468035071,-1.318275460498442,0.4612665857294646,False,True,0,114.4597448472451,True,True,0.0,True,True,17.1552,
heterogeneity,2553a772a0da00d0eb43,3801497464,4,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.4696508654651708,2.7059487048624353,0.0,True,False,0,1.0,True,True,0.0,False,False,1.9441,
heterogeneity,2553a772a0da00d0eb43,3801497464,4,uniform,Aleatorio,low,Baja,0.15,0.13391771276871248,18,4,12,0.2,True,True,False,0.0,0.08746816289138026,2.9050525045250466,0.0,False,False,0,1.7308032229856511,True,True,0.0,False,False,11.22,
heterogeneity,2553a772a0da00d0eb43,3801497464,4,uniform,Aleatorio,moderate,Moderada,0.35,0.43033377335667583,18,4,12,0.2,True,False,True,0.010726848027085456,-0.010726848027085456,4.27699211609106,0.0030384666270405186,False,True,0,4.455879536864806,True,True,0.0,True,True,31.5136,
heterogeneity,2553a772a0da00d0eb43,3801497464,4,uniform,Aleatorio,high,Alta,0.65,0.5454046562612915,18,4,12,0.2,True,False,True,1.6265784349268824,-1.6265784349268824,2.131396019195864,0.13225897531827768,False,True,0,8.369050492358648,True,True,0.0,True,True,30.0199,
heterogeneity,2553a772a0da00d0eb43,3801497464,4,uniform,Aleatorio,extreme,Extrema,1.0,0.7290298776254687,18,4,12,0.2,True,False,True,11.714190976591947,-5.617168401976252,-2.494276855755004,0.8175363672013842,False,True,0,26.05644995613447,True,True,0.0,True,True,9.7846,
heterogeneity,23e863c77482bc345179,3345536563,5,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.2596137899853659,2.6022261273444562,0.0,True,False,0,1.0,True,True,0.0,False,False,3.0293,
heterogeneity,23e863c77482bc345179,3345536563,5,uniform,Aleatorio,low,Baja,0.15,0.11577337249619697,18,4,12,0.2,True,False,True,0.42847810821551313,-0.42847810821551313,2.3925134933857404,0.02906830948054839,False,True,0,1.5145803754432232,True,True,0.0,True,True,46.7167,
heterogeneity,23e863c77482bc345179,3345536563,5,uniform,Aleatorio,moderate,Moderada,0.35,0.31868137610195973,18,4,12,0.2,True,False,True,2.05176779353493,-2.05176779353493,2.476467129596402,0.1391936252077952,False,True,0,4.079199090120802,True,True,0.0,True,True,43.5927,
heterogeneity,23e863c77482bc345179,3345536563,5,uniform,Aleatorio,high,Alta,0.65,0.6619694623943128,18,4,12,0.2,True,True,False,0.0,0.6608577212561322,2.4342769534217856,0.0,False,False,0,12.122038705589388,True,True,0.0,False,False,25.1311,
heterogeneity,23e863c77482bc345179,3345536563,5,uniform,Aleatorio,extreme,Extrema,1.0,1.041522898502238,18,4,12,0.2,True,False,True,13.005128365743108,-6.507416376148255,-1.1830389939989585,0.5699945371897858,False,True,0,21.553795787107294,True,True,0.0,True,True,11.5273,
heterogeneity,4bd5f9dff746bb11db51,622395592,6,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.4949638291239147,1.3986462273347837,0.0,True,False,0,1.0,True,True,0.0,False,False,3.141,
heterogeneity,4bd5f9dff746bb11db51,622395592,6,uniform,Aleatorio,low,Baja,0.15,0.15661216124569038,18,4,12,0.2,True,False,True,0.20618367734297127,-0.20618367734297127,1.7540089218292458,0.025225770137503725,False,True,0,1.6040103569231121,True,True,0.0,True,True,23.4361,
heterogeneity,4bd5f9dff746bb11db51,622395592,6,uniform,Aleatorio,moderate,Moderada,0.35,0.3821114453464686,18,4,12,0.2,True,False,True,6.9180934800230744,-6.569081284131574,-0.41882821020796857,0.2891526084895327,False,True,0,4.694489716761672,True,True,0.0,True,True,54.2174,
heterogeneity,4bd5f9dff746bb11db51,622395592,6,uniform,Aleatorio,high,Alta,0.65,0.6634063405919058,18,4,12,0.2,True,False,True,4.271414059124206,-4.271414059124206,1.1031902957805293,0.5225908791913498,False,True,0,11.8899016749392,True,True,0.0,True,True,40.6697,
heterogeneity,4bd5f9dff746bb11db51,622395592,6,uniform,Aleatorio,extreme,Extrema,1.0,1.026612258993574,18,4,12,0.2,True,False,True,6.966993866807278,-6.128716762170717,4.193503304310886,0.31421201726976544,False,True,0,27.061838703244934,True,True,0.0,True,True,35.6835,
heterogeneity,d9ab5eb0c8c0ee3d5c3c,1166934419,7,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.45435549699155775,1.2882470392077845,0.0,True,False,0,1.0,True,True,0.0,False,False,2.525,
heterogeneity,d9ab5eb0c8c0ee3d5c3c,1166934419,7,uniform,Aleatorio,low,Baja,0.15,0.12373325127879926,18,4,12,0.2,True,True,False,0.0,0.22902852610253532,1.4893771962087965,0.0,False,False,0,1.5379122639558054,True,True,0.0,False,False,29.1665,
heterogeneity,d9ab5eb0c8c0ee3d5c3c,1166934419,7,uniform,Aleatorio,moderate,Moderada,0.35,0.33147925604515743,18,4,12,0.2,True,True,False,0.0,1.0797704902850258,2.0886786192246256,0.0,False,False,0,3.358486513174756,True,True,0.0,False,False,13.7346,
heterogeneity,d9ab5eb0c8c0ee3d5c3c,1166934419,7,uniform,Aleatorio,high,Alta,0.65,0.7572205222131604,18,4,12,0.2,True,False,True,6.650712428527991,-5.061129131274647,1.2786984105284536,0.5537465803825465,False,True,0,14.641110426690707,True,True,0.0,True,True,22.5504,
heterogeneity,d9ab5eb0c8c0ee3d5c3c,1166934419,7,uniform,Aleatorio,extreme,Extrema,1.0,1.7686142177545805,18,4,12,0.2,True,False,True,20.569840522146038,-15.4015595916497,-3.4523918965530322,0.7762281930360685,False,True,0,98.26285628293293,True,True,0.0,True,True,8.457,
heterogeneity,3d4f70bcb3cbd64e6239,1373309894,8,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.5004419279499945,0.977342855865122,0.0,True,False,0,1.0,True,True,0.0,False,False,1.8849,
heterogeneity,3d4f70bcb3cbd64e6239,1373309894,8,uniform,Aleatorio,low,Baja,0.15,0.12840876995540826,18,4,12,0.2,True,True,False,0.0,0.006053939719171453,0.625569492382378,0.0,False,False,0,1.6010679416986844,True,True,0.0,False,False,12.0054,
heterogeneity,3d4f70bcb3cbd64e6239,1373309894,8,uniform,Aleatorio,moderate,Moderada,0.35,0.26401311734809535,18,4,12,0.2,True,False,True,0.5571008440144958,-0.5571008440144958,0.6531852774230722,0.023282377195326803,False,True,0,2.2396988677887033,True,True,0.0,True,True,75.8344,
heterogeneity,3d4f70bcb3cbd64e6239,1373309894,8,uniform,Aleatorio,high,Alta,0.65,0.5812159874448499,18,4,12,0.2,True,False,True,10.444667040111026,-7.579045747580405,-0.6795723389269246,0.5227087411850235,False,True,0,5.420683598765307,True,True,0.0,True,True,17.5738,
heterogeneity,3d4f70bcb3cbd64e6239,1373309894,8,uniform,Aleatorio,extreme,Extrema,1.0,0.7237925664322417,18,4,12,0.2,True,False,True,5.384266448872321,-5.384266448872321,1.1947885597192869,0.6068577714979857,False,True,0,8.76341188793434,True,True,0.0,True,True,8.7569,
heterogeneity,e55cc28647ecd0aa9c06,1116878665,9,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.9471002637451278,3.1795133797110893,0.0,True,False,0,1.0,True,True,0.0,False,False,3.5555,
heterogeneity,e55cc28647ecd0aa9c06,1116878665,9,uniform,Aleatorio,low,Baja,0.15,0.14796146468461235,18,4,12,0.2,True,True,False,0.0,2.3268374506267477,3.817219979846587,0.0,False,False,0,1.8462254628440662,True,True,0.0,False,False,8.8927,
heterogeneity,e55cc28647ecd0aa9c06,1116878665,9,uniform,Aleatorio,moderate,Moderada,0.35,0.40315954580168867,18,4,12,0.2,True,True,False,0.0,0.973664024808119,4.109874022622754,0.0,False,False,0,4.401625673555893,True,True,0.0,False,False,11.8911,
heterogeneity,e55cc28647ecd0aa9c06,1116878665,9,uniform,Aleatorio,high,Alta,0.65,0.586091598627022,18,4,12,0.2,True,True,False,0.0,0.020849277719246828,4.7386827059729235,0.0,False,False,0,13.156060181754372,True,True,0.0,False,False,7.7174,
heterogeneity,e55cc28647ecd0aa9c06,1116878665,9,uniform,Aleatorio,extreme,Extrema,1.0,0.9305074343769203,18,4,12,0.2,True,False,True,16.309612269026047,-8.013644990844814,-1.4718775277318583,0.4958005684794726,False,True,0,29.86019481393626,True,True,0.0,True,True,3.654,
heterogeneity,41142342e656e7ccb85d,3213671552,10,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.1716934269875345,2.28624991501109,0.0,True,False,0,1.0,True,True,0.0,False,False,3.4736,
heterogeneity,41142342e656e7ccb85d,3213671552,10,uniform,Aleatorio,low,Baja,0.15,0.12858399269658413,18,4,12,0.2,True,True,False,0.0,0.3283106129820794,2.1601689853147947,0.0,False,False,0,1.51398913312361,True,True,0.0,False,False,14.7768,
heterogeneity,41142342e656e7ccb85d,3213671552,10,uniform,Aleatorio,moderate,Moderada,0.35,0.2589533562964925,18,4,12,0.2,True,True,False,0.0,2.2376336839550977,3.6690659000762427,0.0,False,False,0,3.9016066984559123,True,True,0.0,False,False,11.2163,
heterogeneity,41142342e656e7ccb85d,3213671552,10,uniform,Aleatorio,high,Alta,0.65,0.7939282882945036,18,4,12,0.2,True,False,True,9.692717310449927,-7.061146442739917,-2.423179327612482,0.3791758445414002,False,True,0,10.678715249193697,True,True,0.0,True,True,52.5034,
heterogeneity,41142342e656e7ccb85d,3213671552,10,uniform,Aleatorio,extreme,Extrema,1.0,1.2806742688468162,18,4,12,0.2,True,False,True,14.504402471852895,-14.504402471852895,0.6263176024220556,0.7788705561386365,False,True,0,75.96833033177224,True,True,0.0,True,True,7.5812,
heterogeneity,e022a56469d860b267be,3237864616,11,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.6126836280204024,2.6728197900782757,0.0,True,False,0,1.0,True,True,0.0,False,False,3.5962,
heterogeneity,e022a56469d860b267be,3237864616,11,uniform,Aleatorio,low,Baja,0.15,0.12580453949303003,18,4,12,0.2,True,False,True,0.23460599281787076,-0.23460599281787076,2.8399828757580554,0.05347368936423757,False,True,0,1.4446712203714078,True,True,0.0,True,True,34.1212,
heterogeneity,e022a56469d860b267be,3237864616,11,uniform,Aleatorio,moderate,Moderada,0.35,0.49591870392914206,18,4,12,0.2,True,True,False,0.0,0.564049964961292,3.572822712591457,0.0,False,False,0,5.654410882156954,True,True,0.0,False,False,33.2443,
heterogeneity,e022a56469d860b267be,3237864616,11,uniform,Aleatorio,high,Alta,0.65,0.6951869534835161,18,4,12,0.2,True,False,True,3.106603833026215,-3.106603833026215,2.0956285873658205,0.18688265932292247,False,True,0,13.618994982669083,True,True,0.0,True,True,27.924,
heterogeneity,e022a56469d860b267be,3237864616,11,uniform,Aleatorio,extreme,Extrema,1.0,1.0003231022519699,18,4,12,0.2,True,False,True,6.849955568966774,-6.141083974289405,3.6781561598955266,0.53101345309569,False,True,0,27.613617089196534,True,True,0.0,True,True,28.3101,
heterogeneity,75c3bf33d750ff03835e,1858077697,12,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.1642331608914525,1.5999384475760063,0.0,True,False,0,1.0,True,True,0.0,False,False,3.3549,
heterogeneity,75c3bf33d750ff03835e,1858077697,12,uniform,Aleatorio,low,Baja,0.15,0.11813458593697512,18,4,12,0.2,True,True,False,0.0,0.8855043767546658,1.4488628332340983,0.0,False,False,0,1.522524542830993,True,True,0.0,False,False,14.8592,
heterogeneity,75c3bf33d750ff03835e,1858077697,12,uniform,Aleatorio,moderate,Moderada,0.35,0.3751779887165725,18,4,12,0.2,True,False,True,2.1397164052865385,-1.4456317909598262,1.236702304717287,0.10539494636745741,False,True,0,3.38948462417603,True,True,0.0,True,True,63.9554,
heterogeneity,75c3bf33d750ff03835e,1858077697,12,uniform,Aleatorio,high,Alta,0.65,0.39795266401494933,18,4,12,0.2,True,False,True,0.6326169778160384,-0.6326169778160384,3.0565948008550703,0.027769389629104194,False,True,0,5.116052408136185,True,True,0.0,True,True,78.9578,
heterogeneity,75c3bf33d750ff03835e,1858077697,12,uniform,Aleatorio,extreme,Extrema,1.0,1.1325963854536227,18,4,12,0.2,True,False,True,14.595701900617918,-10.453846404726143,1.515133499339394,0.7555668237467708,False,True,0,30.13022402785022,True,True,0.0,True,True,10.6043,
heterogeneity,df794e9a11aa3ca9738c,3128093357,13,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.9640078802269336,2.4166368879874223,0.0,True,False,0,1.0,True,True,0.0,False,False,2.5783,
heterogeneity,df794e9a11aa3ca9738c,3128093357,13,uniform,Aleatorio,low,Baja,0.15,0.16429900423129393,18,4,12,0.2,True,True,False,0.0,2.1155977953957787,2.927233658239478,0.0,False,False,0,1.8237841899929526,True,True,0.0,False,False,36.4005,
heterogeneity,df794e9a11aa3ca9738c,3128093357,13,uniform,Aleatorio,moderate,Moderada,0.35,0.304557379603954,18,4,12,0.2,True,True,False,0.0,0.44897900773501753,2.888186587853779,0.0,False,False,0,3.9518139186810064,True,True,0.0,False,False,26.5127,
heterogeneity,df794e9a11aa3ca9738c,3128093357,13,uniform,Aleatorio,high,Alta,0.65,0.68922304887945,18,4,12,0.2,True,False,True,6.6305781364046315,-6.6305781364046315,1.0538026329960446,0.38295611590440165,False,True,0,9.323044136575515,True,True,0.0,True,True,7.3206,
heterogeneity,df794e9a11aa3ca9738c,3128093357,13,uniform,Aleatorio,extreme,Extrema,1.0,0.8819291901380207,18,4,12,0.2,True,False,True,12.20561245015043,-6.235702281415587,2.000541599970428,0.6606812057384543,False,True,0,42.04808547462471,True,True,0.0,True,True,17.9558,
heterogeneity,9d70d380ee4c4dad120b,1623013847,14,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.7793756520631803,2.76419880512872,0.0,True,False,0,1.0,True,True,0.0,False,False,2.6197,
heterogeneity,9d70d380ee4c4dad120b,1623013847,14,uniform,Aleatorio,low,Baja,0.15,0.14638880646983235,18,4,12,0.2,True,True,False,0.0,2.2584028761364774,2.843410285508387,0.0,False,False,0,1.708344716814506,True,True,0.0,False,False,12.2661,
heterogeneity,9d70d380ee4c4dad120b,1623013847,14,uniform,Aleatorio,moderate,Moderada,0.35,0.425064747438724,18,4,12,0.2,True,False,True,1.9649562929515412,-1.9649562929515412,2.6121398034979095,0.2131044730600281,False,True,0,3.619318149631673,True,True,0.0,True,True,55.1498,
heterogeneity,9d70d380ee4c4dad120b,1623013847,14,uniform,Aleatorio,high,Alta,0.65,0.5379721428068354,18,4,12,0.2,True,True,False,0.0,0.300059780431432,2.936660565101554,0.0,False,False,0,6.763155622601363,True,True,0.0,False,False,17.0292,
heterogeneity,9d70d380ee4c4dad120b,1623013847,14,uniform,Aleatorio,extreme,Extrema,1.0,1.2505010459044155,18,4,12,0.2,True,False,True,14.590683323380924,-9.62192653466691,-3.0377667629091736,0.5388742238290847,False,True,0,57.37295656950947,True,True,0.0,True,True,4.5183,
heterogeneity,f4b5bf19dd858894f328,2554183355,15,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,0.3527354211973215,1.9203599208765003,0.0,True,False,0,1.0,True,True,0.0,False,False,3.0073,
heterogeneity,f4b5bf19dd858894f328,2554183355,15,uniform,Aleatorio,low,Baja,0.15,0.15097123223616557,18,4,12,0.2,True,True,False,0.0,0.5946167157703321,1.893699872514627,0.0,False,False,0,1.7894903556873123,True,True,0.0,False,False,27.1414,
heterogeneity,f4b5bf19dd858894f328,2554183355,15,uniform,Aleatorio,moderate,Moderada,0.35,0.34540737821332884,18,4,12,0.2,True,False,True,1.8093550386332957,-1.8093550386332957,2.1546525322991545,0.10426965503283313,False,True,0,3.2812116887123843,True,True,0.0,True,True,74.2207,
heterogeneity,f4b5bf19dd858894f328,2554183355,15,uniform,Aleatorio,high,Alta,0.65,0.9022118731998774,18,4,12,0.2,True,False,True,4.536733942140561,-4.536733942140561,4.514749888833626,0.2614432618376861,False,True,0,27.35747356515991,True,True,0.0,True,True,12.4986,
heterogeneity,f4b5bf19dd858894f328,2554183355,15,uniform,Aleatorio,extreme,Extrema,1.0,0.9416544555348414,18,4,12,0.2,True,False,True,0.6944509144200222,-0.6944509144200222,4.503069881466564,0.05823435866971456,False,True,0,20.567069511495667,True,True,0.0,True,True,34.1176,
heterogeneity,8e282c0937f3b51165e8,528634788,16,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,2.008796588104989,2.984329697003215,0.0,True,False,0,1.0,True,True,0.0,False,False,3.5803,
heterogeneity,8e282c0937f3b51165e8,528634788,16,uniform,Aleatorio,low,Baja,0.15,0.12339369875034019,18,4,12,0.2,True,True,False,0.0,2.3111999322366064,3.0165996462569877,0.0,False,False,0,1.6053721973152348,True,True,0.0,False,False,29.2498,
heterogeneity,8e282c0937f3b51165e8,528634788,16,uniform,Aleatorio,moderate,Moderada,0.35,0.22249790964176822,18,4,12,0.2,True,False,True,0.7524811700914,-0.7524811700914,1.8120030076024232,0.023748888463942984,False,True,0,2.2416144300310212,True,True,0.0,True,True,10.525,
heterogeneity,8e282c0937f3b51165e8,528634788,16,uniform,Aleatorio,high,Alta,0.65,0.5632326446703053,18,4,12,0.2,True,True,False,0.0,2.0466824973285753,4.913489140361977,0.0,False,False,0,5.970266408231258,True,True,0.0,False,False,13.6614,
heterogeneity,8e282c0937f3b51165e8,528634788,16,uniform,Aleatorio,extreme,Extrema,1.0,1.8091238311931914,18,4,12,0.2,True,False,True,11.38710931711633,-10.800982499665153,-2.5912899185483176,0.46943361581630944,False,True,0,149.1321208498776,True,True,0.0,True,True,5.7206,
heterogeneity,795f428b7543a969912d,3728270344,17,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.4726607841131578,2.4502959671663707,0.0,True,False,0,1.0,True,True,0.0,False,False,2.7737,
heterogeneity,795f428b7543a969912d,3728270344,17,uniform,Aleatorio,low,Baja,0.15,0.10177340625520526,18,4,12,0.2,True,True,False,0.0,1.5127710022089902,2.109632278549462,0.0,False,False,0,1.4672076353038979,True,True,0.0,False,False,24.5496,
heterogeneity,795f428b7543a969912d,3728270344,17,uniform,Aleatorio,moderate,Moderada,0.35,0.3784474268446365,18,4,12,0.2,True,False,True,0.3098078773100976,-0.3098078773100976,0.6765206288395853,0.03733138855594414,False,True,0,4.213097999668977,True,True,0.0,True,True,30.2885,
heterogeneity,795f428b7543a969912d,3728270344,17,uniform,Aleatorio,high,Alta,0.65,0.5001606268672043,18,4,12,0.2,True,False,True,6.192711918476088,-5.629483120973264,-0.17395531646608453,0.32797683449952797,False,True,0,5.2580841949621275,True,True,0.0,True,True,17.8662,
heterogeneity,795f428b7543a969912d,3728270344,17,uniform,Aleatorio,extreme,Extrema,1.0,1.012643512938578,18,4,12,0.2,True,False,True,9.743949690509007,-9.287724068073835,-1.6598250925953608,0.5411079976779989,False,True,0,35.439336324305565,True,True,0.0,True,True,28.4134,
heterogeneity,b6edec6990a9118f14e5,1666205209,18,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.195608353811524,2.279253867350664,0.0,True,False,0,1.0,True,True,0.0,False,False,2.9883,
heterogeneity,b6edec6990a9118f14e5,1666205209,18,uniform,Aleatorio,low,Baja,0.15,0.12232921847863869,18,4,12,0.2,True,True,False,0.0,1.4978089671368,2.0163914655609547,0.0,False,False,0,1.4963751185689824,True,True,0.0,False,False,25.5812,
heterogeneity,b6edec6990a9118f14e5,1666205209,18,uniform,Aleatorio,moderate,Moderada,0.35,0.23594659979790458,18,4,12,0.2,True,False,True,0.5974156762674547,-0.5518470980086363,2.616259778847354,0.023563521053771526,False,True,0,2.320223591435114,True,True,0.0,True,True,117.1691,
heterogeneity,b6edec6990a9118f14e5,1666205209,18,uniform,Aleatorio,high,Alta,0.65,0.7105287432876912,18,4,12,0.2,True,False,True,2.961406425499355,-2.961406425499355,2.6186794536458726,0.7784178656964283,False,True,0,16.00348017471261,True,True,0.0,True,True,20.48,
heterogeneity,b6edec6990a9118f14e5,1666205209,18,uniform,Aleatorio,extreme,Extrema,1.0,0.8947225183630824,18,4,12,0.2,True,False,True,2.5207542216536876,-1.3769517851271313,2.3198455726845335,0.30065317740682745,False,True,0,95.09644784743884,True,True,0.0,True,True,14.4163,
heterogeneity,5e63075586445bd916f0,713384562,19,uniform,Aleatorio,homogeneous,Homogénea,0.0,0.0,18,4,12,0.2,True,True,False,0.0,1.5383574131673612,2.926357883958245,0.0,True,False,0,1.0,True,True,0.0,False,False,2.9071,
heterogeneity,5e63075586445bd916f0,713384562,19,uniform,Aleatorio,low,Baja,0.15,0.11429459548594581,18,4,12,0.2,True,True,False,0.0,1.3159566915152254,2.8560299713355977,0.0,False,False,0,1.6359463609684932,True,True,0.0,False,False,46.6716,
heterogeneity,5e63075586445bd916f0,713384562,19,uniform,Aleatorio,moderate,Moderada,0.35,0.2752163102216083,18,4,12,0.2,True,True,False,0.0,1.0687420333739404,2.8305167778185325,0.0,False,False,0,2.882588391869854,True,True,0.0,False,False,32.8018,
