experiment_id,scenario_generator,scenario_variant_id,seed,method,passed,rates_valid,finite_metrics,shape_valid,speed_valid,event_valid,clearance_evaluated,battery_valid,message,hard_clearance_valid
SP6_DEBUG_smoke,blocked_corridor_recovery,blocked_corridor_recovery_v00,7100,primal_dual_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,blocked_corridor_recovery,blocked_corridor_recovery_v00,7100,tensor_flow_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,blocked_corridor_recovery,blocked_corridor_recovery_v00,7100,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,blocked_corridor_recovery,blocked_corridor_recovery_v00,7100,reference_resilient_oracle,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,classic_centralized_replan,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,cbba_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,cbf_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,replicator_repair_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,smith_qr_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,primal_dual_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,tensor_flow_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,infeasible_load_detection,infeasible_load_detection_v00,7100,reference_resilient_oracle,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,classic_centralized_replan,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,cbba_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,cbf_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,replicator_repair_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,smith_qr_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,primal_dual_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,tensor_flow_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,delayed_information_consensus,delayed_information_consensus_v00,7100,reference_resilient_oracle,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,classic_centralized_replan,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,classic_decentralized_greedy_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,cbba_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,cbf_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,replicator_repair_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,smith_qr_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,primal_dual_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,tensor_flow_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,ours_guarded_wrench_market_recovery,True,True,True,True,True,True,True,True,,True
SP6_DEBUG_smoke,multi_load_priority_shift,multi_load_priority_shift_v00,7100,reference_resilient_oracle,True,True,True,True,True,True,True,True,,True
