video_id,SP,path_local,sha256,bytes,used_in_doc,caption
sp1_monte-carlo_median_baseline_model-based_decentralized_population-game-replicator_replicator-cardinality_seed2010,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_monte-carlo_median_baseline_model-based_decentralized_population-game-replicator_replicator-cardinality_seed2010.mp4,1fe7e95d31a44720ea10297aa421374fff56db0deb3cb1230a82adf88f7956df,91772,false,
sp1_monte-carlo_median_baseline_sota_decentralized_cbba-like-auction_cbba_seed2024,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_monte-carlo_median_baseline_sota_decentralized_cbba-like-auction_cbba_seed2024.mp4,4f64e331b27d42387e540057940d26cc9b45aa40d6e178850e9e207182e481e5,63199,false,
sp1_monte-carlo_median_proposed_data-driven_decentralized_mappo-ctde-quorum-decoder_mappo-recruitment_seed2023,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_monte-carlo_median_proposed_data-driven_decentralized_mappo-ctde-quorum-decoder_mappo-recruitment_seed2023.mp4,60a60f1e78aefe98f8f86b129d8a95616b27ea978ba1dda613894807753e0930,62687,false,
sp1_monte-carlo_median_proposed_model-based_decentralized-local_local-primal-dual-wrench-proxy_local-primal-dual-wrench-market_seed2054,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_monte-carlo_median_proposed_model-based_decentralized-local_local-primal-dual-wrench-proxy_local-primal-dual-wrench-market_seed2054.mp4,18d8d5402cb2d9142e9555fb6f175431410509a614461400d421dd2dfcf94836,67526,false,
sp1_monte-carlo_median_proposed_model-based_decentralized_primal-dual-capacity_primal-dual-cardinality-capacity_seed2001,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_monte-carlo_median_proposed_model-based_decentralized_primal-dual-capacity_primal-dual-cardinality-capacity_seed2001.mp4,7ad6bb9a2863956d712b3d9729ba6a5e73b86fb7f79d66c4aa316872588af680,45220,false,
sp1_monte-carlo_median_proposed_model-based_decentralized_primal-dual-wrench-proxy_primal-dual-wrench-market_seed2004,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_monte-carlo_median_proposed_model-based_decentralized_primal-dual-wrench-proxy_primal-dual-wrench-market_seed2004.mp4,5225dd790674b413a9742406ba7a5cdc332a2596430fc886e3697bd68ec75bdf,86282,false,
sp1_monte-carlo_median_proposed_model-based_decentralized_smith-qr-cardinality_smith-cardinality_seed2087,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_monte-carlo_median_proposed_model-based_decentralized_smith-qr-cardinality_smith-cardinality_seed2087.mp4,150db1e258b2194d0eef6baffe2689031e3fd597b2a263a393e616b8faccafd8,77948,false,
sp1_monte-carlo_median_reference_model-based-oracle_centralized_exact-capacity-feasible-coalition_centralized-coalition-milp_seed2023,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_monte-carlo_median_reference_model-based-oracle_centralized_exact-capacity-feasible-coalition_centralized-coalition-milp_seed2023.mp4,eead8c5bd5e6cedf3b07ce56cc4a845d4d346dd298fe0a2dd2e587dde4eb4794,63209,false,
sp1_over-demand_median_baseline_classic_centralized_hungarian-expanded_hungarian-expanded_seed2000,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_baseline_classic_centralized_hungarian-expanded_hungarian-expanded_seed2000.mp4,0535f278ce165d6c083a3e33f22ae45d1d1fb513946d740b9c898b0507733e6f,57909,false,
sp1_over-demand_median_baseline_classic_decentralized_nearest-greedy_greedy-nearest_seed2000,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_baseline_classic_decentralized_nearest-greedy_greedy-nearest_seed2000.mp4,14496af924d55f6cc10e40612006f2adf08ef61dd2c8b5844cbe33f05abc1d88,57478,false,
sp1_over-demand_median_baseline_data-driven_decentralized_oracle-imitation-linear_imitation-oracle_seed2091,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_baseline_data-driven_decentralized_oracle-imitation-linear_imitation-oracle_seed2091.mp4,15c48a8ed6f1fdf9811950c2ad02a74cc7c0e5f26cd9dd79a6467e159ce0c584,57131,false,
sp1_over-demand_median_baseline_model-based_decentralized_bnn-cardinality_bnn-cardinality_seed2089,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_baseline_model-based_decentralized_bnn-cardinality_bnn-cardinality_seed2089.mp4,252e8b5bf37d9b0df1f002ab2bb5a31e6cda63810bd3d1263ff3df920948f206,73425,false,
sp1_over-demand_median_baseline_model-based_decentralized_population-game-replicator_replicator-cardinality_seed2081,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_baseline_model-based_decentralized_population-game-replicator_replicator-cardinality_seed2081.mp4,ff11209134cb91d69df60158f2185d3b5e5143643baceefa80917b976dc73f8e,74508,false,
sp1_over-demand_median_baseline_sota_decentralized_cbba-like-auction_cbba_seed2000,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_baseline_sota_decentralized_cbba-like-auction_cbba_seed2000.mp4,832c2ccee3c36086055cea9780da29176f960dcad74b0507dc5e3f0e26a288ab,58117,false,
sp1_over-demand_median_proposed_data-driven_decentralized_mappo-ctde-quorum-decoder_mappo-recruitment_seed2039,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_proposed_data-driven_decentralized_mappo-ctde-quorum-decoder_mappo-recruitment_seed2039.mp4,00cb483323963a288385678a656fd1be5116e6d7ebd21839868991b2509d997a,63597,false,
sp1_over-demand_median_proposed_data-driven_decentralized_mappo-ctde-quorum-decoder_mappo-recruitment_seed2040,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_proposed_data-driven_decentralized_mappo-ctde-quorum-decoder_mappo-recruitment_seed2040.mp4,e860cf8d47f499d1d6440df18e72f567d376105470db1f7ec84801ee393ffa2c,55805,false,
sp1_over-demand_median_proposed_model-based_decentralized-local_local-primal-dual-wrench-proxy_local-primal-dual-wrench-market_seed2000,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_proposed_model-based_decentralized-local_local-primal-dual-wrench-proxy_local-primal-dual-wrench-market_seed2000.mp4,55384094cc5fb464a84fe821236f8f64434aa8b9bd025ff6cd3351af841e27da,54473,false,
sp1_over-demand_median_proposed_model-based_decentralized_primal-dual-capacity_primal-dual-cardinality-capacity_seed2094,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_proposed_model-based_decentralized_primal-dual-capacity_primal-dual-cardinality-capacity_seed2094.mp4,9d5b67ebe61805864edf1f50d292019f8402c67858f6e0e3fe54bbf7dee24eb4,74264,false,
sp1_over-demand_median_proposed_model-based_decentralized_primal-dual-wrench-proxy_primal-dual-wrench-market_seed2000,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_proposed_model-based_decentralized_primal-dual-wrench-proxy_primal-dual-wrench-market_seed2000.mp4,cc8c5f6897db821d74f5bdf4bd9d7152af65ca688cb993c7435ba146b0e58b31,54661,false,
sp1_over-demand_median_proposed_model-based_decentralized_smith-qr-cardinality_smith-cardinality_seed2044,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_proposed_model-based_decentralized_smith-qr-cardinality_smith-cardinality_seed2044.mp4,e293c3d6ce9fb1a70a70f30d60673423c34a6c6cbe72e849a63dd69fcee05a09,72965,false,
sp1_over-demand_median_reference_model-based-oracle_centralized_exact-capacity-feasible-coalition_centralized-coalition-milp_seed2040,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_over-demand_median_reference_model-based-oracle_centralized_exact-capacity-feasible-coalition_centralized-coalition-milp_seed2040.mp4,ba32cf3e8879d1ffa121e1126de9a0ab3229c970d9adda1dc2436102aef1ba25,61588,false,
sp1_under-demand_median_baseline_classic_centralized_hungarian-expanded_hungarian-expanded_seed2050,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_baseline_classic_centralized_hungarian-expanded_hungarian-expanded_seed2050.mp4,7bc623c26ee584db5c7540877cbba32b23c1604678e0e91934cb8c439347f7b9,43056,false,
sp1_under-demand_median_baseline_classic_decentralized_nearest-greedy_greedy-nearest_seed2050,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_baseline_classic_decentralized_nearest-greedy_greedy-nearest_seed2050.mp4,0c3c161f300fa8ae8cd9dd9ae9bfc33459be4e81521cda4d5654be52acf480a3,44806,false,
sp1_under-demand_median_baseline_data-driven_decentralized_oracle-imitation-linear_imitation-oracle_seed2047,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_baseline_data-driven_decentralized_oracle-imitation-linear_imitation-oracle_seed2047.mp4,14f2422339e2e036e9cd5282f7be7a69f381ffd824dd1544ac4041358eb2c2b5,47927,false,
sp1_under-demand_median_baseline_model-based_decentralized_bnn-cardinality_bnn-cardinality_seed2039,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_baseline_model-based_decentralized_bnn-cardinality_bnn-cardinality_seed2039.mp4,4b5e0daa7d7a056b1d724ca72325c4d4e44e641688940e838eaa932ce59debab,54845,false,
sp1_under-demand_median_baseline_model-based_decentralized_population-game-replicator_replicator-cardinality_seed2028,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_baseline_model-based_decentralized_population-game-replicator_replicator-cardinality_seed2028.mp4,35eed9f22646ff9ddc47d3111d210e895eb4a9adba03b59184ab6a1e3b92132e,67507,false,
sp1_under-demand_median_baseline_sota_decentralized_cbba-like-auction_cbba_seed2050,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_baseline_sota_decentralized_cbba-like-auction_cbba_seed2050.mp4,f48e3579aee95a784c85c7062dacdefdb3ff3763fa8ac5b0417e6f6fb228d49b,43253,false,
sp1_under-demand_median_proposed_data-driven_decentralized_mappo-ctde-quorum-decoder_mappo-recruitment_seed2049,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_proposed_data-driven_decentralized_mappo-ctde-quorum-decoder_mappo-recruitment_seed2049.mp4,e4768232573d99ee061ea30fab0bcafb4303c03b1e5da402152b64e7c379beee,55415,false,
sp1_under-demand_median_proposed_model-based_decentralized-local_local-primal-dual-wrench-proxy_local-primal-dual-wrench-market_seed2050,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_proposed_model-based_decentralized-local_local-primal-dual-wrench-proxy_local-primal-dual-wrench-market_seed2050.mp4,83ec8c50fba1836f248542abc67251f4b7cfdad36cb81acc987f12b4b231e898,39417,false,
sp1_under-demand_median_proposed_model-based_decentralized_primal-dual-capacity_primal-dual-cardinality-capacity_seed2050,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_proposed_model-based_decentralized_primal-dual-capacity_primal-dual-cardinality-capacity_seed2050.mp4,f945d63227604dc3cb718e16ef9e3b55e3591478aaaf17b3981c6dabcbe057d5,39608,false,
sp1_under-demand_median_proposed_model-based_decentralized_primal-dual-wrench-proxy_primal-dual-wrench-market_seed2050,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_proposed_model-based_decentralized_primal-dual-wrench-proxy_primal-dual-wrench-market_seed2050.mp4,0033831c10a575ad2433578542e5da04f1f2cbc5211c04ba74c1d57b7c0278e9,39199,false,
sp1_under-demand_median_proposed_model-based_decentralized_smith-qr-cardinality_smith-cardinality_seed2086,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_proposed_model-based_decentralized_smith-qr-cardinality_smith-cardinality_seed2086.mp4,9a3825130214746d6d3b809ce6ce7233516ae1b8e836b59b8eaa7aaa1da62ab7,67384,false,
sp1_under-demand_median_reference_model-based-oracle_centralized_exact-capacity-feasible-coalition_centralized-coalition-milp_seed2049,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_median_reference_model-based-oracle_centralized_exact-capacity-feasible-coalition_centralized-coalition-milp_seed2049.mp4,062b95449650451aa9c703b1d014cc52111e5b0b1923517640465691559d7992,42568,false,
sp1_under-demand_representative_reference_model-based-oracle_centralized_exact-capacity-feasible-coalition_centralized-coalition-milp_seed2000,SP1,results\sp1\SP1_MC_recruitment_comparison\videos\sp1_under-demand_representative_reference_model-based-oracle_centralized_exact-capacity-feasible-coalition_centralized-coalition-milp_seed2000.mp4,25559c987f45abb9803c9a840cc66fe1419aeb801f4b299472091fab60faef1f,44096,false,
sp2_balanced-capacity_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3110,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_balanced-capacity_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3110.mp4,faad68837df0208b084c9caddb2960018b4c3d9977688d2ab072ea10207b3d06,96444,false,
sp2_balanced-capacity_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3110,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_balanced-capacity_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3110.mp4,0a0465b18296a33b5244e53785208ff0d310e353c4f3e41c08e3b4f2d6ca4dee,124717,false,
sp2_balanced-capacity_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3101,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_balanced-capacity_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3101.mp4,f65fdcacbe4e15e020299618e4b1d0169505552cd73127059a0b961c6f6f5828,116845,false,
sp2_balanced-capacity_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3105,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_balanced-capacity_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3105.mp4,bbba504d130e202256ea610db233b740ec0f7cd1db49208f63bc107a1215dd9f,95050,false,
sp2_balanced-capacity_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3115,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_balanced-capacity_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3115.mp4,3e62d54afa6f81114eabef92ff168ffb44e408f00ad2913574929bc5e1ee566f,116806,false,
sp2_balanced-capacity_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3110,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_balanced-capacity_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3110.mp4,438fa52f0a3ad3538d7375e3b660df168922d5231b55aae6973f1278849741a0,124165,false,
sp2_balanced-capacity_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3104,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_balanced-capacity_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3104.mp4,d8365f1b7f81a2efe560ce3e6c20b49f88504a949b18386128f05c6faa3b503c,91559,false,
sp2_balanced-capacity_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3120,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_balanced-capacity_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3120.mp4,a63afc166c322906cd1fa690b31089bf2a39bc13d84ac642654ec581083533de,129594,false,
sp2_balanced-capacity_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3119,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_balanced-capacity_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3119.mp4,7eaaee68e94ecbc67bb2460979f001c25ed87e3b8f5dcfff32227be0f9a9228f,134899,false,
sp2_battery-constrained_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3114,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3114.mp4,c4996e78ef16715d9ce9aca881c86d7e14d8ce6ef81ca1b3ccaf12d9fa2d5e22,93995,false,
sp2_battery-constrained_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3115,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3115.mp4,f9e79995a75a8a4a614d825182fe2f57e50b8d2e1f59ae7e1a3e9b2ce4e97b99,108010,false,
sp2_battery-constrained_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3100,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_baseline_classic_decentralized_nearest-capacity-greedy_greedy-capacity-nearest_seed3100.mp4,bcf22bbed4c2b9575c48a8285dc7cccfb92864504b5a1ce047a5c8a0ea6aa10f,111812,false,
sp2_battery-constrained_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3112,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3112.mp4,2ee1f5bbeee7d9b2c3adbb8f871419f9a881aec5acefe75cd1f80bf493f01496,132475,false,
sp2_battery-constrained_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3134,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_baseline_data-driven_decentralized_oracle-capacity-imitation-linear_imitation-capacity_seed3134.mp4,0b964540f5a02e49138e0271c8b5d9593674e83f2383946ce8cb2eb508b0124a,102766,false,
sp2_battery-constrained_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3101,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3101.mp4,d92e6fc48c02caf80fb15c6162daf97750d8e6f9f2b5cd580fe1d0dea5a6e4fe,95378,false,
sp2_battery-constrained_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3110,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_baseline_model-based_decentralized_bnn-capacity-utility_bnn-capacity_seed3110.mp4,9e28a098252811ca4e4b41ec409b105626692afeed5502fae004c443ecc8965d,91189,false,
sp2_battery-constrained_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3117,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3117.mp4,e7026d98612641a59e35885138ab75f72174fbc6b92c46c615a42c5914abe346,100602,false,
sp2_battery-constrained_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3130,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_baseline_sota_decentralized_cbba-payload-capacity-proxy_cbba-capacity_seed3130.mp4,0a50ad6496c70dfd65983660dc9e77fef3676e6719a86459ce4e785301e39a23,116974,false,
sp2_battery-constrained_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3109,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3109.mp4,7fbfe6f5064d761362edcce50900a00f067dd962e4346a28cd0f7124d3f1a62c,98594,false,
sp2_battery-constrained_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3110,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_proposed_data-driven_decentralized_oracle-capacity-neural-scorer_neural-capacity-scorer_seed3110.mp4,b2e03b480ba9c69649250b0516b95ae678124a425a23f522b79072eeb318d5e8,105578,false,
sp2_battery-constrained_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3112,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_proposed_model-based_decentralized-local_local-primal-dual-effective-capacity_local-primal-dual-capacity_seed3112.mp4,e6a5c087a1ec9f598629be15437722693e9c9498e989ad8f93c934e9a9519415,74841,false,
sp2_battery-constrained_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3112,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3112.mp4,d6dc55ea6f456687dec05cda3b9d575f02198f5f3bf66713fdf72808f31ff599,109236,false,
sp2_battery-constrained_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3116,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_battery-constrained_reference_model-based-oracle_centralized_exact-effective-capacity-milp_centralized-capacity-milp_seed3116.mp4,fc34d104bef8a70905b392a0a9d4f99efa0a20cf7c8f3f86ec89354dd5143ae5,119648,false,
sp2_heavy-capacity_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3112,SP2,results\sp2\SP2_MC_capacity_comparison\videos\sp2_heavy-capacity_baseline_classic_centralized_hungarian-capacity-expanded_hungarian-capacity_seed3112.mp4,fa06f53008d8e0df1b83ac920ab65bf18cae5dc7c2b7fad2ce23c499b5c278ac,104505,false,
