ci95_high,ci95_low,label,mean,method,metric,n_seeds,scenario,scenario_case
4.223572401125811,3.476427598874191,Classic auction/CBBA-lite,3.8500000000000005,classic_auction_cbba,throughput,20,comm_degradation,R12_p0.9
0.6524343176131461,0.5527042783442694,Classic centralized min-cost,0.6025692979787077,classic_centralized_mincost,capture,20,comm_degradation,R12_p0.9
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,comm_degradation,R12_p0.9
4.28527147754832,3.4480618557850145,Classic centralized min-cost,3.866666666666667,classic_centralized_mincost,throughput,20,comm_degradation,R12_p0.9
0.6649398701143721,0.5790279148472279,Classic greedy nearest,0.6219838924808,classic_greedy_nearest,capture,20,comm_degradation,R12_p0.9
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,comm_degradation,R12_p0.9
4.3649873698057045,3.6350126301942955,Classic greedy nearest,4.0,classic_greedy_nearest,throughput,20,comm_degradation,R12_p0.9
0.6451074272459552,0.548355226436614,Oracle clairvoyant,0.5967313268412846,oracle_clairvoyant,capture,20,comm_degradation,R12_p0.9
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,comm_degradation,R12_p0.9
4.2632736436802885,3.470059689653046,Oracle clairvoyant,3.866666666666667,oracle_clairvoyant,throughput,20,comm_degradation,R12_p0.9
0.6545794982939321,0.5532390705398644,Proxy PIBT priority,0.6039092844168983,proxy_pibt_priority,capture,20,comm_degradation,R12_p0.9
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,comm_degradation,R12_p0.9
4.225994974815554,3.5073383585177784,Proxy PIBT priority,3.8666666666666663,proxy_pibt_priority,throughput,20,comm_degradation,R12_p0.9
0.6567562429913079,0.5723176182635932,Proxy token passing,0.6145369306274505,proxy_token_passing,capture,20,comm_degradation,R12_p0.9
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,comm_degradation,R12_p0.9
4.281215085778612,3.5521182475547217,Proxy token passing,3.916666666666667,proxy_token_passing,throughput,20,comm_degradation,R12_p0.9
0.09820538345160287,-0.025750020176499917,Random feasible,0.03622768163755148,random_feasible,capture,5,comm_degradation,R12_p0.9
nan,nan,Random feasible,nan,random_feasible,recovery,0,comm_degradation,R12_p0.9
0.8063105949029021,-0.27297726156956886,Random feasible,0.26666666666666666,random_feasible,throughput,5,comm_degradation,R12_p0.9
0.4347521551221336,0.25591930714244304,Response threshold,0.3453357311322883,response_threshold,capture,20,comm_degradation,R12_p0.9
nan,nan,Response threshold,nan,response_threshold,recovery,0,comm_degradation,R12_p0.9
2.5920647170258198,1.1412686163075132,Response threshold,1.8666666666666665,response_threshold,throughput,20,comm_degradation,R12_p0.9
0.61409515259581,0.514003836208027,Smith main raw,0.5640494944019185,smith,capture,20,comm_degradation,R12_p0.9
nan,nan,Smith main raw,nan,smith,recovery,0,comm_degradation,R12_p0.9
3.6519466758407755,3.281386657492559,Smith main raw,3.4666666666666672,smith,throughput,20,comm_degradation,R12_p0.9
0.6120402059328319,0.5000188185497018,Smith effective occupancy,0.5560295122412668,smith_effective_occupancy,capture,20,comm_degradation,R12_p0.9
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,comm_degradation,R12_p0.9
3.7547702563371534,3.178563076996181,Smith effective occupancy,3.4666666666666672,smith_effective_occupancy,throughput,20,comm_degradation,R12_p0.9
0.38664606842772814,0.1734648171970818,Smith no integer,0.28005544281240496,smith_no_integer,capture,20,comm_degradation,R12_p0.9
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,comm_degradation,R12_p0.9
2.34486916529551,0.9551308347044899,Smith no integer,1.65,smith_no_integer,throughput,20,comm_degradation,R12_p0.9
0.6489108147530384,0.5561408964886233,Smith no prices,0.6025258556208308,smith_no_prices,capture,20,comm_degradation,R12_p0.9
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,comm_degradation,R12_p0.9
4.232288108397155,3.5677118916028463,Smith no prices,3.900000000000001,smith_no_prices,throughput,20,comm_degradation,R12_p0.9
0.08148499776753135,0.017415926208621584,Classic auction/CBBA-lite,0.04945046198807647,classic_auction_cbba,capture,20,comm_degradation,R3_p0
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,comm_degradation,R3_p0
0.18296835458938043,-0.016301687922713762,Classic auction/CBBA-lite,0.08333333333333333,classic_auction_cbba,throughput,20,comm_degradation,R3_p0
0.6524343176131461,0.5527042783442694,Classic centralized min-cost,0.6025692979787077,classic_centralized_mincost,capture,20,comm_degradation,R3_p0
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,comm_degradation,R3_p0
4.28527147754832,3.4480618557850145,Classic centralized min-cost,3.866666666666667,classic_centralized_mincost,throughput,20,comm_degradation,R3_p0
0.2833984105920134,0.20199378541531393,Classic greedy nearest,0.24269609800366365,classic_greedy_nearest,capture,20,comm_degradation,R3_p0
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,comm_degradation,R3_p0
1.7627472425696848,1.2039194240969815,Classic greedy nearest,1.4833333333333332,classic_greedy_nearest,throughput,20,comm_degradation,R3_p0
0.6451074272459552,0.548355226436614,Oracle clairvoyant,0.5967313268412846,oracle_clairvoyant,capture,20,comm_degradation,R3_p0
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,comm_degradation,R3_p0
4.2632736436802885,3.470059689653046,Oracle clairvoyant,3.866666666666667,oracle_clairvoyant,throughput,20,comm_degradation,R3_p0
0.09917703930294808,0.022488723140522658,Proxy PIBT priority,0.06083288122173537,proxy_pibt_priority,capture,20,comm_degradation,R3_p0
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,comm_degradation,R3_p0
0.3425685900381945,-0.04256859003819452,Proxy PIBT priority,0.15,proxy_pibt_priority,throughput,20,comm_degradation,R3_p0
0.27871743944090044,0.18389140179658028,Proxy token passing,0.23130442061874038,proxy_token_passing,capture,20,comm_degradation,R3_p0
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,comm_degradation,R3_p0
1.7322480426184126,1.101085290714921,Proxy token passing,1.4166666666666667,proxy_token_passing,throughput,20,comm_degradation,R3_p0
0.07432196422340495,-0.03496115682222749,Random feasible,0.01968040370058873,random_feasible,capture,5,comm_degradation,R3_p0
nan,nan,Random feasible,nan,random_feasible,recovery,0,comm_degradation,R3_p0
0.2517630070131866,-0.11842967367985326,Random feasible,0.06666666666666667,random_feasible,throughput,5,comm_degradation,R3_p0
0.25408667175194544,0.1796083896803778,Response threshold,0.2168475307161616,response_threshold,capture,20,comm_degradation,R3_p0
nan,nan,Response threshold,nan,response_threshold,recovery,0,comm_degradation,R3_p0
1.5400315508718585,1.0933017824614744,Response threshold,1.3166666666666664,response_threshold,throughput,20,comm_degradation,R3_p0
0.14091003730094748,0.0547138021162476,Smith main raw,0.09781191970859754,smith,capture,20,comm_degradation,R3_p0
nan,nan,Smith main raw,nan,smith,recovery,0,comm_degradation,R3_p0
0.8707760113188465,0.26255732201448684,Smith main raw,0.5666666666666667,smith,throughput,20,comm_degradation,R3_p0
0.11580961256634079,0.044569731560924024,Smith effective occupancy,0.08018967206363241,smith_effective_occupancy,capture,20,comm_degradation,R3_p0
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,comm_degradation,R3_p0
0.7654254188031984,0.23457458119680158,Smith effective occupancy,0.5,smith_effective_occupancy,throughput,20,comm_degradation,R3_p0
0.20384813499807672,0.12639785867237438,Smith no integer,0.16512299683522555,smith_no_integer,capture,20,comm_degradation,R3_p0
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,comm_degradation,R3_p0
1.3051035168183427,0.7282298165149906,Smith no integer,1.0166666666666666,smith_no_integer,throughput,20,comm_degradation,R3_p0
0.14290657504760756,0.051575077994881514,Smith no prices,0.09724082652124454,smith_no_prices,capture,20,comm_degradation,R3_p0
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,comm_degradation,R3_p0
1.0014656979122878,0.2652009687543788,Smith no prices,0.6333333333333333,smith_no_prices,throughput,20,comm_degradation,R3_p0
0.6509295839825375,0.5525472306310939,Classic auction/CBBA-lite,0.6017384073068157,classic_auction_cbba,capture,20,comm_degradation,R4_p0
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,comm_degradation,R4_p0
4.170975104560822,3.4956915621058458,Classic auction/CBBA-lite,3.8333333333333335,classic_auction_cbba,throughput,20,comm_degradation,R4_p0
0.6524343176131461,0.5527042783442694,Classic centralized min-cost,0.6025692979787077,classic_centralized_mincost,capture,20,comm_degradation,R4_p0
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,comm_degradation,R4_p0
4.28527147754832,3.4480618557850145,Classic centralized min-cost,3.866666666666667,classic_centralized_mincost,throughput,20,comm_degradation,R4_p0
0.6671580626059727,0.5805811936028268,Classic greedy nearest,0.6238696281043997,classic_greedy_nearest,capture,20,comm_degradation,R4_p0
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,comm_degradation,R4_p0
4.342928899464984,3.6237377672016824,Classic greedy nearest,3.9833333333333334,classic_greedy_nearest,throughput,20,comm_degradation,R4_p0
0.6451074272459552,0.548355226436614,Oracle clairvoyant,0.5967313268412846,oracle_clairvoyant,capture,20,comm_degradation,R4_p0
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,comm_degradation,R4_p0
4.2632736436802885,3.470059689653046,Oracle clairvoyant,3.866666666666667,oracle_clairvoyant,throughput,20,comm_degradation,R4_p0
0.6539350828846805,0.5511317308191933,Proxy PIBT priority,0.6025334068519369,proxy_pibt_priority,capture,20,comm_degradation,R4_p0
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,comm_degradation,R4_p0
4.226985650666233,3.473014349333767,Proxy PIBT priority,3.85,proxy_pibt_priority,throughput,20,comm_degradation,R4_p0
0.6636667498698208,0.5767968904045147,Proxy token passing,0.6202318201371677,proxy_token_passing,capture,20,comm_degradation,R4_p0
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,comm_degradation,R4_p0
4.327772958497496,3.605560374835837,Proxy token passing,3.9666666666666663,proxy_token_passing,throughput,20,comm_degradation,R4_p0
0.07493731214888531,-0.020816683945271,Random feasible,0.02706031410180716,random_feasible,capture,5,comm_degradation,R4_p0
nan,nan,Random feasible,nan,random_feasible,recovery,0,comm_degradation,R4_p0
0.0,0.0,Random feasible,0.0,random_feasible,throughput,5,comm_degradation,R4_p0
0.42082653514564855,0.24523883856707035,Response threshold,0.33303268685635945,response_threshold,capture,20,comm_degradation,R4_p0
nan,nan,Response threshold,nan,response_threshold,recovery,0,comm_degradation,R4_p0
2.458378985519754,1.041621014480246,Response threshold,1.75,response_threshold,throughput,20,comm_degradation,R4_p0
0.6414064317153542,0.5274040069284475,Smith main raw,0.5844052193219008,smith,capture,20,comm_degradation,R4_p0
nan,nan,Smith main raw,nan,smith,recovery,0,comm_degradation,R4_p0
3.9330405587738033,3.500292774559531,Smith main raw,3.7166666666666672,smith,throughput,20,comm_degradation,R4_p0
0.6088109186667955,0.48816489535325414,Smith effective occupancy,0.5484879070100248,smith_effective_occupancy,capture,20,comm_degradation,R4_p0
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,comm_degradation,R4_p0
3.6947941724187685,2.9718724942479002,Smith effective occupancy,3.3333333333333344,smith_effective_occupancy,throughput,20,comm_degradation,R4_p0
0.41824056631759,0.1977204484384882,Smith no integer,0.3079805073780391,smith_no_integer,capture,20,comm_degradation,R4_p0
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,comm_degradation,R4_p0
2.809075989284644,1.2575906773820225,Smith no integer,2.033333333333333,smith_no_integer,throughput,20,comm_degradation,R4_p0
0.6536162519322364,0.5510103811814768,Smith no prices,0.6023133165568566,smith_no_prices,capture,20,comm_degradation,R4_p0
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,comm_degradation,R4_p0
4.196245333504224,3.5370879998291107,Smith no prices,3.866666666666667,smith_no_prices,throughput,20,comm_degradation,R4_p0
0.6508578152820446,0.5523379030561124,Classic auction/CBBA-lite,0.6015978591690785,classic_auction_cbba,capture,20,comm_degradation,R6_p0
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,comm_degradation,R6_p0
4.170975104560822,3.4956915621058458,Classic auction/CBBA-lite,3.8333333333333335,classic_auction_cbba,throughput,20,comm_degradation,R6_p0
0.6524343176131461,0.5527042783442694,Classic centralized min-cost,0.6025692979787077,classic_centralized_mincost,capture,20,comm_degradation,R6_p0
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,comm_degradation,R6_p0
4.28527147754832,3.4480618557850145,Classic centralized min-cost,3.866666666666667,classic_centralized_mincost,throughput,20,comm_degradation,R6_p0
0.6671580626059727,0.5805811936028268,Classic greedy nearest,0.6238696281043997,classic_greedy_nearest,capture,20,comm_degradation,R6_p0
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,comm_degradation,R6_p0
4.342928899464984,3.6237377672016824,Classic greedy nearest,3.9833333333333334,classic_greedy_nearest,throughput,20,comm_degradation,R6_p0
0.6451074272459552,0.548355226436614,Oracle clairvoyant,0.5967313268412846,oracle_clairvoyant,capture,20,comm_degradation,R6_p0
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,comm_degradation,R6_p0
4.2632736436802885,3.470059689653046,Oracle clairvoyant,3.866666666666667,oracle_clairvoyant,throughput,20,comm_degradation,R6_p0
0.6546399227691266,0.551795816328313,Proxy PIBT priority,0.6032178695487198,proxy_pibt_priority,capture,20,comm_degradation,R6_p0
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,comm_degradation,R6_p0
4.226985650666233,3.473014349333767,Proxy PIBT priority,3.85,proxy_pibt_priority,throughput,20,comm_degradation,R6_p0
0.6636667498698208,0.5767968904045147,Proxy token passing,0.6202318201371677,proxy_token_passing,capture,20,comm_degradation,R6_p0
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,comm_degradation,R6_p0
4.327772958497496,3.605560374835837,Proxy token passing,3.9666666666666663,proxy_token_passing,throughput,20,comm_degradation,R6_p0
0.07493731214888531,-0.020816683945271,Random feasible,0.02706031410180716,random_feasible,capture,5,comm_degradation,R6_p0
nan,nan,Random feasible,nan,random_feasible,recovery,0,comm_degradation,R6_p0
0.0,0.0,Random feasible,0.0,random_feasible,throughput,5,comm_degradation,R6_p0
0.42082653514564855,0.24523883856707035,Response threshold,0.33303268685635945,response_threshold,capture,20,comm_degradation,R6_p0
nan,nan,Response threshold,nan,response_threshold,recovery,0,comm_degradation,R6_p0
2.458378985519754,1.041621014480246,Response threshold,1.75,response_threshold,throughput,20,comm_degradation,R6_p0
0.6316759308696297,0.5273128095503542,Smith main raw,0.579494370209992,smith,capture,20,comm_degradation,R6_p0
nan,nan,Smith main raw,nan,smith,recovery,0,comm_degradation,R6_p0
3.914142406971594,3.4858575930284044,Smith main raw,3.6999999999999993,smith,throughput,20,comm_degradation,R6_p0
0.5718220462802843,0.4442104177898045,Smith effective occupancy,0.5080162320350444,smith_effective_occupancy,capture,20,comm_degradation,R6_p0
nan,nan,Smith effective occupancy,nan,smith_effective_occupancy,recovery,0,comm_degradation,R6_p0
3.427510127736362,2.5058232055969714,Smith effective occupancy,2.966666666666667,smith_effective_occupancy,throughput,20,comm_degradation,R6_p0
0.3883910201128046,0.1748717516868611,Smith no integer,0.28163138589983283,smith_no_integer,capture,20,comm_degradation,R6_p0
nan,nan,Smith no integer,nan,smith_no_integer,recovery,0,comm_degradation,R6_p0
2.6133573440331825,1.0533093226334844,Smith no integer,1.8333333333333335,smith_no_integer,throughput,20,comm_degradation,R6_p0
0.6550985545583379,0.5534597575756786,Smith no prices,0.6042791560670082,smith_no_prices,capture,20,comm_degradation,R6_p0
nan,nan,Smith no prices,nan,smith_no_prices,recovery,0,comm_degradation,R6_p0
4.232288108397155,3.5677118916028454,Smith no prices,3.9,smith_no_prices,throughput,20,comm_degradation,R6_p0
0.8940953317307646,0.7833924881385773,Classic auction/CBBA-lite,0.838743909934671,classic_auction_cbba,capture,20,load_sweep,rho0.5
nan,nan,Classic auction/CBBA-lite,nan,classic_auction_cbba,recovery,0,load_sweep,rho0.5
3.7551154913560105,2.978217841977322,Classic auction/CBBA-lite,3.3666666666666663,classic_auction_cbba,throughput,20,load_sweep,rho0.5
0.8955874955743823,0.7964195724317782,Classic centralized min-cost,0.8460035340030803,classic_centralized_mincost,capture,20,load_sweep,rho0.5
nan,nan,Classic centralized min-cost,nan,classic_centralized_mincost,recovery,0,load_sweep,rho0.5
3.8056176979807095,3.0610489686859577,Classic centralized min-cost,3.4333333333333336,classic_centralized_mincost,throughput,20,load_sweep,rho0.5
0.9140464230003972,0.8142289682733587,Classic greedy nearest,0.8641376956368779,classic_greedy_nearest,capture,20,load_sweep,rho0.5
nan,nan,Classic greedy nearest,nan,classic_greedy_nearest,recovery,0,load_sweep,rho0.5
3.8158005527612486,3.0508661139054185,Classic greedy nearest,3.4333333333333336,classic_greedy_nearest,throughput,20,load_sweep,rho0.5
0.8955874955743823,0.7964195724317782,Oracle clairvoyant,0.8460035340030803,oracle_clairvoyant,capture,20,load_sweep,rho0.5
nan,nan,Oracle clairvoyant,nan,oracle_clairvoyant,recovery,0,load_sweep,rho0.5
3.8056176979807095,3.0610489686859577,Oracle clairvoyant,3.4333333333333336,oracle_clairvoyant,throughput,20,load_sweep,rho0.5
0.8935694358768851,0.7804294961953189,Proxy PIBT priority,0.836999466036102,proxy_pibt_priority,capture,20,load_sweep,rho0.5
nan,nan,Proxy PIBT priority,nan,proxy_pibt_priority,recovery,0,load_sweep,rho0.5
3.776290102011359,2.990376564655307,Proxy PIBT priority,3.383333333333333,proxy_pibt_priority,throughput,20,load_sweep,rho0.5
0.9140464230003972,0.8142289682733587,Proxy token passing,0.8641376956368779,proxy_token_passing,capture,20,load_sweep,rho0.5
nan,nan,Proxy token passing,nan,proxy_token_passing,recovery,0,load_sweep,rho0.5
3.8696812793875495,3.063652053945783,Proxy token passing,3.4666666666666663,proxy_token_passing,throughput,20,load_sweep,rho0.5
0.16502949240208026,-0.04283879300649622,Random feasible,0.061095349697792026,random_feasible,capture,5,load_sweep,rho0.5
nan,nan,Random feasible,nan,random_feasible,recovery,0,load_sweep,rho0.5
0.8063105949029021,-0.27297726156956886,Random feasible,0.26666666666666666,random_feasible,throughput,5,load_sweep,rho0.5
0.65341760977997,0.39814943568699634,Response threshold,0.5257835227334832,response_threshold,capture,20,load_sweep,rho0.5
nan,nan,Response threshold,nan,response_threshold,recovery,0,load_sweep,rho0.5
2.3778562146397144,1.1221437853602858,Response threshold,1.75,response_threshold,throughput,20,load_sweep,rho0.5
0.8671470645448053,0.7575337111879742,Smith main raw,0.8123403878663897,smith,capture,20,load_sweep,rho0.5
nan,nan,Smith main raw,nan,smith,recovery,0,load_sweep,rho0.5
3.551191190813088,2.982142142520245,Smith main raw,3.2666666666666666,smith,throughput,20,load_sweep,rho0.5
