graph_regime,method,label,n_runs,n_oracle_feasible,feasibility_pct,ci_low,ci_high,bytes_per_amr_median,rounds_median,graph_connected
complete,capacity_cbba_rb,CBBA-RB,300,300,54.0,48.35,59.55,16905.0,21.0,True
complete,weighted_grape,Weighted-GRAPE,300,300,99.33,97.6,99.82,40865.6,241.0,True
complete,weighted_pair_grape,Pair-GRAPE,300,300,100.0,98.74,100.0,54174.4,337.0,True
dense,capacity_cbba_rb,CBBA-RB,300,300,61.0,55.37,66.35,12184.0,23.0,True
dense,weighted_grape,Weighted-GRAPE,300,300,99.33,97.6,99.82,30647.2,241.0,True
dense,weighted_pair_grape,Pair-GRAPE,300,300,100.0,98.74,100.0,39965.1,337.0,True
medium,capacity_cbba_rb,CBBA-RB,300,300,61.33,55.71,66.67,8823.5,25.0,True
medium,weighted_grape,Weighted-GRAPE,300,300,99.33,97.6,99.82,23008.9,241.0,True
medium,weighted_pair_grape,Pair-GRAPE,300,300,100.0,98.74,100.0,30065.8,337.0,True
threshold,capacity_cbba_rb,CBBA-RB,300,300,66.67,61.15,71.76,5959.2,29.0,True
threshold,weighted_grape,Weighted-GRAPE,300,300,99.33,97.6,99.82,16387.9,241.0,True
threshold,weighted_pair_grape,Pair-GRAPE,300,300,99.67,98.14,99.94,19583.1,321.0,True
partitioned,capacity_cbba_rb,CBBA-RB,300,300,13.33,9.95,17.65,3252.8,25.0,False
partitioned,weighted_grape,Weighted-GRAPE,300,300,22.0,17.68,27.03,10549.9,225.0,False
partitioned,weighted_pair_grape,Pair-GRAPE,300,300,28.0,23.22,33.33,12612.0,273.0,False
dense,gamma_r,uniform,,,,,,21.8571,16.0,
medium,gamma_r,uniform,,,,,,12.2946,6.857977,
threshold,gamma_r,uniform,,,,,,6.0244,0.983562,
partitioned,gamma_r,uniform,,,,,,4.9315,0.0,
dense,gamma_r,uniform,,,,,,13.2002,7.56199,
medium,gamma_r,uniform,,,,,,7.4251,3.333798,
threshold,gamma_r,uniform,,,,,,3.6383,0.510792,
partitioned,gamma_r,uniform,,,,,,2.9783,0.0,
dense,gamma_r,uniform,,,,,,7.6383,3.925648,
medium,gamma_r,uniform,,,,,,4.2966,1.046667,
threshold,gamma_r,uniform,,,,,,2.1053,0.165242,
partitioned,gamma_r,uniform,,,,,,1.7234,0.0,
dense,gamma_r,uniform,,,,,,7.6137,8.16114,
medium,gamma_r,uniform,,,,,,4.2827,3.458,
threshold,gamma_r,uniform,,,,,,2.0985,0.547041,
partitioned,gamma_r,uniform,,,,,,1.7178,0.0,
dense,gamma_r,uniform,,,,,,15.978,11.0,
medium,gamma_r,uniform,,,,,,8.9876,3.362248,
threshold,gamma_r,uniform,,,,,,4.4039,0.344368,
partitioned,gamma_r,uniform,,,,,,3.605,0.0,
dense,gamma_r,uniform,,,,,,11.1758,6.171698,
medium,gamma_r,uniform,,,,,,6.2864,1.591599,
threshold,gamma_r,uniform,,,,,,3.0803,0.172154,
partitioned,gamma_r,uniform,,,,,,2.5215,0.0,
dense,gamma_r,uniform,,,,,,8.3934,2.718952,
medium,gamma_r,uniform,,,,,,4.7213,0.3981,
threshold,gamma_r,uniform,,,,,,2.3134,0.346707,
partitioned,gamma_r,uniform,,,,,,1.8938,-0.0,
dense,gamma_r,uniform,,,,,,8.6658,7.152747,
medium,gamma_r,uniform,,,,,,4.8745,2.517976,
threshold,gamma_r,uniform,,,,,,2.3885,0.354282,
partitioned,gamma_r,uniform,,,,,,1.9552,-0.0,
dense,gamma_r,uniform,,,,,,6.3709,3.871517,
medium,gamma_r,uniform,,,,,,3.5836,1.621128,
threshold,gamma_r,uniform,,,,,,1.756,0.212461,
partitioned,gamma_r,uniform,,,,,,1.4374,-0.0,
dense,gamma_r,uniform,,,,,,12.1924,6.787845,
medium,gamma_r,uniform,,,,,,6.8582,2.518414,
threshold,gamma_r,uniform,,,,,,3.3605,0.182193,
partitioned,gamma_r,uniform,,,,,,2.7509,0.0,
dense,gamma_r,uniform,,,,,,8.676,4.176039,
medium,gamma_r,uniform,,,,,,4.8803,0.71906,
threshold,gamma_r,uniform,,,,,,2.3913,0.357138,
partitioned,gamma_r,uniform,,,,,,1.9575,0.0,
dense,gamma_r,uniform,,,,,,8.7007,6.070012,
medium,gamma_r,uniform,,,,,,4.8941,1.691774,
threshold,gamma_r,uniform,,,,,,2.3981,0.180589,
partitioned,gamma_r,uniform,,,,,,1.9631,-0.0,
dense,gamma_r,uniform,,,,,,12.7368,5.754707,
medium,gamma_r,uniform,,,,,,7.1645,3.07655,
threshold,gamma_r,uniform,,,,,,3.5106,0.429436,
partitioned,gamma_r,uniform,,,,,,2.8738,0.0,
dense,gamma_r,uniform,,,,,,12.8797,9.574674,
medium,gamma_r,uniform,,,,,,7.2448,2.672082,
threshold,gamma_r,uniform,,,,,,3.55,0.17786,
partitioned,gamma_r,uniform,,,,,,2.906,0.0,
dense,gamma_r,uniform,,,,,,12.2913,7.027998,
medium,gamma_r,uniform,,,,,,6.9139,3.84114,
threshold,gamma_r,uniform,,,,,,3.3878,0.436584,
partitioned,gamma_r,uniform,,,,,,2.7732,0.0,
dense,gamma_r,uniform,,,,,,6.4368,4.835878,
medium,gamma_r,uniform,,,,,,3.6207,2.076929,
threshold,gamma_r,uniform,,,,,,1.7741,0.136228,
partitioned,gamma_r,uniform,,,,,,1.4523,0.0,
dense,gamma_r,uniform,,,,,,12.179,8.837722,
medium,gamma_r,uniform,,,,,,6.8507,3.808668,
threshold,gamma_r,uniform,,,,,,3.3568,0.715991,
partitioned,gamma_r,uniform,,,,,,2.7479,0.0,
dense,gamma_r,uniform,,,,,,11.5173,7.798405,
medium,gamma_r,uniform,,,,,,6.4785,3.839931,
threshold,gamma_r,uniform,,,,,,3.1745,0.682705,
partitioned,gamma_r,uniform,,,,,,2.5986,0.0,
dense,gamma_r,uniform,,,,,,10.0305,6.638468,
medium,gamma_r,uniform,,,,,,5.6421,2.200086,
threshold,gamma_r,uniform,,,,,,2.7646,0.234652,
partitioned,gamma_r,uniform,,,,,,2.2631,0.0,
dense,gamma_r,uniform,,,,,,5.4835,2.106996,
medium,gamma_r,uniform,,,,,,3.0845,0.501253,
threshold,gamma_r,uniform,,,,,,1.5114,0.089798,
partitioned,gamma_r,uniform,,,,,,1.2372,-0.0,
dense,gamma_r,uniform,,,,,,5.1055,3.969041,
medium,gamma_r,uniform,,,,,,2.8718,0.833774,
threshold,gamma_r,uniform,,,,,,1.4072,0.189019,
partitioned,gamma_r,uniform,,,,,,1.1519,0.0,
dense,gamma_r,uniform,,,,,,5.8842,1.926412,
medium,gamma_r,uniform,,,,,,3.3099,0.448444,
threshold,gamma_r,uniform,,,,,,1.6218,0.118914,
partitioned,gamma_r,uniform,,,,,,1.3276,0.0,
dense,gamma_r,uniform,,,,,,23.5415,12.0,
medium,gamma_r,uniform,,,,,,13.2421,4.988791,
threshold,gamma_r,uniform,,,,,,6.4886,1.711223,
partitioned,gamma_r,uniform,,,,,,5.3116,0.0,
dense,gamma_r,uniform,,,,,,8.3643,5.645805,
medium,gamma_r,uniform,,,,,,4.7049,2.879392,
threshold,gamma_r,uniform,,,,,,2.3054,0.700186,
partitioned,gamma_r,uniform,,,,,,1.8872,0.0,
dense,gamma_r,uniform,,,,,,10.4658,6.278495,
medium,gamma_r,uniform,,,,,,5.887,2.246824,
threshold,gamma_r,uniform,,,,,,2.8846,0.528593,
partitioned,gamma_r,uniform,,,,,,2.3613,0.0,
dense,gamma_r,uniform,,,,,,9.8049,6.595045,
medium,gamma_r,uniform,,,,,,5.5153,1.591216,
threshold,gamma_r,uniform,,,,,,2.7025,0.19043,
partitioned,gamma_r,uniform,,,,,,2.2122,0.0,
dense,gamma_r,uniform,,,,,,10.2015,7.56199,
medium,gamma_r,uniform,,,,,,5.7384,2.583999,
threshold,gamma_r,uniform,,,,,,2.8118,0.340268,
partitioned,gamma_r,uniform,,,,,,2.3017,0.0,
dense,gamma_r,uniform,,,,,,6.0588,1.919048,
medium,gamma_r,uniform,,,,,,3.4081,1.467793,
threshold,gamma_r,uniform,,,,,,1.67,0.27513,
partitioned,gamma_r,uniform,,,,,,1.367,0.0,
dense,gamma_r,uniform,,,,,,7.8374,2.581746,
medium,gamma_r,uniform,,,,,,4.4085,1.235032,
threshold,gamma_r,uniform,,,,,,2.1602,0.110106,
partitioned,gamma_r,uniform,,,,,,1.7683,0.0,
dense,gamma_r,uniform,,,,,,23.0556,16.0,
medium,gamma_r,uniform,,,,,,12.9688,7.765654,
threshold,gamma_r,uniform,,,,,,6.3547,1.044773,
partitioned,gamma_r,uniform,,,,,,5.2019,0.0,
dense,gamma_r,uniform,,,,,,21.8571,16.0,
medium,gamma_r,uniform,,,,,,12.2946,6.857977,
threshold,gamma_r,uniform,,,,,,6.0244,0.983562,
partitioned,gamma_r,uniform,,,,,,4.9315,0.0,
dense,gamma_r,uniform,,,,,,13.2002,7.56199,
medium,gamma_r,uniform,,,,,,7.4251,3.333798,
threshold,gamma_r,uniform,,,,,,3.6383,0.510792,
partitioned,gamma_r,uniform,,,,,,2.9783,0.0,
dense,gamma_r,uniform,,,,,,7.6383,3.925648,
medium,gamma_r,uniform,,,,,,4.2966,1.046667,
threshold,gamma_r,uniform,,,,,,2.1053,0.165242,
partitioned,gamma_r,uniform,,,,,,1.7234,0.0,
dense,gamma_r,uniform,,,,,,7.6137,8.16114,
medium,gamma_r,uniform,,,,,,4.2827,3.458,
threshold,gamma_r,uniform,,,,,,2.0985,0.547041,
partitioned,gamma_r,uniform,,,,,,1.7178,0.0,
dense,gamma_r,uniform,,,,,,15.978,11.0,
medium,gamma_r,uniform,,,,,,8.9876,3.362248,
threshold,gamma_r,uniform,,,,,,4.4039,0.344368,
partitioned,gamma_r,uniform,,,,,,3.605,0.0,
dense,gamma_r,uniform,,,,,,11.1758,6.171698,
medium,gamma_r,uniform,,,,,,6.2864,1.591599,
threshold,gamma_r,uniform,,,,,,3.0803,0.172154,
partitioned,gamma_r,uniform,,,,,,2.5215,0.0,
dense,gamma_r,uniform,,,,,,8.3934,2.718952,
medium,gamma_r,uniform,,,,,,4.7213,0.3981,
threshold,gamma_r,uniform,,,,,,2.3134,0.346707,
partitioned,gamma_r,uniform,,,,,,1.8938,-0.0,
dense,gamma_r,uniform,,,,,,8.6658,7.152747,
medium,gamma_r,uniform,,,,,,4.8745,2.517976,
threshold,gamma_r,uniform,,,,,,2.3885,0.354282,
partitioned,gamma_r,uniform,,,,,,1.9552,-0.0,
dense,gamma_r,uniform,,,,,,6.3709,3.871517,
medium,gamma_r,uniform,,,,,,3.5836,1.621128,
threshold,gamma_r,uniform,,,,,,1.756,0.212461,
partitioned,gamma_r,uniform,,,,,,1.4374,-0.0,
dense,gamma_r,uniform,,,,,,12.1924,6.787845,
medium,gamma_r,uniform,,,,,,6.8582,2.518414,
threshold,gamma_r,uniform,,,,,,3.3605,0.182193,
partitioned,gamma_r,uniform,,,,,,2.7509,0.0,
dense,gamma_r,uniform,,,,,,8.676,4.176039,
medium,gamma_r,uniform,,,,,,4.8803,0.71906,
threshold,gamma_r,uniform,,,,,,2.3913,0.357138,
partitioned,gamma_r,uniform,,,,,,1.9575,0.0,
dense,gamma_r,uniform,,,,,,8.7007,6.070012,
medium,gamma_r,uniform,,,,,,4.8941,1.691774,
threshold,gamma_r,uniform,,,,,,2.3981,0.180589,
partitioned,gamma_r,uniform,,,,,,1.9631,-0.0,
dense,gamma_r,uniform,,,,,,12.7368,5.754707,
medium,gamma_r,uniform,,,,,,7.1645,3.07655,
threshold,gamma_r,uniform,,,,,,3.5106,0.429436,
partitioned,gamma_r,uniform,,,,,,2.8738,0.0,
dense,gamma_r,uniform,,,,,,12.8797,9.574674,
medium,gamma_r,uniform,,,,,,7.2448,2.672082,
threshold,gamma_r,uniform,,,,,,3.55,0.17786,
partitioned,gamma_r,uniform,,,,,,2.906,0.0,
dense,gamma_r,uniform,,,,,,12.2913,7.027998,
medium,gamma_r,uniform,,,,,,6.9139,3.84114,
threshold,gamma_r,uniform,,,,,,3.3878,0.436584,
partitioned,gamma_r,uniform,,,,,,2.7732,0.0,
dense,gamma_r,uniform,,,,,,6.4368,4.835878,
medium,gamma_r,uniform,,,,,,3.6207,2.076929,
threshold,gamma_r,uniform,,,,,,1.7741,0.136228,
partitioned,gamma_r,uniform,,,,,,1.4523,0.0,
dense,gamma_r,uniform,,,,,,12.179,8.837722,
medium,gamma_r,uniform,,,,,,6.8507,3.808668,
threshold,gamma_r,uniform,,,,,,3.3568,0.715991,
partitioned,gamma_r,uniform,,,,,,2.7479,0.0,
dense,gamma_r,uniform,,,,,,11.5173,7.798405,
medium,gamma_r,uniform,,,,,,6.4785,3.839931,
threshold,gamma_r,uniform,,,,,,3.1745,0.682705,
partitioned,gamma_r,uniform,,,,,,2.5986,0.0,
dense,gamma_r,uniform,,,,,,10.0305,6.638468,
medium,gamma_r,uniform,,,,,,5.6421,2.200086,
threshold,gamma_r,uniform,,,,,,2.7646,0.234652,
partitioned,gamma_r,uniform,,,,,,2.2631,0.0,
dense,gamma_r,uniform,,,,,,5.4835,2.106996,
medium,gamma_r,uniform,,,,,,3.0845,0.501253,
threshold,gamma_r,uniform,,,,,,1.5114,0.089798,
partitioned,gamma_r,uniform,,,,,,1.2372,-0.0,
dense,gamma_r,uniform,,,,,,5.1055,3.969041,
medium,gamma_r,uniform,,,,,,2.8718,0.833774,
threshold,gamma_r,uniform,,,,,,1.4072,0.189019,
partitioned,gamma_r,uniform,,,,,,1.1519,0.0,
dense,gamma_r,uniform,,,,,,5.8842,1.926412,
medium,gamma_r,uniform,,,,,,3.3099,0.448444,
threshold,gamma_r,uniform,,,,,,1.6218,0.118914,
partitioned,gamma_r,uniform,,,,,,1.3276,0.0,
dense,gamma_r,uniform,,,,,,23.5415,12.0,
medium,gamma_r,uniform,,,,,,13.2421,4.988791,
threshold,gamma_r,uniform,,,,,,6.4886,1.711223,
partitioned,gamma_r,uniform,,,,,,5.3116,0.0,
dense,gamma_r,uniform,,,,,,8.3643,5.645805,
medium,gamma_r,uniform,,,,,,4.7049,2.879392,
threshold,gamma_r,uniform,,,,,,2.3054,0.700186,
partitioned,gamma_r,uniform,,,,,,1.8872,0.0,
dense,gamma_r,uniform,,,,,,10.4658,6.278495,
medium,gamma_r,uniform,,,,,,5.887,2.246824,
threshold,gamma_r,uniform,,,,,,2.8846,0.528593,
partitioned,gamma_r,uniform,,,,,,2.3613,0.0,
dense,gamma_r,uniform,,,,,,9.8049,6.595045,
medium,gamma_r,uniform,,,,,,5.5153,1.591216,
threshold,gamma_r,uniform,,,,,,2.7025,0.19043,
partitioned,gamma_r,uniform,,,,,,2.2122,0.0,
dense,gamma_r,uniform,,,,,,10.2015,7.56199,
medium,gamma_r,uniform,,,,,,5.7384,2.583999,
threshold,gamma_r,uniform,,,,,,2.8118,0.340268,
partitioned,gamma_r,uniform,,,,,,2.3017,0.0,
dense,gamma_r,uniform,,,,,,6.0588,1.919048,
medium,gamma_r,uniform,,,,,,3.4081,1.467793,
threshold,gamma_r,uniform,,,,,,1.67,0.27513,
partitioned,gamma_r,uniform,,,,,,1.367,0.0,
dense,gamma_r,uniform,,,,,,7.8374,2.581746,
medium,gamma_r,uniform,,,,,,4.4085,1.235032,
threshold,gamma_r,uniform,,,,,,2.1602,0.110106,
partitioned,gamma_r,uniform,,,,,,1.7683,0.0,
dense,gamma_r,uniform,,,,,,23.0556,16.0,
medium,gamma_r,uniform,,,,,,12.9688,7.765654,
threshold,gamma_r,uniform,,,,,,6.3547,1.044773,
partitioned,gamma_r,uniform,,,,,,5.2019,0.0,
dense,gamma_r,clustered,,,,,,14.2923,11.518806,
medium,gamma_r,clustered,,,,,,8.0394,4.820536,
threshold,gamma_r,clustered,,,,,,3.9393,0.947119,
partitioned,gamma_r,clustered,,,,,,3.2247,0.0,
dense,gamma_r,clustered,,,,,,15.7857,11.0,
medium,gamma_r,clustered,,,,,,8.8795,4.140005,
threshold,gamma_r,clustered,,,,,,4.3509,0.482492,
partitioned,gamma_r,clustered,,,,,,3.5616,-0.0,
dense,gamma_r,clustered,,,,,,7.9686,3.632054,
medium,gamma_r,clustered,,,,,,4.4823,1.817143,
threshold,gamma_r,clustered,,,,,,2.1963,0.145947,
partitioned,gamma_r,clustered,,,,,,1.7979,0.0,
dense,gamma_r,clustered,,,,,,7.6833,2.431811,
medium,gamma_r,clustered,,,,,,4.3218,0.843596,
threshold,gamma_r,clustered,,,,,,2.1177,0.125168,
partitioned,gamma_r,clustered,,,,,,1.7335,0.0,
dense,gamma_r,clustered,,,,,,7.931,5.778783,
medium,gamma_r,clustered,,,,,,4.4612,1.187783,
threshold,gamma_r,clustered,,,,,,2.186,0.250558,
partitioned,gamma_r,clustered,,,,,,1.7894,0.0,
dense,gamma_r,clustered,,,,,,8.4877,4.865562,
medium,gamma_r,clustered,,,,,,4.7744,1.5121,
threshold,gamma_r,clustered,,,,,,2.3394,0.280596,
partitioned,gamma_r,clustered,,,,,,1.915,0.0,
dense,gamma_r,clustered,,,,,,10.9675,5.611673,
medium,gamma_r,clustered,,,,,,6.1692,2.168992,
threshold,gamma_r,clustered,,,,,,3.0229,0.167831,
partitioned,gamma_r,clustered,,,,,,2.4745,0.0,
dense,gamma_r,clustered,,,,,,12.5583,8.332397,
medium,gamma_r,clustered,,,,,,7.064,3.941623,
threshold,gamma_r,clustered,,,,,,3.4614,1.074828,
partitioned,gamma_r,clustered,,,,,,2.8335,0.0,
dense,gamma_r,clustered,,,,,,12.3333,5.327987,
medium,gamma_r,clustered,,,,,,6.9375,1.536366,
threshold,gamma_r,clustered,,,,,,3.3994,0.265663,
partitioned,gamma_r,clustered,,,,,,2.7827,-0.0,
dense,gamma_r,clustered,,,,,,8.8161,4.421904,
medium,gamma_r,clustered,,,,,,4.9591,1.475932,
threshold,gamma_r,clustered,,,,,,2.4299,0.133378,
partitioned,gamma_r,clustered,,,,,,1.9891,-0.0,
dense,gamma_r,clustered,,,,,,10.9243,6.244279,
medium,gamma_r,clustered,,,,,,6.1449,2.101411,
threshold,gamma_r,clustered,,,,,,3.011,0.389546,
partitioned,gamma_r,clustered,,,,,,2.4648,0.0,
dense,gamma_r,clustered,,,,,,9.5209,5.466991,
medium,gamma_r,clustered,,,,,,5.3555,2.172161,
threshold,gamma_r,clustered,,,,,,2.6242,0.388789,
partitioned,gamma_r,clustered,,,,,,2.1481,-0.0,
dense,gamma_r,clustered,,,,,,5.9365,2.806127,
medium,gamma_r,clustered,,,,,,3.3393,1.136437,
threshold,gamma_r,clustered,,,,,,1.6363,0.175004,
partitioned,gamma_r,clustered,,,,,,1.3394,-0.0,
dense,gamma_r,clustered,,,,,,13.0286,9.674312,
medium,gamma_r,clustered,,,,,,7.3286,4.283883,
threshold,gamma_r,clustered,,,,,,3.591,0.321775,
partitioned,gamma_r,clustered,,,,,,2.9396,0.0,
dense,gamma_r,clustered,,,,,,6.49,3.680284,
medium,gamma_r,clustered,,,,,,3.6506,1.150784,
threshold,gamma_r,clustered,,,,,,1.7888,0.113146,
partitioned,gamma_r,clustered,,,,,,1.4643,0.0,
dense,gamma_r,clustered,,,,,,8.1654,4.301296,
medium,gamma_r,clustered,,,,,,4.5931,1.37154,
threshold,gamma_r,clustered,,,,,,2.2506,0.156551,
partitioned,gamma_r,clustered,,,,,,1.8423,0.0,
dense,gamma_r,clustered,,,,,,12.5312,8.890643,
medium,gamma_r,clustered,,,,,,7.0488,4.270303,
threshold,gamma_r,clustered,,,,,,3.4539,0.890098,
partitioned,gamma_r,clustered,,,,,,2.8274,0.0,
dense,gamma_r,clustered,,,,,,8.594,5.34057,
medium,gamma_r,clustered,,,,,,4.8341,1.708696,
threshold,gamma_r,clustered,,,,,,2.3687,0.28685,
partitioned,gamma_r,clustered,,,,,,1.939,0.0,
dense,gamma_r,clustered,,,,,,14.1191,9.813995,
medium,gamma_r,clustered,,,,,,7.942,6.082082,
threshold,gamma_r,clustered,,,,,,3.8916,1.681894,
partitioned,gamma_r,clustered,,,,,,3.1856,0.0,
dense,gamma_r,clustered,,,,,,10.4995,4.898226,
medium,gamma_r,clustered,,,,,,5.9059,0.924177,
threshold,gamma_r,clustered,,,,,,2.8939,0.592539,
partitioned,gamma_r,clustered,,,,,,2.3689,0.0,
dense,gamma_r,clustered,,,,,,19.7216,12.0,
medium,gamma_r,clustered,,,,,,11.0934,6.692899,
threshold,gamma_r,clustered,,,,,,5.4358,0.949732,
partitioned,gamma_r,clustered,,,,,,4.4497,-0.0,
dense,gamma_r,clustered,,,,,,7.5012,6.945355,
medium,gamma_r,clustered,,,,,,4.2194,3.015886,
threshold,gamma_r,clustered,,,,,,2.0675,0.62269,
partitioned,gamma_r,clustered,,,,,,1.6925,0.0,
dense,gamma_r,clustered,,,,,,11.6691,4.845841,
medium,gamma_r,clustered,,,,,,6.5639,2.033107,
threshold,gamma_r,clustered,,,,,,3.2163,0.327934,
partitioned,gamma_r,clustered,,,,,,2.6328,0.0,
dense,gamma_r,clustered,,,,,,8.3129,4.216398,
medium,gamma_r,clustered,,,,,,4.676,1.566944,
threshold,gamma_r,clustered,,,,,,2.2912,0.239687,
partitioned,gamma_r,clustered,,,,,,1.8756,-0.0,
dense,gamma_r,clustered,,,,,,8.6209,3.686989,
medium,gamma_r,clustered,,,,,,4.8493,0.601954,
threshold,gamma_r,clustered,,,,,,2.3761,0.187376,
partitioned,gamma_r,clustered,,,,,,1.9451,-0.0,
dense,gamma_r,clustered,,,,,,8.0777,4.748859,
medium,gamma_r,clustered,,,,,,4.5437,1.564053,
threshold,gamma_r,clustered,,,,,,2.2264,0.256977,
partitioned,gamma_r,clustered,,,,,,1.8225,0.0,
dense,gamma_r,clustered,,,,,,8.3463,4.894655,
medium,gamma_r,clustered,,,,,,4.6948,1.72317,
threshold,gamma_r,clustered,,,,,,2.3005,0.372846,
partitioned,gamma_r,clustered,,,,,,1.8831,0.0,
dense,gamma_r,clustered,,,,,,6.6402,4.845789,
medium,gamma_r,clustered,,,,,,3.7351,1.443155,
threshold,gamma_r,clustered,,,,,,1.8302,0.163672,
partitioned,gamma_r,clustered,,,,,,1.4982,0.0,
dense,gamma_r,clustered,,,,,,7.5084,3.191747,
medium,gamma_r,clustered,,,,,,4.2235,1.176062,
threshold,gamma_r,clustered,,,,,,2.0695,0.201693,
partitioned,gamma_r,clustered,,,,,,1.6941,-0.0,
dense,gamma_r,clustered,,,,,,7.8013,5.444822,
medium,gamma_r,clustered,,,,,,4.3882,2.279494,
threshold,gamma_r,clustered,,,,,,2.1502,0.366298,
partitioned,gamma_r,clustered,,,,,,1.7602,0.0,
dense,gamma_r,clustered,,,,,,14.2923,11.518806,
medium,gamma_r,clustered,,,,,,8.0394,4.820536,
threshold,gamma_r,clustered,,,,,,3.9393,0.947119,
partitioned,gamma_r,clustered,,,,,,3.2247,0.0,
dense,gamma_r,clustered,,,,,,15.7857,11.0,
medium,gamma_r,clustered,,,,,,8.8795,4.140005,
threshold,gamma_r,clustered,,,,,,4.3509,0.482492,
partitioned,gamma_r,clustered,,,,,,3.5616,-0.0,
dense,gamma_r,clustered,,,,,,7.9686,3.632054,
medium,gamma_r,clustered,,,,,,4.4823,1.817143,
threshold,gamma_r,clustered,,,,,,2.1963,0.145947,
partitioned,gamma_r,clustered,,,,,,1.7979,0.0,
dense,gamma_r,clustered,,,,,,7.6833,2.431811,
medium,gamma_r,clustered,,,,,,4.3218,0.843596,
threshold,gamma_r,clustered,,,,,,2.1177,0.125168,
partitioned,gamma_r,clustered,,,,,,1.7335,0.0,
dense,gamma_r,clustered,,,,,,7.931,5.778783,
medium,gamma_r,clustered,,,,,,4.4612,1.187783,
threshold,gamma_r,clustered,,,,,,2.186,0.250558,
partitioned,gamma_r,clustered,,,,,,1.7894,0.0,
dense,gamma_r,clustered,,,,,,8.4877,4.865562,
medium,gamma_r,clustered,,,,,,4.7744,1.5121,
threshold,gamma_r,clustered,,,,,,2.3394,0.280596,
partitioned,gamma_r,clustered,,,,,,1.915,0.0,
dense,gamma_r,clustered,,,,,,10.9675,5.611673,
medium,gamma_r,clustered,,,,,,6.1692,2.168992,
threshold,gamma_r,clustered,,,,,,3.0229,0.167831,
partitioned,gamma_r,clustered,,,,,,2.4745,0.0,
dense,gamma_r,clustered,,,,,,12.5583,8.332397,
medium,gamma_r,clustered,,,,,,7.064,3.941623,
threshold,gamma_r,clustered,,,,,,3.4614,1.074828,
partitioned,gamma_r,clustered,,,,,,2.8335,0.0,
dense,gamma_r,clustered,,,,,,12.3333,5.327987,
medium,gamma_r,clustered,,,,,,6.9375,1.536366,
threshold,gamma_r,clustered,,,,,,3.3994,0.265663,
partitioned,gamma_r,clustered,,,,,,2.7827,-0.0,
dense,gamma_r,clustered,,,,,,8.8161,4.421904,
medium,gamma_r,clustered,,,,,,4.9591,1.475932,
threshold,gamma_r,clustered,,,,,,2.4299,0.133378,
partitioned,gamma_r,clustered,,,,,,1.9891,-0.0,
dense,gamma_r,clustered,,,,,,10.9243,6.244279,
medium,gamma_r,clustered,,,,,,6.1449,2.101411,
threshold,gamma_r,clustered,,,,,,3.011,0.389546,
partitioned,gamma_r,clustered,,,,,,2.4648,0.0,
dense,gamma_r,clustered,,,,,,9.5209,5.466991,
medium,gamma_r,clustered,,,,,,5.3555,2.172161,
threshold,gamma_r,clustered,,,,,,2.6242,0.388789,
partitioned,gamma_r,clustered,,,,,,2.1481,-0.0,
dense,gamma_r,clustered,,,,,,5.9365,2.806127,
medium,gamma_r,clustered,,,,,,3.3393,1.136437,
threshold,gamma_r,clustered,,,,,,1.6363,0.175004,
partitioned,gamma_r,clustered,,,,,,1.3394,-0.0,
dense,gamma_r,clustered,,,,,,13.0286,9.674312,
medium,gamma_r,clustered,,,,,,7.3286,4.283883,
threshold,gamma_r,clustered,,,,,,3.591,0.321775,
partitioned,gamma_r,clustered,,,,,,2.9396,0.0,
dense,gamma_r,clustered,,,,,,6.49,3.680284,
medium,gamma_r,clustered,,,,,,3.6506,1.150784,
threshold,gamma_r,clustered,,,,,,1.7888,0.113146,
partitioned,gamma_r,clustered,,,,,,1.4643,0.0,
dense,gamma_r,clustered,,,,,,8.1654,4.301296,
medium,gamma_r,clustered,,,,,,4.5931,1.37154,
threshold,gamma_r,clustered,,,,,,2.2506,0.156551,
partitioned,gamma_r,clustered,,,,,,1.8423,0.0,
dense,gamma_r,clustered,,,,,,12.5312,8.890643,
medium,gamma_r,clustered,,,,,,7.0488,4.270303,
threshold,gamma_r,clustered,,,,,,3.4539,0.890098,
partitioned,gamma_r,clustered,,,,,,2.8274,0.0,
dense,gamma_r,clustered,,,,,,8.594,5.34057,
medium,gamma_r,clustered,,,,,,4.8341,1.708696,
threshold,gamma_r,clustered,,,,,,2.3687,0.28685,
partitioned,gamma_r,clustered,,,,,,1.939,0.0,
dense,gamma_r,clustered,,,,,,14.1191,9.813995,
medium,gamma_r,clustered,,,,,,7.942,6.082082,
threshold,gamma_r,clustered,,,,,,3.8916,1.681894,
partitioned,gamma_r,clustered,,,,,,3.1856,0.0,
dense,gamma_r,clustered,,,,,,10.4995,4.898226,
medium,gamma_r,clustered,,,,,,5.9059,0.924177,
threshold,gamma_r,clustered,,,,,,2.8939,0.592539,
partitioned,gamma_r,clustered,,,,,,2.3689,0.0,
dense,gamma_r,clustered,,,,,,19.7216,12.0,
medium,gamma_r,clustered,,,,,,11.0934,6.692899,
threshold,gamma_r,clustered,,,,,,5.4358,0.949732,
partitioned,gamma_r,clustered,,,,,,4.4497,-0.0,
dense,gamma_r,clustered,,,,,,7.5012,6.945355,
medium,gamma_r,clustered,,,,,,4.2194,3.015886,
threshold,gamma_r,clustered,,,,,,2.0675,0.62269,
partitioned,gamma_r,clustered,,,,,,1.6925,0.0,
