scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,ranking_rule,demand_satisfaction_ratio_mean,coalition_success_rate_mean,served_load_rate_mean,optimality_gap_vs_oracle_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean
monte_carlo,5,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.029283161098089306,0.0,0.0,43.57225423515219,14.794504363791974,217.86127117576092,7.0,12.85225001629442
monte_carlo,6,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.134498393558194,0.0,0.0,48.743557721520844,21.0580791110216,243.71778860760423,7.0,0.09059999138116837
monte_carlo,7,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7222222222222222,0.5833333333333333,0.5833333333333333,0.8806461226090636,2.0,4.0,50.28719666210031,13.374615441510642,251.4359833105015,7.0,0.1174499629996717
setup,1,hungarian_expanded,Hungarian expanded,classic,centralized,baseline,hungarian_expanded,classic_centralized_baseline,none,centralized_hungarian_assignment,centralized_all_robot_load_pairs,0,0,0,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.0,5.893430928262003,5.649357019751948,29.467154641310014,4.0,0.06255001062527299
setup,2,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.0,5.893430928262003,5.649357019751948,29.467154641310014,4.0,0.07720000576227903
setup,3,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.0,5.893430928262003,5.649357019751948,29.467154641310014,4.0,0.15590008115395904
setup,4,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.0,5.893430928262003,5.649357019751948,29.467154641310014,4.0,0.45345001854002476
setup,5,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_binary_quorum_capacity_milp,centralized_oracle_reference,none,centralized_exact_binary_milp,centralized_all_robot_load_pairs,0,0,3,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.0,5.893430928262003,5.649357019751948,29.467154641310014,4.0,1.510599977336824
setup,6,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.0,5.893430928262003,5.649357019751948,29.467154641310014,4.0,2.6726999785751104
setup,7,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,2,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.37048809116471926,0.0,2.0,16.27691615173588,10.006155548788342,81.3845807586794,4.0,0.053449999541044235
