world_hash,regime,seed,event_type,n_robots,n_loads,n_slots,method,method_family,method_label,information_scope,network_case,communication_radius_m,gossip_rounds,load_id,decision,required_roles,assigned_claims,unmet_roles,duplicate_slots,load_value
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,0,start,3,3,0,0,3.099292351738576
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,1,start,2,2,0,0,4.232686276677427
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,0,idle,3,0,3,0,3.099292351738576
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,1,wait,2,8,1,1,4.232686276677427
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,0,start,3,3,0,0,3.099292351738576
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,1,start,2,2,0,0,4.232686276677427
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,0,start,3,3,0,0,3.099292351738576
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,1,start,2,2,0,0,4.232686276677427
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,0,idle,3,0,3,0,3.099292351738576
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,1,wait,2,8,1,1,4.232686276677427
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,0,start,3,3,0,0,3.099292351738576
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,1,start,2,2,0,0,4.232686276677427
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,0,start,3,3,0,0,3.099292351738576
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,1,start,2,2,0,0,4.232686276677427
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,0,start,3,3,0,0,3.099292351738576
56c7286faed3e1637446a6002370a1addce94d1940c1f90b458f5b5db98dfa9d,abundant,9201,priority_change,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,1,start,2,2,0,0,4.232686276677427
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,0,wait,2,6,0,2,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,1,wait,3,1,2,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,0,wait,2,6,1,1,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,1,wait,3,1,2,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,0,wait,2,6,0,2,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,1,wait,3,1,2,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,0,start,2,2,0,0,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,1,start,3,3,0,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,0,wait,2,6,1,1,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,1,wait,3,1,2,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,0,start,2,2,0,0,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,1,start,3,3,0,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,0,start,2,2,0,0,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,1,start,3,3,0,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,0,wait,2,6,1,1,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,1,wait,3,1,2,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,0,start,2,2,0,0,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,1,start,3,3,0,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,0,start,2,2,0,0,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,1,start,3,3,0,0,3.095598308814782
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,0,start,2,2,0,0,2.6620419468341328
2b7e7464e07953e2c669a51defaf8828322c26af7ddf6168374762f0107b1b7d,abundant,9202,robot_failure,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,1,start,3,3,0,0,3.095598308814782
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,0,start,3,3,0,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,1,wait,2,5,0,2,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,0,idle,3,0,3,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,1,wait,2,8,0,1,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,0,wait,3,3,1,1,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,1,wait,2,5,0,2,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,0,start,3,3,0,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,1,start,2,2,0,0,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,0,idle,3,0,3,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,1,wait,2,8,0,1,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,0,start,3,3,0,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,1,start,2,2,0,0,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,0,start,3,3,0,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,1,start,2,2,0,0,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,0,idle,3,0,3,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,1,wait,2,8,0,1,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,0,start,3,3,0,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,1,start,2,2,0,0,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,0,start,3,3,0,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,1,start,2,2,0,0,5.113424355267112
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,0,start,3,3,0,0,3.2459959104658926
5a5fae1d796fb8cc4eb6f984faefc7bd19300362d32e2b2b9c1444ab054fa546,abundant,9203,priority_change,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,1,start,2,2,0,0,5.113424355267112
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,0,wait,2,6,0,2,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,1,wait,3,1,2,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,0,wait,2,7,1,1,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_gossip__sparse,local_no_gossip,Sin gossip,neighbors,sparse,3.0,0,1,idle,3,0,3,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,0,wait,2,6,0,2,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_switch_penalty__sparse,local_no_switch_penalty,Sin coste de cambio,neighbors,sparse,3.0,2,1,wait,3,1,2,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,0,start,2,2,0,0,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_gossip__nominal,local_gossip,Gossip local,neighbors,nominal,5.0,4,1,start,3,3,0,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,0,wait,2,7,1,1,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_gossip__nominal,local_no_gossip,Sin gossip,neighbors,nominal,5.0,0,1,idle,3,0,3,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,0,start,2,2,0,0,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_switch_penalty__nominal,local_no_switch_penalty,Sin coste de cambio,neighbors,nominal,5.0,4,1,start,3,3,0,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,0,start,2,2,0,0,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_gossip__dense,local_gossip,Gossip local,neighbors,dense,15.0,1,1,start,3,3,0,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,0,wait,2,7,1,1,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_gossip__dense,local_no_gossip,Sin gossip,neighbors,dense,15.0,0,1,idle,3,0,3,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,0,start,2,2,0,0,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,local_no_switch_penalty__dense,local_no_switch_penalty,Sin coste de cambio,neighbors,dense,15.0,1,1,start,3,3,0,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,0,start,2,2,0,0,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,global_greedy,global_greedy,Greedy global,global,global,0.0,0,1,start,3,3,0,0,3.1314870074636603
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,0,start,2,2,0,0,3.2261622360279505
f16ac6a5d132d9b11223d553e0e625acfc3f593e1b2ceb7312965d5b93dbdb25,abundant,9204,robot_failure,8,2,5,central_milp,central_milp,Oráculo MILP,global_oracle,global,0.0,0,1,start,3,3,0,0,3.1314870074636603
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,0,wait,3,2,1,0,2.6005739360297073
72b7c072c49ccdb3ea57090ce08e54ce8fb98e52245ae1f5e8ddf14400bbb63a,abundant,9205,priority_change,8,2,5,local_gossip__sparse,local_gossip,Gossip local,neighbors,sparse,3.0,2,1,wait,2,6,0,2,5.719522852981333
