world_hash,regime,seed,event_type,n_robots,n_loads,n_slots,active_robots,previously_assigned,oracle_started_loads,oracle_social_value,oracle_status,oracle_mip_gap
3c4a22efed511a11890d7122aa4a5c7be530db4da5780a04d283728ba10bf944,scarce,9214,robot_failure,16,3,9,15,3,0,0.0,0,0.0
91c47510ac6f113e4a81ea05d99edad085484b1dcdcba33b932425e0cba8d93f,scarce,9215,priority_change,16,3,9,16,2,1,2.701614685259429,0,0.0
67b0d3e3990f498b8311d75811e43977608ee7662a8e5ae0886c30ef2bcf582b,scarce,9216,robot_failure,16,3,9,15,3,0,0.0,0,0.0
0370c2d4ac8ef3c7203bac347e889ace6a190214e90bb83665520308207aeec8,scarce,9217,priority_change,16,3,9,16,3,1,2.8649872444160978,0,0.0
dcb028c1854edacab462d82e8211a416da38c37476e024410361e324bbde843d,scarce,9218,robot_failure,16,3,9,15,3,0,0.0,0,0.0
501e656a6381d76c0036458a702259227fe600d66de8e7d788c214d9ac327d62,scarce,9219,priority_change,16,3,9,16,3,1,3.262044976916954,0,0.0
54fb6ae497c60328d324ad2c6f88cc0f2cd99581a008a439a53a9a81570def58,scarce,9220,robot_failure,16,3,9,15,3,0,0.0,0,0.0
5caf5f82cbd44b2a07622192e8b5e5253c911a63dcb84cf5d36c0fdb66e0af91,scarce,9221,priority_change,16,3,9,16,3,1,2.6270578056513747,0,0.0
741f4e945190a41cbc82ee65409d8d0886d414e8601d9e327cd0e72c71eccc75,scarce,9222,robot_failure,16,3,9,15,3,0,0.0,0,0.0
962d1ef3aa08520084832d19ada74e3f5c9ff58b9e81e7a2cf6fbee130a5d385,scarce,9223,priority_change,16,3,9,16,3,1,3.0299788695757583,0,0.0
4bdc68793d1b5a61da26008223c880a34270ad2776e0ea15d39556d418e86b4a,scarce,9224,robot_failure,16,3,9,15,3,0,0.0,0,0.0
947c69652dfe436e82750711d35138a658e35edef8969491ffc5bdc144aef4d8,scarce,9225,priority_change,16,3,9,16,3,1,3.20531606340477,0,0.0
a599ea2473c777299c69cf6e91596aa9eef31d3348c1f59943b78774b4ab3d1f,scarce,9226,robot_failure,16,3,9,15,3,0,0.0,0,0.0
5b3c3eaf5db953b4d1dde37cb44a6f67ab1e4574176f9836d6e2d7963bb72e40,scarce,9227,priority_change,16,3,9,16,3,1,2.197137421309701,0,0.0
c938bfb5fd6123a8d01d05a72a6a3a073b995906d3233df5b414a8cc6b2bd8ac,scarce,9228,robot_failure,16,3,9,15,3,0,0.0,0,0.0
8f4d93cfd4e58fef47e5cb54b14d3a4fea8b550e0f6f7d51e6a0d41e73a2d9a4,scarce,9229,priority_change,16,3,9,16,3,1,3.16709207135921,0,0.0
