world_hash,regime,seed,event_type,n_robots,n_loads,n_slots,active_robots,previously_assigned,oracle_started_loads,oracle_social_value,oracle_status,oracle_mip_gap
6fb2d2d2461935518a0e56028b123dadd20ff8adbd8df3f58d18391999800ead,abundant,9204,robot_failure,8,3,7,7,2,3,7.20107273867705,0,0.0
7a9cb5d876e76a9d4341b8836092450e209a9688e3caa711b1deb4a9d44a446e,abundant,9205,priority_change,8,3,8,8,3,3,9.647532722353763,0,0.0
9a370520aeb1728afd87d8ca79634ca85f11a989e017ee451fd1c3eeb31a3fad,abundant,9206,robot_failure,8,3,7,7,2,3,5.324445261007836,0,0.0
4adf1728d78630082aef43725fb6a5c7179ef4b93ede6a7fb3e09120cbe44e49,abundant,9207,priority_change,8,3,8,8,3,3,10.80586814737413,0,0.0
1091f163d6c3f8638bc00ef7afd0e3f4e9bd57421d1bc0e3ef5d03329a149de8,abundant,9208,robot_failure,8,3,7,7,2,3,8.937341976805019,0,0.0
bb88d4d294fcb5a4719a2403c8958b0bb7ff0fc6192731802a49bd087af9e039,abundant,9209,priority_change,8,3,8,8,3,3,7.519768389516086,0,0.0
3e7ad68156d709e0f0678cc0ae7a004d112dc3db1b1ae4fbf5276a32581fbb5a,abundant,9210,robot_failure,8,3,7,7,2,3,8.748162779343506,0,0.0
b5eec57aacaf1c3001dc8e16d7ea652025f20f53abf015c6feabc63668fb9d78,abundant,9211,priority_change,8,3,8,8,3,3,9.193902052322807,0,0.0
c9595996430d9e4d75ece0ab09815f71b35e20c960606a87978a89f1f389b166,abundant,9212,robot_failure,8,3,7,7,2,3,6.65356328311918,0,0.0
9e536fa003194a0779c6c68bf666c60872349dcb9daebe696df349693e8219e0,abundant,9213,priority_change,8,3,8,8,3,3,10.35357603674414,0,0.0
6eb3192303ed4d3db51f3393b4a0e5ef9219757329a24942723ae70b27077bfd,abundant,9214,robot_failure,8,3,7,7,2,3,7.398055547041954,0,0.0
5e17ba269c08537fc741f7113758ec71248ed4c1a218acd2cf072784e254c196,abundant,9215,priority_change,8,3,8,8,3,3,9.841485114530094,0,0.0
9fef736f517ac6efb828f8e208f1f6f8b218c3e7f88d7fdbef3d48bc8d93445a,abundant,9216,robot_failure,8,3,7,7,2,3,8.027656179462968,0,0.0
d6ed50f4d0e5d1e2fda7e2f300d8ff74307b91967dcccc64d95c860fc9184aa5,abundant,9217,priority_change,8,3,8,8,3,3,9.35776330654142,0,0.0
7cf4056a9f09e68a56ca12c600a2e926b9015fdb16f41132fe06b8d521da6884,abundant,9218,robot_failure,8,3,7,7,2,3,6.592714291921665,0,0.0
e9612a5cb45d883880abf0600d535ff135af2a0e720d665e0e578e0f5bd5bd96,abundant,9219,priority_change,8,3,8,8,3,3,10.704429837422405,0,0.0
28dd6ab84b945735f46f22c1e170c2ec8aa89e51d000e9ce71cf5ce759d6da08,abundant,9220,robot_failure,8,3,7,7,2,3,7.016861357902385,0,0.0
d14eecd5ede498b908a54637543f0fcf0d1e74937fa47109e603a11af82c9d8c,abundant,9221,priority_change,8,3,8,8,3,3,8.703868079625707,0,0.0
b2bf29def58b169fe1ba54ecbd1d1f6791b77492b89b11cea540d9b5ab67831b,abundant,9222,robot_failure,8,3,7,7,2,3,7.339317674088417,0,0.0
233f940cd2d2c48738cdac723f70a9a82434e442cde54963c6258d299a3c802b,abundant,9223,priority_change,8,3,8,8,3,3,9.612897338146727,0,0.0
1ca46966013f4324d9432e13a0701f0377ce841d62065dd00377062ec0a8b8b0,abundant,9224,robot_failure,8,3,7,7,2,3,6.979751167522326,0,0.0
15fe5e5827c290e9148df858fec20e3f98eb5557aa929744a243a38417157fd3,abundant,9225,priority_change,8,3,8,8,3,3,8.598173162248882,0,0.0
2601df4844788b73aa7fec79e8d55ad943dbd63de7913257bdd2d952c88c0561,abundant,9226,robot_failure,8,3,7,7,2,3,8.997696128846602,0,0.0
09f408da7828980b3a8b18e2adb15561d8dd3884474d1ed9fc8604f6a7549925,abundant,9227,priority_change,8,3,8,8,3,3,9.732176640072208,0,0.0
3430e397c5d5e6347991e67c3c3da5562a5d3d16eecb3a3f0eef928f2547ee60,abundant,9228,robot_failure,8,3,7,7,2,3,7.6548219188079285,0,0.0
55d06e0c5d62dd1c0217ddff0a9663711488dc6d965e5a1dee5668375d1439bc,abundant,9229,priority_change,8,3,8,8,3,3,8.778970564020053,0,0.0
bfa64838cd3c969661ff2526c8597700c46391ae75d21f0ecb96b4af38a2d89d,abundant,9200,robot_failure,16,2,5,15,2,2,5.343121436582747,0,0.0
d54cc77290d3ca1632d51c34e093b6325ae3dd8e571e8b38b84c159b7e137fd2,abundant,9201,priority_change,16,2,5,16,3,2,6.2127738334880975,0,0.0
966bf75fa98c5c6c66d50a3e6e27070ba2f784f6ff733b30b6058bba0527790c,abundant,9202,robot_failure,16,2,5,15,2,2,4.441059275695019,0,0.0
12ec360ff060f355a0b6f52c5eb9f0c1677a794c3ac4e5b2d767fdb963261051,abundant,9203,priority_change,16,2,5,16,3,2,8.504941772924102,0,0.0
202c53072062f1f1f08fede582b09c5e84da4e5b476aef1abfa306b1db7063a7,abundant,9204,robot_failure,16,2,5,15,2,2,4.053975015118027,0,0.0
0790aee09399f19340cd6750ac9cd7b42990cf1baa8c1d92968aa958234f49e8,abundant,9205,priority_change,16,2,5,16,3,2,7.461403373574764,0,0.0
c5d70ea52cc8992408983340fdbef4a35ba5fb258abbe039687107c2b14151cb,abundant,9206,robot_failure,16,2,5,15,2,2,4.688860981854376,0,0.0
0632a5e0e0ca7468ebafdca237e85c078e52501a2a4b4caf8a7cc858186da268,abundant,9207,priority_change,16,2,5,16,3,2,5.445114364194824,0,0.0
0b6e6282e5524b8945951f1c86940532c2fe07d3f82d6d9daf119f2ae978a947,abundant,9208,robot_failure,16,2,5,15,2,2,4.921494395218675,0,0.0
b42a0bd52f287872b078dd94b7a4d76427c985f8a0f6b286fa690145f6975d14,abundant,9209,priority_change,16,2,5,16,3,2,7.915903825880941,0,0.0
67293f83b41913335f52df8db5181b2bd6f9d80aa115115806f98602d52063a5,abundant,9210,robot_failure,16,2,5,15,2,2,5.521785006467674,0,0.0
c4a6099ab57e08dec5b525643b3eb193d3dfc9c487776b1eadcec851d93c21b6,abundant,9211,priority_change,16,2,5,16,3,2,5.929674834613895,0,0.0
c86de3ee06097ecfef8095f5fa351dc19e79ce7ea9a70904e1625b2a28b99399,abundant,9212,robot_failure,16,2,5,15,2,2,6.6268849374606615,0,0.0
13f1485d2c87ec60141fe191d59290d84a1af5298db6cfd3b8b89be977cd3b03,abundant,9213,priority_change,16,2,5,16,3,2,7.771327323317425,0,0.0
e538987479600fb14d2333bf8e55e621df14d3d623401916fec849c19f8549ba,abundant,9214,robot_failure,16,2,5,15,2,2,4.6099855481955565,0,0.0
a43297972c5d772705480cf7e16c2a4ef0b79f724840a91c476e104c8742fd19,abundant,9215,priority_change,16,2,5,16,3,2,7.094476116551214,0,0.0
932a0799ed77d2b8b5f901418d262ba6d50efaaac6a800cf7a39c1c622a8d1b4,abundant,9216,robot_failure,16,2,5,15,2,2,6.213324477480458,0,0.0
c2fe2387ab00ea15d2fb29dc87c8448cf439749e4dd4ec29f570f19f084c7951,abundant,9217,priority_change,16,2,5,16,3,2,8.954322045744313,0,0.0
e7ad7279030b8de958487a47fb74c2d1569a6943f3011e3250cc0b7903860f01,abundant,9218,robot_failure,16,2,5,15,2,2,4.867505902629885,0,0.0
0b01bc50ce31f55c1c4d81c1dda36409849d6112c238605e330ca09f333b77b2,abundant,9219,priority_change,16,2,5,16,3,2,7.483907131376563,0,0.0
68021a083d299023004bc97e36ae0427f04ff09acea599511894f2f6dbf4ce83,abundant,9220,robot_failure,16,2,5,15,2,2,4.8130477851759705,0,0.0
ceebc0fe26ec9c2099d32a571a12724eb68c44bcc40f26eca42ec93d5220436a,abundant,9221,priority_change,16,2,5,16,3,2,6.400033382159008,0,0.0
ad65ef67e73306bdc3582753894608a5af9f274af74250fc4b2b709f0d2510c8,abundant,9222,robot_failure,16,2,5,15,2,2,5.770300803057258,0,0.0
9e88acb40d9422e4603e5df0488de025eece1accb658a7d93ec766ddc700a437,abundant,9223,priority_change,16,2,5,16,3,2,8.436868190644736,0,0.0
dcfb6f5a0fd59fa365a484ab93b3878e577de28f3c19ca136962042f98c30526,abundant,9224,robot_failure,16,2,5,15,2,2,5.150806258296241,0,0.0
96ea2416462c6c6bfcfe892b7ac66dddc87bf05d1c231a1b506543a736fb5754,abundant,9225,priority_change,16,2,5,16,3,2,5.932086663005184,0,0.0
0cbd26fd40c396c679e39ecce05a8dd6131299f7ddf740c2e48e9cd52b1c2a07,abundant,9226,robot_failure,16,2,5,15,2,2,4.180071041055819,0,0.0
1930789f2eddd8d7ab684e63fecee15add7126765865ed2225daec8b3f2ca5f7,abundant,9227,priority_change,16,2,5,16,3,2,8.13801207384832,0,0.0
87ace112a7bf111f387d46e1f07debb997152c68339086df20e9e00576412d34,abundant,9228,robot_failure,16,2,5,15,2,2,5.476524421330016,0,0.0
6e4b6d77788e0f247a554a8a8618b31ef88e2bd368832cea77fb02973a23de98,abundant,9229,priority_change,16,2,5,16,3,2,7.4558963218847545,0,0.0
95f74514755070043ca456aa133d97bf0b445f1d470408cfa3f7324fdc55b942,abundant,9200,robot_failure,16,3,7,15,2,3,7.455734954134709,0,0.0
6e65a2e49d6912a2386e036be2ee0f9b5fbca134ee5ec2eb879b7ec4d7d491f8,abundant,9201,priority_change,16,3,8,16,3,3,10.090122997331324,0,0.0
9d317bc0c537cef7c64a105d774fedee3ce9da2876a7c742caab67fa1a709471,abundant,9202,robot_failure,16,3,7,15,2,3,6.840132109998944,0,0.0
12513745fa119aa67f00e42b1eb9e5c9323ce40b620a6abde9bd1f96fe304d4d,abundant,9203,priority_change,16,3,8,16,3,3,11.109397784100278,0,0.0
1706b78d1dce4adebb72ca11792587fa8c01730c3ceec9b5e93f95d159c08c21,abundant,9204,robot_failure,16,3,7,15,2,3,7.206551457395157,0,0.0
3acf45487cba304a89d384890c60c07db91bb95a88c1386b9fe9aa31af393126,abundant,9205,priority_change,16,3,8,16,3,3,9.4407416994063,0,0.0
cadaa73754be8e67cc909b6a0e790e8686df69ac99e3008affdbac9fa808b2e8,abundant,9206,robot_failure,16,3,7,15,2,3,6.3968725510475055,0,0.0
b446c0b1ad086a4c66a936a11202c511f540b60e064f5cf5097166e5656fa79b,abundant,9207,priority_change,16,3,8,16,3,3,10.270998035657746,0,0.0
02e2e3aa77117e3dfdc84cf86648f2ff1698c9572620ae51aed1f8dbf649c412,abundant,9208,robot_failure,16,3,7,15,2,3,7.811916595497114,0,0.0
35d0bb56729c5e956a76e302d172e5f977ae8bd94d5b55c48f8eba8ec6d2ecf3,abundant,9209,priority_change,16,3,8,16,3,3,9.374777884725399,0,0.0
195379d15d3ec62105b765ef8abb617f78c593ebf7da1cd291a0e0bed5929fb2,abundant,9210,robot_failure,16,3,7,15,2,3,7.912513763516907,0,0.0
3be86200c0134ad1ccc8f8b32eb2f948b914a0d630a91f1db7f1fcff5c03bffe,abundant,9211,priority_change,16,3,8,16,3,3,9.301493199829455,0,0.0
4b7b33643c583dbd07829b0fc3361b1a6b191005824f7b48d2f5edfe65aea189,abundant,9212,robot_failure,16,3,7,15,2,3,8.277978479900398,0,0.0
8d5111ac7d93cd6bf01869cf5ee1a641d722ddb9b064f18215c2b1bdbb4d2397,abundant,9213,priority_change,16,3,8,16,3,3,8.012764469378904,0,0.0
d4478ef2a0d316975d48ec41ef9fe685f950c7d7de7555c8ff7b8255680b449b,abundant,9214,robot_failure,16,3,7,15,2,3,8.422878475605687,0,0.0
622c982aafcab739229402609faf9b5668798fabc81a73add2bfa64ff40eb566,abundant,9215,priority_change,16,3,8,16,3,3,8.332907492619498,0,0.0
ceeaa07b80f0737e80248ee4f6d29fd6f400e64510027cdbd15020bd224a4a50,abundant,9216,robot_failure,16,3,7,15,2,3,6.839739633657859,0,0.0
13e5d957692088e2bb29d762fea92eab2c0685e85ba672a8c062913c966620b7,abundant,9217,priority_change,16,3,8,16,3,3,8.8969875957036,0,0.0
8862ecf6c5108564de34e058fcee098ef13a83231dd11a05574cf6ae1723ff1d,abundant,9218,robot_failure,16,3,7,15,2,3,7.5149385973542175,0,0.0
b161ebb795375e2904f76260be46d56e66a52fe23550067dc76655a2b048fdc4,abundant,9219,priority_change,16,3,8,16,3,3,9.616252451547219,0,0.0
349bcf587c7c8bc244395dc3f6fa6ac893733714a35b993794048c028b8272a8,abundant,9220,robot_failure,16,3,7,15,2,3,8.703420680812018,0,0.0
7c38f0aff11d91cd14b65be07b7dbe89cbcef31b08a482b90f52a17287e84918,abundant,9221,priority_change,16,3,8,16,3,3,9.063391597103088,0,0.0
dd9730a047d18e7a5030f7bc8d4ea145b6e2bdcd3cd3d96532d17006321dc3b6,abundant,9222,robot_failure,16,3,7,15,2,3,7.0715170866970265,0,0.0
2df2e03263cd68b8340ccfb098e56fc761e6df8a2b221c11a7166b5ee7554132,abundant,9223,priority_change,16,3,8,16,3,3,10.57038609755398,0,0.0
d85a0f242a7fc50a49609af8050e8ec19389aaad9e582d22d2d7bfe10040c787,abundant,9224,robot_failure,16,3,7,15,2,3,8.46063281242234,0,0.0
ad25c4e3611752e02330750308b1ec1fbdbd61aeb6e697069a2bfa3ad1284ecb,abundant,9225,priority_change,16,3,8,16,3,3,10.131738128518277,0,0.0
6ccc24d532de306226444a62f3abc26b482f5e1a0290293afca044236c31d685,abundant,9226,robot_failure,16,3,7,15,2,3,7.359929803656595,0,0.0
0a47bae94ebe692302d34bea504149a13dce01b042dbcdad8bfa7eedc37b8441,abundant,9227,priority_change,16,3,8,16,3,3,10.418852515956193,0,0.0
6a140e595fb258a9ded22a10a87e03484f3af0ddd2a31e6c5fd62b7a78d2c67f,abundant,9228,robot_failure,16,3,7,15,2,3,7.134512382667129,0,0.0
f9d2ffaf787983e0b3a5779de0317e50a2b04df27726c067afef34d161feb88b,abundant,9229,priority_change,16,3,8,16,3,3,9.509886148040554,0,0.0
83c12592b8abc2e58aa2ba6d0cdea7c12230934350b91875ccbf5e093626062f,tight,9200,robot_failure,8,2,5,7,2,1,3.353867536413175,0,0.0
ef9c32504f2deb9638a82392d961fe6f80127a1adbc70821fc44b58efcfac59d,tight,9201,priority_change,8,2,5,8,2,1,2.063278111011671,0,0.0
673be920919efbe621b18bedd4af07ee14a6f0b44b0ea5565f8ee4325232d9a7,tight,9202,robot_failure,8,2,5,7,2,1,2.9472941693836923,0,0.0
a373a6878d6700cd5e1e013e2c4138a8e8e2d5a7aea7fe303fd6cb853b70a661,tight,9203,priority_change,8,2,5,8,3,1,3.36720819496475,0,0.0
b9be8c227bc6688383e737589d6bdc01f5e7b7b0fe6fa7ac70f4bef07b89d85f,tight,9204,robot_failure,8,2,5,7,1,0,0.0,0,0.0
d4e0c0196542f1a864b4afc2fcfa90cec0d40127b8d5bb55b434b7310cad7ff3,tight,9205,priority_change,8,2,5,8,3,1,3.0035172518271995,0,0.0
f849bc862623998f8ce508d8873434aa54961866a1d48e99516d95aaf7926916,tight,9206,robot_failure,8,2,5,7,2,0,0.0,0,0.0
4d21e79b89baffebc4e2694a4973291b2e1b3700a2bca0d0bc216ac9c3e6a0d0,tight,9207,priority_change,8,2,5,8,3,1,3.4895756847823245,0,0.0
a89962a63fc33d86e2e7108e058f4a138b73bc24364a95f99188cc2f84521f29,tight,9208,robot_failure,8,2,5,7,2,1,1.5358973913927354,0,0.0
a07ac9d5dc6b158544e1b3dfe9d25b83916490871cf607749aa1f2e2c44279d0,tight,9209,priority_change,8,2,5,8,3,1,3.470877704988162,0,0.0
95bebfecffc3f4bbb05fd624985c2dbfecd35970ac9a8ce3d7e05d09631041a4,tight,9210,robot_failure,8,2,5,7,2,1,2.4719168902901956,0,0.0
26d534e2e46454f81656407ca9746f11e65923d05bfa31afdb141e062895003c,tight,9211,priority_change,8,2,5,8,2,1,2.916571970962267,0,0.0
350a91067149cbd3dfbbad6eb79b382010e5c9af2242be598791a054223c7178,tight,9212,robot_failure,8,2,5,7,2,0,0.0,0,0.0
9a05401b270bfd589ae89b809ac23c0acbdf578e9ac03e4e2ef44c03a1ef8bc1,tight,9213,priority_change,8,2,5,8,3,1,2.4727940952050576,0,0.0
246b66648653ffff2e913198c84413e03306da93ec12c293202dc40238d7f8ae,tight,9214,robot_failure,8,2,5,7,2,1,3.04387853999802,0,0.0
56ba44f281885f63b50568dca27f633f1e677c4f96dd5fdc9a91472f3dcfce92,tight,9215,priority_change,8,2,5,8,3,2,8.365583096241842,0,0.0
9c95934c734e8b06e3e76a7803a6b330e45d81c241a428acf49536f06bbdfc36,tight,9216,robot_failure,8,2,5,7,2,2,4.600872787128083,0,0.0
a819d32ccc760ec188463191021dc7e52e1658873ce0f3d06243561cda2c0e67,tight,9217,priority_change,8,2,5,8,3,1,2.058801179872565,0,0.0
ba639aa272ce0daf81efc59dba50a9fd0076b28d4ed365193e24f17fb21712fc,tight,9218,robot_failure,8,2,5,7,2,0,0.0,0,0.0
964ad46c1e0d7390ceb68b8355d24a0243d59ff40575947107072bb45fc0f484,tight,9219,priority_change,8,2,5,8,3,1,4.756923084512369,0,0.0
7b39d18b0a0287f2dbf450ef6825e0c8eb19f0d1b9ce96592ecfdb9577633108,tight,9220,robot_failure,8,2,5,7,2,2,5.161001113443611,0,0.0
cb1179fd16840d6ad5b63b6d61ff5190de7858b4beb32c260a200691b4f9d632,tight,9221,priority_change,8,2,5,8,3,1,5.360983106682674,0,0.0
d8ef4ae4db5b43b6347082ecd08fc8cc9b1b2f0a5555b367e5a86bdf0d633dd7,tight,9222,robot_failure,8,2,5,7,2,0,0.0,0,0.0
b08fd4135e733c46131ebedce42d9377035ee0626bf6d1e40bbdd9527f962665,tight,9223,priority_change,8,2,5,8,3,2,7.835891657385782,0,0.0
7e5ea922d3b9c5867c782a582e997b97149fce6ece1cce1b86375f8cdcb01cfe,tight,9224,robot_failure,8,2,5,7,2,1,2.297724267543872,0,0.0
e6174a07ef45a7fde61dbe66aa4f21b61943edd443fcdc2c1994ce601ed2e5e8,tight,9225,priority_change,8,2,5,8,3,1,2.9072760848138546,0,0.0
b43adbc91d750c4e0713ad6bdbbd8c5afb911a812ee819f7425143d1673531db,tight,9226,robot_failure,8,2,5,7,2,1,2.5952256930975253,0,0.0
aec78871ab13081d2630b3d2ab5af84538714f3c74d828898b6ac7a669873aa3,tight,9227,priority_change,8,2,5,8,2,1,5.310460080330049,0,0.0
ed066577f3166ec14030876c78bd3f071df179fb441d73bd8d80f37e94294eb8,tight,9228,robot_failure,8,2,5,7,2,0,0.0,0,0.0
2eaae614b613e090925d174ab36789585e0775d4151448e305fc68902a3d971f,tight,9229,priority_change,8,2,5,8,3,2,7.205715748225391,0,0.0
b5ee5c749b43b01aaa2ffb130d795a3f6535de4347d2a7a335f9f1a624314d7f,tight,9200,robot_failure,8,3,7,7,2,1,2.28108533564969,0,0.0
fff208cd384756bacad7c17aad0055a6780a3815eaeae31567bba46a48a5879e,tight,9201,priority_change,8,3,8,8,3,2,5.863078622973283,0,0.0
e074c669cd3324dbe1b2a391bc3082ed0ef0523fff8a1fb3f402839c0d28e86b,tight,9202,robot_failure,8,3,7,7,2,0,0.0,0,0.0
7f738786ba32ac6fecc2163bdecb6422e84b34d2aab8e8eba395ccd86fe96624,tight,9203,priority_change,8,3,8,8,3,1,3.3757179273169156,0,0.0
4f41cf921c4ae6351a578fe8a4068c8b3d2c358a5dda2b3a9569d5295a5bcb88,tight,9204,robot_failure,8,3,7,7,2,1,2.9374804062417783,0,0.0
a8835efb8877ac06f330f5fd5d087a3f2cebfdc4b5e323087c86e4c93c2cc935,tight,9205,priority_change,8,3,8,8,2,1,1.9795827800336858,0,0.0
9246efb8193852b7a81cb517c392cbc0ee978b186536cdc1d643666c279c201f,tight,9206,robot_failure,8,3,7,7,2,1,2.633198733169415,0,0.0
9d6c37bfdb0b7b0eac8676f985031858a6beda987df421a734d67ea603d7567a,tight,9207,priority_change,8,3,8,8,3,1,2.1250949904014056,0,0.0
eef1a6f1e1eafe7745794be36e1122e60ab4db7cdadbf06062037498b536033e,tight,9208,robot_failure,8,3,7,7,2,0,0.0,0,0.0
abc7d2b7239b5e1fc2002fe47cd907e783dca3c08551282743d5624813da3e6a,tight,9209,priority_change,8,3,8,8,3,1,3.155714316349152,0,0.0
f918313eb11d9db4f20f5f8e47defee60f6741b1dd12693262712395d1f71c53,tight,9210,robot_failure,8,3,7,7,2,2,6.053295007970172,0,0.0
e863e1aaef6a311f3446673d22fda37441bb5d73c93f7dfb11d230a7835e766c,tight,9211,priority_change,8,3,8,8,3,1,2.322805458130641,0,0.0
97b350f933aea9b40c3b2c58e4d2ced120a261bb865d127b4c89826ebf589a97,tight,9212,robot_failure,8,3,7,7,2,0,0.0,0,0.0
1df2e639adf241b9ee74b387178ca42ff919c58ab40587d0d57cf6c5c2d8f1ab,tight,9213,priority_change,8,3,8,8,3,1,2.4055013616599834,0,0.0
a52df079efcdff9b7b4b869ee2f366884789fe91e96afac91ba434b6852520eb,tight,9214,robot_failure,8,3,7,7,2,2,4.73405006246803,0,0.0
bcde6c48299725da4a2609983186d437221b83acab426510ac96971edf37f513,tight,9215,priority_change,8,3,8,8,3,1,3.3987622896633454,0,0.0
34027a1aee281082eb804a42a44945f34cc5825dd7b38baaf36e72d25b3cbc7f,tight,9216,robot_failure,8,3,7,7,2,1,1.4916178222283887,0,0.0
5bcc5d03b53c43a95a2182faa1479bf6509b1fe24473c79b837af390fde2b426,tight,9217,priority_change,8,3,8,8,3,2,4.4635075611447474,0,0.0
17fc388e94568689aab45034a0ad49f1a3309ff335f5fe9cd75dcba81ec3a15c,tight,9218,robot_failure,8,3,7,7,1,0,0.0,0,0.0
de95bc3a7bc87054b22c67752b813a93b7e31f229e228f93cc5bf64857821f31,tight,9219,priority_change,8,3,8,8,3,2,6.103513087344147,0,0.0
1983e7cffc365074d2957964526688ebf619243962120ed734470c04c6444f9c,tight,9220,robot_failure,8,3,7,7,2,1,2.463968198111129,0,0.0
