method,scenario,seed,n_robots,safe_docking_success,arrival_success,any_collision,timeout,docking_time_s,time_to_wrench_feasible_s,min_clearance_m,final_position_error_m,final_orientation_error_rad,energy_wh,path_length_m,guard_interventions,guard_intervention_norm,raw_barrier_violations,exec_barrier_violations,max_exec_barrier_residual,torque_saturation_events,mean_kkt_residual,final_kkt_residual,max_simplex_error,max_capacity_violation,consensus_error,messages,runtime_s,steps
cbf_qp,open_docking,462001,4,0,0,0,1,22.0,22.0,0.2853638993887048,0.23442036167885877,0.15755640475804333,0.022890852898130636,13.459537034556302,1871,49.87383896957276,112,0,2.220446049250313e-16,0,nan,nan,0.0,0.0,0.0,0,0.14733859989792109,138
central_potential_reference,open_docking,462001,4,0,0,0,1,22.0,22.0,0.5653298287896256,0.6123704177838141,0.4124672305915026,0.03876384808623139,12.395403936478811,0,4.965945146312358e-15,0,0,0.0,0,0.0006802716428448562,1.0670034335343971e-11,2.220446049250313e-16,0.0,0.0,1587468,1.486876100068912,138
nash_pd_exact,open_docking,462001,4,0,0,0,1,22.0,22.0,0.5653298287896256,0.6173057562640993,0.37432014628374966,0.03811466466283055,12.354056115958228,0,5.08609546325288e-15,0,0,0.0,0,0.00963119927739346,1.0670034335343971e-11,2.220446049250313e-16,2.220446049250313e-16,0.0,864876,0.9115446999203414,138
nash_pd_ring,open_docking,462001,4,0,0,0,1,22.0,22.0,0.5653298287896256,0.6173057562640993,0.37432014628374966,0.03811466466283055,12.354056115958228,0,5.08609546325288e-15,0,0,0.0,0,0.029277407642511886,0.025906206006853835,2.220446049250313e-16,2.220446049250313e-16,0.07046296198094246,10381824,2.21088600018993,138
smith_primitives,open_docking,462001,4,0,0,0,1,22.0,22.0,0.5653298287896256,0.6036370957582369,0.39024645535622404,0.039184426148260905,12.416496040633065,0,5.008561403833427e-15,0,0,0.0,0,0.023135678851127675,5.0362604768004885e-15,2.220446049250313e-16,2.220446049250313e-16,0.0,1915200,1.9488890999928117,138
replicator_primitives,open_docking,462001,4,0,0,0,1,22.0,22.0,0.30347080716240343,0.25488374226902855,0.15918811832554203,0.03941935862883443,13.67597952314287,2731,45.552317201199415,112,97,0.004848216092206669,0,1.2266517785470739,1.4142135623730951,2.220446049250313e-16,2.220446049250313e-16,0.0,1080864,2.1607893998734653,138
erv_bnn_primitives,open_docking,462001,4,0,0,0,1,22.0,22.0,0.577428069524121,0.6072216474378926,0.337603745716354,0.03812809781494141,12.363129955754882,0,5.0330907283340044e-15,0,0,0.0,0,0.0601928860609335,0.0028576413229060133,3.3306690738754696e-16,0.0,0.0,1948896,1.931685500079766,138
direct_to_slot,crossing,462000,4,0,0,1,0,22.0,22.0,-0.06470270192510386,3.8241225264028564,3.127115821816798,0.012851206618254831,7.268554507499353,0,0.0,5,0,1.4287208164890304,0,nan,nan,0.0,0.0,0.0,0,0.008240199880674481,16
apf_navigation,crossing,462000,4,0,0,0,1,22.0,22.0,0.07443219042948346,1.7406689982492054,2.7481373901315918,0.05566997836341159,22.280361222806057,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.09258430008776486,138
rvo_proxy,crossing,462000,4,0,0,1,0,22.0,22.0,-0.06470270192510386,3.8241225264028564,3.127115821816798,0.012851206618254833,7.268554507499353,0,0.0,5,0,1.4287208164890304,0,nan,nan,0.0,0.0,0.0,0,0.009755900129675865,16
cbf_qp,crossing,462000,4,0,0,1,0,22.0,22.0,-0.006943181942591581,1.6491957561329147,2.6980308182490598,0.05027558748966504,18.82091776064647,2632,72.4166202360784,77,27,0.3086461035025758,0,nan,nan,0.0,0.0,0.0,0,0.16251099994406104,88
central_potential_reference,crossing,462000,4,0,0,0,1,22.0,22.0,0.11167900203249287,1.9858005351067307,2.647401092420842,0.07501096170639542,18.50955860652636,2553,39.38468556661053,82,62,0.016000704305877255,0,0.004484861849165673,0.009225783238060172,4.440892098500626e-16,0.005898887201406744,0.0,2925828,4.683494700118899,138
nash_pd_exact,crossing,462000,4,0,0,1,0,22.0,22.0,-0.0032923947178783997,1.3813853986591196,2.264499864975396,0.0835751512945227,22.261892821217693,803,11.706803783898945,47,2,0.012329625685571055,0,0.034161516123259635,0.002057470957691421,4.440892098500626e-16,2.220446049250313e-16,0.0,901752,1.4147451999597251,102
nash_pd_ring,crossing,462000,4,0,0,1,0,22.0,22.0,-0.0032923947178783997,1.3813853986591196,2.264499864975396,0.0835751512945227,22.261892821217693,803,11.706803783898945,47,2,0.012329625685571055,0,0.039679994029504326,0.002966802307549623,5.551115123125783e-16,4.440892098500626e-16,0.07474924448614806,4811008,1.711024699965492,102
smith_primitives,crossing,462000,4,0,0,1,0,22.0,22.0,-0.006268474052704476,1.3278909628063307,2.1697610171149804,0.0855209791279551,22.801570013556567,1762,17.32565902517713,68,18,0.05086309362750964,0,0.12404025897895721,0.06428391540904226,2.220446049250313e-16,0.48968205740202664,0.0,1092384,1.9468553001061082,123
replicator_primitives,crossing,462000,4,0,0,0,1,22.0,22.0,0.16365186015752403,1.2797896298306182,2.4393658048558073,0.048883603585738504,25.890244001833373,847,20.183576297371292,56,1,0.005325536303853351,0,0.8271440784603137,2.400000000000001,2.220446049250313e-16,1.0,0.0,1125504,2.041309399995953,138
erv_bnn_primitives,crossing,462000,4,0,0,1,0,22.0,22.0,-0.018718217674857707,1.2509817720995935,2.105171530837322,0.08944003028050435,23.100387320196095,1273,15.752398604176003,56,5,0.01600714579971551,0,0.1802299176497369,0.108059793649133,3.3306690738754696e-16,0.5922746024667263,0.0,1014912,1.7059317999519408,114
direct_to_slot,crossing,462001,4,0,0,1,0,22.0,22.0,-0.11325220027905147,3.5131577486509213,3.1071165059450463,0.012912410333426695,8.732851968197856,0,0.0,6,0,1.32512809041622,0,nan,nan,0.0,0.0,0.0,0,0.010485600214451551,19
apf_navigation,crossing,462001,4,0,0,1,0,22.0,22.0,-0.005502037520645042,2.2521356227047575,2.136190462574083,0.03619406999916991,18.42921356685677,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.05765499989502132,89
rvo_proxy,crossing,462001,4,0,0,1,0,22.0,22.0,-0.11325220027905147,3.5131577486509213,3.1071165059450463,0.012912410333426692,8.732851968197856,0,0.0,6,0,1.32512809041622,0,nan,nan,0.0,0.0,0.0,0,0.013290500035509467,19
cbf_qp,crossing,462001,4,0,0,1,0,22.0,22.0,-0.0022116264819035947,1.7197143536498678,2.434762134936443,0.042557414073227544,18.681277823549536,2520,66.81083517946105,72,20,0.16298830706705225,0,nan,nan,0.0,0.0,0.0,0,0.15116879995912313,85
central_potential_reference,crossing,462001,4,0,0,0,1,22.0,22.0,0.022873438507147847,1.046145367839486,1.44367044048342,0.08714272248806748,25.283189454841168,1565,31.73563309483998,71,20,0.046454816175606685,0,0.007527723455114365,0.0,6.661338147750939e-16,0.015165974024787143,0.0,3349320,4.536731599830091,138
nash_pd_exact,crossing,462001,4,0,0,0,1,22.0,22.0,0.07776194579374612,0.715046875842986,0.8318526318672332,0.07816262684390429,27.970030457929308,0,1.0424619828446638e-14,0,0,0.0,0,0.0363527069612272,0.0,4.440892098500626e-16,2.220446049250313e-16,0.0,1332336,1.7877885999623686,138
nash_pd_ring,crossing,462001,4,0,0,0,1,22.0,22.0,0.07776194579374612,0.715046875842986,0.8318526318672332,0.07816262684390429,27.970030457929308,0,1.0424619828446638e-14,0,0,0.0,0,0.04539756240460893,0.04783862853332893,5.551115123125783e-16,2.220446049250313e-16,0.07398470104908285,7240128,2.1997999001760036,138
smith_primitives,crossing,462001,4,0,0,0,1,22.0,22.0,0.07776194579374612,0.7329541701010716,0.8129543216009845,0.08102175041951558,27.84701366877009,0,1.0229830542937789e-14,0,0,0.0,0,0.07664075488324525,0.0006110183024865787,2.220446049250313e-16,2.220446049250313e-16,0.0,1364544,2.051849100040272,138
replicator_primitives,crossing,462001,4,0,0,1,0,22.0,22.0,-0.008550309253092414,2.125694029253162,2.7641211395639353,0.052652952917748616,18.833561782104173,251,3.553957393474081,14,2,0.12866337019949892,0,0.6473535678456674,0.7599649070604964,3.3306690738754696e-16,1.0,0.0,724608,1.0621413001790643,77
erv_bnn_primitives,crossing,462001,4,0,0,0,1,22.0,22.0,0.06145251550500702,0.9560288111498897,1.7031287305750058,0.08868482667073944,26.11976836672228,806,24.919780092952386,62,36,0.05820933494819336,0,0.18904956597653036,0.11405812468106502,3.3306690738754696e-16,0.39149662170380783,0.0,1216224,2.1648309000302106,138
direct_to_slot,narrow_passage,462000,4,0,0,1,0,22.0,22.0,-0.0034413729560071604,3.7720171131270983,1.7334239310017125,0.014455001356386055,3.800756780915193,0,0.0,9,0,0.4962599604579253,0,nan,nan,0.0,0.0,0.0,0,0.006261500064283609,9
apf_navigation,narrow_passage,462000,4,0,0,0,1,22.0,22.0,0.06702040757903222,2.7609780321525657,1.903503050709864,0.04495991077291387,15.532995441023719,0,0.0,1,0,0.05540441939772811,0,nan,nan,0.0,0.0,0.0,0,0.12620969978161156,138
rvo_proxy,narrow_passage,462000,4,0,0,1,0,22.0,22.0,-0.00013151886343715224,3.9158467495734985,1.6740062640103823,0.014484185862897816,3.230732582699998,0,0.0,8,0,0.2584946732895275,0,nan,nan,0.0,0.0,0.0,0,0.0058588997926563025,8
cbf_qp,narrow_passage,462000,4,0,0,1,0,22.0,22.0,-0.0021135263124144044,2.3288475186165907,1.7899194788599884,0.03166496526940109,9.778175246479385,1997,18.890959065501924,32,14,0.09845275419668781,0,nan,nan,0.0,0.0,0.0,0,0.09964859997853637,32
central_potential_reference,narrow_passage,462000,4,0,0,1,0,22.0,22.0,-0.0030631413959901765,2.8254626709123443,1.7884599318334713,0.045574270378508516,7.87900819928416,220,4.570143896414893,16,7,0.13120598497899472,0,0.004564776248351819,0.000979815181041931,4.440892098500626e-16,0.02092821884306506,0.0,679032,0.7497494998387992,22
nash_pd_exact,narrow_passage,462000,4,0,0,1,0,22.0,22.0,-0.011137102618571149,2.887826022411054,1.9335264245764563,0.04131182935589113,7.498166558095859,59,4.51333495890318,15,4,0.12096386832213935,0,0.1024773116737217,0.23546456832689097,4.440892098500626e-16,0.2931388039547582,0.0,257184,0.317011300008744,22
nash_pd_ring,narrow_passage,462000,4,0,0,0,1,22.0,22.0,0.07019944838492881,2.8797413066513315,1.7927387074546903,0.045665426880424236,7.519750705451396,63,4.623197811667429,14,5,0.12096386832213935,0,0.21679268431208026,0.2368266702987362,4.440892098500626e-16,0.28694208076441363,0.07503288337023728,8842752,2.282700899988413,138
smith_primitives,narrow_passage,462000,4,0,0,1,0,22.0,22.0,-0.02397429138302054,2.890226426376828,1.930143271913298,0.042605512961239315,7.51822058420831,92,5.0407413088929465,16,3,0.12096386832213976,0,0.14692957437738316,0.24974191389605457,3.3306690738754696e-16,0.3097308934862768,0.0,266976,0.39059600001201034,23
replicator_primitives,narrow_passage,462000,4,0,0,1,0,22.0,22.0,-0.006977843459846145,2.3760187184728903,2.0450933099083928,0.05338462434691337,10.313615298490994,1099,17.385162869703027,33,21,0.11003558681653144,0,0.983771255512994,1.4142135623730951,3.3306690738754696e-16,0.5534481827926419,0.0,399168,0.6472036999184638,39
erv_bnn_primitives,narrow_passage,462000,4,0,0,1,0,22.0,22.0,-0.02397429138302226,2.8186714400016877,1.8401659576679723,0.04547162776783254,7.869541184821475,206,6.383808691386338,17,6,0.20723789466471773,0,0.1677666555905571,0.07082125164367187,3.3306690738754696e-16,0.1479444649440662,0.0,260064,0.35698179993778467,23
direct_to_slot,narrow_passage,462001,4,0,0,1,0,22.0,22.0,-0.0934235051608105,2.623861721292223,1.735126912562299,0.01379446874209787,8.343498718915768,0,0.0,6,0,2.139789593270154,0,nan,nan,0.0,0.0,0.0,0,0.012285499833524227,18
apf_navigation,narrow_passage,462001,4,0,0,0,1,22.0,22.0,0.2694664959713864,1.576604736454471,1.4730756174166029,0.03744628491173784,19.89943421971709,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.1316843000240624,138
rvo_proxy,narrow_passage,462001,4,0,0,1,0,22.0,22.0,-0.10323372704935424,2.631748188744764,1.7075465030266384,0.014503320336785608,8.312691427246609,0,0.0,6,0,2.2421397618149905,0,nan,nan,0.0,0.0,0.0,0,0.016295799985527992,18
cbf_qp,narrow_passage,462001,4,0,0,1,0,22.0,22.0,-0.01416429892256188,2.305173813843446,2.2880069578792424,0.03146013853528618,10.397816900686188,848,20.29881014141091,22,15,0.12060760263822745,0,nan,nan,0.0,0.0,0.0,0,0.06567910010926425,34
central_potential_reference,narrow_passage,462001,4,0,0,0,1,22.0,22.0,0.012701990063030355,2.670933170442333,1.7178667694606278,0.047813811674102445,10.115537335742875,1896,16.61655561937143,107,3,0.01439664063681735,0,0.0034631372994623245,0.0005405631259423682,3.3306690738754696e-16,0.016811230372935526,0.0,4155036,5.096440199995413,138
nash_pd_exact,narrow_passage,462001,4,0,0,1,0,22.0,22.0,-0.010305098564985848,2.711961811456497,1.5895569169322175,0.04393564563948334,9.882580186581269,221,1.938734105038537,17,0,8.570705825605707e-09,0,0.062105602811820405,0.028816053779242727,4.440892098500626e-16,0.3566628960580813,0.0,457200,0.6705384000670165,45
nash_pd_ring,narrow_passage,462001,4,0,0,1,0,22.0,22.0,-0.010305098564985848,2.7162946739747564,1.5516534384556915,0.04381676154223664,9.845316296260009,216,1.8979179835587632,17,0,2.5842161743838687e-11,0,0.07062661695369324,0.37801019503515876,4.440892098500626e-16,0.34722896859409236,0.07610387657986424,2448192,0.7382745000068098,45
smith_primitives,narrow_passage,462001,4,0,0,0,1,22.0,22.0,0.012701990063030355,2.669754182497795,1.7127840008317874,0.047621692238434724,10.147903228124255,1869,16.795203714788148,107,3,0.014396640636817408,0,0.19851711943570036,0.23424720176588532,2.220446049250313e-16,0.4287142026310842,0.0,1559520,2.3368898001499474,138
replicator_primitives,narrow_passage,462001,4,0,0,1,0,22.0,22.0,-0.001103608833306624,2.5036823073990653,1.419447627658733,0.04426151504178595,10.636814022561744,1105,13.780806887229563,32,15,0.032150411932248435,0,1.022042162073227,1.4142135623730951,2.220446049250313e-16,0.9987218356412209,0.0,487584,0.7470426000654697,47
erv_bnn_primitives,narrow_passage,462001,4,0,0,0,1,22.0,22.0,0.01696933240546561,2.7014290889118455,1.7535302204275673,0.04508150297484765,9.97569640706289,1878,11.976652321577925,108,1,0.00044468395449689946,0,0.385842916322013,0.47743217705103047,2.220446049250313e-16,0.4340739869952108,0.0,1584576,2.3982706998940557,138
direct_to_slot,cluttered_docking,462000,4,0,0,1,0,22.0,22.0,-0.013731620909612163,0.6558071251607093,0.9062989412338688,0.019381110593019064,14.245216497337319,0,0.0,7,0,1.1940759002446844,0,nan,nan,0.0,0.0,0.0,0,0.02835640008561313,31
apf_navigation,cluttered_docking,462000,4,0,0,0,1,22.0,22.0,0.2579785089418335,1.1913738937240872,1.148635766175146,0.055944723199246725,19.414417231827773,0,0.0,3,0,0.3385849270980894,0,nan,nan,0.0,0.0,0.0,0,0.14928969996981323,138
rvo_proxy,cluttered_docking,462000,4,0,0,1,0,22.0,22.0,-0.015914073472424406,0.6578727947732183,0.9052583740000623,0.024230835465079936,14.23736604372133,0,0.0,7,0,1.1945711123411047,0,nan,nan,0.0,0.0,0.0,0,0.029302099952474236,31
cbf_qp,cluttered_docking,462000,4,0,0,0,1,22.0,22.0,0.05220547560500827,0.7064240815106544,0.7489357390898594,0.028979310387001148,17.61604178628328,2123,70.99713600600745,113,2,0.00087798564962372,0,nan,nan,0.0,0.0,0.0,0,0.3450816001277417,138
central_potential_reference,cluttered_docking,462000,4,0,0,0,1,22.0,22.0,0.10596635216010264,0.569016320045553,0.3613407061428999,0.06237301134485938,16.053810284549787,25,2.177181896809032,8,0,0.0,0,0.002022576512165357,2.8380751286276697e-14,2.220446049250313e-16,0.0038361194010345656,0.0,2197188,2.6112021000590175,138
nash_pd_exact,cluttered_docking,462000,4,0,0,0,1,22.0,22.0,0.0911259013063449,0.5918717807366203,0.35888031064923864,0.061547932628732836,15.905216353912543,25,2.0320343825537233,8,0,0.0,0,0.01901524235874493,6.336896980524131e-14,2.220446049250313e-16,0.12304973025306665,0.0,1021644,1.5121305999346077,138
nash_pd_ring,cluttered_docking,462000,4,0,0,0,1,22.0,22.0,0.0911259013063449,0.5897066922616825,0.35376122172544744,0.06189141695116353,15.909838977052232,25,2.0320343825537233,8,0,0.0,0,0.047614741308311795,0.04669986695618431,4.440892098500626e-16,0.10430971690774826,0.07283714826758199,9669120,2.5716128000058234,138
smith_primitives,cluttered_docking,462000,4,0,0,0,1,22.0,22.0,0.0911259013063449,0.5818974959949832,0.38107435316437643,0.06205874447027766,15.961735396780053,25,2.0320343825537233,8,0,0.0,0,0.03793140504891491,0.0015975690763039738,3.3306690738754696e-16,0.13217520488079804,0.0,1812384,2.317373399855569,138
replicator_primitives,cluttered_docking,462000,4,0,0,0,1,22.0,22.0,0.056906199132758795,0.4941734385717992,0.7229821460891391,0.05262700033740149,18.56732041253693,3781,65.71026706080941,111,2,0.030248972728913914,0,1.2694513600098964,1.4142135623730951,2.220446049250313e-16,0.19505432041016335,0.0,931392,2.4132133999373764,138
erv_bnn_primitives,cluttered_docking,462000,4,0,0,0,1,22.0,22.0,0.14068990462476105,0.517199600805694,0.08910843384132983,0.06692305349726511,16.178776334425187,12,2.2493117915396956,7,3,0.03153256562426776,0,0.08524241159935857,0.006067877777047717,3.3306690738754696e-16,0.13563053820068727,0.0,1628064,2.250236500054598,138
direct_to_slot,cluttered_docking,462001,4,0,0,1,0,22.0,22.0,-0.08842872655123524,2.708992430651877,1.662683848195809,0.01310294040157503,8.333587538284569,0,0.0,5,0,1.5774766994749492,0,nan,nan,0.0,0.0,0.0,0,0.01561930007301271,18
apf_navigation,cluttered_docking,462001,4,0,0,0,1,22.0,22.0,0.2830691813593387,1.317699278288125,1.8119395494713704,0.05724962874155235,16.476061597976077,0,0.0,0,0,0.0,0,nan,nan,0.0,0.0,0.0,0,0.14041780005209148,138
rvo_proxy,cluttered_docking,462001,4,0,0,1,0,22.0,22.0,-0.08842872655123524,2.708992430651877,1.662683848195809,0.013102940401575027,8.333587538284569,0,0.0,5,0,1.5774766994749494,0,nan,nan,0.0,0.0,0.0,0,0.017188899917528033,18
cbf_qp,cluttered_docking,462001,4,0,0,0,1,22.0,22.0,0.023833072140088674,1.1385205775123746,0.8420664618994808,0.04596074409022319,24.830645634523986,2860,82.1456949468676,125,6,0.03893155760646194,0,nan,nan,0.0,0.0,0.0,0,0.41016600001603365,138
central_potential_reference,cluttered_docking,462001,4,0,0,0,1,22.0,22.0,0.09625114443266919,0.6098983004795209,0.7192237196939408,0.09791091486809564,20.88000881784971,384,3.2023386194269023,18,5,0.17487988116829234,0,0.003277963319334495,0.0,2.220446049250313e-16,0.006110419745036566,0.0,3130920,3.8892620999831706,138
nash_pd_exact,cluttered_docking,462001,4,0,0,0,1,22.0,22.0,0.0963656341341988,0.9897912204012798,1.3950484802696754,0.08626640661459128,18.121910677909664,44,1.5177925215435624,11,3,0.05859932956916741,0,0.057285150292005975,0.06388977412833219,4.440892098500626e-16,0.3039249156903252,0.0,1658880,2.2692429998423904,138
nash_pd_ring,cluttered_docking,462001,4,0,0,0,1,22.0,22.0,0.0963656341341988,1.0007517011936085,1.4137154913696919,0.08530526652205227,18.052527439390627,41,1.502707625127014,10,3,0.05859932956916741,0,0.0810271482793405,0.1049027520113551,2.220446049250313e-16,0.25382138714822267,0.0739092086532097,8843008,2.4650077000260353,138
smith_primitives,cluttered_docking,462001,4,0,0,0,1,22.0,22.0,0.09652003860114972,0.6242822891669424,0.7581684280879887,0.09239240049892297,20.79697039707081,281,1.9993399178646474,11,1,0.004744586965392358,0,0.06494523663899678,1.0882817861238886e-15,2.220446049250313e-16,0.24394559601109123,0.0,1632384,2.2712568000424653,138
replicator_primitives,cluttered_docking,462001,4,0,0,1,0,22.0,22.0,-0.011140656408459071,1.78277147351514,1.5368550513333117,0.049808215836561094,16.700236862968413,1497,19.0525424638447,63,27,0.004851929290904724,0,1.0987856074847164,1.4142135623730951,2.220446049250313e-16,2.220446049250313e-16,0.0,817056,1.5749515001662076,90
erv_bnn_primitives,cluttered_docking,462001,4,0,0,0,1,22.0,22.0,0.08192225352753552,0.8955065380112659,0.979241384442121,0.081306763649412,19.401133126844464,346,3.2987743319674334,14,3,0.07148663063098831,0,0.1374884817552617,0.012367359143057604,3.3306690738754696e-16,0.3177660519031713,0.0,1560960,2.2459883999545127,138
direct_to_slot,symmetric_deadlock,462000,4,0,0,1,0,22.0,22.0,-0.04028523391104305,4.202420439546123,3.1279614931031734,0.012812140282931327,5.755359737558455,0,0.0,5,0,1.2933655179799914,0,nan,nan,0.0,0.0,0.0,0,0.007104600081220269,13
apf_navigation,symmetric_deadlock,462000,4,0,0,0,1,22.0,22.0,0.1317591590415949,0.9192128450878425,1.9514596365654937,0.08141151947805034,29.0001445758233,0,0.0,1,0,0.056770350531942126,0,nan,nan,0.0,0.0,0.0,0,0.09278159984387457,138
rvo_proxy,symmetric_deadlock,462000,4,0,0,1,0,22.0,22.0,-0.04028523391104305,4.202420439546123,3.1279614931031734,0.012812140282931329,5.755359737558455,0,0.0,5,0,1.2933655179799914,0,nan,nan,0.0,0.0,0.0,0,0.00883909990079701,13
cbf_qp,symmetric_deadlock,462000,4,0,0,1,0,22.0,22.0,-0.022704440457568253,1.6414683885405392,2.6912882990546687,0.052385235109781714,18.964121217402198,2648,71.06138832672768,80,25,0.3086461035025758,0,nan,nan,0.0,0.0,0.0,0,0.16384349996224046,88
central_potential_reference,symmetric_deadlock,462000,4,0,0,1,0,22.0,22.0,-0.0010923370887263584,1.8229383567829667,2.5427314324546693,0.08072256968311647,19.323345985524444,1760,11.72922798122047,46,37,0.031457181868739956,0,0.004664503641984381,0.04497967675819672,4.440892098500626e-16,0.01665585493739674,0.0,2231292,3.0318269999697804,95
nash_pd_exact,symmetric_deadlock,462000,4,0,0,0,1,22.0,22.0,0.007898390287953083,1.192660761255426,1.6664681595409252,0.09444786156069054,23.99303491198689,1998,25.68615418903281,89,18,0.059450019323552254,0,0.029873462898334334,0.06987890977777278,4.440892098500626e-16,2.220446049250313e-16,0.0,1013676,1.8705981001257896,138
nash_pd_ring,symmetric_deadlock,462000,4,0,0,0,1,22.0,22.0,0.005923623098866737,1.1954739518825503,1.6539695687203853,0.09439445189390042,24.0012147373772,1957,26.6110079561885,89,16,0.059450019323552254,0,0.03565060822414425,0.11168185073304143,5.551115123125783e-16,4.440892098500626e-16,0.0740740740740744,5434048,2.3317084999289364,138
smith_primitives,symmetric_deadlock,462000,4,0,0,1,0,22.0,22.0,-0.004735769379423271,1.2330232240680996,1.9904462062848505,0.09282631642648102,23.227109910683453,1491,22.850338475280243,81,16,0.08077407053068068,0,0.1342160464047982,0.06755758589543391,3.3306690738754696e-16,0.5437245000524005,0.0,1180800,2.0204761000350118,129
replicator_primitives,symmetric_deadlock,462000,4,0,0,0,1,22.0,22.0,0.015960307977128718,1.4755176941267008,2.2554081400877832,0.05001067904018753,23.11705897596715,1933,36.48186423958397,78,54,0.01148141116952231,0,0.4306019517959992,0.35080136148261915,2.220446049250313e-16,0.18756848344165755,0.0,1153152,2.0217963000759482,138
erv_bnn_primitives,symmetric_deadlock,462000,4,0,0,0,1,22.0,22.0,0.023851248269937064,1.2688990495764432,1.9999094157977564,0.08536183641203729,23.109874145580704,2327,24.260234251003062,85,22,0.016143894689291782,0,0.21982010389668039,0.7155535681931774,3.3306690738754696e-16,0.5357397095519407,0.0,1219392,2.1665866000112146,138
