block,factor,factor_value,category,count,total,proportion,ci95_low,ci95_high
frozen_main,scenario,scenario=clustered,>3,8,240,0.03333333333333333,0.01698546425790705,0.06438486102088117
frozen_main,scenario,scenario=corridor,2,231,240,0.9625,0.9302797673678065,0.9801478566862516
frozen_main,scenario,scenario=corridor,3,1,240,0.004166666666666667,0.0007358980250827037,0.02322007258362979
frozen_main,scenario,scenario=corridor,>3,8,240,0.03333333333333333,0.01698546425790705,0.06438486102088117
frozen_main,scenario,scenario=ring,2,232,240,0.9666666666666667,0.9356151389791189,0.9830145357420931
frozen_main,scenario,scenario=ring,3,1,240,0.004166666666666667,0.0007358980250827037,0.02322007258362979
frozen_main,scenario,scenario=ring,>3,7,240,0.029166666666666667,0.014198730672500263,0.05896954393913429
frozen_main,scenario,scenario=separated,2,228,240,0.95,0.9146517753073891,0.9711696967452079
frozen_main,scenario,scenario=separated,3,0,240,0.0,0.0,0.015753919941558815
frozen_main,scenario,scenario=separated,>3,12,240,0.05,0.028830303254792054,0.08534822469261089
frozen_main,scenario,scenario=uniform,2,234,240,0.975,0.9465407405415174,0.9884930355140018
frozen_main,scenario,scenario=uniform,3,1,240,0.004166666666666667,0.0007358980250827037,0.02322007258362979
frozen_main,scenario,scenario=uniform,>3,5,240,0.020833333333333332,0.008930796114630168,0.04783337716269703
frozen_main,cv_pressure,capacity_cv=0.0 | pressure=0.7,2,150,150,1.0,0.9750297556319235,1.0
frozen_main,cv_pressure,capacity_cv=0.0 | pressure=0.7,3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.0 | pressure=0.7,>3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.0 | pressure=0.85,2,111,150,0.74,0.6644356718314847,0.8035786108718385
frozen_main,cv_pressure,capacity_cv=0.0 | pressure=0.85,3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.0 | pressure=0.85,>3,39,150,0.26,0.19642138912816148,0.3355643281685153
frozen_main,cv_pressure,capacity_cv=0.35 | pressure=0.7,2,150,150,1.0,0.9750297556319235,1.0
frozen_main,cv_pressure,capacity_cv=0.35 | pressure=0.7,3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.35 | pressure=0.7,>3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.35 | pressure=0.85,2,150,150,1.0,0.9750297556319235,1.0
frozen_main,cv_pressure,capacity_cv=0.35 | pressure=0.85,3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.35 | pressure=0.85,>3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.65 | pressure=0.7,2,150,150,1.0,0.9750297556319235,1.0
frozen_main,cv_pressure,capacity_cv=0.65 | pressure=0.7,3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.65 | pressure=0.7,>3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.65 | pressure=0.85,2,149,150,0.9933333333333333,0.9632071602251817,0.9988221986649826
frozen_main,cv_pressure,capacity_cv=0.65 | pressure=0.85,3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=0.65 | pressure=0.85,>3,1,150,0.006666666666666667,0.0011778013350174366,0.03679283977481815
frozen_main,cv_pressure,capacity_cv=1.0 | pressure=0.7,2,148,150,0.9866666666666667,0.9526930912996325,0.9963358708487731
frozen_main,cv_pressure,capacity_cv=1.0 | pressure=0.7,3,2,150,0.013333333333333334,0.0036641291512270503,0.04730690870036751
frozen_main,cv_pressure,capacity_cv=1.0 | pressure=0.7,>3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
frozen_main,cv_pressure,capacity_cv=1.0 | pressure=0.85,2,148,150,0.9866666666666667,0.9526930912996325,0.9963358708487731
frozen_main,cv_pressure,capacity_cv=1.0 | pressure=0.85,3,2,150,0.013333333333333334,0.0036641291512270503,0.04730690870036751
frozen_main,cv_pressure,capacity_cv=1.0 | pressure=0.85,>3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
ratio_sensitivity,overall,all,2,1099,1200,0.9158333333333334,0.8987669211364325,0.9302458966956263
ratio_sensitivity,overall,all,3,41,1200,0.034166666666666665,0.02528441842514967,0.04602186380306503
ratio_sensitivity,overall,all,>3,60,1200,0.05,0.039041012521836546,0.06383088802062488
ratio_sensitivity,capacity_cv,capacity_cv=0.0,2,255,300,0.85,0.805182388854671,0.8859675312881468
ratio_sensitivity,capacity_cv,capacity_cv=0.0,3,0,300,0.0,8.673617379884035e-19,0.012642971224546034
ratio_sensitivity,capacity_cv,capacity_cv=0.0,>3,45,300,0.15,0.11403246871185316,0.194817611145329
ratio_sensitivity,capacity_cv,capacity_cv=0.35,2,290,300,0.9666666666666667,0.9397381741959452,0.9817950526611452
ratio_sensitivity,capacity_cv,capacity_cv=0.35,3,7,300,0.023333333333333334,0.011347660299125234,0.04737197226827532
ratio_sensitivity,capacity_cv,capacity_cv=0.35,>3,3,300,0.01,0.003406618437715286,0.02898349336233983
ratio_sensitivity,capacity_cv,capacity_cv=0.65,2,283,300,0.9433333333333334,0.9111340419775253,0.9643225235367106
ratio_sensitivity,capacity_cv,capacity_cv=0.65,3,15,300,0.05,0.03053164062934728,0.08084703347274415
ratio_sensitivity,capacity_cv,capacity_cv=0.65,>3,2,300,0.006666666666666667,0.0018301483579117855,0.023977583250306973
ratio_sensitivity,capacity_cv,capacity_cv=1.0,2,271,300,0.9033333333333333,0.8646182980304887,0.9318497051817106
ratio_sensitivity,capacity_cv,capacity_cv=1.0,3,19,300,0.06333333333333334,0.040916882383915276,0.09679131248552161
ratio_sensitivity,capacity_cv,capacity_cv=1.0,>3,10,300,0.03333333333333333,0.01820494733885481,0.06026182580405482
ratio_sensitivity,pressure,pressure=0.7,2,581,600,0.9683333333333334,0.9510727848694855,0.9796350885143483
ratio_sensitivity,pressure,pressure=0.7,3,11,600,0.018333333333333333,0.010267306165938218,0.032527799143926804
ratio_sensitivity,pressure,pressure=0.7,>3,8,600,0.013333333333333334,0.006771354149386743,0.026087368170615282
ratio_sensitivity,pressure,pressure=0.85,2,518,600,0.8633333333333333,0.8335273215137168,0.888516509082994
ratio_sensitivity,pressure,pressure=0.85,3,30,600,0.05,0.03524526778459468,0.07048026312773596
ratio_sensitivity,pressure,pressure=0.85,>3,52,600,0.08666666666666667,0.06670240369849674,0.11188993580616254
ratio_sensitivity,scenario,scenario=clustered,2,219,240,0.9125,0.8699448520048005,0.9420581640434134
ratio_sensitivity,scenario,scenario=clustered,3,7,240,0.029166666666666667,0.014198730672500263,0.05896954393913429
ratio_sensitivity,scenario,scenario=clustered,>3,14,240,0.058333333333333334,0.03506243642079224,0.09552019286091806
ratio_sensitivity,scenario,scenario=corridor,2,222,240,0.925,0.8845739334081344,0.9520352346415408
ratio_sensitivity,scenario,scenario=corridor,3,6,240,0.025,0.011506964485998254,0.05345925945848262
ratio_sensitivity,scenario,scenario=corridor,>3,12,240,0.05,0.028830303254792054,0.08534822469261089
ratio_sensitivity,scenario,scenario=ring,2,219,240,0.9125,0.8699448520048005,0.9420581640434134
ratio_sensitivity,scenario,scenario=ring,3,8,240,0.03333333333333333,0.01698546425790705,0.06438486102088117
ratio_sensitivity,scenario,scenario=ring,>3,13,240,0.05416666666666667,0.031925187796296654,0.09045539081825996
ratio_sensitivity,scenario,scenario=separated,2,221,240,0.9208333333333333,0.8796723592431945,0.9487347581393268
ratio_sensitivity,scenario,scenario=separated,3,9,240,0.0375,0.019852143313748394,0.06972023263219351
ratio_sensitivity,scenario,scenario=separated,>3,10,240,0.041666666666666664,0.022787422709248207,0.07498700390384737
ratio_sensitivity,scenario,scenario=uniform,2,218,240,0.9083333333333333,0.8651157819717392,0.9386851834093211
ratio_sensitivity,scenario,scenario=uniform,3,11,240,0.04583333333333333,0.0257824825977389,0.08019399468251036
ratio_sensitivity,scenario,scenario=uniform,>3,11,240,0.04583333333333333,0.0257824825977389,0.08019399468251036
ratio_sensitivity,robots_per_load,robots_per_load=2.0,2,326,400,0.815,0.7740142283989209,0.8499930261704722
ratio_sensitivity,robots_per_load,robots_per_load=2.0,3,28,400,0.07,0.04887162669974449,0.09930894642775051
ratio_sensitivity,robots_per_load,robots_per_load=2.0,>3,46,400,0.115,0.0873329226216324,0.1499915440157759
ratio_sensitivity,robots_per_load,robots_per_load=3.0,2,379,400,0.9475,0.921078024928725,0.9654084716420795
ratio_sensitivity,robots_per_load,robots_per_load=3.0,3,8,400,0.02,0.010168386791664645,0.03896341576926
ratio_sensitivity,robots_per_load,robots_per_load=3.0,>3,13,400,0.0325,0.01908984237880045,0.0548041528237668
ratio_sensitivity,robots_per_load,robots_per_load=4.0,2,394,400,0.985,0.9676653664151732,0.9931077080805591
ratio_sensitivity,robots_per_load,robots_per_load=4.0,3,5,400,0.0125,0.005350750779971611,0.028923736195967484
ratio_sensitivity,robots_per_load,robots_per_load=4.0,>3,1,400,0.0025,0.0004414477868016362,0.01402328507582339
ratio_sensitivity,cv_pressure,capacity_cv=0.0 | pressure=0.7,2,148,150,0.9866666666666667,0.9526930912996325,0.9963358708487731
ratio_sensitivity,cv_pressure,capacity_cv=0.0 | pressure=0.7,3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
ratio_sensitivity,cv_pressure,capacity_cv=0.0 | pressure=0.7,>3,2,150,0.013333333333333334,0.0036641291512270503,0.04730690870036751
ratio_sensitivity,cv_pressure,capacity_cv=0.0 | pressure=0.85,2,107,150,0.7133333333333334,0.6363508226083401,0.7796618731279474
ratio_sensitivity,cv_pressure,capacity_cv=0.0 | pressure=0.85,3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
ratio_sensitivity,cv_pressure,capacity_cv=0.0 | pressure=0.85,>3,43,150,0.2866666666666667,0.22033812687205268,0.36364917739166003
ratio_sensitivity,cv_pressure,capacity_cv=0.35 | pressure=0.7,2,148,150,0.9866666666666667,0.9526930912996325,0.9963358708487731
ratio_sensitivity,cv_pressure,capacity_cv=0.35 | pressure=0.7,3,1,150,0.006666666666666667,0.0011778013350174366,0.03679283977481815
ratio_sensitivity,cv_pressure,capacity_cv=0.35 | pressure=0.7,>3,1,150,0.006666666666666667,0.0011778013350174366,0.03679283977481815
ratio_sensitivity,cv_pressure,capacity_cv=0.35 | pressure=0.85,2,142,150,0.9466666666666667,0.8982961216180454,0.9727304600798061
ratio_sensitivity,cv_pressure,capacity_cv=0.35 | pressure=0.85,3,6,150,0.04,0.01845916060207442,0.08451346421655606
ratio_sensitivity,cv_pressure,capacity_cv=0.35 | pressure=0.85,>3,2,150,0.013333333333333334,0.0036641291512270503,0.04730690870036751
ratio_sensitivity,cv_pressure,capacity_cv=0.65 | pressure=0.7,2,143,150,0.9533333333333334,0.9068135276008725,0.9772134508387381
ratio_sensitivity,cv_pressure,capacity_cv=0.65 | pressure=0.7,3,5,150,0.03333333333333333,0.01432043189809255,0.07565179617877894
ratio_sensitivity,cv_pressure,capacity_cv=0.65 | pressure=0.7,>3,2,150,0.013333333333333334,0.0036641291512270503,0.04730690870036751
ratio_sensitivity,cv_pressure,capacity_cv=0.65 | pressure=0.85,2,140,150,0.9333333333333333,0.8816376448839411,0.9633881433303926
ratio_sensitivity,cv_pressure,capacity_cv=0.65 | pressure=0.85,3,10,150,0.06666666666666667,0.03661185666960744,0.11836235511605896
ratio_sensitivity,cv_pressure,capacity_cv=0.65 | pressure=0.85,>3,0,150,0.0,1.734723475976807e-18,0.0249702443680766
ratio_sensitivity,cv_pressure,capacity_cv=1.0 | pressure=0.7,2,142,150,0.9466666666666667,0.8982961216180454,0.9727304600798061
ratio_sensitivity,cv_pressure,capacity_cv=1.0 | pressure=0.7,3,5,150,0.03333333333333333,0.01432043189809255,0.07565179617877894
ratio_sensitivity,cv_pressure,capacity_cv=1.0 | pressure=0.7,>3,3,150,0.02,0.006824751322967459,0.05714668327038608
ratio_sensitivity,cv_pressure,capacity_cv=1.0 | pressure=0.85,2,129,150,0.86,0.7954479122405028,0.9065735118144821
ratio_sensitivity,cv_pressure,capacity_cv=1.0 | pressure=0.85,3,14,150,0.09333333333333334,0.05641186747708652,0.1505639312756158
ratio_sensitivity,cv_pressure,capacity_cv=1.0 | pressure=0.85,>3,7,150,0.04666666666666667,0.022786549161261972,0.09318647239912747
ratio_sensitivity,ratio_pressure,robots_per_load=2.0 | pressure=0.7,2,185,200,0.925,0.8799563897637055,0.954025082815618
ratio_sensitivity,ratio_pressure,robots_per_load=2.0 | pressure=0.7,3,7,200,0.035,0.017055542008567192,0.07047061152229073
ratio_sensitivity,ratio_pressure,robots_per_load=2.0 | pressure=0.7,>3,8,200,0.04,0.020405632066152306,0.07693206820093293
ratio_sensitivity,ratio_pressure,robots_per_load=2.0 | pressure=0.85,2,141,200,0.705,0.6384128547538122,0.7638605614315084
ratio_sensitivity,ratio_pressure,robots_per_load=2.0 | pressure=0.85,3,21,200,0.105,0.06970748792681017,0.1551803199112304
ratio_sensitivity,ratio_pressure,robots_per_load=2.0 | pressure=0.85,>3,38,200,0.19,0.14167171527790676,0.25001238707599854
ratio_sensitivity,ratio_pressure,robots_per_load=3.0 | pressure=0.7,2,198,200,0.99,0.9642782382838231,0.9972533418664555
ratio_sensitivity,ratio_pressure,robots_per_load=3.0 | pressure=0.7,3,2,200,0.01,0.0027466581335444384,0.0357217617161768
ratio_sensitivity,ratio_pressure,robots_per_load=3.0 | pressure=0.7,>3,0,200,0.0,1.734723475976807e-18,0.018845326377266575
ratio_sensitivity,ratio_pressure,robots_per_load=3.0 | pressure=0.85,2,181,200,0.905,0.8563983883518006,0.9383368972826135
ratio_sensitivity,ratio_pressure,robots_per_load=3.0 | pressure=0.85,3,6,200,0.03,0.013820314340111346,0.06389429245451925
ratio_sensitivity,ratio_pressure,robots_per_load=3.0 | pressure=0.85,>3,13,200,0.065,0.03837635464915299,0.10801907929906895
ratio_sensitivity,ratio_pressure,robots_per_load=4.0 | pressure=0.7,2,198,200,0.99,0.9642782382838231,0.9972533418664555
ratio_sensitivity,ratio_pressure,robots_per_load=4.0 | pressure=0.7,3,2,200,0.01,0.0027466581335444384,0.0357217617161768
ratio_sensitivity,ratio_pressure,robots_per_load=4.0 | pressure=0.7,>3,0,200,0.0,1.734723475976807e-18,0.018845326377266575
ratio_sensitivity,ratio_pressure,robots_per_load=4.0 | pressure=0.85,2,196,200,0.98,0.9497129130941735,0.9921955735836505
ratio_sensitivity,ratio_pressure,robots_per_load=4.0 | pressure=0.85,3,3,200,0.015,0.00511423779325831,0.04316572879269026
ratio_sensitivity,ratio_pressure,robots_per_load=4.0 | pressure=0.85,>3,1,200,0.005,0.0008831687156009814,0.02777370439789293
