cfg_a_ref,cfg_belief_err,cfg_cap_scale,cfg_protocol,cfg_recertify,corridor_double,cpu_s,energy_Wh,false_cert,makespan,min_sep_amr,min_sep_load,msgs,n_done,phi_oracle,recert_reject,revisions,seed,slip,success,t_end,wall_pen_max
1.0,0.0,0.4,smith,True,0.0,163.17874789994676,5.417000150010859,0,97.89999999998345,-0.1433738362298086,-0.1330225434406218,584320,2,141.66938699856024,0,6,17,5443,True,97.91999999998343,0.0674404270273623
1.0,0.0,0.4,smith,True,0.0,625.7846188999247,15.038866478077269,0,32.41999999999813,-0.15919872524499384,3.912464001782633,1305845,1,139.06999010420955,0,18,18,36451,False,300.01999999979967,0.14951172201014584
1.0,0.0,0.4,smith,True,0.0,91.56085449992679,5.840482883193205,0,96.55999999998467,-0.01709731324836744,-0.08994691289038848,589768,2,145.13072837261936,0,6,19,3634,True,96.57999999998465,0.0
1.0,0.0,0.4,smith,False,0.0,77.75946249999106,3.9210335024767398,0,73.64000000000551,-0.16392148487547964,1.402292223019944,357904,2,136.9785626347685,0,6,0,1107,True,73.6600000000055,0.14975824650241926
1.0,0.0,0.4,smith,False,0.0,87.03327939996962,4.430991339066554,0,74.50000000000473,-0.14294171030914862,-0.13944658170635105,463476,2,142.6834827495684,0,6,1,2292,True,74.52000000000471,0.03242258251808661
1.0,0.0,0.4,smith,False,0.0,133.71580090001225,6.355497575667785,0,119.41999999996388,-0.09764108765987606,-0.10044734759996565,711864,2,142.59066932408302,0,6,2,2397,True,119.43999999996386,0.0
1.0,0.0,0.4,smith,False,0.0,160.22946369997226,6.780705895079887,0,147.13999999993868,-0.025541313348833555,-0.065182328127664,767272,2,142.31005653292146,0,13,3,3105,True,147.15999999993866,0.0
1.0,0.0,0.4,smith,False,0.0,117.00696729996707,6.364391805447067,0,115.13999999996777,-0.19150054912420256,-0.10415293834808104,772940,2,144.52848647328705,0,6,4,5156,True,115.15999999996775,0.030262901313179214
1.0,0.0,0.4,smith,False,0.0,154.0922367000021,4.835652744328167,0,80.51999999999926,-0.181139599018238,-0.08877369487936981,429220,2,140.81513709594884,0,6,5,4300,True,80.53999999999924,0.0714597275076887
1.0,0.0,0.4,smith,False,0.0,653.256008700002,12.03298744296959,0,300.01999999979967,-0.169251541126399,-0.06455069069055597,1590770,0,142.26725299934367,0,11,6,1873,False,300.01999999979967,0.09155202095029832
1.0,0.0,0.4,smith,False,0.0,142.65136579994578,7.2406545899816575,0,127.93999999995613,-0.34750996178253013,-0.11161462770087383,852576,2,143.90361150183642,0,6,7,2058,True,127.95999999995611,0.0
1.0,0.0,0.4,smith,False,0.0,204.00086499995086,10.052257091220316,0,179.2399999999095,-0.17402313123766433,-0.1174803495516436,1103208,2,138.9155815521939,0,6,8,2177,True,179.25999999990947,0.10939243301497548
1.0,0.0,0.4,smith,False,0.0,354.3164785999106,16.732017191521027,0,46.480000000005326,-0.18225022085951736,2.181911117212856,1574805,1,141.83906022160315,0,18,9,46495,False,300.01999999979967,0.1491498697515583
1.0,0.0,0.4,smith,False,0.0,369.4773092000978,20.9517221658644,0,300.01999999979967,-0.09934195907121818,8.29158627776904,790886,0,143.63910561159574,0,30,10,122889,False,300.01999999979967,0.23529862027246584
1.0,0.0,0.4,smith,False,0.0,73.93561479996424,3.4593783517891996,0,64.40000000001392,-0.35288028283078965,-0.02030825318965046,325616,2,140.0304071821672,0,6,11,1147,True,64.4200000000139,0.0
1.0,0.0,0.4,smith,False,0.0,80.19110440008808,4.445304946920783,0,78.40000000000119,-0.1937062645526632,-0.10910607016660201,400872,2,142.795613410915,0,6,12,3330,True,78.42000000000117,0.0
1.0,0.0,0.4,smith,False,0.0,208.77420450001955,3.9899912083870595,0,79.00000000000064,-0.05505347499349367,3.160905725338039,428192,2,138.4202647611256,0,6,13,2979,True,79.02000000000062,0.1497422893792275
1.0,0.0,0.4,smith,False,0.0,637.553823199938,16.573278020661373,0,300.01999999979967,-0.13098391441759816,11.081332134486367,1610893,0,135.90605082485482,0,15,14,22410,False,300.01999999979967,0.1470761269605041
1.0,0.0,0.4,smith,False,0.0,375.22077649994753,8.209210531520592,0,149.13999999993686,-0.17788519310170942,-0.09827791596282687,1060876,2,140.23240821238278,0,6,15,7365,True,149.15999999993684,0.0
1.0,0.0,0.4,smith,False,0.0,136.37069030001294,5.600435438607799,0,112.17999999997046,-0.09999006052291343,-0.09701951083139626,602608,2,142.71025194332114,0,6,16,2913,True,112.19999999997044,0.0
1.0,0.0,0.4,smith,False,0.0,126.45153189997654,5.417000150010859,0,97.89999999998345,-0.1433738362298086,-0.1330225434406218,584320,2,141.66938699856024,0,6,17,5443,True,97.91999999998343,0.0674404270273623
1.0,0.0,0.4,smith,False,0.0,402.08813579997513,15.038866478077269,0,32.41999999999813,-0.15919872524499384,3.912464001782633,1305845,1,139.06999010420955,0,18,18,36451,False,300.01999999979967,0.14951172201014584
1.0,0.0,0.4,smith,False,0.0,126.00001299998257,5.840482883193205,0,96.55999999998467,-0.01709731324836744,-0.08994691289038848,589768,2,145.13072837261936,0,6,19,3634,True,96.57999999998465,0.0
1.0,0.35,0.4,smith,True,0.0,99.98063589993399,3.9210335024767398,0,73.64000000000551,-0.16392148487547964,1.402292223019944,357904,2,136.9785626347685,0,6,0,1107,True,73.6600000000055,0.14975824650241926
1.0,0.35,0.4,smith,True,0.0,431.1323971999809,7.333908204551143,12,177.17999999991136,-0.14294171030914862,0.08888105744649977,924845,2,142.6834827495684,12,21,1,1929,True,177.19999999991134,0.05654177663061183
1.0,0.35,0.4,smith,True,0.0,178.30249599996023,6.355497575667785,0,119.41999999996388,-0.09764108765987606,-0.10044734759996565,711864,2,142.59066932408302,0,6,2,2397,True,119.43999999996386,0.0
1.0,0.35,0.4,smith,True,0.0,457.4490411999868,14.130622100007866,0,213.11999999987867,-0.1388907305220935,3.823976340888569,1534400,1,142.31005653292146,0,22,3,49439,False,300.01999999979967,0.16585889827518221
1.0,0.35,0.4,smith,True,0.0,188.63813159998972,6.364391805447067,0,115.13999999996777,-0.19150054912420256,-0.10415293834808104,772940,2,144.52848647328705,0,6,4,5156,True,115.15999999996775,0.030262901313179214
1.0,0.35,0.4,smith,True,0.0,115.03658970003016,4.835652744328167,0,80.51999999999926,-0.181139599018238,-0.08877369487936981,429220,2,140.81513709594884,0,6,5,4300,True,80.53999999999924,0.0714597275076887
1.0,0.35,0.4,smith,True,0.0,537.3850998999551,13.9335433779704,0,300.01999999979967,-0.07812053512020833,6.802965640051644,1296729,0,142.26725299934367,0,29,6,3652,False,300.01999999979967,0.1641559128641476
1.0,0.35,0.4,smith,True,0.0,192.88648390001617,7.2406545899816575,0,127.93999999995613,-0.34750996178253013,-0.11161462770087383,852576,2,143.90361150183642,0,6,7,2058,True,127.95999999995611,0.0
1.0,0.35,0.4,smith,True,0.0,292.52978909993544,10.052257091220316,0,179.2399999999095,-0.17402313123766433,-0.1174803495516436,1103208,2,138.9155815521939,0,6,8,2177,True,179.25999999990947,0.10939243301497548
1.0,0.35,0.4,smith,True,0.0,576.678887499962,16.732017191521027,0,46.480000000005326,-0.18225022085951736,2.181911117212856,1574805,1,141.83906022160315,0,18,9,46495,False,300.01999999979967,0.1491498697515583
1.0,0.35,0.4,smith,True,0.0,539.7287496000063,20.9517221658644,0,300.01999999979967,-0.09934195907121818,8.29158627776904,790886,0,143.63910561159574,0,30,10,122889,False,300.01999999979967,0.23529862027246584
1.0,0.35,0.4,smith,True,0.0,101.258070699987,3.4593783517891996,0,64.40000000001392,-0.35288028283078965,-0.02030825318965046,325616,2,140.0304071821672,0,6,11,1147,True,64.4200000000139,0.0
1.0,0.35,0.4,smith,True,0.0,123.60553519998211,4.445304946920783,0,78.40000000000119,-0.1937062645526632,-0.10910607016660201,400872,2,142.795613410915,0,6,12,3330,True,78.42000000000117,0.0
1.0,0.35,0.4,smith,True,0.0,91.58919849991798,3.9899912083870595,0,79.00000000000064,-0.05505347499349367,3.160905725338039,428192,2,138.4202647611256,0,6,13,2979,True,79.02000000000062,0.1497422893792275
1.0,0.35,0.4,smith,True,0.0,501.6381906999741,16.573278020661373,0,300.01999999979967,-0.13098391441759816,11.081332134486367,1610893,0,135.90605082485482,0,15,14,22410,False,300.01999999979967,0.1470761269605041
1.0,0.35,0.4,smith,True,0.0,393.4459775000578,8.164637006354262,12,193.57999999989644,-0.0831156811685812,-0.10251547836131181,1005560,2,140.23240821238278,12,18,15,1727,True,193.59999999989643,0.0021523717193954184
1.0,0.35,0.4,smith,True,0.0,173.50656450004317,5.600435438607799,0,112.17999999997046,-0.09999006052291343,-0.09701951083139626,602608,2,142.71025194332114,0,6,16,2913,True,112.19999999997044,0.0
1.0,0.35,0.4,smith,True,0.0,192.6682126999367,5.467582365275247,0,96.0799999999851,-0.27561415587184757,-0.10886480624215267,548456,2,141.66938699856024,0,6,17,2771,True,96.09999999998509,0.0
1.0,0.35,0.4,smith,True,0.0,224.6696848999709,5.173610922991721,1,111.89999999997072,-0.09729641043217979,2.340690448612464,485838,2,139.06999010420955,1,7,18,2926,True,111.9199999999707,0.012430306707408245
1.0,0.35,0.4,smith,True,0.0,219.51009200001135,5.840482883193205,0,96.55999999998467,-0.01709731324836744,-0.08994691289038848,589768,2,145.13072837261936,0,6,19,3634,True,96.57999999998465,0.0
1.0,0.35,0.4,smith,False,0.0,131.95988539990503,3.9210335024767398,0,73.64000000000551,-0.16392148487547964,1.402292223019944,357904,2,136.9785626347685,0,6,0,1107,True,73.6600000000055,0.14975824650241926
1.0,0.35,0.4,smith,False,0.0,154.4318202000577,4.430991339066554,1,74.50000000000473,-0.14294171030914862,-0.13944658170635105,463476,2,142.6834827495684,0,6,1,2292,True,74.52000000000471,0.03242258251808661
1.0,0.35,0.4,smith,False,0.0,218.3348101999145,6.355497575667785,0,119.41999999996388,-0.09764108765987606,-0.10044734759996565,711864,2,142.59066932408302,0,6,2,2397,True,119.43999999996386,0.0
1.0,0.35,0.4,smith,False,0.0,560.8991673000855,14.130622100007866,0,213.11999999987867,-0.1388907305220935,3.823976340888569,1534400,1,142.31005653292146,0,22,3,49439,False,300.01999999979967,0.16585889827518221
1.0,0.35,0.4,smith,False,0.0,214.60743719991297,6.364391805447067,0,115.13999999996777,-0.19150054912420256,-0.10415293834808104,772940,2,144.52848647328705,0,6,4,5156,True,115.15999999996775,0.030262901313179214
1.0,0.35,0.4,smith,False,0.0,144.03296610002872,4.835652744328167,0,80.51999999999926,-0.181139599018238,-0.08877369487936981,429220,2,140.81513709594884,0,6,5,4300,True,80.53999999999924,0.0714597275076887
1.0,0.35,0.4,smith,False,0.0,539.2123311000178,13.9335433779704,0,300.01999999979967,-0.07812053512020833,6.802965640051644,1296729,0,142.26725299934367,0,29,6,3652,False,300.01999999979967,0.1641559128641476
1.0,0.35,0.4,smith,False,0.0,224.27742870000657,7.2406545899816575,0,127.93999999995613,-0.34750996178253013,-0.11161462770087383,852576,2,143.90361150183642,0,6,7,2058,True,127.95999999995611,0.0
1.0,0.35,0.4,smith,False,0.0,391.0673935000086,10.052257091220316,0,179.2399999999095,-0.17402313123766433,-0.1174803495516436,1103208,2,138.9155815521939,0,6,8,2177,True,179.25999999990947,0.10939243301497548
1.0,0.35,0.4,smith,False,0.0,514.4656774000032,16.732017191521027,0,46.480000000005326,-0.18225022085951736,2.181911117212856,1574805,1,141.83906022160315,0,18,9,46495,False,300.01999999979967,0.1491498697515583
1.0,0.35,0.4,smith,False,0.0,492.01359440002125,20.9517221658644,0,300.01999999979967,-0.09934195907121818,8.29158627776904,790886,0,143.63910561159574,0,30,10,122889,False,300.01999999979967,0.23529862027246584
1.0,0.35,0.4,smith,False,0.0,178.51634570001625,3.4593783517891996,0,64.40000000001392,-0.35288028283078965,-0.02030825318965046,325616,2,140.0304071821672,0,6,11,1147,True,64.4200000000139,0.0
1.0,0.35,0.4,smith,False,0.0,122.83726609998848,4.445304946920783,0,78.40000000000119,-0.1937062645526632,-0.10910607016660201,400872,2,142.795613410915,0,6,12,3330,True,78.42000000000117,0.0
1.0,0.35,0.4,smith,False,0.0,122.51637690002099,3.9899912083870595,0,79.00000000000064,-0.05505347499349367,3.160905725338039,428192,2,138.4202647611256,0,6,13,2979,True,79.02000000000062,0.1497422893792275
1.0,0.35,0.4,smith,False,0.0,369.0746823999798,16.573278020661373,0,300.01999999979967,-0.13098391441759816,11.081332134486367,1610893,0,135.90605082485482,0,15,14,22410,False,300.01999999979967,0.1470761269605041
1.0,0.35,0.4,smith,False,0.0,223.1855697000865,8.209210531520592,1,149.13999999993686,-0.17788519310170942,-0.09827791596282687,1060876,2,140.23240821238278,0,6,15,7365,True,149.15999999993684,0.0
1.0,0.35,0.4,smith,False,0.0,238.12282959988806,5.600435438607799,0,112.17999999997046,-0.09999006052291343,-0.09701951083139626,602608,2,142.71025194332114,0,6,16,2913,True,112.19999999997044,0.0
1.0,0.35,0.4,smith,False,0.0,150.68968150008004,5.467582365275247,0,96.0799999999851,-0.27561415587184757,-0.10886480624215267,548456,2,141.66938699856024,0,6,17,2771,True,96.09999999998509,0.0
1.0,0.35,0.4,smith,False,0.0,350.33402310009114,15.049653968663458,1,158.03999999992877,-0.18554222904021367,5.355750069915755,1366667,1,139.06999010420955,0,21,18,82488,False,300.01999999979967,0.14718479449213895
1.0,0.35,0.4,smith,False,0.0,141.78431220003404,5.840482883193205,0,96.55999999998467,-0.01709731324836744,-0.08994691289038848,589768,2,145.13072837261936,0,6,19,3634,True,96.57999999998465,0.0
