block_id,unit_id,method_variant,N,K,regime,n,failures,timeouts,success_rate,success_CI95_low,success_CI95_high,mean_normalized_regret,median_normalized_regret,NR_CI95_low,NR_CI95_high,CVaR95_NR,mean_runtime_wall_s,mean_messages,mean_bytes,mean_time_to_epsilon_s,time_to_epsilon_event_rate,mean_messages_to_epsilon,mean_bytes_to_epsilon
B4,EPS-AUCTION,EPS-AUCTION,32.0,48.0,robot_scarcity,40,0,0,1.0,1.0,1.0,2.5278962054208666e-07,0.0,1.0400772281714883e-07,4.4073509300057916e-07,2.126650169441944e-06,0.0717330524988938,225.65,7220.8,0.0,1.0,225.65,7220.8
B4,EPS-AUCTION,EPS-AUCTION,64.0,43.0,robot_surplus,40,0,0,1.0,1.0,1.0,1.6474132939336425e-07,2.2950346762277136e-19,7.72573487316347e-08,2.840177574982214e-07,1.2775843556870822e-06,0.05080482499906793,200.0,6400.0,0.0,1.0,200.0,6400.0
B4,EPS-AUCTION,EPS-AUCTION,64.0,64.0,balanced,40,0,0,1.0,1.0,1.0,2.3518214283707407e-07,1.223145336761677e-07,1.562339487565991e-07,3.2532681136829383e-07,1.0255731050942474e-06,0.7846532074850984,3579.55,114545.6,0.0,1.0,3579.55,114545.6
B4,EPS-AUCTION,EPS-AUCTION,64.0,96.0,robot_scarcity,40,0,0,1.0,1.0,1.0,1.16907779053295e-07,4.431938330754453e-08,6.817071206895662e-08,1.727582944652102e-07,6.238294576656894e-07,0.08090551749919542,308.05,9857.6,0.0,1.0,308.05,9857.6
B4,GRD,GRD,8.0,6.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.004473567079473085,0.004207817754782423,0.003308503634417648,0.005627316487689461,0.01264622462580978,0.0024139749933965505,8.0,256.0,0.0,1.0,8.0,256.0
B4,GRD,GRD,8.0,8.0,balanced,40,0,0,1.0,1.0,1.0,0.0024262567610595807,0.0022093751873196246,0.001894879568304281,0.0029856262572442232,0.005992430582995579,0.003527650001342408,8.0,256.0,0.0,1.0,8.0,256.0
B4,GRD,GRD,8.0,12.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.0007258399829435641,0.0003379576947851001,0.0004596389607277617,0.0009816159147934401,0.002570791870808489,0.0028288299887208267,8.0,256.0,0.0,1.0,8.0,256.0
B4,GRD,GRD,16.0,11.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.00398767634264577,0.003716322261259232,0.003384211000181744,0.004626806120734732,0.008684534674473464,0.004742735007312149,16.0,512.0,0.0,1.0,16.0,512.0
B4,GRD,GRD,16.0,16.0,balanced,40,0,0,1.0,1.0,1.0,0.0012746692333797463,0.0012113005035573649,0.0010747021866588087,0.0014888014732654421,0.0028492678753848527,0.006012524990364909,16.0,512.0,0.0,1.0,16.0,512.0
B4,GRD,GRD,16.0,24.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.00045312996683928634,0.0003593758090558984,0.00034064502631191737,0.0005802532040517369,0.0015879401763500764,0.007462255004793405,16.0,512.0,0.0,1.0,16.0,512.0
B4,GRD,GRD,32.0,22.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.002063062352213661,0.001927353449763055,0.001811667438331985,0.002321080164390646,0.0035938441389045143,0.0108875350037124,32.0,1024.0,0.0,1.0,32.0,1024.0
B4,GRD,GRD,32.0,32.0,balanced,40,0,0,1.0,1.0,1.0,0.000752037300907363,0.000768042443847732,0.0006671926889785406,0.0008436245096351687,0.0014575155935204402,0.012064275000011549,32.0,1024.0,0.0,1.0,32.0,1024.0
B4,GRD,GRD,32.0,48.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.00022164416909334957,0.00020340697813008035,0.00018411369204114956,0.0002627571980269624,0.0005617710734757034,0.012284870003350079,32.0,1024.0,0.0,1.0,32.0,1024.0
B4,GRD,GRD,64.0,43.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.0010845670725979045,0.001057480885828023,0.0009837614613676649,0.0011870750669078257,0.0017285987696035266,0.017622634998406283,64.0,2048.0,0.0,1.0,64.0,2048.0
B4,GRD,GRD,64.0,64.0,balanced,40,0,0,1.0,1.0,1.0,0.00034102275092598563,0.0003181596573030267,0.0003090717445307165,0.00037549936743789424,0.000537500722278474,0.022521712494199164,64.0,2048.0,0.0,1.0,64.0,2048.0
B4,GRD,GRD,64.0,96.0,robot_scarcity,40,0,0,1.0,1.0,1.0,6.026719470164123e-05,5.937067868715675e-05,5.272182919637331e-05,6.848210486459479e-05,0.00011879054119651362,0.024630887509556488,64.0,2048.0,0.0,1.0,64.0,2048.0
B4,HUN,HUN,8.0,6.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0003217125020455569,48.0,1536.0,0.0,1.0,48.0,1536.0
B4,HUN,HUN,8.0,8.0,balanced,40,0,0,1.0,1.0,1.0,3.1225022567582527e-19,0.0,0.0,0.0,2.7755575615628915e-18,0.0001747175119817257,64.0,2048.0,0.0,1.0,64.0,2048.0
B4,HUN,HUN,8.0,12.0,robot_scarcity,40,0,0,1.0,1.0,1.0,3.816391647148976e-19,0.0,0.0,0.0,2.775557561562892e-18,0.00027199250471312555,96.0,3072.0,0.0,1.0,96.0,3072.0
B4,HUN,HUN,16.0,11.0,robot_surplus,40,0,0,1.0,1.0,1.0,2.1350442781253012e-19,0.0,0.0,0.0,1.5527594750002191e-18,0.0011286899942206218,176.0,5632.0,0.0,1.0,176.0,5632.0
B4,HUN,HUN,16.0,16.0,balanced,40,0,0,1.0,1.0,1.0,2.698458740408366e-19,0.0,0.0,0.0,1.798972493605578e-18,0.00060363000666257,256.0,8192.0,0.0,1.0,256.0,8192.0
B4,HUN,HUN,16.0,24.0,robot_scarcity,40,0,0,1.0,1.0,1.0,3.08395284618099e-19,0.0,0.0,0.0,1.5419764230904951e-18,0.0007555900141596794,384.0,12288.0,0.0,1.0,384.0,12288.0
B4,HUN,HUN,32.0,22.0,robot_surplus,40,0,0,1.0,1.0,1.0,9.462128050782584e-20,0.0,0.0,0.0,8.410780489584519e-19,0.0011342124926159158,704.0,22528.0,0.0,1.0,704.0,22528.0
B4,HUN,HUN,32.0,32.0,balanced,40,0,0,1.0,1.0,1.0,1.6326809185664067e-19,0.0,0.0,0.0,8.163404592832033e-19,0.0007835625001462176,1024.0,32768.0,0.0,1.0,1024.0,32768.0
B4,HUN,HUN,32.0,48.0,robot_scarcity,40,0,0,1.0,1.0,1.0,1.020425574104004e-19,0.0,4.0817022964160166e-19,4.0817022964160166e-19,4.535224773795573e-19,0.0007227525056805462,1536.0,49152.0,0.0,1.0,1536.0,49152.0
B4,HUN,HUN,64.0,43.0,robot_surplus,40,0,0,1.0,1.0,1.0,8.032621366796998e-20,0.0,4.590069352455427e-19,4.590069352455427e-19,4.590069352455427e-19,0.0008723250008188188,2752.0,88064.0,0.0,1.0,2752.0,88064.0
B4,HUN,HUN,64.0,64.0,balanced,40,0,0,1.0,1.0,1.0,1.4193192076173876e-19,0.0,2.1026951223961299e-19,2.1026951223961299e-19,4.468227135091776e-19,0.0007417749991873279,4096.0,131072.0,0.0,1.0,4096.0,131072.0
B4,HUN,HUN,64.0,96.0,robot_scarcity,40,0,0,1.0,1.0,1.0,5.51957469628984e-20,0.0,0.0,0.0,2.312964634635743e-19,0.0007134474901249633,6144.0,196608.0,0.0,1.0,6144.0,196608.0
B4,HYB,HYB,8.0,6.0,robot_surplus,40,0,40,1.0,1.0,1.0,0.00017746669917756316,0.0,4.407228890803738e-05,0.00038747231339107625,0.002443831134946744,0.3635736149852164,5616.0,179712.0,10.0,1.0,5616.0,179712.0
B4,HYB,HYB,8.0,8.0,balanced,40,0,40,1.0,1.0,1.0,5.0969769899126175e-05,6.938893903907229e-19,2.2144723296662974e-05,9.087027080050305e-05,0.00044371927040447455,0.8818304075015476,5616.0,179712.0,10.0,1.0,5616.0,179712.0
B4,HYB,HYB,8.0,12.0,robot_scarcity,40,0,40,1.0,1.0,1.0,7.112934239167361e-05,1.3877787807814458e-18,2.9119808732683852e-05,0.00012827331911094224,0.0006556850832711472,1.0392415275040547,5616.0,179712.0,8.187500002607702,1.0,4596.6,147091.2
B4,HYB,HYB,16.0,11.0,robot_surplus,40,0,40,1.0,1.0,1.0,6.92472914834085e-05,1.0211736463232342e-05,3.0380010350839418e-05,0.0001191926560105845,0.0005998187345575591,2.1609460999927252,24032.0,769024.0,10.0,1.0,24032.0,769024.0
B4,HYB,HYB,16.0,16.0,balanced,40,0,40,1.0,1.0,1.0,6.419462984465815e-05,3.122191808936636e-05,3.640576028186688e-05,9.577703309381507e-05,0.0003903651351966677,2.2397811950038884,24032.0,769024.0,10.0,1.0,24032.0,769024.0
B4,HYB,HYB,16.0,24.0,robot_scarcity,40,0,40,1.0,1.0,1.0,5.5724420022636636e-05,2.5648433025683242e-05,3.474679731092448e-05,7.915570006601951e-05,0.00025573384645050334,2.235610892501427,24032.0,769024.0,9.669999992847442,1.0,23237.6,743603.2
B4,HYB,HYB,32.0,22.0,robot_surplus,40,0,40,1.0,1.0,1.0,5.181094621593374e-05,2.7332309910611556e-05,3.4954143434046336e-05,7.056884371688473e-05,0.00020918657060768557,3.557645912494627,99264.0,3176448.0,10.0,1.0,99264.0,3176448.0
B4,HYB,HYB,32.0,32.0,balanced,40,0,40,1.0,1.0,1.0,3.478948484230351e-05,2.711563965390617e-05,2.63712662247805e-05,4.4576979479599304e-05,0.00010933302599622097,5.143360194985871,99264.0,3176448.0,10.0,1.0,99264.0,3176448.0
B4,HYB,HYB,32.0,48.0,robot_scarcity,40,0,40,1.0,1.0,1.0,2.6400920330323416e-05,2.1470530160201224e-05,2.107794410103901e-05,3.161267682396327e-05,6.28787755028742e-05,4.706960169991362,99264.0,3176448.0,10.0,1.0,99264.0,3176448.0
B4,HYB,HYB,64.0,43.0,robot_surplus,40,0,40,1.0,1.0,1.0,2.0296353544550057e-05,1.4627280581062737e-05,1.5329666670436715e-05,2.574023061035171e-05,5.792485169759644e-05,4.126584982508211,403328.0,12906496.0,10.0,1.0,403328.0,12906496.0
B4,HYB,HYB,64.0,64.0,balanced,40,0,40,1.0,1.0,1.0,2.4513057039366354e-05,2.0967976390809425e-05,1.9866820617275876e-05,2.93717688927442e-05,7.731877219317866e-05,6.47924636999669,403328.0,12906496.0,10.0,1.0,403328.0,12906496.0
B4,HYB,HYB,64.0,96.0,robot_scarcity,40,0,40,1.0,1.0,1.0,1.2365838299270493e-05,9.217093996041717e-06,1.0084593846428624e-05,1.461289179743569e-05,2.627548247387404e-05,14.076382727496092,403328.0,12906496.0,10.0,1.0,403328.0,12906496.0
B4,LOG,LOG,8.0,6.0,robot_surplus,40,0,0,1.0,1.0,1.0,6.967278885221367e-05,0.0,3.402311960624547e-05,0.00011338492468556359,0.00047077135138861323,0.20227507000672632,4169.8,133433.6,7.417500000000001,1.0,4169.8,133433.6
B4,LOG,LOG,8.0,8.0,balanced,40,0,0,1.0,1.0,1.0,4.784127455623736e-05,0.0,1.8663770849404003e-05,8.904164129403238e-05,0.00044371927040447455,0.08279435500444379,4069.0,130208.0,7.2375,1.0,4069.0,130208.0
B4,LOG,LOG,8.0,12.0,robot_scarcity,40,0,0,1.0,1.0,1.0,8.968051278403062e-05,5.877020085787165e-06,4.121896998273219e-05,0.000148705155728166,0.0007337593321869562,0.2179132524965098,3902.4,124876.8,6.020000000223518,1.0,3384.8,108313.6
B4,LOG,LOG,16.0,11.0,robot_surplus,40,0,0,1.0,1.0,1.0,6.574460186712242e-05,8.493494886472376e-06,3.488821340263204e-05,0.0001012755177525812,0.00037716124827253425,0.3076537450047908,18062.0,577984.0,7.5125,1.0,18062.0,577984.0
B4,LOG,LOG,16.0,16.0,balanced,40,0,0,1.0,1.0,1.0,4.8643508161904674e-05,2.710986148239669e-05,2.920399744168208e-05,7.117322386199051e-05,0.00028225192014055974,0.17832028500561137,17354.0,555328.0,7.217499999999999,1.0,17354.0,555328.0
B4,LOG,LOG,16.0,24.0,robot_scarcity,40,0,0,1.0,1.0,1.0,5.404977448032271e-05,2.8608747032003566e-05,3.4686174374576884e-05,7.622314644989715e-05,0.0002468085918139416,0.2869761025009211,16622.0,531904.0,6.9125,1.0,16622.0,531904.0
B4,LOG,LOG,32.0,22.0,robot_surplus,40,0,0,1.0,1.0,1.0,4.959986873657853e-05,4.3125010581094e-05,3.502019570622112e-05,6.472531007333618e-05,0.00018880696025594054,0.8589599425002235,73992.8,2367769.6,7.452500000000001,1.0,73992.8,2367769.6
B4,LOG,LOG,32.0,32.0,balanced,40,0,0,1.0,1.0,1.0,4.0276817884270135e-05,2.6660020892724683e-05,2.9801477036690208e-05,5.33698851167189e-05,0.00014787312448416579,1.4773378650075757,71314.4,2282060.8,7.1825,1.0,71314.4,2282060.8
B4,LOG,LOG,32.0,48.0,robot_scarcity,40,0,0,1.0,1.0,1.0,3.467703522991028e-05,2.6918035358024473e-05,2.698188976364657e-05,4.307144153614255e-05,0.0001044801680147689,1.1245058724889532,67693.6,2166195.2,6.817500000000001,1.0,67693.6,2166195.2
B4,LOG,LOG,64.0,43.0,robot_surplus,40,0,0,1.0,1.0,1.0,2.1307138263983014e-05,2.1225054272848688e-05,1.72193278087745e-05,2.545721737929625e-05,5.4824458867168806e-05,0.6016997875005472,293859.2,9403494.4,7.285000000000001,1.0,293859.2,9403494.4
B4,LOG,LOG,64.0,64.0,balanced,40,0,0,1.0,1.0,1.0,2.453269309419168e-05,1.881278596501697e-05,1.98519306196469e-05,2.9738827984346632e-05,6.797104600157187e-05,1.0445128950028448,280553.6,8977715.2,6.955000000000001,1.0,280553.6,8977715.2
B4,LOG,LOG,64.0,96.0,robot_scarcity,40,0,0,1.0,1.0,1.0,1.4487419034799808e-05,1.438567436494385e-05,1.202306059509654e-05,1.685647451698158e-05,3.056520414689338e-05,2.5093805599928602,270272.0,8648704.0,6.7,1.0,270272.0,8648704.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,8.0,6.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.00105578148216601,0.0004093378969583667,0.0006658145163027594,0.001535093719570605,0.005403147271087675,0.3571107950003352,56.0,1792.0,0.1,1.0,56.0,1792.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,8.0,8.0,balanced,40,0,0,1.0,1.0,1.0,0.0017985083603250455,0.0016327974663160397,0.0013481190180322303,0.0022607119849355206,0.004971420794462544,0.4929426174960099,56.0,1792.0,0.1,1.0,56.0,1792.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,8.0,12.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.0006716801121825968,0.0003379576947851001,0.0004222744218691793,0.0009237476440785646,0.0025618141807454186,0.3475281750026625,56.0,1792.0,0.1,1.0,56.0,1792.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,16.0,11.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.0005934481188221445,0.00038390495800342,0.00039617357379601915,0.0008481123190169708,0.0031300410199768917,0.32231149248545987,240.0,7680.0,0.1,1.0,240.0,7680.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,16.0,16.0,balanced,40,0,0,1.0,1.0,1.0,0.0010239378615299998,0.0009217167945950725,0.0008265844021339342,0.0012337865159657369,0.0027425520870405966,0.3387234025052749,240.0,7680.0,0.1,1.0,240.0,7680.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,16.0,24.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.00038465086546453776,0.0002944164397554561,0.0002813753297152117,0.0004883753672983626,0.001160511157609918,0.3790544324874645,240.0,7680.0,0.1,1.0,240.0,7680.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,32.0,22.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.0003453780776166416,0.0002867638633546332,0.00026742685573557964,0.000431934333335399,0.0012017469400603708,0.369466777483467,992.0,31744.0,0.1,1.0,992.0,31744.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,32.0,32.0,balanced,40,0,0,1.0,1.0,1.0,0.0006184105847688332,0.0006080787730944592,0.0005638385920720217,0.0006744347400418,0.0009834520091491824,0.4427143899985822,992.0,31744.0,0.1,1.0,992.0,31744.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,32.0,48.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.0001750921470476058,0.00016208197115611934,0.00014762096434880928,0.0002044035170596235,0.00042763720343516197,0.5048655624879756,992.0,31744.0,0.1,1.0,992.0,31744.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,64.0,43.0,robot_surplus,40,0,0,1.0,1.0,1.0,9.810061753085645e-05,8.479633361816702e-05,8.070950732255491e-05,0.00011681295754189099,0.00023210153659317264,0.6911755424953299,4032.0,129024.0,0.1,1.0,4032.0,129024.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,64.0,64.0,balanced,40,0,0,1.0,1.0,1.0,0.0002515301646177569,0.00024888800587466854,0.00023427412327063103,0.000270459525110084,0.00037475959668482385,0.9252975675015478,4032.0,129024.0,0.1,1.0,4032.0,129024.0
B4,MAPPO-GNN::train_seed=15001,MAPPO-GNN,64.0,96.0,robot_scarcity,40,0,0,1.0,1.0,1.0,4.804919612153058e-05,3.870165656204804e-05,4.0365450923337715e-05,5.581899056134929e-05,0.00010287211370019768,1.1361979449895443,4032.0,129024.0,0.1,1.0,4032.0,129024.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,8.0,6.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.00105578148216601,0.0004093378969583667,0.0006658145163027594,0.001535093719570605,0.005403147271087675,0.4159767824865412,56.0,1792.0,0.1,1.0,56.0,1792.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,8.0,8.0,balanced,40,0,0,1.0,1.0,1.0,0.0017985083603250455,0.0016327974663160397,0.0013481190180322303,0.0022607119849355206,0.004971420794462544,0.5543568425142439,56.0,1792.0,0.1,1.0,56.0,1792.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,8.0,12.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.0006716801121825968,0.0003379576947851001,0.0004222744218691793,0.0009237476440785646,0.0025618141807454186,0.4401712774997577,56.0,1792.0,0.1,1.0,56.0,1792.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,16.0,11.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.0005934481188221445,0.00038390495800342,0.00039617357379601915,0.0008481123190169708,0.0031300410199768917,0.3234149599971715,240.0,7680.0,0.1,1.0,240.0,7680.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,16.0,16.0,balanced,40,0,0,1.0,1.0,1.0,0.0010239378615299998,0.0009217167945950725,0.0008265844021339342,0.0012337865159657369,0.0027425520870405966,0.39162248248467224,240.0,7680.0,0.1,1.0,240.0,7680.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,16.0,24.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.00038465086546453776,0.0002944164397554561,0.0002813753297152117,0.0004883753672983626,0.001160511157609918,0.4263043200073298,240.0,7680.0,0.1,1.0,240.0,7680.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,32.0,22.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.0003453780776166416,0.0002867638633546332,0.00026742685573557964,0.000431934333335399,0.0012017469400603708,0.505073952494422,992.0,31744.0,0.1,1.0,992.0,31744.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,32.0,32.0,balanced,40,0,0,1.0,1.0,1.0,0.0006184105847688332,0.0006080787730944592,0.0005638385920720217,0.0006744347400418,0.0009834520091491824,0.5299243674962781,992.0,31744.0,0.1,1.0,992.0,31744.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,32.0,48.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.0001750921470476058,0.00016208197115611934,0.00014762096434880928,0.0002044035170596235,0.00042763720343516197,0.5460641650221078,992.0,31744.0,0.1,1.0,992.0,31744.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,64.0,43.0,robot_surplus,40,0,0,1.0,1.0,1.0,9.810061753085645e-05,8.479633361816702e-05,8.070950732255491e-05,0.00011681295754189099,0.00023210153659317264,0.6346298774937168,4032.0,129024.0,0.1,1.0,4032.0,129024.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,64.0,64.0,balanced,40,0,0,1.0,1.0,1.0,0.0002515301646177569,0.00024888800587466854,0.00023427412327063103,0.000270459525110084,0.00037475959668482385,0.8949266274896217,4032.0,129024.0,0.1,1.0,4032.0,129024.0
B4,MAPPO-GNN::train_seed=15002,MAPPO-GNN,64.0,96.0,robot_scarcity,40,0,0,1.0,1.0,1.0,4.804919612153058e-05,3.870165656204804e-05,4.0365450923337715e-05,5.581899056134929e-05,0.00010287211370019768,1.3284439324983395,4032.0,129024.0,0.1,1.0,4032.0,129024.0
B4,MAPPO-GNN::train_seed=15003,MAPPO-GNN,8.0,6.0,robot_surplus,40,0,0,1.0,1.0,1.0,0.00105578148216601,0.0004093378969583667,0.0006658145163027594,0.001535093719570605,0.005403147271087675,0.38209324249473864,56.0,1792.0,0.1,1.0,56.0,1792.0
B4,MAPPO-GNN::train_seed=15003,MAPPO-GNN,8.0,8.0,balanced,40,0,0,1.0,1.0,1.0,0.0017985083603250455,0.0016327974663160397,0.0013481190180322303,0.0022607119849355206,0.004971420794462544,0.38613700000569223,56.0,1792.0,0.1,1.0,56.0,1792.0
B4,MAPPO-GNN::train_seed=15003,MAPPO-GNN,8.0,12.0,robot_scarcity,40,0,0,1.0,1.0,1.0,0.0006716801121825968,0.0003379576947851001,0.0004222744218691793,0.0009237476440785646,0.0025618141807454186,0.36384211499243974,56.0,1792.0,0.1,1.0,56.0,1792.0
