world_key,method,commit,deficit,distance,move_order,phase
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,21,0.0,474.56873480372906,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,22,0.0,473.71162322024963,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,23,0.0,472.7165313101137,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,24,0.0,466.970015172257,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,25,0.0,459.0395723436091,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,26,0.0,416.5386557769563,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,27,0.0,401.5989768407268,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,28,0.0,400.4949952926367,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_p,29,0.0,399.2622759786847,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,0,56.0,0.0,0,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,1,51.0,9.534388286690978,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,2,46.0,62.064285176102224,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,3,41.0,89.02695331184215,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,4,36.0,165.97763322837108,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,5,31.0,242.06905745575253,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,6,26.0,257.3069322812441,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,7,21.0,265.4845175228442,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,8,16.0,320.32677024667146,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,9,11.0,367.8547729036945,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,10,5.999999999999999,380.30250125074116,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,11,3.098366202920757,425.07527183592214,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,12,1.2838344400987092,466.46612123849394,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,13,0.728181499280617,544.8250205959273,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,14,0.271640254909693,549.7770896931819,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,15,0.0,577.4650857820388,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,16,0.0,574.0923987441312,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,17,0.0,528.2928866927622,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,18,0.0,527.3256177035053,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,19,0.0,479.4650403420061,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,20,0.0,475.6836161491464,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,21,0.0,474.56873480372906,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,22,0.0,473.71162322024963,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,23,0.0,472.7165313101137,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,24,0.0,466.970015172257,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,25,0.0,459.0395723436091,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,26,0.0,416.5386557769563,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,27,0.0,401.5989768407268,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,28,0.0,400.4949952926367,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_c3,29,0.0,399.2622759786847,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,0,56.0,0.0,0,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,1,51.0,27.687996088856973,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,2,46.0,33.84969733764027,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,3,41.0,55.24976762056561,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,4,36.0,60.154934402239824,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,5,31.0,68.33251964383994,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,6,26.0,90.76336258353898,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,7,21.0,147.07932234757618,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,8,16.0,175.5747442335701,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,9,11.0,185.10913252026108,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,10,5.999999999999999,197.55686086730773,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,11,3.098366202920757,222.06827838519564,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,12,1.2838344400987092,248.76637150082382,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,13,0.728181499280617,300.4486174888176,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,14,0.271640254909693,360.75822129595485,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,15,0.0,418.49105199051655,1,Q
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,16,0.0,404.0184186446784,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,17,0.0,402.3557880121131,2,G
E3:clustered:p0.7:cv0.0:r20,geo_qpg_d,18,0.0,401.9269282943742,2,G
