world_hash,scenario,reserve_size,seed,physically_recoverable,delta_min,penalty,pure_nash_count,exact_potential_verified,all_nash_feasible,all_feasible_nash_minimal
d4e5c9c10f319113fff4e0247d56ff53f526c91c313f272455a08c23ab88cf2c,balanced_recoverable,4,8615,True,0.004829368200072626,175.03705940866237,1,True,True,True
c0655f876097d0442bd884940a28d32744e98527b414da264a6580549565b5b5,balanced_recoverable,4,8616,True,0.21237656542956584,4.830520448155348,1,True,True,True
bb4ec9cb6ec380b4b35dca7546427dcb3b035efe4ecb3fb7cd076f24473a0868,balanced_recoverable,4,8617,True,0.03206152650691274,30.62735722552224,1,True,True,True
e71af1be2889de72f628ae71f664801abf96154aaf1a80dcba1d0ebddbc4e6f3,balanced_recoverable,4,8618,True,0.1413523349724113,7.988636583345898,1,True,True,True
9697b52ae0e0b2fe58da92eb75c0dd328da380154af404cc59dd756c1f01cd69,balanced_recoverable,4,8619,True,0.1698767554513554,5.464733946422861,1,True,True,True
025a5e822de7530e5f3161b79b24ae7daf9a557a8ce73db831bea5b2696108c5,balanced_recoverable,4,8620,True,0.065672997047859,13.085280427069215,1,True,True,True
67f25ad74d62766043f6dc3f458ced2dd9a67dd5575b2851301a196640fe29d5,balanced_recoverable,4,8621,True,0.10311303093854063,9.685447045063052,1,True,True,True
a41de51159fa1b97a354d656fbfdbeb6041b7f1942cfc2c3d49d01a4e60fb8d0,balanced_recoverable,4,8622,True,0.07368576858834475,9.741753699878581,1,True,True,True
2342f9a2afa49c9fb627cf5772ee3959baed87e35670ff54743228432b6974e2,balanced_recoverable,4,8623,True,0.06521584837034444,14.401465456121713,1,True,True,True
979ae869bdb6bf404b03b236d0da4efb4dc24c3014f8165856bf9b350953bfa0,balanced_recoverable,4,8624,True,0.3478194328977604,3.0971688144611305,1,True,True,True
654f2d4f1e6c9352b906912707849d94aa951cb77941dfaa1fe8b282b6b1a3c6,balanced_recoverable,4,8625,True,0.08660594001537802,12.445463642921794,1,True,True,True
0ea262b2d96dfb02779c353acbd973b8fe59b88a8ffd69573631ecdf2d91d55e,balanced_recoverable,4,8626,True,0.08405728551426972,11.11032727826319,1,True,True,True
8fb0a79be410f237659efd087a1f56119c9ebb77cccd7c396955622c85a315c5,balanced_recoverable,4,8627,True,0.035846232295034364,28.50281910566631,1,True,True,True
d45647b01d9be10bcde0f09540a6f4e1c778b7c20c0691bb780d570fdcab5fd0,balanced_recoverable,4,8628,True,0.08084966393483739,12.197102407788648,1,True,True,True
2167ec06d159828ee9e821e7ea7bf7128fed6f4f3b6cf9c5d7d4ce29d9b48607,balanced_recoverable,4,8629,True,0.12491601592179458,7.168955844605832,1,True,True,True
30dc18fb893694dd83199bd34b3f7e04757ba8bdbd5f04f54b691b971df446b9,balanced_recoverable,4,8630,True,0.07067747590238127,10.485619039231093,1,True,True,True
caccc4882d702075ce73997a46529c1f91efafb660c2bca2e18ea4848030e941,balanced_recoverable,4,8631,True,0.12698667178050582,7.715957963728407,1,True,True,True
a666e3e6766e9cb9bbd4776cc45ea99541b74eca3759802d94079f281f4143df,balanced_recoverable,4,8632,True,0.19126012870803677,3.9493748976366465,1,True,True,True
3c6904580be589aff1d91506428a8423bebaffa51a859c79dac1077a709dc783,balanced_recoverable,4,8633,True,0.18122070004436303,4.190634097020794,1,True,True,True
c12b0c0f7ada07583d3deaca4497372b957e13807db264b35ee424d40283d88a,balanced_recoverable,4,8634,True,0.17067661284705493,5.198247007125493,1,True,True,True
71c060f66b3d0fb7315b1381f1878abb32eb8cbb27c3c3140b998cafff95f48e,balanced_recoverable,4,8635,True,0.108626664619219,8.485905105827989,1,True,True,True
790c77971a8e0b85ea57253b4978bcfc0871103a592fc63f4dac4600479020ba,balanced_recoverable,4,8636,True,0.0866442495006644,12.49547564727961,1,True,True,True
7a8c5bd8a8663b9bf7db533baba877810a65b66a5467ccecee15b180e80fff71,balanced_recoverable,4,8637,True,0.14438335782424871,6.558622664452874,1,True,True,True
44f3da1ecbbb1d17e983f3fd08e4a149e851a44c2edf68e72e683206fa6f1b85,balanced_recoverable,4,8638,True,0.2558198701170572,3.983010207289247,1,True,True,True
055beb463cb93e2d03905d1c86ecbc0b25f0e521406fddc22c608fad0c1cf26e,balanced_recoverable,4,8639,True,0.2600045349489378,3.1896663631321656,1,True,True,True
d9a21f3f6e5f49f365a880b0defc427ee9695a694710e508b237e6d419eac60a,balanced_recoverable,6,8600,True,0.014720404474035331,68.28977651002418,12,True,True,True
7e559a63889e867ff08b0d538776fe2a9479c0e3ffd157232957d10d069adefb,balanced_recoverable,6,8601,True,0.04888658846068794,19.327613643347693,4,True,True,True
53b8b63c21a592976d8ef02fa69b0990a76a94060f1fd5e3e2bcce349999756f,balanced_recoverable,6,8602,True,0.013129480551948736,79.62245394780338,12,True,True,True
73bd3d32d2b3391e89acc8ed5acc790afe14caac9e7f50c8bce4009ad724a7b6,balanced_recoverable,6,8603,True,0.018481583647817712,56.0407106146987,9,True,True,True
51429916c36e9a03559b2905dd55f1596f1e6b1816625217acbd8d9b8bd7f59e,balanced_recoverable,6,8604,True,0.02360957382060458,44.46861609392724,12,True,True,True
24d6b76c42aaa4ee2bc8e0c378e2a05b7fa72b58cf28a3f9ba866204d862c488,balanced_recoverable,6,8605,True,0.009870929223259384,99.54797345845228,12,True,True,True
f8c7c0ed1d7b6e7e5cd782f06916b9812f832a5fe1654586db21b47b47229c7f,balanced_recoverable,6,8606,True,0.02610307622628172,35.27262267638312,4,True,True,True
ab571de70b8a479996c38bcef751eb93db044e2e7897c2aef6af266a787ca382,balanced_recoverable,6,8607,True,0.03247951494097745,29.991786094586644,12,True,True,True
d64dc196bcbf9e7cab90ea5122fc68e9ba0147015b8f6a12657771f49fe6e8e5,balanced_recoverable,6,8608,True,0.024526693840837166,40.196913499248495,12,True,True,True
2892c7911516288d36c9fc3945cf1838056824741a492882e33e75bd131637d0,balanced_recoverable,6,8609,True,0.058896537936547255,18.217313107261585,11,True,True,True
2035bafdbae444ac3435a38d3d2a2c2c1f56719f29ea5d81a88e1a5f82359b5d,balanced_recoverable,6,8610,True,0.006345055448937709,145.34093185630584,6,True,True,True
01e09ff0ed76463169a416105316dc89f36e79ab6158fc24a7abf5784c6be098,balanced_recoverable,6,8611,True,0.006149162106306116,148.78943436046043,8,True,True,True
77640e55cc8dc210857951db09241735b4fbcca4ba0f7146d0e9a9179f28ad1a,balanced_recoverable,6,8612,True,0.02807695294524959,35.74182080792249,12,True,True,True
fd73104a3680856db3dba65267da0ae1e1cb0d28107391775935811c0c774ab7,balanced_recoverable,6,8613,True,0.00232596426844367,405.07204696355507,12,True,True,True
fba036340a5a67b84f307161ef47c87112dafc81af271a14e4c74ac91db44e9d,balanced_recoverable,6,8614,True,0.001288297759399204,836.207652515719,12,True,True,True
fd56dfc9b6f3f6612aa2ec1510f0965392719f053d24fbf12f01976a0d9d1008,balanced_recoverable,6,8615,True,0.005599365169075554,183.10672023913324,3,True,True,True
3555bcdb7884b4686d2f8343fa1d9e25d0cbd864dffd16b67eabc00c7401e173,balanced_recoverable,6,8616,True,0.015376644994140265,65.50003076113927,5,True,True,True
369d5557a9dcb1092b344ee033b2806e015d2667fd13fa3e40e1a4895abd2694,balanced_recoverable,6,8617,True,0.00971366069346058,108.56332492092756,8,True,True,True
647ab5b884c00b2f04bcc6fba61bc2786889c98f4d6623daef05e020e4647929,balanced_recoverable,6,8618,True,0.02677168275728481,34.387103221679105,13,True,True,True
31b1667547d2e882e514b37b2b261a2ae70b4898d206e89e07150bd3093329ec,balanced_recoverable,6,8619,True,0.023871046609556856,41.46852433770107,6,True,True,True
f92f2afd12230d3e66cf9e112f0cdaa27845e252e45d77078e0b0517dd9cce05,balanced_recoverable,6,8620,True,0.00972665579187737,111.93256233740976,5,True,True,True
9942ae9b35d83e533881adfd2f020740c0f35842307b6bc3fb1bda40bef14fb1,balanced_recoverable,6,8621,True,0.023086407854490676,43.22475404817935,6,True,True,True
053430507083769bc0c7669dcf9682f8d7e0d8a098774a87554e3d0be655a457,balanced_recoverable,6,8622,True,0.02028445031477477,45.68511852057361,6,True,True,True
098995af348728ca81a4e17dc7793a822abaca9d6ecff208689fd4a46f8feaa3,balanced_recoverable,6,8623,True,0.0010158318912050213,898.9417351911776,12,True,True,True
46082457759cd89e5280effb40fd51d95a77f6df54d85aa30a7c75e5dd5e6a57,balanced_recoverable,6,8624,True,0.00521854798541832,219.20643202525852,8,True,True,True
2289ddc5ef68d1d32b540f148129ced742e6b72d51d2a0275a7ed63917cdd540,balanced_recoverable,6,8625,True,0.0019610285522697612,573.9279049467849,2,True,True,True
f2fee88332d93a73cf992df894651024decdeb25d1cc40fde553d390ef1d5258,balanced_recoverable,6,8626,True,0.003939727614494348,204.9128632535981,14,True,True,True
91a6523eaf242d55ab38840c52064974f82a0720a1451be42d6318c307cb75c5,balanced_recoverable,6,8627,True,0.0046323904014018424,193.7881370927555,9,True,True,True
fc83c5d9bf74816af423616e13d18f829eefc6aed46e37117299d27a176e072f,balanced_recoverable,6,8628,True,0.004583924498018144,224.75908191886137,15,True,True,True
688a22a498db24f11432c4d82e900d951e2b7e0fb7afc6d322db7188ed08b9f0,balanced_recoverable,6,8629,True,0.005660271430297015,170.6888283116451,3,True,True,True
052b9137224d658d2339dbc8975515f82ae72177876b9d80e5abd7b2fc24c5dc,balanced_recoverable,6,8630,True,0.019862447757582502,54.360324877961304,11,True,True,True
139d37a7168ff98f05acd862f25b431f401e5c79c91d837b2a612f8e697f88f9,balanced_recoverable,6,8631,True,0.08703923664798907,11.235801719676175,1,True,True,True
6eee4bc9570ac48345975211e1093c222d7be78a16997b50f82297307f042b36,balanced_recoverable,6,8632,True,0.0061556145763626,150.34798000841894,5,True,True,True
3cc05f50991bf4e69a2f543a2c68456e6bdeb1a1177f85333c25d54588e53d65,balanced_recoverable,6,8633,True,0.07718753906813158,13.592305247325069,8,True,True,True
b4a393cad38cc3a320616cea7612768e57514e0d988ebcc1d4c374f3e80badca,balanced_recoverable,6,8634,True,0.00023854623381791562,4006.1728465097326,7,True,True,True
e7e485af792f91414caaca31e201b23e5bf20abdd4bceffcb4eb316fb801e7f2,balanced_recoverable,6,8635,True,0.027191182206329434,33.25820331064389,13,True,True,True
835e004f1b73880b895cf0d9bb40ccdb181d399a4b24f85f9497a953784d85dd,balanced_recoverable,6,8636,True,0.07948834097417001,12.534650305102524,8,True,True,True
d7d8da5b778e4d116f15d931e4e525483c40c67fa553fc05fd717ede99612bb6,balanced_recoverable,6,8637,True,0.0041961004763104714,224.81484142459303,10,True,True,True
6b925802e80be639c11a42dd5b1958b44e68e1de8a858c2ebee703e2ade46ea7,balanced_recoverable,6,8638,True,0.005704787898876407,181.31278537970897,8,True,True,True
2c83f5ea5b5286bece021b8410582d04c06068e902675cda3e4803dcecc6bb08,balanced_recoverable,6,8639,True,0.011758738669795266,82.38065673458541,8,True,True,True
3e437aa11a3dc6033265bdef818283222f76ee3b14ff225b7821bf39a908a623,balanced_recoverable,8,8600,True,5.996802999730377e-05,18058.214283236302,40,True,True,True
a240f06afd0b2b1a29a2b0ce5d6ddff490ee32308103ec81e44b900dffb066f5,balanced_recoverable,8,8601,True,0.0008177701273502924,903.7156837635835,53,True,True,True
cd6fb86cab167cdd35fb1a501afb0f113b9a95ea04255f3e89ebb9377f2135c0,balanced_recoverable,8,8602,True,0.0010778090949462582,906.23681140507,43,True,True,True
547dbf311cb72a47690b8e45f0ab90db5e83aecf436167f7be6d5bd94d64493c,balanced_recoverable,8,8603,True,0.0036222400015510914,250.1642535765722,40,True,True,True
76e0dc88d7c41655f3e39a69d75552c3b273f39c53e87e9a3639be98d4b6bf7d,balanced_recoverable,8,8604,True,0.0009675224308063335,924.5407714223528,39,True,True,True
86c705e6551b25a6b59bd20b8d06e5812809b6d1421f5c0bd84e1c174424f809,balanced_recoverable,8,8605,True,0.00012232055264727038,7952.117080524382,37,True,True,True
ff24f2cad7d7a8009929efa595c3d34544e14ac0948ddea3599e5d1402a9ff8c,balanced_recoverable,8,8606,True,0.001750302603297893,586.6803235661154,39,True,True,True
33d14f418b68421e11dec8006857c4efbf9a2092c4eedc8513bd33d8009c722b,balanced_recoverable,8,8607,True,0.006647439492077356,162.6095030794094,62,True,True,True
98d4c96973886264a400ce2ce979b3095db12819f28b3013a709a31716f7f6aa,balanced_recoverable,8,8608,True,0.0003129136331747606,3309.957744772837,45,True,True,True
530d79ed2e8c1401adccc62eb0854c93516ca5fc5b0045e699225540954b00a0,balanced_recoverable,8,8609,True,0.0015046939073622978,697.6615727333392,45,True,True,True
ef70686f2b13d464e41077a92d2738c96e97134d3b12f9d915a82b6c8380144e,balanced_recoverable,8,8610,True,0.005235667431449098,184.49772142735543,41,True,True,True
7e1c62b7e8d6412c53613d92c343f95d726d61c15d7664b764cd1f57a9a60ae7,balanced_recoverable,8,8611,True,0.004487053298588672,241.23854491134662,47,True,True,True
e30e2cde09a0e716d1fd6aa324618d3aa738b6d590c5f71fab93144ea0b846ba,balanced_recoverable,8,8612,True,0.0014835343730776884,593.5476982854746,34,True,True,True
e3904efebcd18937b24032761f285080dbe5aa2d54aa611b91630699bb087785,balanced_recoverable,8,8613,True,0.004180291639776956,260.80729921588346,59,True,True,True
7430c821d4e1ea897eb912938638d9a32a5911ff0702dc690f6ee1e32d45d3db,balanced_recoverable,8,8614,True,0.00042003152930625287,2520.9493381894554,45,True,True,True
7aeaa45cac1ec66d89df10a264ff82b009ed7aa917eeca09162e2f145a78e062,balanced_recoverable,8,8615,True,0.0010387516957331977,846.6771877558515,43,True,True,True
5213a7fbacab0e8bc6e29281989f55e96d0765e6f4c49bf7c3cee576f5fc0101,balanced_recoverable,8,8616,True,0.006505692668310581,126.19261919923737,54,True,True,True
cd22c5320020e7a7b69b66714583c03370223ebc4634f216d6396bfd808fd7b2,balanced_recoverable,8,8617,True,0.006084978292305587,180.73713941460463,43,True,True,True
a222b223144931f88dc774e06a1df7764645edf8ca9910ab12d3739a14732117,balanced_recoverable,8,8618,True,0.0034040859292010506,246.86528119221754,50,True,True,True
40dbd388da32e1799a124c727b62359ad3276df90589689e830ac87a2feb36cb,balanced_recoverable,8,8619,True,0.0028763973609601257,342.88897050609137,53,True,True,True
24274f617a7ad39cd865777b6c132394c7a21daa635b8d186f5c7f45babcc5a1,balanced_recoverable,8,8620,True,0.0005109132625553681,1963.265510284617,52,True,True,True
cec8b1493f278466c0d01fe876084816e4e09f484c4a3340a7d30bb276f3c2cb,balanced_recoverable,8,8621,True,0.010882877034788296,94.63831072877126,53,True,True,True
18be33a27f8852372c4d076397e8a986fe980a4196207c38d3fc91e45504aa35,balanced_recoverable,8,8622,True,0.0037821311493296816,278.0471974990955,43,True,True,True
923d75eedd100d6eb6b4e0f2a42f293be3bf42f291ecdff14a51a2653203abb7,balanced_recoverable,8,8623,True,0.009257902039469745,119.08632352166032,35,True,True,True
b9d470f8df2cdcafa2093c33dd04a4d3f203a05ff63861271dc2e661f8ed751d,balanced_recoverable,8,8624,True,0.0026965574844988183,399.27128654711146,41,True,True,True
c513ef8d560db89cef16ff063d550d1153eb1433947db153d4db06bed9203611,balanced_recoverable,8,8625,True,0.003378834798796415,302.2473966214169,46,True,True,True
2dbcd57aa88882d3123bb3aacd8f9ffe9c09ae44bc3ebb516db54a8ac96a7351,balanced_recoverable,8,8626,True,0.0043559107526036644,255.4922506223825,44,True,True,True
ace09c49b90a160e8a677614240a18da86a940653154c447c017131d295ade97,balanced_recoverable,8,8627,True,0.0012603957852740377,844.7412060153495,38,True,True,True
ab2b718e12235acda39d0dd235e8d7ea3847c9692bbf69740ab78868b2a9ec14,balanced_recoverable,8,8628,True,0.004030894373079796,271.6962925950946,40,True,True,True
a99d2897beaf4f337ee49bde15b84d7c299263dc1959aa8483003b546dcba600,balanced_recoverable,8,8629,True,0.001165995119508767,925.8603131625366,49,True,True,True
0b2043e8848fad74b77b20a92a9d42569f84766918227de9fbab124808e57823,balanced_recoverable,8,8630,True,0.0008600175703257218,1127.5942642300074,48,True,True,True
0405512fc7d668ed4342b573e4d5f7f7a281ca7d95e40ad3647f1e026ce3ea68,balanced_recoverable,8,8631,True,0.00022556652595606685,4559.796587994744,36,True,True,True
fadae8322b2cfb6cc5345da16b4ca24e0a7963b983999ecc46f7266ec78213c5,balanced_recoverable,8,8632,True,0.0010984265357094625,756.8734029756641,45,True,True,True
541738a7c6ecfa28543f963177c23b85a0a82403fb7c3bf3c1383fa2b05c8d20,balanced_recoverable,8,8633,True,0.009349412998723272,97.98643798559544,50,True,True,True
2e27fcbaba1e51453f2b857d7751b4cd027af581a5ae93bf13e05d11cb77a316,balanced_recoverable,8,8634,True,0.0026967425909759646,350.86663248303717,51,True,True,True
c315b5df5052637e9de909dad6c59a49224cc604532b7192e81813370041f08a,balanced_recoverable,8,8635,True,0.019377249636689742,46.66341358113409,38,True,True,True
7848854b962b8cb06d1e1a54f89da1c02a11edf8fbe62c280a3a9569fb6d1885,balanced_recoverable,8,8636,True,0.0018650906602986073,541.5913114497243,55,True,True,True
59ef1166fa43a21df4c1a61d92a4ae8715f3553e9226b4b2ca4dd4d89af1f99c,balanced_recoverable,8,8637,True,0.0008736498270441873,1208.7213941258522,39,True,True,True
8a42ebfbc4ad031be23a184855fdcb2fa2836bb6202a227941634cc5fdafc472,balanced_recoverable,8,8638,True,0.016087813607367107,66.38566031776297,67,True,True,True
64fbd69ecada27b4be68348cc01b8fa7cf1c090fc47167c08ac8636f732f0d8d,balanced_recoverable,8,8639,True,0.00023931163683976742,4040.365384367194,56,True,True,True
d4ee1fb8aadece2fa38e9a67768124ab27fe8aef132c30b68c7a63e6df0ffc95,complementary_recoverable,4,8600,True,0.10026287060976868,6.8560056218129395,1,True,True,True
5cbbf06b764bb14f6cc3b217bd232aacd2d153e14a2c4b0bbb95021b6cce2414,complementary_recoverable,4,8601,True,0.2726179853927462,3.6190139705700903,1,True,True,True
fb58ace050aa2d1cd709f2bf5cefe6764bab08bda51cf0ab15d8b902495c21e7,complementary_recoverable,4,8602,True,0.16419896195593686,4.244965307730584,1,True,True,True
7688de01fe8206eb27d6c894c424a710fb5387937f34e78aa53c18fbc5ac959c,complementary_recoverable,4,8603,True,0.22081574972167872,4.98478223010328,1,True,True,True
d2b5b607129e349c24c173c15ae7544b0c935fbe2284b228c889904b18645a7c,complementary_recoverable,4,8604,True,0.18867485857301525,5.382916821054838,1,True,True,True
da32b8640b4524e865765c09fbff112e805bbfbb69b75d46d945c9a5c9ab4be3,complementary_recoverable,4,8605,True,0.04462154772216287,21.97324778673008,1,True,True,True
4a6e4b901775742fc8cc3efbc762acd24f0712b3b8b1a5c8128d94fec9e298d6,complementary_recoverable,4,8606,True,0.18518082662364765,5.775514640835058,1,True,True,True
a17f1ff295eae0e9b26f0281cb96d6cacc0e03eb4532e06a50380e3df9fe2600,complementary_recoverable,4,8607,True,0.03480163580116913,26.333381489126758,1,True,True,True
200cd86e18a892070d76afdfc151b6b28fcdd114a2d28901c1b7e47e6293ca50,complementary_recoverable,4,8608,True,0.05917098677126764,16.32899754078404,1,True,True,True
7c74d19e8e8aa2258e55a1a0b5a2c42d92091a3af300ec0edf7933a45b697e34,complementary_recoverable,4,8609,True,0.16778178089080786,3.4164378379034863,1,True,True,True
b24251c63451c29d40c855aa846e2f82d260032fec35ab390d074cfe5f6c4b0e,complementary_recoverable,4,8610,True,0.07660874261617612,12.978790851338236,1,True,True,True
c014e06b75ff9e1eee7fb15478b18899e7faf62e78e9df46be03fa24ecd23b1f,complementary_recoverable,4,8611,True,0.22269667465666376,3.294238401075606,1,True,True,True
36fde6c8aac07ce25f4a2a37c10e5a9970ff7f91a3beb715595ad0f7e9ab3f50,complementary_recoverable,4,8612,True,0.23389536776432107,4.0998432227348225,1,True,True,True
bfb1f286ee13c2ccf120f74bd04b3efc48ba920d1dee0a52de6d1b244393d745,complementary_recoverable,4,8613,True,0.28098191365580105,3.209426851947757,1,True,True,True
11430436cff043c73457c9aa7fa15a8275d616e7c6dbe4efb899be6bc8ca5c57,complementary_recoverable,4,8614,True,0.11851593595696852,7.932170506728827,1,True,True,True
2b1bbf21eeea878aa473e8948d392d0dbfb7df70f4fdb173ee57ad61db534dc1,complementary_recoverable,4,8615,True,0.17957244264152739,4.845994728061702,1,True,True,True
eeff36155fd8e42ae10331e13a05b0014b20ce85a376c06aa9f6a642668306d7,complementary_recoverable,4,8616,True,0.0971696198622447,11.055120330114237,1,True,True,True
464378fe90eaee0653eecc7e1f5464ee90fed1301a4e3046656e73437815fc05,complementary_recoverable,4,8617,True,0.08668920779680189,11.727792693203938,1,True,True,True
73796a37483894b7af6c0f78eb8a2a58d8cbb6b84ba4f4b9828dcd447dcda402,complementary_recoverable,4,8618,True,0.10181898004164747,10.16331574888552,1,True,True,True
2464081664e3236b72b7f339268edfa3d6baa2e606dd0b3abacda845f4319991,complementary_recoverable,4,8619,True,0.11624777690216215,7.016595149488068,1,True,True,True
5c1d4af731e85339bebb702e39a9938fc53504f61e806577e476e05a0ddc838f,complementary_recoverable,4,8620,True,0.14246193638514848,6.525271508817356,1,True,True,True
606a352ab2c0621c54b9a0159ec976e305614d3a7d3c728dcd5d7022c8614088,complementary_recoverable,4,8621,True,0.09276032182820393,7.806078830517602,1,True,True,True
336c2a49a76f2f47684af7f47949467bface9a294b0d131bfbcc37a22b3b22a1,complementary_recoverable,4,8622,True,0.10191478726950687,9.007496489485334,1,True,True,True
8c7e578763a5f74fbe6dd05cfdec7963faf6d8f3f12ae7c5b376266570fce773,complementary_recoverable,4,8623,True,0.129983342430937,6.661081578370202,1,True,True,True
ad549c86cb3749d15173ef06ed7ab386b305f9a12a8aebee350e1e11c6be5bd4,complementary_recoverable,4,8624,True,0.03045059983598708,31.914257470574455,1,True,True,True
930f42afdc0355cb0dc493c493303ac48e199aa0a22029a57c8361c9ea4135ac,complementary_recoverable,4,8625,True,0.25745416486558437,2.7493594660495257,1,True,True,True
6ce5e8f744f534640e1a19476321b886b0f84756d6d24c2a13c85ffc10fc64c0,complementary_recoverable,4,8626,True,0.07408290179642008,10.937905317923967,1,True,True,True
e7ab665963ad8707eab95b14f722c0d28de1856f4e6b58515f1e706d108c9c92,complementary_recoverable,4,8627,True,0.18025357163531963,4.331301849569856,1,True,True,True
85daefa213feebbd679e0ae569c47c1de5f0789909ecabe2546733509110de1b,complementary_recoverable,4,8628,True,0.06093992043555729,16.67732015492122,1,True,True,True
f22356c2ddf23e5ddc6ff2f143a207bcce431e08671c8ea7613d8571eba9f3fb,complementary_recoverable,4,8629,True,0.06306962058994181,12.209258511225912,1,True,True,True
7f3f5ac4b2f6364863026e186aedd13189b2820e7674fc9a48b250fc21350044,complementary_recoverable,4,8630,True,0.1357633592884977,5.879801895974371,1,True,True,True
7d1c26a2c4321d71bc9a55d7417ecf973b98b424ed598e7f38b0abaee8bc88f2,complementary_recoverable,4,8631,True,0.09919470483646431,10.060680891234966,1,True,True,True
db03d6c4ee6ea559b6021db9a4e8432e2e2ceaafa09ca9eef6385aa06ed51404,complementary_recoverable,4,8632,True,0.03915764973755709,29.385798589564228,1,True,True,True
e2cb27e1c38ed0e84c580523a43a25ea675271ed28283834281187c505cbb101,complementary_recoverable,4,8633,True,0.328565553215363,3.095791292823996,1,True,True,True
fc45cc14034351debda14c20ff46612bde04e65db4a5214c79cee1a1c0fe263c,complementary_recoverable,4,8634,True,0.22288405674966705,4.538301361830359,1,True,True,True
5454217ee921289eedc09442c1741a01e65a89bbf20500e465a8ee50cc63011a,complementary_recoverable,4,8635,True,0.2957293103287707,3.280425746042746,1,True,True,True
1738065fcb2448fc5cfdba729b602c629839418d879f2ebebc20916e8a4e677c,complementary_recoverable,4,8636,True,0.016872243588787916,62.24916025452163,1,True,True,True
c8f64e83309bfe3ebb6115a508e4762c612711eee5cb9eaea4c7df7c4c177ef2,complementary_recoverable,4,8637,True,0.04330528776028775,23.32195988298979,1,True,True,True
041f1c04fdfa8c6726d735b976440e951198dcea5acee903104640abd1e9ec72,complementary_recoverable,4,8638,True,0.09350942119629113,10.015885929467471,1,True,True,True
3d887a3d835f73200a44cbf5da89bf5eadaf91ae64334775680dc3982a9951a1,complementary_recoverable,4,8639,True,0.20519779148527073,4.335441574182555,1,True,True,True
ae1cb4498d1f19366a1b8da7e638b0d883cde38987bb0f6fb25d031ac158498d,complementary_recoverable,6,8600,True,0.0005393373128844692,2074.4501222031017,3,True,True,True
3efab4103af50db2dda4c45c37cc87aac615f07675f7eb626e6506ed4fbbb238,complementary_recoverable,6,8601,True,0.13654268248098334,6.628501426682532,4,True,True,True
a25d3d710369236083c7e73a1e80dacc8b216c4ab7c664a10597a1cd0efe2877,complementary_recoverable,6,8602,True,0.011403795942213302,81.46426440751844,11,True,True,True
52955f69e98688e400f27fad24beff3aedf58bc48bde1b47c6bcd8ed4a9948a5,complementary_recoverable,6,8603,True,0.023624711999599146,46.256782098746065,2,True,True,True
c5e0ffe235b9ed747798d3f35917c04c91c81a09be813074e701a38c67277e07,complementary_recoverable,6,8604,True,0.012407859225009976,89.01367305368929,4,True,True,True
