scenario_generator,method,n,assignment_cost_mean,assignment_cost_std,coalition_success_rate_mean,coalition_success_rate_std,communication_messages_mean,communication_messages_std,demand_satisfaction_ratio_mean,demand_satisfaction_ratio_std,optimality_gap_vs_oracle_mean,optimality_gap_vs_oracle_std,priority_regret_mean,priority_regret_std,robots_overassigned_mean,robots_overassigned_std,robots_underassigned_mean,robots_underassigned_std,runtime_ms_mean,runtime_ms_std,served_load_rate_mean,served_load_rate_std
monte_carlo,mappo_recruitment,3,44.85184231440979,30.31750042901186,0.8666666666666667,0.23094010767585033,8.333333333333334,5.686240703077327,0.9333333333333332,0.11547005383792512,0.032293063509020704,0.05593322672967237,0.0,0.0,0.0,0.0,1.0,1.7320508075688772,3.333966674593588,1.9152466410082856,0.8666666666666667,0.23094010767585033
monte_carlo,oracle_reference,3,40.940552195829035,24.1821733124752,0.8666666666666667,0.23094010767585033,30.0,26.153393661244042,0.9333333333333332,0.11547005383792512,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.7320508075688772,0.3318666713312268,0.3348050271341409,0.8666666666666667,0.23094010767585033
monte_carlo,primal_dual_cardinality_capacity,3,42.79438791193178,26.9998637808052,0.7999999999999999,0.34641016151377546,8.333333333333334,5.686240703077327,0.9333333333333332,0.11547005383792512,0.19443592326021683,0.3355890333058729,0.8833333333333334,1.5299782133525086,0.0,0.0,1.0,1.7320508075688772,0.5825000116601586,0.45855760110648186,0.7999999999999999,0.34641016151377546
monte_carlo,primal_dual_wrench_market,3,42.79438791193178,26.9998637808052,0.7999999999999999,0.34641016151377546,8.333333333333334,5.686240703077327,0.9333333333333332,0.11547005383792512,0.19443592326021683,0.3355890333058729,0.8833333333333334,1.5299782133525086,0.0,0.0,1.0,1.7320508075688772,0.764966670734187,0.8272287512265395,0.7999999999999999,0.34641016151377546
over_demand,centralized_coalition_milp,24,33.787114647308364,8.271106135795227,0.6145833333333334,0.1802650021898115,28.0,4.086031347641994,0.6572916666666667,0.10236669486405872,0.0,0.0,0.0,0.0,0.0,0.0,3.4583333333333335,1.5597983890531346,0.2416708327170151,0.023908176021737476,0.6145833333333334,0.1802650021898115
over_demand,greedy_nearest,24,36.56859433947409,8.532277097346226,0.46875,0.18522166508643448,28.0,4.086031347641994,0.7208333333333333,0.058203789905987166,0.44328163270708737,0.3753126765864334,1.1979166666666667,1.219112218562867,0.0,0.0,2.75,0.8469895538599198,0.09259583021048456,0.010153105648483117,0.46875,0.18522166508643448
over_demand,imitation_oracle,24,34.064019901041235,9.025956430307973,0.4166666666666667,0.19034674690672027,28.0,4.086031347641994,0.7040509259259261,0.07684472761538724,0.5193695700400291,0.3930481770744875,1.58125,1.2247069303377813,0.0,0.0,2.9166666666666665,1.017954755408103,0.5512791637253637,0.061366466881501186,0.4166666666666667,0.19034674690672027
over_demand,mappo_recruitment,24,35.119675748940296,9.195643131615448,0.6458333333333334,0.1458980187804412,28.0,4.086031347641994,0.6572916666666667,0.10236669486405872,0.008504003126549005,0.028071021311768987,0.0050000000000000044,0.013513278493843537,0.0,0.0,3.4583333333333335,1.5597983890531346,3.065458331548143,0.19629469122864268,0.6458333333333334,0.1458980187804412
over_demand,oracle_reference,24,33.787114647308364,8.271106135795227,0.6145833333333334,0.1802650021898115,28.0,4.086031347641994,0.6572916666666667,0.10236669486405872,0.0,0.0,0.0,0.0,0.0,0.0,3.4583333333333335,1.5597983890531346,0.2627124946836072,0.03409441551688042,0.6145833333333334,0.1802650021898115
over_demand,primal_dual_cardinality_capacity,24,39.661523770223646,8.791506585361812,0.28125,0.18522166508643448,28.0,4.086031347641994,0.7208333333333333,0.058203789905987166,0.9654073514392456,0.4425784850015342,2.53375,1.1051020511601002,0.0,0.0,2.75,0.8469895538599198,0.44940833807534847,0.1001079742738244,0.28125,0.18522166508643448
over_demand,primal_dual_wrench_market,24,40.17321024025002,8.339127996037385,0.2708333333333333,0.19388290205725964,28.0,4.086031347641994,0.7208333333333333,0.058203789905987166,1.0049100491171201,0.4596616232496746,2.627083333333333,1.1553109092800298,0.0,0.0,2.75,0.8469895538599198,0.4352833323840362,0.11392896899670697,0.2708333333333333,0.19388290205725964
under_demand,centralized_coalition_milp,24,19.512145329631917,9.093443759983884,0.9027777777777777,0.20803118185694836,21.0,3.064523510731495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16657915693940595,0.045302637640592607,0.9027777777777777,0.20803118185694836
under_demand,greedy_nearest,24,21.976289569811,9.168601819277676,0.9166666666666666,0.20263958629144294,21.0,3.064523510731495,1.0,0.0,0.05674038973280767,0.11635468696443522,0.07083333333333335,0.34701104689428364,0.0,0.0,0.0,0.0,0.08628333550101767,0.019151971796809407,0.9166666666666666,0.20263958629144294
under_demand,imitation_oracle,24,21.352440814735658,9.195571750111526,0.9166666666666666,0.20263958629144294,21.0,3.064523510731495,1.0,0.0,0.051991504744917066,0.11541393526378832,0.07083333333333335,0.34701104689428364,0.0,0.0,0.0,0.0,0.4996291584878539,0.09490217315237232,0.9166666666666666,0.20263958629144294
under_demand,mappo_recruitment,24,19.571561714037674,9.162444952924913,0.9166666666666666,0.20263958629144294,21.0,3.064523510731495,1.0,0.0,0.0004971826666930936,0.0019376621242095588,0.0,0.0,0.0,0.0,0.0,0.0,2.865845824999269,0.887501223562081,0.9166666666666666,0.20263958629144294
under_demand,oracle_reference,24,19.512145329631917,9.093443759983884,0.9027777777777777,0.20803118185694836,21.0,3.064523510731495,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18377917149337009,0.05288356729577232,0.9027777777777777,0.20803118185694836
under_demand,primal_dual_cardinality_capacity,24,21.534971028963316,9.644248756056538,1.0,0.0,21.0,3.064523510731495,1.0,0.0,0.0034061928811377983,0.007868672204502821,0.0,0.0,0.25,0.7372097807744856,0.0,0.0,0.45263333595357835,0.2406820624258053,1.0,0.0
under_demand,primal_dual_wrench_market,24,21.534971028963316,9.644248756056538,1.0,0.0,21.0,3.064523510731495,1.0,0.0,0.0034061928811377983,0.007868672204502821,0.0,0.0,0.25,0.7372097807744856,0.0,0.0,0.43926250267152983,0.22134399157088555,1.0,0.0
