experiment_id,scenario_generator,scenario_variant_id,seed,method,method_family,method_scope,method_ownership,load_id,load_index,mass_kg,length_m,width_m,required_robots,assigned_robots,robot_deficit,robot_surplus,required_capacity_kg,assigned_nominal_capacity_kg,assigned_effective_capacity_kg,capacity_deficit_kg,capacity_surplus_kg,capacity_margin_kg,capacity_satisfaction_ratio,status,reward,assigned_robot_ids,method_variant,method_comparison_group,assigned_visible_robots,assigned_out_of_radius_robots
SP2_DEBUG_smoke,setup,setup_v00,3100,imitation_capacity,data_driven,decentralized,baseline,load-01,1,138.21633048161345,3.0595538789343197,0.892165273935799,4,4,0,0,138.21633048161345,164.47876450506322,123.07965506030308,15.136675421310372,0.0,-15.136675421310372,0.8904856222953773,UNDER,4.315046307840447,amr-02 amr-03 amr-04 amr-05,oracle_capacity_imitation_linear,data_driven_baseline,4,0
SP2_DEBUG_smoke,setup,setup_v00,3100,imitation_capacity,data_driven,decentralized,baseline,load-02,2,34.64410627595467,1.036965724895726,1.0588719308259011,1,1,0,0,34.64410627595467,66.00181783836098,58.99256030389297,0.0,24.348454027938303,24.348454027938303,1.0,OVER,1.919535956000324,amr-01,oracle_capacity_imitation_linear,data_driven_baseline,1,0
SP2_DEBUG_smoke,setup,setup_v00,3100,neural_capacity_scorer,data_driven,decentralized,proposed,load-01,1,138.21633048161345,3.0595538789343197,0.892165273935799,4,4,0,0,138.21633048161345,164.47876450506322,123.07965506030308,15.136675421310372,0.0,-15.136675421310372,0.8904856222953773,UNDER,4.315046307840447,amr-02 amr-03 amr-04 amr-05,oracle_capacity_neural_scorer,proposed_data_driven_variation,4,0
SP2_DEBUG_smoke,setup,setup_v00,3100,neural_capacity_scorer,data_driven,decentralized,proposed,load-02,2,34.64410627595467,1.036965724895726,1.0588719308259011,1,1,0,0,34.64410627595467,66.00181783836098,58.99256030389297,0.0,24.348454027938303,24.348454027938303,1.0,OVER,1.919535956000324,amr-01,oracle_capacity_neural_scorer,proposed_data_driven_variation,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,greedy_capacity_nearest,classic,decentralized,baseline,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,3,0,0,140.67615691712788,144.44677434480195,107.1245769256827,33.55157999144518,0.0,-33.55157999144518,0.7614977496775778,UNDER,4.4711905523284985,amr-02 amr-04 amr-05,nearest_capacity_greedy,classic_decentralized_baseline,3,0
SP2_DEBUG_smoke,setup,setup_v00,3101,greedy_capacity_nearest,classic,decentralized,baseline,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,2,0,1,41.57467725094647,98.55433787929718,74.17150322195047,0.0,32.596825971004,32.596825971004,1.0,OVER,2.0899223446021944,amr-01 amr-03,nearest_capacity_greedy,classic_decentralized_baseline,2,0
SP2_DEBUG_smoke,setup,setup_v00,3101,hungarian_capacity,classic,centralized,baseline,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,3,0,0,140.67615691712788,146.34758723291893,117.34354092180837,23.332615995319514,0.0,-23.332615995319514,0.8341395122908801,UNDER,4.4711905523284985,amr-02 amr-03 amr-04,hungarian_capacity_expanded,classic_centralized_baseline,3,0
SP2_DEBUG_smoke,setup,setup_v00,3101,hungarian_capacity,classic,centralized,baseline,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,45.860795656540624,37.97219468107576,3.602482569870709,0.0,-3.602482569870709,0.913349115180715,UNDER,2.0899223446021944,amr-01,hungarian_capacity_expanded,classic_centralized_baseline,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,centralized_capacity_milp,model_based_oracle,centralized,reference,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,197.1403165675585,150.5820097856326,0.0,9.905852868504724,9.905852868504724,1.0,OK,4.4711905523284985,amr-02 amr-03 amr-04 amr-05,exact_effective_capacity_milp,centralized_oracle_reference,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,centralized_capacity_milp,model_based_oracle,centralized,reference,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,45.860795656540624,37.97219468107576,3.602482569870709,0.0,-3.602482569870709,0.913349115180715,UNDER,2.0899223446021944,amr-01,exact_effective_capacity_milp,centralized_oracle_reference,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,cbba_capacity,sota,decentralized,baseline,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,192.20838288945956,148.5322412697862,0.0,7.856084352658314,7.856084352658314,1.0,OK,4.4711905523284985,amr-01 amr-02 amr-03 amr-04,cbba_payload_capacity_proxy,sota_decentralized_baseline,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,cbba_capacity,sota,decentralized,baseline,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,50.79272933463956,37.82397396846799,3.750703282478483,0.0,-3.750703282478483,0.9097839470926237,UNDER,2.0899223446021944,amr-05,cbba_payload_capacity_proxy,sota_decentralized_baseline,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,replicator_capacity_marginal,model_based,decentralized,baseline,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,3,0,0,140.67615691712788,149.34706721393673,107.884602071752,32.791554845375884,0.0,-32.791554845375884,0.7669004075460112,UNDER,4.4711905523284985,amr-01 amr-03 amr-05,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,3,0
SP2_DEBUG_smoke,setup,setup_v00,3101,replicator_capacity_marginal,model_based,decentralized,baseline,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,2,0,1,41.57467725094647,93.65404501016238,67.25098613758584,0.0,25.67630888663937,25.67630888663937,1.0,OVER,2.0899223446021944,amr-02 amr-04,population_game_marginal_capacity_payoff,sp2_plain_vs_marginal_ablation,2,0
SP2_DEBUG_smoke,setup,setup_v00,3101,replicator_capacity_marginal_repair,model_based,decentralized,proposed,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,195.68087083686834,148.69540549509793,0.0,8.019248577970046,8.019248577970046,1.0,OK,4.4711905523284985,amr-01 amr-03 amr-04 amr-05,replicator_marginal_completion_repair,proposed_local_repair_family,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,replicator_capacity_marginal_repair,model_based,decentralized,proposed,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,47.320241387230794,36.16520575022433,5.409471500722141,0.0,-5.409471500722141,0.8698854240510312,UNDER,2.0899223446021944,amr-02,replicator_marginal_completion_repair,proposed_local_repair_family,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,logit_capacity_repair,model_based,decentralized,proposed,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,197.1403165675585,150.5820097856326,0.0,9.905852868504724,9.905852868504724,1.0,OK,4.4711905523284985,amr-02 amr-03 amr-04 amr-05,logit_completion_repair,proposed_local_repair_family,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,logit_capacity_repair,model_based,decentralized,proposed,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,45.860795656540624,37.97219468107576,3.602482569870709,0.0,-3.602482569870709,0.913349115180715,UNDER,2.0899223446021944,amr-01,logit_completion_repair,proposed_local_repair_family,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,bnn_capacity_repair,model_based,decentralized,proposed,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,192.20838288945956,148.5322412697862,0.0,7.856084352658314,7.856084352658314,1.0,OK,4.4711905523284985,amr-01 amr-02 amr-03 amr-04,brown_bnn_completion_repair,proposed_local_repair_family,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,bnn_capacity_repair,model_based,decentralized,proposed,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,50.79272933463956,37.82397396846799,3.750703282478483,0.0,-3.750703282478483,0.9097839470926237,UNDER,2.0899223446021944,amr-05,brown_bnn_completion_repair,proposed_local_repair_family,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,smith_capacity,model_based,decentralized,proposed,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,192.20838288945956,148.5322412697862,0.0,7.856084352658314,7.856084352658314,1.0,OK,4.4711905523284985,amr-01 amr-02 amr-03 amr-04,smith_qr_effective_capacity,proposed_model_based_variation,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,smith_capacity,model_based,decentralized,proposed,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,50.79272933463956,37.82397396846799,3.750703282478483,0.0,-3.750703282478483,0.9097839470926237,UNDER,2.0899223446021944,amr-05,smith_qr_effective_capacity,proposed_model_based_variation,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,smith_capacity_marginal_repair,model_based,decentralized,proposed,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,195.68087083686834,148.69540549509793,0.0,8.019248577970046,8.019248577970046,1.0,OK,4.4711905523284985,amr-01 amr-03 amr-04 amr-05,smith_qr_marginal_completion_repair,proposed_local_repair_family,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,smith_capacity_marginal_repair,model_based,decentralized,proposed,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,47.320241387230794,36.16520575022433,5.409471500722141,0.0,-5.409471500722141,0.8698854240510312,UNDER,2.0899223446021944,amr-02,smith_qr_marginal_completion_repair,proposed_local_repair_family,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,primal_dual_capacity,model_based,decentralized,proposed,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,197.1403165675585,150.5820097856326,0.0,9.905852868504724,9.905852868504724,1.0,OK,4.4711905523284985,amr-02 amr-03 amr-04 amr-05,primal_dual_effective_capacity,proposed_model_based_variation,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,primal_dual_capacity,model_based,decentralized,proposed,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,45.860795656540624,37.97219468107576,3.602482569870709,0.0,-3.602482569870709,0.913349115180715,UNDER,2.0899223446021944,amr-01,primal_dual_effective_capacity,proposed_model_based_variation,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,primal_dual_capacity_repair,model_based,decentralized,proposed,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,192.20838288945956,148.5322412697862,0.0,7.856084352658314,7.856084352658314,1.0,OK,4.4711905523284985,amr-01 amr-02 amr-03 amr-04,primal_dual_completion_repair,proposed_local_repair_family,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,primal_dual_capacity_repair,model_based,decentralized,proposed,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,50.79272933463956,37.82397396846799,3.750703282478483,0.0,-3.750703282478483,0.9097839470926237,UNDER,2.0899223446021944,amr-05,primal_dual_completion_repair,proposed_local_repair_family,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,pid_capacity_repair,model_based,decentralized_local,proposed,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,4,0,1,140.67615691712788,192.20838288945956,148.5322412697862,0.0,7.856084352658314,7.856084352658314,1.0,OK,4.4711905523284985,amr-01 amr-02 amr-03 amr-04,pid_completion_error_repair,proposed_local_repair_family,4,0
SP2_DEBUG_smoke,setup,setup_v00,3101,pid_capacity_repair,model_based,decentralized_local,proposed,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,1,0,0,41.57467725094647,50.79272933463956,37.82397396846799,3.750703282478483,0.0,-3.750703282478483,0.9097839470926237,UNDER,2.0899223446021944,amr-05,pid_completion_error_repair,proposed_local_repair_family,1,0
SP2_DEBUG_smoke,setup,setup_v00,3101,imitation_capacity,data_driven,decentralized,baseline,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,3,0,0,140.67615691712788,149.8200751803277,117.50670514712007,23.16945177000781,0.0,-23.16945177000781,0.8352993692907257,UNDER,4.4711905523284985,amr-03 amr-04 amr-05,oracle_capacity_imitation_linear,data_driven_baseline,3,0
SP2_DEBUG_smoke,setup,setup_v00,3101,imitation_capacity,data_driven,decentralized,baseline,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,2,0,1,41.57467725094647,93.18103704377143,74.1374004313001,0.0,32.56272318035362,32.56272318035362,1.0,OVER,2.0899223446021944,amr-01 amr-02,oracle_capacity_imitation_linear,data_driven_baseline,2,0
SP2_DEBUG_smoke,setup,setup_v00,3101,neural_capacity_scorer,data_driven,decentralized,proposed,load-01,1,140.67615691712788,3.6537078554774483,1.3094370242799498,3,3,0,0,140.67615691712788,149.8200751803277,117.50670514712007,23.16945177000781,0.0,-23.16945177000781,0.8352993692907257,UNDER,4.4711905523284985,amr-03 amr-04 amr-05,oracle_capacity_neural_scorer,proposed_data_driven_variation,3,0
SP2_DEBUG_smoke,setup,setup_v00,3101,neural_capacity_scorer,data_driven,decentralized,proposed,load-02,2,41.57467725094647,1.2134933310181388,0.5722771631824228,1,2,0,1,41.57467725094647,93.18103704377143,74.1374004313001,0.0,32.56272318035362,32.56272318035362,1.0,OVER,2.0899223446021944,amr-01 amr-02,oracle_capacity_neural_scorer,proposed_data_driven_variation,2,0
