experiment,world_id,world_seed,treatment_seed,replicate,N_original,N_active,K,M,reserve_delta,failure_fraction_nominal,failure_fraction_realized,failure_count,recovery_feasible,theoretical_recoverable,theory_agreement,assignment_churn,relative_cost_increase,solver_ms,total_ms
failure,8726ac3aa89f538512b1,3873992757,2849256565,4,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.10526315789473684,,0.0216,0.6556
failure,8726ac3aa89f538512b1,3873992757,1348323046,4,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.16666666666666666,,0.0195,0.6464
failure,8726ac3aa89f538512b1,3873992757,3424968844,4,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.34375,,0.0158,0.6058
failure,8726ac3aa89f538512b1,3873992757,622123537,4,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.25,,0.0121,0.5237
failure,dec43e3071c3e5d2b9b5,4099860098,3326290604,5,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0414,0.7274
failure,dec43e3071c3e5d2b9b5,4099860098,2237205506,5,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.10526315789473684,,0.0386,0.6835
failure,dec43e3071c3e5d2b9b5,4099860098,1943376398,5,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.19444444444444445,,0.029,0.6487
failure,dec43e3071c3e5d2b9b5,4099860098,3086000585,5,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.34375,,0.0208,0.5799
failure,dec43e3071c3e5d2b9b5,4099860098,1133877560,5,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.32142857142857145,,0.0186,0.5278
failure,6b481e9c3fc08f9a7ddd,2974321442,2555387961,6,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0363,0.7566
failure,6b481e9c3fc08f9a7ddd,2974321442,3156357243,6,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.13157894736842105,,0.0387,0.8749
failure,6b481e9c3fc08f9a7ddd,2974321442,2169967544,6,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.16666666666666666,,0.027,0.7752
failure,6b481e9c3fc08f9a7ddd,2974321442,3340274170,6,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.28125,,0.0134,0.5742
failure,6b481e9c3fc08f9a7ddd,2974321442,775419442,6,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.25,,0.0108,0.5103
failure,73ffcc3370b016aa140d,709181954,3783124827,7,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0379,0.7013
failure,73ffcc3370b016aa140d,709181954,1006807996,7,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.07894736842105263,,0.0372,0.6949
failure,73ffcc3370b016aa140d,709181954,554985703,7,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.2777777777777778,,0.0291,0.657
failure,73ffcc3370b016aa140d,709181954,87609753,7,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.40625,,0.0217,0.6543
failure,73ffcc3370b016aa140d,709181954,1382583794,7,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.25,,0.02,0.5449
failure,612a715f596c3130af97,1951248981,3508900849,8,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0292,0.7346
failure,612a715f596c3130af97,1951248981,3946513672,8,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.05263157894736842,,0.0235,0.594
failure,612a715f596c3130af97,1951248981,1884008385,8,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.08333333333333333,,0.0217,0.5972
failure,612a715f596c3130af97,1951248981,655737834,8,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.1875,,0.0175,0.5144
failure,612a715f596c3130af97,1951248981,1615024184,8,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.14285714285714285,,0.0167,0.4632
failure,1213d46a2cbdf6ac94a2,1623510157,3333686178,9,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0266,0.6202
failure,1213d46a2cbdf6ac94a2,1623510157,841262249,9,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.10526315789473684,,0.022,0.6182
failure,1213d46a2cbdf6ac94a2,1623510157,1811551305,9,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.25,,0.206,0.8423
failure,1213d46a2cbdf6ac94a2,1623510157,1549701503,9,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.3125,,0.0243,1.0812
failure,1213d46a2cbdf6ac94a2,1623510157,669066697,9,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.25,,0.0145,0.7772
failure,9f5cdd3599b023e3fb5f,1615519243,2274502940,10,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0333,0.6761
failure,9f5cdd3599b023e3fb5f,1615519243,990127173,10,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.13157894736842105,,0.0319,0.6562
failure,9f5cdd3599b023e3fb5f,1615519243,71663852,10,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.2222222222222222,,0.0303,0.6477
failure,9f5cdd3599b023e3fb5f,1615519243,2136019847,10,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.34375,,0.0263,0.7005
failure,9f5cdd3599b023e3fb5f,1615519243,2195383641,10,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.5,,0.0149,0.5008
failure,49f4b62536fda263e203,2134166424,2835598333,11,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0372,0.7119
failure,49f4b62536fda263e203,2134166424,1616922270,11,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.05263157894736842,,0.0389,0.7066
failure,49f4b62536fda263e203,2134166424,4102503292,11,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.08333333333333333,,0.0344,0.7169
failure,49f4b62536fda263e203,2134166424,1380288817,11,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.375,,0.0215,0.6661
failure,49f4b62536fda263e203,2134166424,2853380549,11,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.4642857142857143,,0.0184,0.6194
failure,5016aab736d8f4e83a1b,1611965135,325493629,12,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0476,0.8433
failure,5016aab736d8f4e83a1b,1611965135,777502118,12,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.10526315789473684,,0.0507,0.8097
failure,5016aab736d8f4e83a1b,1611965135,2612173769,12,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.25,,0.0442,0.777
failure,5016aab736d8f4e83a1b,1611965135,1712062272,12,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.4375,,0.0255,0.8226
failure,5016aab736d8f4e83a1b,1611965135,1250219287,12,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.32142857142857145,,0.025,0.8913
failure,32facd6180cf9f0ed110,368677756,526180397,13,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0296,0.7023
failure,32facd6180cf9f0ed110,368677756,2313710668,13,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.10526315789473684,,0.0315,0.6709
failure,32facd6180cf9f0ed110,368677756,368099681,13,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.19444444444444445,,0.0233,0.6883
failure,32facd6180cf9f0ed110,368677756,2150637621,13,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.3125,,0.0164,0.5274
failure,32facd6180cf9f0ed110,368677756,2867253983,13,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.42857142857142855,,0.0106,0.4838
failure,909904307fe9bc88a252,2685439674,2218643868,14,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0347,0.6649
failure,909904307fe9bc88a252,2685439674,3522853607,14,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.0,,0.0346,0.6391
failure,909904307fe9bc88a252,2685439674,1367177303,14,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.25,,0.0272,0.6267
failure,909904307fe9bc88a252,2685439674,849043028,14,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.375,,0.0207,0.5316
failure,909904307fe9bc88a252,2685439674,2382722588,14,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.5,,0.0102,0.496
failure,6bc95969dda5dc1e85e2,3391312597,689333995,15,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0437,0.6787
failure,6bc95969dda5dc1e85e2,3391312597,1187394482,15,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.15789473684210525,,0.0287,0.6397
failure,6bc95969dda5dc1e85e2,3391312597,1260713748,15,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.19444444444444445,,0.0258,0.6103
failure,6bc95969dda5dc1e85e2,3391312597,1931331683,15,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.5,,0.0158,0.7401
failure,6bc95969dda5dc1e85e2,3391312597,1332076598,15,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.35714285714285715,,0.02,0.4611
failure,c973f6aba6847638f0ff,2836311441,3832130351,16,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0288,0.5987
failure,c973f6aba6847638f0ff,2836311441,278224097,16,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.23684210526315788,,0.0275,0.6756
failure,c973f6aba6847638f0ff,2836311441,3724886052,16,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.19444444444444445,,0.0238,0.6805
failure,c973f6aba6847638f0ff,2836311441,1893471615,16,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.375,,0.0215,0.7134
failure,c973f6aba6847638f0ff,2836311441,2706177983,16,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.42857142857142855,,0.0139,0.5016
failure,a9af7e9e2cc509cc3cbf,3547022225,2124806065,17,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0237,0.6592
failure,a9af7e9e2cc509cc3cbf,3547022225,3193391270,17,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.15789473684210525,,0.0218,0.5821
failure,a9af7e9e2cc509cc3cbf,3547022225,921769043,17,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.19444444444444445,,0.0198,0.5955
failure,a9af7e9e2cc509cc3cbf,3547022225,1092124773,17,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.3125,,0.0158,0.5439
failure,a9af7e9e2cc509cc3cbf,3547022225,859310870,17,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.32142857142857145,,0.0126,0.5042
failure,71dfab3238691f966897,2062594063,3182295491,18,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0309,0.79
failure,71dfab3238691f966897,2062594063,4247877976,18,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.10526315789473684,,0.0284,0.7396
failure,71dfab3238691f966897,2062594063,2012387538,18,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.1388888888888889,,0.0265,0.6936
failure,71dfab3238691f966897,2062594063,2305017091,18,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.28125,,0.0185,0.6443
failure,71dfab3238691f966897,2062594063,3081440122,18,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.21428571428571427,,0.0176,0.5808
failure,0a0d14f4082a9978b802,2223398828,1517323699,19,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0418,0.7976
failure,0a0d14f4082a9978b802,2223398828,4283092478,19,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.21052631578947367,,0.0326,0.7478
failure,0a0d14f4082a9978b802,2223398828,2665179529,19,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.3055555555555556,,0.0281,0.7178
failure,0a0d14f4082a9978b802,2223398828,3579291968,19,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.375,,0.0276,0.6834
failure,0a0d14f4082a9978b802,2223398828,292829011,19,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.5,,0.0213,0.7086
failure,77b4bce2c121376d5746,4209643013,2691884195,20,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0317,0.874
failure,77b4bce2c121376d5746,4209643013,1230017754,20,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.07894736842105263,,0.0279,0.7055
failure,77b4bce2c121376d5746,4209643013,1550990488,20,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.3055555555555556,,0.0209,0.6299
failure,77b4bce2c121376d5746,4209643013,155420104,20,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.34375,,0.0193,0.5508
failure,77b4bce2c121376d5746,4209643013,351111243,20,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.32142857142857145,,0.0119,0.5152
failure,412d20634b3a073eea13,3437980610,1212799566,21,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0499,0.8799
failure,412d20634b3a073eea13,3437980610,2723217472,21,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.10526315789473684,,0.051,0.9294
failure,412d20634b3a073eea13,3437980610,2817164391,21,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.2777777777777778,,0.0366,0.9235
failure,412d20634b3a073eea13,3437980610,2384419787,21,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.34375,,0.0333,0.8433
failure,412d20634b3a073eea13,3437980610,1367162766,21,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.35714285714285715,,0.0253,0.769
failure,a7c7c34e4a13b3a5eef9,1377211206,1863893109,22,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0582,1.0404
failure,a7c7c34e4a13b3a5eef9,1377211206,2863336415,22,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.07894736842105263,,0.0596,0.9715
failure,a7c7c34e4a13b3a5eef9,1377211206,3848287350,22,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.25,,0.0422,1.1024
failure,a7c7c34e4a13b3a5eef9,1377211206,1307799862,22,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.25,,0.0365,1.7289
failure,a7c7c34e4a13b3a5eef9,1377211206,1810521046,22,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.39285714285714285,,0.026,0.7102
failure,b7e700e2e1dcc40c0721,3219774942,3282359256,23,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0385,0.7815
failure,b7e700e2e1dcc40c0721,3219774942,454040737,23,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.05263157894736842,,0.0315,0.7263
failure,b7e700e2e1dcc40c0721,3219774942,1085466813,23,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.19444444444444445,,0.0246,0.6476
failure,b7e700e2e1dcc40c0721,3219774942,814890571,23,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.21875,,0.0168,0.5561
failure,b7e700e2e1dcc40c0721,3219774942,2322065675,23,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.25,,0.0172,0.4962
failure,5dd4dc74ac05ab2919fd,311082604,333792315,24,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0349,0.6977
failure,5dd4dc74ac05ab2919fd,311082604,3326872334,24,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.13157894736842105,,0.0356,0.6965
failure,5dd4dc74ac05ab2919fd,311082604,4085459421,24,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.1111111111111111,,0.0308,0.6751
failure,5dd4dc74ac05ab2919fd,311082604,2452098947,24,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.34375,,0.0197,0.6617
failure,5dd4dc74ac05ab2919fd,311082604,2876046963,24,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.4642857142857143,,0.0169,0.5726
failure,f49d2ff71be8eafec5ab,2007112168,565266021,25,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0355,0.7759
failure,f49d2ff71be8eafec5ab,2007112168,1843931221,25,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.21052631578947367,,0.0364,0.8332
failure,f49d2ff71be8eafec5ab,2007112168,2348127891,25,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.2222222222222222,,0.028,0.7558
failure,f49d2ff71be8eafec5ab,2007112168,2334436649,25,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.21875,,0.025,0.9041
failure,f49d2ff71be8eafec5ab,2007112168,1357980796,25,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.39285714285714285,,0.0155,0.5513
failure,40dd38a01376c24a6445,1858887005,1078287893,26,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0296,0.7785
failure,40dd38a01376c24a6445,1858887005,964224264,26,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.13157894736842105,,0.027,0.6909
failure,40dd38a01376c24a6445,1858887005,1033804621,26,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.2777777777777778,,0.0209,0.6732
failure,40dd38a01376c24a6445,1858887005,2136156342,26,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.34375,,0.0148,0.5903
failure,40dd38a01376c24a6445,1858887005,1266754457,26,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.21428571428571427,,0.011,0.5344
failure,1a9ad2b3f39ce0b3072e,3133140156,3814230646,27,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0342,0.7362
failure,1a9ad2b3f39ce0b3072e,3133140156,3879965147,27,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.02631578947368421,,0.0331,0.7291
failure,1a9ad2b3f39ce0b3072e,3133140156,2476632922,27,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.2777777777777778,,0.0226,0.6725
failure,1a9ad2b3f39ce0b3072e,3133140156,3447492036,27,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.21875,,0.0174,0.6194
failure,1a9ad2b3f39ce0b3072e,3133140156,2631939402,27,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.4642857142857143,,0.0127,0.5456
failure,d4c07131c5c62e3fb54b,3722503559,2823530455,28,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0315,0.7754
failure,d4c07131c5c62e3fb54b,3722503559,2229086738,28,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.02631578947368421,,0.0229,0.7424
failure,d4c07131c5c62e3fb54b,3722503559,2009169768,28,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.08333333333333333,,0.0154,0.5203
failure,d4c07131c5c62e3fb54b,3722503559,2055117832,28,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.3125,,0.0126,0.4948
failure,d4c07131c5c62e3fb54b,3722503559,1281543580,28,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.25,,0.0106,0.4766
failure,702f519158a2559a6db8,701043519,1204840902,29,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0485,1.3671
failure,702f519158a2559a6db8,701043519,4093171367,29,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.07894736842105263,,0.0222,0.5855
failure,702f519158a2559a6db8,701043519,2205817240,29,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.2222222222222222,,0.068,0.6849
failure,702f519158a2559a6db8,701043519,3755488794,29,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.21875,,0.0179,0.5997
failure,702f519158a2559a6db8,701043519,2104720032,29,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.4642857142857143,,0.0129,0.5948
failure,54a188abf8e41adb39c1,1395745091,845671422,30,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0385,0.9373
failure,54a188abf8e41adb39c1,1395745091,1479352455,30,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.10526315789473684,,0.033,0.9496
failure,54a188abf8e41adb39c1,1395745091,634146265,30,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.19444444444444445,,0.0301,0.9285
failure,54a188abf8e41adb39c1,1395745091,2396658981,30,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.15625,,0.0759,0.9212
failure,54a188abf8e41adb39c1,1395745091,4114757415,30,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.39285714285714285,,0.0175,0.7727
failure,df0712979cf250a1e6ac,3113811831,2133272411,31,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0648,1.0041
failure,df0712979cf250a1e6ac,3113811831,4232881595,31,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.07894736842105263,,0.053,0.9131
failure,df0712979cf250a1e6ac,3113811831,2351976119,31,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.25,,0.0468,1.1956
failure,df0712979cf250a1e6ac,3113811831,1150627632,31,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.40625,,0.0338,1.119
failure,df0712979cf250a1e6ac,3113811831,199512194,31,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.5714285714285714,,0.0223,0.7412
failure,93185c521270efb6d262,1430996761,1786774249,32,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0371,0.802
failure,93185c521270efb6d262,1430996761,476446339,32,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.0,,0.0294,0.7
failure,93185c521270efb6d262,1430996761,410998973,32,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.25,,0.0244,0.6545
failure,93185c521270efb6d262,1430996761,2978734120,32,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.34375,,0.014,0.5619
failure,93185c521270efb6d262,1430996761,281479835,32,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.39285714285714285,,0.0133,0.4755
failure,c1c4510ee3d776a5afbd,2954929855,2079121460,33,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0332,0.6727
failure,c1c4510ee3d776a5afbd,2954929855,2303474064,33,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.15789473684210525,,0.0307,0.644
failure,c1c4510ee3d776a5afbd,2954929855,1733010528,33,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.1388888888888889,,0.026,0.6825
failure,c1c4510ee3d776a5afbd,2954929855,24328720,33,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.3125,,0.0205,0.5792
failure,c1c4510ee3d776a5afbd,2954929855,3068220676,33,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.21428571428571427,,0.0196,0.5325
failure,8f142a188e4151077928,2525326210,2136874576,34,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0267,0.7117
failure,8f142a188e4151077928,2525326210,2601278556,34,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.07894736842105263,,0.0209,0.6823
failure,8f142a188e4151077928,2525326210,2654066876,34,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.19444444444444445,,0.0181,0.6774
failure,8f142a188e4151077928,2525326210,3465765316,34,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.09375,,0.0129,0.6095
failure,8f142a188e4151077928,2525326210,2571317335,34,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.21428571428571427,,0.0194,1.0302
failure,11831676a735d016f9ce,2184711307,1363052540,35,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0308,0.7552
failure,11831676a735d016f9ce,2184711307,1786417756,35,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.10526315789473684,,0.0309,0.7056
failure,11831676a735d016f9ce,2184711307,2891673001,35,40,36,13,40,0.0,0.1,0.1,4,False,False,True,0.2777777777777778,,0.0231,0.6374
failure,11831676a735d016f9ce,2184711307,3867185900,35,40,32,13,40,0.0,0.2,0.2,8,False,False,True,0.21875,,0.0167,0.5851
failure,11831676a735d016f9ce,2184711307,2199212220,35,40,28,13,40,0.0,0.3,0.3,12,False,False,True,0.21428571428571427,,0.0117,0.5241
failure,0c2483ec5897b8c9d5cc,1985651698,286616438,36,40,40,13,40,0.0,0.0,0.0,0,True,True,True,0.0,0.0,0.0266,0.6962
failure,0c2483ec5897b8c9d5cc,1985651698,2173576841,36,40,38,13,40,0.0,0.05,0.05,2,False,False,True,0.05263157894736842,,0.0312,0.7367
