scenario_generator,rank,method,method_label,method_family,method_scope,method_ownership,method_variant,method_comparison_group,method_training_type,method_execution_model,method_communication_pattern,method_trainable_parameters,method_training_parameters,method_tuned_parameters,method_training_episodes,method_train_seed_count,method_validation_seed_count,method_test_seed_count,method_uses_neural_policy,method_uses_decoder,method_checkpoint_version,method_rollout_action_mode,n,ranking_rule,demand_satisfaction_ratio_mean,coalition_success_rate_mean,served_load_rate_mean,optimality_gap_vs_oracle_mean,robots_underassigned_mean,robots_overassigned_mean,travel_distance_m_mean,estimated_arrival_time_s_mean,energy_proxy_wh_mean,communication_messages_mean,runtime_ms_mean
ALL_SCENARIOS,11,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,420,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8153559403559404,0.5577380952380953,0.5577380952380953,0.5664299833693331,1.5642857142857143,0.65,30.52563309372861,12.601620271891152,152.62816546864312,23.645238095238096,0.13767476720247596
ALL_SCENARIOS,12,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,420,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6879900192400192,0.5671825396825397,0.5671825396825397,0.5680795832173232,2.4595238095238097,2.2904761904761903,32.42114102847979,12.293180048203867,162.1057051423989,23.645238095238096,0.13072547319877362
balanced_demand,1,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9192708333333333,0.8875,0.8875,3.547388680756787e-18,0.5625,0.2625,39.85899979274028,15.814816045222809,199.2949989637014,21.0,1.081203755165916
balanced_demand,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9192708333333333,0.8875,0.8875,3.547388680756787e-18,0.5625,0.2625,39.85899979274028,15.814816045222809,199.2949989637014,21.0,1.1477400024887174
balanced_demand,3,replicator_cardinality_repair,Replicator cardinality local repair,model_based,decentralized,proposed,replicator_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_replicator_plus_local_exact_repair,local_deficit_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9125,0.9083333333333334,0.9083333333333334,0.0465043678545962,0.6125,0.0375,40.712126564887676,17.256592404557146,203.56063282443841,21.0,2.755521253857296
balanced_demand,4,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9010416666666666,0.8958333333333334,0.8958333333333334,0.04815101888474347,0.6875,0.0375,40.27685610623173,17.749926928096706,201.38428053115862,21.0,1.8353600054979324
balanced_demand,5,tensor_quorum_flow_repair,Smooth tensor quorum-flow repair,model_based,decentralized_local,proposed,smooth_tensor_quorum_flow_with_repair,proposed_local_repair_family,model_based_tuning_optional,smooth_tensor_quorum_flow_plus_certified_local_repair,radius_limited_tensorized_deficit_capacity_scores,0,0,9,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9005208333333332,0.8916666666666668,0.8916666666666668,0.04951215513912691,0.6875,0.0375,39.91148611693906,17.602843788460536,199.5574305846953,21.0,1.7169437516713515
balanced_demand,6,bnn_cardinality_repair,Brown/BNN cardinality local repair,model_based,decentralized,proposed,brown_bnn_positive_excess_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_brown_bnn_positive_excess_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9145833333333332,0.9083333333333334,0.9083333333333334,0.051305554680629514,0.6,0.025,41.105575761373274,17.38260039757689,205.52787880686637,21.0,2.2262725076870993
balanced_demand,7,logit_cardinality_repair,Logit cardinality local repair,model_based,decentralized,proposed,logit_quorum_flow_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_quorum_flow_plus_local_repair,softmax_local_deficit_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.9,0.9,0.9,0.06701326904717589,0.7,0.025,41.074348596295195,17.67870940843461,205.37174298147602,21.0,1.8754075004835613
balanced_demand,8,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.85,0.85,0.19921485076652323,0.0,0.0,43.4765220788576,18.788628951320078,217.38261039428798,21.0,0.34628374996827915
balanced_demand,9,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,0.85,0.85,0.22481751246823825,0.0,0.0,43.98903993850211,18.780295917408903,219.94519969251058,21.0,0.10669624025467783
balanced_demand,10,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8958333333333333,0.6708333333333333,0.6708333333333333,0.4187540836101313,0.7125,0.275,37.94790638908823,15.219961538423822,189.73953194544114,21.0,0.13317875273060054
balanced_demand,11,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8494791666666666,0.5875,0.5875,0.508948661805995,1.0375,0.3375,33.53592093727646,13.3983478948492,167.67960468638228,21.0,0.13842000771546736
balanced_demand,12,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,80,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.678125,0.5291666666666667,0.5291666666666667,0.5971923808919921,2.225,1.95,32.85668523387503,12.448039236875491,164.28342616937516,21.0,0.12555625289678574
monte_carlo,1,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8675757575757576,0.8783333333333333,0.8783333333333333,1.3724355408452825e-17,1.35,0.25,37.3249571221416,13.202444663975603,186.624785610708,31.5,6.545435020234436
monte_carlo,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8675757575757576,0.8783333333333333,0.8783333333333333,1.3724355408452825e-17,1.35,0.25,37.3249571221416,13.202444663975603,186.624785610708,31.5,6.616655003745109
monte_carlo,3,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8292424242424243,0.845,0.845,0.047724403549186,1.7,0.05,35.78084083891233,15.451531807317687,178.90420419456163,20.55,9.503260016208515
monte_carlo,4,tensor_quorum_flow_repair,Smooth tensor quorum-flow repair,model_based,decentralized_local,proposed,smooth_tensor_quorum_flow_with_repair,proposed_local_repair_family,model_based_tuning_optional,smooth_tensor_quorum_flow_plus_certified_local_repair,radius_limited_tensorized_deficit_capacity_scores,0,0,9,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8292424242424243,0.845,0.845,0.049370145860902534,1.7,0.05,35.90860188220662,15.378285665478424,179.5430094110331,20.55,9.143284999299794
monte_carlo,5,bnn_cardinality_repair,Brown/BNN cardinality local repair,model_based,decentralized,proposed,brown_bnn_positive_excess_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_brown_bnn_positive_excess_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8246969696969696,0.845,0.845,0.04966774212358548,1.75,0.15,35.34826537168398,15.567392745562552,176.74132685841988,20.55,7.750194985419512
monte_carlo,6,logit_cardinality_repair,Logit cardinality local repair,model_based,decentralized,proposed,logit_quorum_flow_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_quorum_flow_plus_local_repair,softmax_local_deficit_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8246969696969696,0.845,0.845,0.051416825287428955,1.75,0.15,35.572359597577346,15.266893056741347,177.86179798788672,20.55,7.392140000592917
monte_carlo,7,replicator_cardinality_repair,Replicator cardinality local repair,model_based,decentralized,proposed,replicator_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_replicator_plus_local_exact_repair,local_deficit_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8296969696969697,0.845,0.845,0.05550773681513825,1.7,0.15,36.59702150516445,16.38858692242167,182.98510752582223,20.55,7.751199998892844
monte_carlo,8,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8921212121212122,0.7566666666666666,0.7566666666666666,0.2289427025981509,1.1,0.0,38.472619278186706,16.21866346998976,192.3630963909335,20.55,0.10812000837177038
monte_carlo,9,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.8921212121212122,0.7266666666666667,0.7266666666666667,0.282414009707541,1.1,0.0,37.40924133298256,14.74737333536694,187.0462066649128,20.55,0.4388050001580268
monte_carlo,10,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7748358585858586,0.5374999999999999,0.5374999999999999,0.6142567221959784,2.05,1.9,44.445873270268464,13.980440079558644,222.22936635134232,20.55,0.1452550000976771
monte_carlo,11,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6554292929292929,0.5566666666666666,0.5566666666666666,0.6424255151251291,3.05,3.55,48.39923842994952,14.41745924841025,241.99619214974763,20.55,0.14021999668329954
monte_carlo,12,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,20,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7988257575757575,0.5525,0.5525,0.6544649938902969,1.8,1.8,46.806679702203766,14.3965324199116,234.03339851101882,20.55,0.13707999023608863
over_demand,1,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6375520833333334,0.659375,0.659375,0.0,3.625,0.175,33.0636401720479,14.176011923947465,165.3182008602395,28.0,1.8790618800267112
over_demand,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6375520833333334,0.659375,0.659375,0.0,3.625,0.175,33.0636401720479,14.176011923947465,165.3182008602395,28.0,1.9844975031446666
over_demand,3,tensor_quorum_flow_repair,Smooth tensor quorum-flow repair,model_based,decentralized_local,proposed,smooth_tensor_quorum_flow_with_repair,proposed_local_repair_family,model_based_tuning_optional,smooth_tensor_quorum_flow_plus_certified_local_repair,radius_limited_tensorized_deficit_capacity_scores,0,0,9,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6228645833333333,0.6484375,0.6484375,0.09470244485432694,3.75,0.0625,34.719483631177056,15.47208073144588,173.59741815588532,28.0,6.230725007480942
over_demand,4,replicator_cardinality_repair,Replicator cardinality local repair,model_based,decentralized,proposed,replicator_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_replicator_plus_local_exact_repair,local_deficit_scores_plus_small_repair_neighborhood,0,0,7,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6184201388888889,0.6421875,0.6421875,0.09881137305264061,3.79375,0.075,34.42922335514852,15.573040040581954,172.14611677574257,28.0,4.335964999336284
over_demand,5,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6180381944444444,0.640625,0.640625,0.10168057957393092,3.79375,0.06875,34.125701128595246,15.387847311981071,170.62850564297622,28.0,6.02721687828307
over_demand,6,bnn_cardinality_repair,Brown/BNN cardinality local repair,model_based,decentralized,proposed,brown_bnn_positive_excess_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_brown_bnn_positive_excess_plus_local_repair,positive_excess_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.62265625,0.6375,0.6375,0.1174376857833769,3.75625,0.0875,35.865022889446564,15.584736125779694,179.3251144472328,28.0,4.9223987516597845
over_demand,7,logit_cardinality_repair,Logit cardinality local repair,model_based,decentralized,proposed,logit_quorum_flow_with_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_logit_quorum_flow_plus_local_repair,softmax_local_deficit_scores_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6269270833333334,0.63125,0.63125,0.12580675001562264,3.71875,0.08125,36.444859629791644,15.618223326969249,182.22429814895824,28.0,4.772469375166111
over_demand,8,greedy_nearest,Greedy nearest,classic,decentralized,baseline,nearest_greedy,classic_decentralized_baseline,none,distributed_greedy_rule,local_robot_load_distances,0,0,0,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333334,0.478125,0.478125,0.4960803427281859,2.75,0.0,34.79779064026711,15.482513572243516,173.9889532013356,28.0,0.10981874365825206
over_demand,9,smith_cardinality,Smith cardinality,model_based,decentralized,proposed,smith_qr_cardinality,proposed_model_based_variation,model_based_tuning_optional,distributed_smith_qr_rule,local_capacity_scores,0,0,3,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.5703993055555555,0.3984375,0.3984375,0.5974130919087336,4.15,1.3,29.59064451321394,11.526015332237275,147.95322256606974,28.0,0.14135311866994016
over_demand,10,cbba,CBBA-like auction,sota,decentralized,baseline,cbba_like_auction,sota_decentralized_baseline,none,distributed_auction_proxy,auction_bids,0,0,2,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.7208333333333334,0.4234375,0.4234375,0.5991509915216924,2.75,0.0,34.71718498580067,15.27421402245364,173.58592492900334,28.0,0.3436087499721907
over_demand,11,replicator_cardinality,Replicator cardinality,model_based,decentralized,baseline,population_game_replicator,model_based_decentralized_baseline,model_based_tuning_optional,distributed_utility_rule,local_deficit_scores,0,0,4,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.6890277777777778,0.290625,0.290625,0.8855958146572153,3.03125,0.09375,34.726634466232284,14.100872527183395,173.6331723311614,28.0,0.1352243809378706
over_demand,12,bnn_cardinality,BNN cardinality,model_based,decentralized,baseline,bnn_cardinality,model_based_decentralized_baseline,model_based_tuning_optional,distributed_nonlinear_utility_rule,local_deficit_scores,0,0,5,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",0.70640625,0.28125,0.28125,0.9556591444506161,2.875,0.05,37.87265607318169,15.236258698633833,189.36328036590842,28.0,0.12194937517051585
under_demand,1,centralized_coalition_milp,Centralized coalition oracle,model_based_oracle,centralized,reference,exact_capacity_feasible_coalition,centralized_oracle_reference,none,centralized_exact_subset_slot_search,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.41875,21.5072914062263,11.17736294621427,107.53645703113152,21.0,2.6003618753748015
under_demand,2,oracle_reference,Oracle reference,model_based_oracle,centralized,reference,exact_capacity_feasible_reference,centralized_oracle_reference,none,centralized_exact_reference_replay,centralized_all_robot_load_pairs,0,0,2,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.0,0.0,0.41875,21.5072914062263,11.17736294621427,107.53645703113152,21.0,2.6132350008992944
under_demand,3,primal_dual_local_repair,Primal-dual local repair,model_based,decentralized_local,proposed,primal_dual_with_certified_local_repair,proposed_local_repair_family,model_based_tuning_optional,distributed_primal_dual_plus_certified_local_repair,local_deficit_capacity_prices_plus_small_repair_neighborhood,0,0,8,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.011069144291298516,0.0,0.1,21.17475191703083,12.464126110017725,105.87375958515415,21.0,2.200206255656667
under_demand,4,tensor_quorum_flow_repair,Smooth tensor quorum-flow repair,model_based,decentralized_local,proposed,smooth_tensor_quorum_flow_with_repair,proposed_local_repair_family,model_based_tuning_optional,smooth_tensor_quorum_flow_plus_certified_local_repair,radius_limited_tensorized_deficit_capacity_scores,0,0,9,0,0,0,0,False,False,,none,160,"min oracle gap, max coalition success, max served loads, max demand, min under/over assignment, min travel/energy/communication/runtime",1.0,1.0,1.0,0.012069450449618043,0.0,0.10625,21.234629556284634,12.35587605092603,106.17314778142315,21.0,2.1193012515141163
