corpus,path,suffix,bytes,sha256,duplicate_group_size,canonical_duplicate_path,comparison_status
paper,paper/sec_ensayo_cierre_interp.tex,.tex,12101,836d6c27a109138d91062c640a4104e9ded6e9b0d0f3a41bb94dbc08574b2c0e,1,paper/sec_ensayo_cierre_interp.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_ensayo_cierre_plan.tex,.tex,2794,3994bee833744eb7c0f846e63f51cf20c62e98b5335ee9ef82b8c22bcd13c183,1,paper/sec_ensayo_cierre_plan.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_ensayo_cierre_resultados.tex,.tex,5822,fd6a5d9c5013be901907bba55f1700fa64a9afe7fd6af0e7417c172d71bb1362,1,paper/sec_ensayo_cierre_resultados.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_ensayos.tex,.tex,18519,9f3168214d1f0bb5388bcf2c7ec786730b0c076a09c07693509164928541b41f,1,paper/sec_ensayos.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_estimacion.tex,.tex,12873,8aeb97ae816afb8b3fb8c39ee364308dac43993255efe64ba01a31747e7e42cd,1,paper/sec_estimacion.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_figuras.tex,.tex,10717,5b575d4d68f275841d106574970584a8c155c6cd5d6791b0c412b978a8a16d6e,1,paper/sec_figuras.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_fundamentos.tex,.tex,8511,4c9bf304be806e2e751af0be6f748b0c4562b1eabbb2150a0a8e6f665d598f56,1,paper/sec_fundamentos.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_informacion.tex,.tex,6111,6e9b7f0fae9b769c530c7361cd5977b497f9ac3c808dd8e2306cd87d5b4d31f2,1,paper/sec_informacion.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_informacion2.tex,.tex,7686,af782b5c1c487a852facddb385a14aa9534c24c8c89131df330f666610242749,1,paper/sec_informacion2.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_mision.tex,.tex,25562,9d79520dec5c4213e9411dfcbd4067bc4c58a74dcb5b969f5594b89661b23571,1,paper/sec_mision.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_modelo_fisico.tex,.tex,32997,873ba87a787fda916d27de4ac3278a2b6dabf83c6ab8c139ecbdfb5fe8b38209,1,paper/sec_modelo_fisico.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_multiclase.tex,.tex,23065,7e961275af80c595a4661661ccd76ceb5779647374ce2ed26a159d6f5aeebc41,1,paper/sec_multiclase.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_nucleo.tex,.tex,11802,33b0151eebdfffd1657ab612e7fff773c3ef53c11c0d732b545123edf48bcd40,1,paper/sec_nucleo.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_operacion.tex,.tex,34625,978d65b5634d1699122aabb6c74755ad5af2452d045c1afbd09e6f82e6786c02,1,paper/sec_operacion.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_posicionamiento.tex,.tex,20399,65d454ee27479d9a16a47d011e2601bef5325be954d957f94e548c4a45d6fa4b,1,paper/sec_posicionamiento.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_robotica.tex,.tex,7071,ff489ddd8f59c021dae8dc8a8bd732e0e22dcc5b3815149643efd8b43cf8ea78,1,paper/sec_robotica.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_standby.tex,.tex,39567,94cfaa4a10fafe15272c518bae99419835f9f353126943530de0765db0908e14,1,paper/sec_standby.tex,INCLUDED_TEXT_EXTRACTION
paper,paper/sec_topologia.tex,.tex,7524,73ea5a998ad7dc4c79c91618e7654f2fe1d3554ace2f7ba9bd11857af22e09e4,1,paper/sec_topologia.tex,INCLUDED_TEXT_EXTRACTION
work,work/CFRD_Dossier_Teorico_Avanzado_Transactions_2026 (1).pdf,.pdf,4776688,1a8c235fda942a810e4b1ad35edc20e714b5f76050e5c089a0aa3551bfc81bb5,1,work/CFRD_Dossier_Teorico_Avanzado_Transactions_2026 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/Compendio_Definitivo_R4_MROB_ADACP_2026 (2).pdf,.pdf,15813829,19002dfdaac7d193bc176165a242b446a35ca76cc61f5a95cbd8176bed962dad,1,work/Compendio_Definitivo_R4_MROB_ADACP_2026 (2).pdf,INCLUDED_TEXT_EXTRACTION
work,work/Compendio_Definitivo_R5_MROB_ADACP_Teoria_Avanzada_2026.pdf,.pdf,16122938,4f34207fd8ecf6ad248653925078be1190de8390688cfdf7c02a463549800542,1,work/Compendio_Definitivo_R5_MROB_ADACP_Teoria_Avanzada_2026.pdf,INCLUDED_TEXT_EXTRACTION
work,work/Compendio_Integral_Chat_TFM_MROB_AMR_A-DACP_2026.pdf,.pdf,11170436,71e1545ec727d8046663fbf104ea5294addc865d198a922932c64faa73a7b2c2,1,work/Compendio_Integral_Chat_TFM_MROB_AMR_A-DACP_2026.pdf,INCLUDED_TEXT_EXTRACTION
work,work/Compendio_Maestro_MROB_2026_DENSO_v2_100p (1).pdf,.pdf,1990878,31724b4b05d7789383128aa6cd95f9da09ebd1943f86b8f031bacf24befacbe8,2,work/Compendio_Maestro_MROB_2026_DENSO_v2_100p (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/Compendio_Maestro_MROB_2026_DENSO_v2_100p.pdf,.pdf,1990878,31724b4b05d7789383128aa6cd95f9da09ebd1943f86b8f031bacf24befacbe8,2,work/Compendio_Maestro_MROB_2026_DENSO_v2_100p (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/desarrollo_cargo_push_GNE.pdf,.pdf,614861,97d5122e1e6f17997d5ffe77c35725db3814ea0eee8d54e7130d17055c662c6d,1,work/desarrollo_cargo_push_GNE.pdf,INCLUDED_TEXT_EXTRACTION
work,work/empuje_trasero_GNE.pdf,.pdf,776579,0f6d9a8c06928da5e7b9ea602f318d1f469b32c58fc4f39cbc25f88f5edd09ac,1,work/empuje_trasero_GNE.pdf,INCLUDED_TEXT_EXTRACTION
work,work/Informe_GAP_AMR_Heterogeneos_TFM_PhD_2026.pdf,.pdf,869495,599da18ecce3483dfb82ebbe2489890408dff151f215fec6a266651f74111783,1,work/Informe_GAP_AMR_Heterogeneos_TFM_PhD_2026.pdf,INCLUDED_TEXT_EXTRACTION
work,work/Mega_Compendio_TFM_MROB_MegaJuego_2026.pdf,.pdf,17013039,5c8b81abf0eb7578b7fb3a38d13eb48cb0ae7ed25148e2b9a2d796ac521cc28f,1,work/Mega_Compendio_TFM_MROB_MegaJuego_2026.pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_Cruce_Negociado_Validacion (1).pdf,.pdf,678479,2e4cc63a63552cad5f5789dad092d4f2bed5a37a73f036b8a503837e464acf69,2,work/MROB_Cruce_Negociado_Validacion (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_Cruce_Negociado_Validacion.pdf,.pdf,678479,2e4cc63a63552cad5f5789dad092d4f2bed5a37a73f036b8a503837e464acf69,2,work/MROB_Cruce_Negociado_Validacion (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_Lectura_Cruzada_Resultados_Matematicos.pdf,.pdf,365567,97bc60c76d812dfe3ad22e6bbac43534c297fe52ffc1c5b1451bae93fa22aa81,1,work/MROB_Lectura_Cruzada_Resultados_Matematicos.pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_MegaJuego_Cierre_Matematico_Experimental_v4(1).pdf,.pdf,559390,61ef7831aa83b03ba0cb9ca40f40f63cb01549f791a9edd361d0dbfb6aedfaf8,1,work/MROB_MegaJuego_Cierre_Matematico_Experimental_v4(1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf,.pdf,1655919,58b2bb302af1bfad9af7f64a80bf2ae42c4ab4aa664293c2cf57b9157518df93,2,work/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (2).pdf,.pdf,1655919,58b2bb302af1bfad9af7f64a80bf2ae42c4ab4aa664293c2cf57b9157518df93,2,work/MROB_MegaJuego_Monografia_Cientifica_Integrada_M1 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_MegaJuego_Reparacion_R2.pdf,.pdf,475086,c90d29152bb9994285e7ab565ee989ca59be07fc395d842de03161a8e982da44,1,work/MROB_MegaJuego_Reparacion_R2.pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_Pasillo_Negociado_Informe (1).pdf,.pdf,567046,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,3,work/MROB_Pasillo_Negociado_Informe (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_Pasillo_Negociado_Informe (4).pdf,.pdf,567046,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,3,work/MROB_Pasillo_Negociado_Informe (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_Pasillo_Negociado_Informe.pdf,.pdf,567046,abc23812ef000013140a77cdb6ab8d57e0acd041c39bc81156f3b943e0927066,3,work/MROB_Pasillo_Negociado_Informe (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_Profundizacion_Adaptacion_Informacion_MegaJuego (1).pdf,.pdf,494531,76f7fb38c4336d87ead31c6b75c7adb5e49655490238a650c1cff3ee865232a2,1,work/MROB_Profundizacion_Adaptacion_Informacion_MegaJuego (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/MROB_Simulacion_Python2D_Validacion.pdf,.pdf,275357,92e5107cedb74d3d233c9cea5605c36beee73f30d2f4a1c0a12014c75b970ef2,1,work/MROB_Simulacion_Python2D_Validacion.pdf,INCLUDED_TEXT_EXTRACTION
work,work/SP1_VIU_corregido_cierre_20260823 (2).pdf,.pdf,1082628,40ccaf54851d421038c98287fd4348e2bbbb6f00da5ca4775321c33afea81efc,2,work/SP1_VIU_corregido_cierre_20260823 (2).pdf,INCLUDED_TEXT_EXTRACTION
work,work/SP1_VIU_corregido_cierre_20260823.pdf,.pdf,1082628,40ccaf54851d421038c98287fd4348e2bbbb6f00da5ca4775321c33afea81efc,2,work/SP1_VIU_corregido_cierre_20260823 (2).pdf,INCLUDED_TEXT_EXTRACTION
work,work/SP1_VIU_final_con_escenario_industrial_20260826.pdf,.pdf,5017459,d4221d93656b06a3d3dfc703970ea7823b79df9f505964ab1b14a013353f0582,1,work/SP1_VIU_final_con_escenario_industrial_20260826.pdf,INCLUDED_TEXT_EXTRACTION
work,work/SP2_VIU_DEFINITIVO_DENSO_2026.pdf,.pdf,2171426,c6d5917bb73c2115acc54ba3e8876b2d390ab34ac2fb52954380f9c8a12cd5e7,1,work/SP2_VIU_DEFINITIVO_DENSO_2026.pdf,INCLUDED_TEXT_EXTRACTION
work,work/SP3 (4).pdf,.pdf,4462397,8c045ddacddd25ab4632b3ab655b7751e69fb7d2c51f461506ba063227bea67b,2,work/SP3 (4).pdf,INCLUDED_TEXT_EXTRACTION
work,work/SP3_Advanced_Game_Control_N1_N5_20260904 (1).pdf,.pdf,4462397,8c045ddacddd25ab4632b3ab655b7751e69fb7d2c51f461506ba063227bea67b,2,work/SP3 (4).pdf,INCLUDED_TEXT_EXTRACTION
work,work/SP3_matematica_madurada_N1_N5_20260904 (1).pdf,.pdf,3728215,0c396654b2cfcabe4622f9d756001ad15f4f410f01305dd0b145c9d4738cd825,1,work/SP3_matematica_madurada_N1_N5_20260904 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM-libro V0.pdf,.pdf,1060911,b345c2e289695cfe6ef1fcb19211b078539f357f1dac51db6ad2873cff402aa2,1,work/TFM-libro V0.pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_2026_Compendio_Cientifico_v0_2 (1).pdf,.pdf,19587419,b4bd16fad36b266580743ec2297b4a1349f29761dfc6f0a9a57fb1aab7270ab6,1,work/TFM_MROB_2026_Compendio_Cientifico_v0_2 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Compendio_Maestro_Exhaustivo_2026.pdf,.pdf,14265484,435b69076174ccd64218532aa07b498143b99ea035d54e48321cfe2e213617b1,1,work/TFM_MROB_Compendio_Maestro_Exhaustivo_2026.pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Compendio_Maestro_TOTAL_Sin_Recortes_2026 (1).pdf,.pdf,15099814,6f881aac7d372b6c1a1fe63015008569f419a550fd2dedf871a49a82390fa71e,1,work/TFM_MROB_Compendio_Maestro_TOTAL_Sin_Recortes_2026 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Documento_Canonico_Vivo_v0_1_2026 (1).pdf,.pdf,17418807,4b54954dacd6f642eb67e5d4fc5a558340d292ecb888cdb62857ebc2646437a0,2,work/TFM_MROB_Documento_Canonico_Vivo_v0_1_2026 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Documento_Canonico_Vivo_v0_1_2026.pdf,.pdf,17418807,4b54954dacd6f642eb67e5d4fc5a558340d292ecb888cdb62857ebc2646437a0,2,work/TFM_MROB_Documento_Canonico_Vivo_v0_1_2026 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Dossier_Maestro_Handoff_20260830.pdf,.pdf,968248,e2820a726cbc2a78c067335e4951a0e3e929cab35563e708cf7ceed82f374ff0,1,work/TFM_MROB_Dossier_Maestro_Handoff_20260830.pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Dossier_Matematico_Integral_2026.pdf,.pdf,2927290,d64728e0a2a84b059c64d318123f76e620a31ef9633fdb2487a9a23508ba7efe,1,work/TFM_MROB_Dossier_Matematico_Integral_2026.pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026 (1).pdf,.pdf,1976246,1400ab0e91e7c5fc5604a1dc8d0ba0b8e2c808e183448497aa377ad6bb63e2e9,1,work/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026.pdf,.pdf,1792300,62353a9e0da7ffc31c7c4d76664b0acd6179dabd20db77e522cd4cb451d8d52a,1,work/TFM_MROB_Jorge_Luis_Mayorga_Taborda_FINAL_VIU_2026.pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_MegaPaper_IEEE_Unificado_2026 (1).pdf,.pdf,2376846,06917dd265d06ed68be681ab1ce576c0b55b1a1cafeb071a5d24d05f2186d6dd,2,work/TFM_MROB_MegaPaper_IEEE_Unificado_2026 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_MegaPaper_IEEE_Unificado_2026.pdf,.pdf,2376846,06917dd265d06ed68be681ab1ce576c0b55b1a1cafeb071a5d24d05f2186d6dd,2,work/TFM_MROB_MegaPaper_IEEE_Unificado_2026 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Monografia_Canonica_200p_2026 (1).pdf,.pdf,16367262,325f7580d6f88a301134081ddf6de790914b61ccebb837e067d6247033f655dd,2,work/TFM_MROB_Monografia_Canonica_200p_2026 (1).pdf,INCLUDED_TEXT_EXTRACTION
work,work/TFM_MROB_Monografia_Canonica_200p_2026.pdf,.pdf,16367262,325f7580d6f88a301134081ddf6de790914b61ccebb837e067d6247033f655dd,2,work/TFM_MROB_Monografia_Canonica_200p_2026 (1).pdf,INCLUDED_TEXT_EXTRACTION
thesis,thesis/build/main.pdf,.pdf,2419285,9b3295b5c675f602a80e6edafa5584bdcc0a4b18836f349f8dd53db872f69195,1,thesis/build/main.pdf,INCLUDED_TEXT_EXTRACTION
thesis,thesis/config/math-commands.tex,.tex,535,6864fa8e1584384c3f78cf963119f93f0531bc42a6bf57377a825e21f002e614,1,thesis/config/math-commands.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/config/metadata.tex,.tex,1268,d33488cf42a3b100c3ebd04e9ef9910ced72e71891e53bacc00fe092eea5bdec,1,thesis/config/metadata.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/figures/protected/01-distributed-coalition-scenario.tex,.tex,7759,fa255f09110d42dc6537b9f37992a029b8c3fadba8197b4292683b98ed82d767,1,thesis/figures/protected/01-distributed-coalition-scenario.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/figures/protected/02-unicycle-geometry.tex,.tex,2111,e94b211b5ddb1c84ec662aec3ab1eb4f9f7f7ea3f5cac3ea998556dbfc78616e,1,thesis/figures/protected/02-unicycle-geometry.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/generated/aws-industrial2-results.tex,.tex,2202,5baed3816e736b963f272b172671cb1f3e559fabda0f0bcaedaa35a7467b252b,1,thesis/generated/aws-industrial2-results.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/generated/literature-coverage.tex,.tex,782,a2ed3170808df6e2b0723a08284a69ae765599ff4631bb9ef1e0b71b840edf96,1,thesis/generated/literature-coverage.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/main.tex,.tex,3414,53d2fc76cbef30bd713422d7764f76f9c65fa80580f6cffc96a7967e2f695d22,1,thesis/main.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/README.md,.md,1153,3d00c88fba408a99f7bc8c939fe9c9fa2a82453a94d3da23caddcc339037d6f0,1,thesis/README.md,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/appendices/01-reproducibility.tex,.tex,3297,8a8ce55e485836147cb7a08a5fd34458957ffef4ef937baa919954e94fc607d4,1,thesis/sections/appendices/01-reproducibility.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/appendices/02-sp0-proofs.tex,.tex,6364,c2e78754e40cd08d65c5d39aaf6e451dc3fccd8f6cfc24b825e7f7e848ee874b,1,thesis/sections/appendices/02-sp0-proofs.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/appendices/03-sp1-proofs.tex,.tex,6602,cd297d70463be355c863c857b234f3be4b62f07bf6d15d3ae8ee38a1428b40b4,1,thesis/sections/appendices/03-sp1-proofs.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/appendices/04-sp2-proofs.tex,.tex,1966,e4c300d3505801a0d78a470e306e25ffb8d4d62bf30328f350480a00661e1f8e,1,thesis/sections/appendices/04-sp2-proofs.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/appendices/05-sp3-proofs.tex,.tex,2964,9624af96bfaa6463ab7ba0eab74f6ac4c469d009db1d60ce5267344249e0bdc0,1,thesis/sections/appendices/05-sp3-proofs.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/appendices/06-sp4-proofs.tex,.tex,4287,b80c7c1ac2639e2da54864b9722562725b95aeaf484183997d09ba966e312625,1,thesis/sections/appendices/06-sp4-proofs.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/appendices/07-sp6-proofs.tex,.tex,8489,e496683cb17668bfba1e69c5a2fbc3e9398f3eb5e8983606532ea9e8e8b2ce8b,1,thesis/sections/appendices/07-sp6-proofs.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/appendices/08-sp7-proofs.tex,.tex,3685,e66717f85020a64d44fb09ec599506d4f9ef36e12267c18eec558fd7ebb79c54,1,thesis/sections/appendices/08-sp7-proofs.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/appendices/09-sp8-proofs.tex,.tex,2337,f5b89ef531899e9b96ce82b46fd8ca28bf009d9664ab55c363ff9543dfd096de,1,thesis/sections/appendices/09-sp8-proofs.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/frontmatter/00-cover.tex,.tex,288,e99bf1d9044bd6948acf5106cb02126f53415c1c452643413f17831bb2923f4e,1,thesis/sections/frontmatter/00-cover.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/frontmatter/01-summary.tex,.tex,2342,d19700a3bcaba3973c9ef49c2c05fb3c2a11fffe7bcd04004032bd3530d8a2bf,1,thesis/sections/frontmatter/01-summary.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/frontmatter/02-abstract.tex,.tex,2319,adb7fc742666a4874f247139201ebd3f53ccd41e906038f6e1f78ee56f69e9fa,1,thesis/sections/frontmatter/02-abstract.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/frontmatter/03-contents.tex,.tex,118,f8ffe1294af51a9497c0fef712b5a67ba196e63ceab235446729ce788dbc3037,1,thesis/sections/frontmatter/03-contents.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/frontmatter/04-nomenclature.tex,.tex,5762,f98e7fffdfb25f7118a0dae47984a09952a15f947344a2970af08f9c0e9310f9,1,thesis/sections/frontmatter/04-nomenclature.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/01-introduction.tex,.tex,4935,dd8d8e4c3dddffce980163b44df7f75ed1e610905dcae994c28e890b39382a83,1,thesis/sections/mainmatter/01-introduction.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/02-objectives.tex,.tex,2611,d26670e38aacd2ebfbb7e83d0c42bbf207445bf9162a29186e2404e1a8342f9d,1,thesis/sections/mainmatter/02-objectives.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/03-hypotheses.tex,.tex,4923,0b8a2d5db17553614cf50cff8f13cd928e8d189cc9093f3ed7d5756bf8455e91,1,thesis/sections/mainmatter/03-hypotheses.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/04-methodology.tex,.tex,24024,aafea86f5fe35ae454026e176a2aaad96469125886f61384208b3319a99cfbd3,1,thesis/sections/mainmatter/04-methodology.tex,INCLUDED_TEXT_EXTRACTION
thesis,thesis/sections/mainmatter/05-theoretical-framework.tex,.tex,50273,2859ae90c6783740032840328ac5bf73db7acf19ba8517b398f3846168425046,1,thesis/sections/mainmatter/05-theoretical-framework.tex,INCLUDED_TEXT_EXTRACTION
