seed,dispersion_m,pressure,scalar_feasible,bilateral_feasible,supported_feasible,scalar_false_feasible,bilateral_false_feasible,supported_utilization,wrench_residual,internal_force_ratio,limiting_robot
63221,0.4,1.2,1,1,1,0,0,0.9472912152070632,1.4291598207902014e-14,0.37291792456517725,r2
63221,0.6,0.2,1,1,1,0,0,0.13485858850632976,2.5232341468753557e-17,0.27999590032334376,r1
63221,0.6,0.4,1,1,1,0,0,0.2697171770126595,5.0464682937507114e-17,0.27999590032334376,r1
63221,0.6,0.6,1,1,1,0,0,0.40457576551898905,2.0185873175002847e-17,0.2799959003233442,r2
63221,0.6,0.8,1,1,1,0,0,0.539434354025319,1.0092936587501423e-16,0.27999590032334376,r1
63221,0.6,1.0,1,1,1,0,0,0.6742929425316485,8.074349270001139e-17,0.27999590032334454,r2
63221,0.6,1.2,1,1,1,0,0,0.8091515310379781,4.0371746350005693e-17,0.2799959003233442,r2
63221,0.8,0.2,1,1,1,0,0,0.13363471140579347,8.074349270001139e-17,0.27471816988147885,r4
63221,0.8,0.4,1,1,1,0,0,0.26726942281158694,1.6148698540002277e-16,0.27471816988147885,r4
63221,0.8,0.6,1,1,1,0,0,0.40090413421738036,1.312081756375185e-16,0.2747181698814791,r3
63221,0.8,0.8,1,1,1,0,0,0.5345388456231739,3.2297397080004555e-16,0.27471816988147885,r4
63221,0.8,1.0,1,1,1,0,0,0.6681735570289674,6.661338147750939e-16,0.2747181698814794,r3
63221,0.8,1.2,1,1,1,0,0,0.8018082684347607,2.62416351275037e-16,0.2747181698814791,r3
63222,0.2,0.2,1,1,1,0,0,0.20556433791926618,6.560408781875925e-17,0.3770572450953496,r2
63222,0.2,0.4,1,1,1,0,0,0.41112867583853235,1.312081756375185e-16,0.3770572450953496,r2
63222,0.2,0.6,1,1,1,0,0,0.6166930137577984,6.055761952500853e-17,0.37705724509534894,r2
63222,0.2,0.8,1,1,1,0,0,0.8222573516770647,2.62416351275037e-16,0.3770572450953496,r2
63222,0.2,1.0,1,1,0,1,1,1.0278216895963312,2.220446049250313e-16,0.3770572450953483,r2
63222,0.2,1.2,1,1,0,1,1,1.2333860275155968,1.2111523905001707e-16,0.37705724509534894,r2
63222,0.4,0.2,1,1,1,0,0,0.1504481868959518,8.08948867488239e-15,0.3301939614857034,r2
63222,0.4,0.4,1,1,1,0,0,0.3008963737919036,1.617897734976478e-14,0.3301939614857034,r2
63222,0.4,0.6,1,1,1,0,0,0.4513445606878453,1.758189553542748e-14,0.33019396148572555,r2
63222,0.4,0.8,1,1,1,0,0,0.6017927475838072,3.235795469952956e-14,0.3301939614857034,r2
63222,0.4,1.0,1,1,1,0,0,0.7522409344797494,4.1158995403830806e-14,0.3301939614856812,r1
63222,0.4,1.2,1,1,1,0,0,0.9026891213756906,3.516379107085496e-14,0.33019396148572555,r2
63222,0.6,0.2,1,1,1,0,0,0.14137173853085527,7.065055611250996e-17,0.3127976541920796,r2
63222,0.6,0.4,1,1,1,0,0,0.28274347706171055,1.4130111222501992e-16,0.3127976541920796,r2
63222,0.6,0.6,1,1,1,0,0,0.4241152155925656,3.0278809762504267e-16,0.3127976541920796,r2
63222,0.6,0.8,1,1,1,0,0,0.5654869541234211,2.8260222445003984e-16,0.3127976541920796,r2
63222,0.6,1.0,1,1,1,0,0,0.7068586926542761,6.055761952500853e-17,0.3127976541920798,r1
63222,0.6,1.2,1,1,1,0,0,0.8482304311851312,6.055761952500853e-16,0.3127976541920796,r2
63222,0.8,0.2,1,1,1,0,0,0.13149285312139794,1.2111523905001707e-16,0.264464776431831,r3
63222,0.8,0.4,1,1,1,0,0,0.2629857062427959,2.4223047810003414e-16,0.264464776431831,r3
63222,0.8,0.6,1,1,1,0,0,0.3944785593641948,4.642750830250654e-16,0.26446477643183186,r4
63222,0.8,0.8,1,1,1,0,0,0.5259714124855918,4.844609562000683e-16,0.264464776431831,r3
63222,0.8,1.0,1,1,1,0,0,0.6574642656069903,4.037174635000569e-16,0.26446477643183114,r3
63222,0.8,1.2,1,1,1,0,0,0.7889571187283896,9.285501660501309e-16,0.26446477643183186,r4
63223,0.2,0.2,1,1,1,0,0,0.19759198480417145,5.0464682937507114e-17,0.33370544829428844,r4
63223,0.2,0.4,1,1,1,0,0,0.3951839696083429,1.0092936587501423e-16,0.33370544829428844,r4
63223,0.2,0.6,1,1,1,0,0,0.5927759544125141,2.523234146875356e-16,0.3337054482942882,r2
63223,0.2,0.8,1,1,1,0,0,0.7903679392166858,2.0185873175002846e-16,0.33370544829428844,r4
63223,0.2,1.0,1,1,1,0,0,0.9879599240208574,3.2297397080004555e-16,0.33370544829428855,r4
63223,0.2,1.2,1,1,0,1,1,1.1855519088250281,5.046468293750712e-16,0.3337054482942882,r2
63223,0.4,0.2,1,1,1,0,0,0.15081516214869828,2.7755575615628914e-16,0.32738207250545337,r1
63223,0.4,0.4,1,1,1,0,0,0.30163032429739656,5.551115123125783e-16,0.32738207250545337,r1
63223,0.4,0.6,1,1,1,0,0,0.45244548644609534,6.964126245375982e-16,0.32738207250545165,r1
63223,0.4,0.8,1,1,1,0,0,0.6032606485947931,1.1102230246251565e-15,0.32738207250545337,r1
63223,0.4,1.0,1,1,1,0,0,0.7540758107434925,4.925353054700695e-15,0.3273820725054516,r1
63223,0.4,1.2,1,1,1,0,0,0.9048909728921907,1.3928252490751963e-15,0.32738207250545165,r1
63223,0.6,0.2,1,1,1,0,0,0.1404898292048768,7.569702440626067e-18,0.314452494333628,r2
63223,0.6,0.4,1,1,1,0,0,0.2809796584097536,1.5139404881252134e-17,0.314452494333628,r2
63223,0.6,0.6,1,1,1,0,0,0.4214694876146299,4.0371746350005693e-17,0.31445249433364314,r2
63223,0.6,0.8,1,1,1,0,0,0.5619593168195072,3.027880976250427e-17,0.314452494333628,r2
63223,0.6,1.0,1,1,1,0,0,0.7024491460243804,2.7250987025659312e-17,0.3144524943336402,r2
63223,0.6,1.2,1,1,1,0,0,0.8429389752292598,8.074349270001139e-17,0.31445249433364314,r2
63223,0.8,0.2,1,1,1,0,0,0.1341497356075944,1.0256116059177188e-17,0.2855433651515289,r3
63223,0.8,0.4,1,1,1,0,0,0.2682994712151888,2.0512232118354377e-17,0.2855433651515289,r3
63223,0.8,0.6,1,1,1,0,0,0.4024492068227832,1.0256116059177188e-17,0.28554336515152845,r3
63223,0.8,0.8,1,1,1,0,0,0.5365989424303776,4.1024464236708754e-17,0.2855433651515289,r3
63223,0.8,1.0,1,1,1,0,0,0.6707486780379721,4.1024464236708754e-17,0.28554336515153034,r3
63223,0.8,1.2,1,1,1,0,0,0.8048984136455664,2.0512232118354377e-17,0.28554336515152845,r3
63224,0.2,0.2,1,1,1,0,0,0.202752794917196,1.2111523905001707e-16,0.3913533176628683,r2
63224,0.2,0.4,1,1,1,0,0,0.405505589834392,2.4223047810003414e-16,0.3913533176628683,r2
63224,0.2,0.6,1,1,1,0,0,0.6082583847515876,1.4130111222501992e-16,0.3913533176628674,r2
63224,0.2,0.8,1,1,1,0,0,0.811011179668784,4.844609562000683e-16,0.3913533176628683,r2
63224,0.2,1.0,1,1,0,1,1,1.0137639745859808,5.853903220750825e-16,0.39135331766286896,r4
63224,0.2,1.2,1,1,0,1,1,1.216516769503175,2.8260222445003984e-16,0.3913533176628674,r2
63224,0.4,0.2,1,1,1,0,0,0.1548147016227539,8.074349270001139e-17,0.35467465155146943,r4
63224,0.4,0.4,1,1,1,0,0,0.3096294032455078,1.6148698540002277e-16,0.35467465155146943,r4
63224,0.4,0.6,1,1,1,0,0,0.4644441048682628,2.321375415125327e-16,0.35467465155146927,r4
63224,0.4,0.8,1,1,1,0,0,0.6192588064910156,3.2297397080004555e-16,0.35467465155146943,r4
63224,0.4,1.0,1,1,1,0,0,0.7740735081137688,1.5341263613002163e-15,0.35467465155147093,r2
63224,0.4,1.2,1,1,1,0,0,0.9288882097365256,4.642750830250654e-16,0.35467465155146927,r4
63224,0.6,0.2,1,1,1,0,0,0.13748834945789268,8.074349270001139e-17,0.29505640372440584,r1
63224,0.6,0.4,1,1,1,0,0,0.27497669891578536,1.6148698540002277e-16,0.29505640372440584,r1
63224,0.6,0.6,1,1,1,0,0,0.412465048373678,7.065055611250996e-17,0.2950564037244059,r1
63224,0.6,0.8,1,1,1,0,0,0.5499533978315707,3.2297397080004555e-16,0.29505640372440584,r1
63224,0.6,1.0,1,1,1,0,0,0.6874417472894631,7.266914343001025e-16,0.29505640372440617,r2
63224,0.6,1.2,1,1,1,0,0,0.824930096747356,1.4130111222501992e-16,0.2950564037244059,r1
63224,0.8,0.2,1,1,1,0,0,0.1323980996387546,2.0185873175002847e-17,0.267001536399056,r4
63224,0.8,0.4,1,1,1,0,0,0.2647961992775092,4.0371746350005693e-17,0.267001536399056,r4
63224,0.8,0.6,1,1,1,0,0,0.39719429891626445,5.954832586625839e-16,0.2670015363990564,r4
63224,0.8,0.8,1,1,1,0,0,0.5295923985550184,8.074349270001139e-17,0.267001536399056,r4
63224,0.8,1.0,1,1,1,0,0,0.6619904981937728,1.2111523905001707e-16,0.2670015363990558,r3
63224,0.8,1.2,1,1,1,0,0,0.7943885978325289,1.1909665173251679e-15,0.2670015363990564,r4
63225,0.2,0.2,1,1,1,0,0,0.20105010073750648,2.3718400980628343e-16,0.37449705260976024,r4
63225,0.2,0.4,1,1,1,0,0,0.40210020147501296,4.743680196125669e-16,0.37449705260976024,r4
63225,0.2,0.6,1,1,1,0,0,0.6031503022125202,9.08364292875128e-16,0.37449705260975974,r4
63225,0.2,0.8,1,1,1,0,0,0.8042004029500259,9.487360392251337e-16,0.37449705260976024,r4
63225,0.2,1.0,1,1,0,1,1,1.0052505036875325,3.2297397080004555e-16,0.37449705260975963,r4
63225,0.2,1.2,1,1,0,1,1,1.2063006044250404,1.816728585750256e-15,0.37449705260975974,r4
63225,0.4,0.2,1,1,1,0,0,0.15483504214852423,3.3861802251067274e-15,0.3590419570554958,r2
63225,0.4,0.4,1,1,1,0,0,0.30967008429704845,6.772360450213455e-15,0.3590419570554958,r2
63225,0.4,0.6,1,1,1,0,0,0.4645051264455719,2.9168586737879113e-15,0.35904195705550107,r1
63225,0.4,0.8,1,1,1,0,0,0.6193401685940969,1.354472090042691e-14,0.3590419570554958,r2
63225,0.4,1.0,1,1,1,0,0,0.7741752107426227,5.571300996300785e-15,0.35904195705549724,r2
63225,0.4,1.2,1,1,1,0,0,0.9290102528911438,5.833717347575823e-15,0.35904195705550107,r1
63225,0.6,0.2,1,1,1,0,0,0.13693085127324842,8.326672684688674e-17,0.28199133539220944,r1
63225,0.6,0.4,1,1,1,0,0,0.27386170254649683,1.6653345369377348e-16,0.28199133539220944,r1
63225,0.6,0.6,1,1,1,0,0,0.4107925538197453,1.8167285857502563e-16,0.2819913353922096,r2
63225,0.6,0.8,1,1,1,0,0,0.5477234050929937,3.3306690738754696e-16,0.28199133539220944,r1
63225,0.6,1.0,1,1,1,0,0,0.6846542563662417,2.0185873175002846e-16,0.28199133539220983,r1
63225,0.6,1.2,1,1,1,0,0,0.8215851076394906,3.6334571715005125e-16,0.2819913353922096,r2
63225,0.8,0.2,1,1,1,0,0,0.1314986810142246,8.982713562876267e-16,0.26959638646667633,r1
63225,0.8,0.4,1,1,1,0,0,0.2629973620284492,1.7965427125752535e-15,0.26959638646667633,r1
63225,0.8,0.6,1,1,1,0,0,0.39449604304267355,2.3011895419503244e-15,0.2695963864666771,r1
63225,0.8,0.8,1,1,1,0,0,0.5259947240568984,3.593085425150507e-15,0.26959638646667633,r1
63225,0.8,1.0,1,1,1,0,0,0.6574934050711229,4.0977322545255775e-15,0.2695963864666768,r1
63225,0.8,1.2,1,1,1,0,0,0.7889920860853471,4.602379083900649e-15,0.2695963864666771,r1
63226,0.2,0.2,1,1,1,0,0,0.20242018260248545,2.5232341468753557e-17,0.3603842545630997,r1
63226,0.2,0.4,1,1,1,0,0,0.4048403652049709,5.0464682937507114e-17,0.3603842545630997,r1
63226,0.2,0.6,1,1,1,0,0,0.6072605478074566,1.0092936587501423e-16,0.3603842545631,r2
63226,0.2,0.8,1,1,1,0,0,0.8096807304099418,1.0092936587501423e-16,0.3603842545630997,r1
63226,0.2,1.0,1,1,0,1,1,1.0121009130124277,1.049665405100148e-15,0.36038425456309886,r1
63226,0.2,1.2,1,1,0,1,1,1.2145210956149133,2.0185873175002846e-16,0.3603842545631,r2
63226,0.4,0.2,1,1,1,0,0,0.1488304338442571,4.0371746350005693e-17,0.2919085449104289,r4
63226,0.4,0.4,1,1,1,0,0,0.2976608676885142,8.074349270001139e-17,0.2919085449104289,r4
63226,0.4,0.6,1,1,1,0,0,0.446491301532771,2.0185873175002847e-17,0.2919085449104286,r4
63226,0.4,0.8,1,1,1,0,0,0.5953217353770284,1.6148698540002277e-16,0.2919085449104289,r4
63226,0.4,1.0,1,1,1,0,0,0.7441521692212921,5.046468293750712e-16,0.2919085449104253,r4
63226,0.4,1.2,1,1,1,0,0,0.892982603065542,4.0371746350005693e-17,0.2919085449104286,r4
63226,0.6,0.2,1,1,1,0,0,0.14091526911126107,1.4054578886433543e-17,0.312127924420631,r2
63226,0.6,0.4,1,1,1,0,0,0.28183053822252213,2.8109157772867086e-17,0.312127924420631,r2
63226,0.6,0.6,1,1,1,0,0,0.4227458073337857,2.0185873175002847e-17,0.3121279244206346,r2
63226,0.6,0.8,1,1,1,0,0,0.5636610764450443,5.621831554573417e-17,0.312127924420631,r2
63226,0.6,1.0,1,1,1,0,0,0.7045763455563078,5.621831554573417e-17,0.3121279244206412,r2
63226,0.6,1.2,1,1,1,0,0,0.8454916146675714,4.0371746350005693e-17,0.3121279244206346,r2
63226,0.8,0.2,1,1,1,0,0,0.13406006522304115,1.0597583416876495e-16,0.2667209410690716,r3
63226,0.8,0.4,1,1,1,0,0,0.2681201304460823,2.119516683375299e-16,0.2667209410690716,r3
63226,0.8,0.6,1,1,1,0,0,0.40218019566912316,2.4223047810003414e-16,0.266720941069071,r3
63226,0.8,0.8,1,1,1,0,0,0.5362402608921646,4.239033366750598e-16,0.2667209410690716,r3
63226,0.8,1.0,1,1,1,0,0,0.6703003261152053,2.0185873175002846e-16,0.26672094106907146,r1
63226,0.8,1.2,1,1,1,0,0,0.8043603913382463,4.844609562000683e-16,0.266720941069071,r3
63227,0.2,0.2,1,1,1,0,0,0.22459147000691496,1.2111523905001707e-16,0.4272310329497286,r2
63227,0.2,0.4,1,1,1,0,0,0.4491829400138299,2.4223047810003414e-16,0.4272310329497286,r2
63227,0.2,0.6,1,1,1,0,0,0.6737744100207438,1.6148698540002277e-16,0.42723103294972903,r2
63227,0.2,0.8,1,1,1,0,0,0.8983658800276598,4.844609562000683e-16,0.4272310329497286,r2
63227,0.2,1.0,1,1,0,1,1,1.1229573500345729,2.0185873175002846e-16,0.4272310329497289,r2
63227,0.2,1.2,1,1,0,1,1,1.3475488200414876,3.2297397080004555e-16,0.42723103294972903,r2
63227,0.4,0.2,1,1,1,0,0,0.15069203593881347,2.1800743029003074e-15,0.33102006727518213,r4
63227,0.4,0.4,1,1,1,0,0,0.30138407187762695,4.360148605800615e-15,0.33102006727518213,r4
63227,0.4,0.6,1,1,1,0,0,0.452076107816429,7.266914343001025e-16,0.33102006727517913,r2
63227,0.4,0.8,1,1,1,0,0,0.6027681437552539,8.72029721160123e-15,0.33102006727518213,r4
63227,0.4,1.0,1,1,1,0,0,0.7534601796940462,9.891077855751394e-16,0.33102006727518213,r2
63227,0.4,1.2,1,1,1,0,0,0.904152215632858,1.453382868600205e-15,0.33102006727517913,r2
63227,0.6,0.2,1,1,1,0,0,0.1397401970648449,5.046468293750712e-18,0.30746197856972685,r2
63227,0.6,0.4,1,1,1,0,0,0.2794803941296898,1.0092936587501423e-17,0.30746197856972685,r2
63227,0.6,0.6,1,1,1,0,0,0.4192205911945538,4.0371746350005693e-17,0.3074619785695216,r2
63227,0.6,0.8,1,1,1,0,0,0.5589607882593796,2.0185873175002847e-17,0.30746197856972685,r2
63227,0.6,1.0,1,1,1,0,0,0.6987009853242049,1.1012561274025875e-16,0.30746197856984964,r2
63227,0.6,1.2,1,1,1,0,0,0.8384411823891076,8.074349270001139e-17,0.3074619785695216,r2
63227,0.8,0.2,1,1,1,0,0,0.13470415431630034,1.2616170734376778e-17,0.2860050110461352,r3
63227,0.8,0.4,1,1,1,0,0,0.2694083086326007,2.5232341468753557e-17,0.2860050110461352,r3
63227,0.8,0.6,1,1,1,0,0,0.40411246294891173,1.312081756375185e-16,0.2860050110461456,r4
63227,0.8,0.8,1,1,1,0,0,0.5388166172652014,5.0464682937507114e-17,0.2860050110461352,r3
63227,0.8,1.0,1,1,1,0,0,0.6735207715815172,2.8260222445003984e-16,0.2860050110461445,r4
63227,0.8,1.2,1,1,1,0,0,0.8082249258978235,2.62416351275037e-16,0.2860050110461456,r4
63228,0.2,0.2,1,1,1,0,0,0.20098454177074235,1.809974259874334e-17,0.3580885340264167,r2
63228,0.2,0.4,1,1,1,0,0,0.4019690835414847,3.619948519748668e-17,0.3580885340264167,r2
63228,0.2,0.6,1,1,1,0,0,0.6029536253122264,1.433196995425202e-15,0.35808853402641655,r2
63228,0.2,0.8,1,1,1,0,0,0.8039381670829694,7.239897039497337e-17,0.3580885340264167,r2
63228,0.2,1.0,1,1,0,1,1,1.0049227088537114,6.459479416000911e-16,0.3580885340264167,r2
63228,0.2,1.2,1,1,0,1,1,1.2059072506244528,2.866393990850404e-15,0.35808853402641655,r2
63228,0.4,0.2,1,1,1,0,0,0.1569883665232358,3.1288103421254413e-16,0.3709204221167692,r1
63228,0.4,0.4,1,1,1,0,0,0.3139767330464716,6.257620684250883e-16,0.3709204221167692,r1
63228,0.4,0.6,1,1,1,0,0,0.4709650995697076,3.027880976250427e-17,0.37092042211677007,r1
63228,0.4,0.8,1,1,1,0,0,0.6279534660929432,1.2515241368501765e-15,0.3709204221167692,r1
63228,0.4,1.0,1,1,1,0,0,0.7849418326161797,5.24832702550074e-16,0.37092042211677057,r1
63228,0.4,1.2,1,1,1,0,0,0.9419301991394152,6.055761952500853e-17,0.37092042211677007,r1
63228,0.6,0.2,1,1,1,0,0,0.14041926975716323,1.6148698540002277e-16,0.3199012951825917,r1
63228,0.6,0.4,1,1,1,0,0,0.28083853951432647,3.2297397080004555e-16,0.3199012951825917,r1
63228,0.6,0.6,1,1,1,0,0,0.4212578092714898,4.0371746350005693e-17,0.31990129518259164,r1
63228,0.6,0.8,1,1,1,0,0,0.5616770790286529,6.459479416000911e-16,0.3199012951825917,r1
63228,0.6,1.0,1,1,1,0,0,0.7020963487858161,6.459479416000911e-16,0.31990129518259186,r1
63228,0.6,1.2,1,1,1,0,0,0.8425156185429796,8.074349270001139e-17,0.31990129518259164,r1
63228,0.8,0.2,1,1,1,0,0,0.13244524889854886,1.0092936587501423e-17,0.2694227749231346,r3
63228,0.8,0.4,1,1,1,0,0,0.2648904977970977,2.0185873175002847e-17,0.2694227749231346,r3
63228,0.8,0.6,1,1,1,0,0,0.39733574669564664,4.0371746350005693e-17,0.2694227749231343,r3
63228,0.8,0.8,1,1,1,0,0,0.5297809955941954,4.0371746350005693e-17,0.2694227749231346,r3
63228,0.8,1.0,1,1,1,0,0,0.6622262444927443,2.0185873175002847e-17,0.26942277492313293,r3
63228,0.8,1.2,1,1,1,0,0,0.7946714933912933,8.074349270001139e-17,0.2694227749231343,r3
63229,0.2,0.2,1,1,1,0,0,0.2109788599431129,3.027880976250427e-17,0.4023942172085039,r4
63229,0.2,0.4,1,1,1,0,0,0.4219577198862258,6.055761952500853e-17,0.4023942172085039,r4
63229,0.2,0.6,1,1,1,0,0,0.6329365798293396,1.2111523905001707e-16,0.4023942172085027,r4
63229,0.2,0.8,1,1,1,0,0,0.8439154397724516,1.2111523905001707e-16,0.4023942172085039,r4
63229,0.2,1.0,1,1,0,1,1,1.0548942997155626,1.0092936587501423e-16,0.40239421720850144,r1
63229,0.2,1.2,1,1,0,1,1,1.2658731596586792,2.4223047810003414e-16,0.4023942172085027,r4
63229,0.4,0.2,1,1,1,0,0,0.1566005119331243,5.0464682937507114e-17,0.38097465510975037,r2
63229,0.4,0.4,1,1,1,0,0,0.3132010238662486,1.0092936587501423e-16,0.38097465510975037,r2
63229,0.4,0.6,1,1,1,0,0,0.46980153579937267,1.715799219875242e-16,0.3809746551097507,r2
63229,0.4,0.8,1,1,1,0,0,0.6264020477324972,2.0185873175002846e-16,0.38097465510975037,r2
63229,0.4,1.0,1,1,1,0,0,0.7830025596656213,1.937843824800273e-15,0.3809746551097504,r1
63229,0.4,1.2,1,1,1,0,0,0.9396030715987453,3.431598439750484e-16,0.3809746551097507,r2
63229,0.6,0.2,1,1,1,0,0,0.13917589051574572,0.0,0.3113274331392014,r1
63229,0.6,0.4,1,1,1,0,0,0.27835178103149144,0.0,0.3113274331392014,r1
63229,0.6,0.6,1,1,1,0,0,0.4175276715472352,3.027880976250427e-17,0.3113274331392242,r2
63229,0.6,0.8,1,1,1,0,0,0.5567035620629829,0.0,0.3113274331392014,r1
63229,0.6,1.0,1,1,1,0,0,0.6958794525787253,1.394408876701326e-16,0.3113274331392199,r2
63229,0.6,1.2,1,1,1,0,0,0.8350553430944704,6.055761952500853e-17,0.3113274331392242,r2
63229,0.8,0.2,1,1,1,0,0,0.13322209616128527,1.9984014443252818e-15,0.2849752119306743,r3
63229,0.8,0.4,1,1,1,0,0,0.26644419232257055,3.9968028886505635e-15,0.2849752119306743,r3
63229,0.8,0.6,1,1,1,0,0,0.399666288483855,3.734386537375526e-15,0.2849752119306747,r3
63229,0.8,0.8,1,1,1,0,0,0.5328883846451411,7.993605777301127e-15,0.2849752119306743,r3
63229,0.8,1.0,1,1,1,0,0,0.6661104808064396,1.5260520120302153e-14,0.2849752119306859,r4
63229,0.8,1.2,1,1,1,0,0,0.79933257696771,7.468773074751052e-15,0.2849752119306747,r3
