seed,target_pressure,demand_pressure,beta,closed,completed_value_ratio,partial_robot_fraction_raw
2035071607,0.5,0.5,2.0,True,1.0,0.0
2035071607,0.5,0.5,4.0,True,1.0,0.0
2035071607,0.5,0.5,8.0,True,1.0,0.0
2035071608,0.5,0.5,0.0,True,1.0,0.0
2035071608,0.5,0.5,0.5,True,1.0,0.0
2035071608,0.5,0.5,1.0,True,1.0,0.0
2035071608,0.5,0.5,2.0,True,1.0,0.0
2035071608,0.5,0.5,4.0,True,1.0,0.0
2035071608,0.5,0.5,8.0,True,1.0,0.0
2035071609,0.5,0.5,0.0,True,1.0,0.0
2035071609,0.5,0.5,0.5,True,1.0,0.0
2035071609,0.5,0.5,1.0,True,1.0,0.0
2035071609,0.5,0.5,2.0,True,1.0,0.0
2035071609,0.5,0.5,4.0,True,1.0,0.0
2035071609,0.5,0.5,8.0,True,1.0,0.0
2035071610,0.75,0.75,0.0,True,1.0,0.0
2035071610,0.75,0.75,0.5,True,1.0,0.0
2035071610,0.75,0.75,1.0,True,1.0,0.0
2035071610,0.75,0.75,2.0,True,1.0,0.0
2035071610,0.75,0.75,4.0,True,1.0,0.0
2035071610,0.75,0.75,8.0,True,1.0,0.0
2035071611,0.75,0.75,0.0,True,1.0,0.0
2035071611,0.75,0.75,0.5,True,1.0,0.0
2035071611,0.75,0.75,1.0,True,1.0,0.0
2035071611,0.75,0.75,2.0,True,1.0,0.0
2035071611,0.75,0.75,4.0,True,1.0,0.0
2035071611,0.75,0.75,8.0,True,1.0,0.0
2035071612,0.75,0.75,0.0,True,1.0,0.0
2035071612,0.75,0.75,0.5,True,1.0,0.0
2035071612,0.75,0.75,1.0,True,1.0,0.125
2035071612,0.75,0.75,2.0,True,1.0,0.0
2035071612,0.75,0.75,4.0,True,1.0,0.0
2035071612,0.75,0.75,8.0,True,1.0,0.0
2035071613,0.75,0.75,0.0,True,1.0,0.0625
2035071613,0.75,0.75,0.5,True,1.0,0.0
2035071613,0.75,0.75,1.0,True,1.0,0.0
2035071613,0.75,0.75,2.0,True,1.0,0.0625
2035071613,0.75,0.75,4.0,True,1.0,0.0625
2035071613,0.75,0.75,8.0,True,1.0,0.0
2035071614,0.75,0.75,0.0,True,1.0,0.0
2035071614,0.75,0.75,0.5,True,1.0,0.0
2035071614,0.75,0.75,1.0,True,1.0,0.0
2035071614,0.75,0.75,2.0,True,1.0,0.125
2035071614,0.75,0.75,4.0,True,1.0,0.0
2035071614,0.75,0.75,8.0,True,1.0,0.0
2035071615,0.75,0.75,0.0,True,1.0,0.0
2035071615,0.75,0.75,0.5,True,1.0,0.0
2035071615,0.75,0.75,1.0,True,1.0,0.0
2035071615,0.75,0.75,2.0,True,1.0,0.0
2035071615,0.75,0.75,4.0,True,1.0,0.0
2035071615,0.75,0.75,8.0,True,1.0,0.0
2035071616,0.75,0.75,0.0,True,1.0,0.0
2035071616,0.75,0.75,0.5,True,1.0,0.0
2035071616,0.75,0.75,1.0,True,1.0,0.0
2035071616,0.75,0.75,2.0,True,1.0,0.0
2035071616,0.75,0.75,4.0,True,1.0,0.0
2035071616,0.75,0.75,8.0,True,1.0,0.0
2035071617,0.75,0.75,0.0,True,1.0,0.0
2035071617,0.75,0.75,0.5,True,1.0,0.0
2035071617,0.75,0.75,1.0,True,1.0,0.0
2035071617,0.75,0.75,2.0,True,1.0,0.0
2035071617,0.75,0.75,4.0,True,1.0,0.0
2035071617,0.75,0.75,8.0,True,1.0,0.0
2035071618,0.75,0.75,0.0,True,1.0,0.0
2035071618,0.75,0.75,0.5,True,1.0,0.0
2035071618,0.75,0.75,1.0,True,1.0,0.0
2035071618,0.75,0.75,2.0,True,1.0,0.0
2035071618,0.75,0.75,4.0,True,1.0,0.0
2035071618,0.75,0.75,8.0,True,1.0,0.0
2035071619,0.75,0.75,0.0,True,1.0,0.0
2035071619,0.75,0.75,0.5,True,1.0,0.0
2035071619,0.75,0.75,1.0,True,1.0,0.0
2035071619,0.75,0.75,2.0,True,1.0,0.0
2035071619,0.75,0.75,4.0,True,1.0,0.125
2035071619,0.75,0.75,8.0,True,1.0,0.0
2035071620,1.0,1.0,0.0,True,1.0,0.1875
2035071620,1.0,1.0,0.5,True,1.0,0.0625
2035071620,1.0,1.0,1.0,True,1.0,0.0
2035071620,1.0,1.0,2.0,True,1.0,0.125
2035071620,1.0,1.0,4.0,True,1.0,0.0
2035071620,1.0,1.0,8.0,True,1.0,0.0
2035071621,1.0,1.0,0.0,True,1.0,0.0
2035071621,1.0,1.0,0.5,True,1.0,0.0
2035071621,1.0,1.0,1.0,True,1.0,0.0
2035071621,1.0,1.0,2.0,True,1.0,0.0
2035071621,1.0,1.0,4.0,True,1.0,0.0
2035071621,1.0,1.0,8.0,True,1.0,0.0
2035071622,1.0,1.0,0.0,True,1.0,0.0625
2035071622,1.0,1.0,0.5,True,1.0,0.0625
2035071622,1.0,1.0,1.0,True,1.0,0.0
2035071622,1.0,1.0,2.0,True,1.0,0.0
2035071622,1.0,1.0,4.0,True,1.0,0.0
2035071622,1.0,1.0,8.0,True,1.0,0.125
2035071623,1.0,1.0,0.0,True,1.0,0.1875
2035071623,1.0,1.0,0.5,True,1.0,0.125
2035071623,1.0,1.0,1.0,True,1.0,0.0625
2035071623,1.0,1.0,2.0,True,1.0,0.125
2035071623,1.0,1.0,4.0,True,1.0,0.0
2035071623,1.0,1.0,8.0,True,1.0,0.0
2035071624,1.0,1.0,0.0,True,1.0,0.0
2035071624,1.0,1.0,0.5,True,1.0,0.0
2035071624,1.0,1.0,1.0,True,1.0,0.0
2035071624,1.0,1.0,2.0,True,1.0,0.1875
2035071624,1.0,1.0,4.0,True,1.0,0.0
2035071624,1.0,1.0,8.0,True,1.0,0.0
2035071625,1.0,1.0,0.0,True,1.0,0.0
2035071625,1.0,1.0,0.5,True,1.0,0.0
2035071625,1.0,1.0,1.0,True,1.0,0.0
2035071625,1.0,1.0,2.0,True,1.0,0.0
2035071625,1.0,1.0,4.0,True,1.0,0.1875
2035071625,1.0,1.0,8.0,True,1.0,0.0
2035071626,1.0,1.0,0.0,True,1.0,0.3125
2035071626,1.0,1.0,0.5,True,1.0,0.0625
2035071626,1.0,1.0,1.0,True,1.0,0.3125
2035071626,1.0,1.0,2.0,True,1.0,0.1875
2035071626,1.0,1.0,4.0,True,1.0,0.0
2035071626,1.0,1.0,8.0,True,1.0,0.0625
2035071627,1.0,1.0,0.0,True,1.0,0.0
2035071627,1.0,1.0,0.5,True,1.0,0.0
2035071627,1.0,1.0,1.0,True,1.0,0.0
2035071627,1.0,1.0,2.0,True,1.0,0.0
2035071627,1.0,1.0,4.0,True,1.0,0.0
2035071627,1.0,1.0,8.0,True,1.0,0.0
2035071628,1.0,1.0,0.0,True,1.0,0.0
2035071628,1.0,1.0,0.5,True,1.0,0.0
2035071628,1.0,1.0,1.0,True,1.0,0.0
2035071628,1.0,1.0,2.0,True,1.0,0.0
2035071628,1.0,1.0,4.0,True,1.0,0.0
2035071628,1.0,1.0,8.0,True,1.0,0.0
2035071629,1.0,1.0,0.0,True,1.0,0.0
2035071629,1.0,1.0,0.5,True,1.0,0.0
2035071629,1.0,1.0,1.0,True,1.0,0.0
2035071629,1.0,1.0,2.0,True,1.0,0.0
2035071629,1.0,1.0,4.0,True,1.0,0.125
2035071629,1.0,1.0,8.0,True,1.0,0.0
2035071630,1.1,1.125,0.0,True,1.0,0.0
2035071630,1.1,1.125,0.5,True,1.0,0.0
2035071630,1.1,1.125,1.0,True,1.0,0.0
2035071630,1.1,1.125,2.0,True,0.9888956984702275,0.0
2035071630,1.1,1.125,4.0,True,1.0,0.0
2035071630,1.1,1.125,8.0,True,0.9704018287777569,0.0
2035071631,1.1,1.125,0.0,True,0.8533604567213918,0.25
2035071631,1.1,1.125,0.5,True,1.0,0.0
2035071631,1.1,1.125,1.0,True,0.8533604567213918,0.125
2035071631,1.1,1.125,2.0,True,0.8533604567213918,0.125
2035071631,1.1,1.125,4.0,True,0.8533604567213918,0.0
2035071631,1.1,1.125,8.0,True,0.8533604567213918,0.0
2035071632,1.1,1.125,0.0,True,1.0,0.0
2035071632,1.1,1.125,0.5,True,0.9461016741381861,0.1875
2035071632,1.1,1.125,1.0,True,0.9461016741381861,0.0
2035071632,1.1,1.125,2.0,True,1.0,0.0
2035071632,1.1,1.125,4.0,True,0.9461016741381861,0.0
2035071632,1.1,1.125,8.0,True,0.9928439305145436,0.0
2035071633,1.1,1.125,0.0,True,1.0,0.0
2035071633,1.1,1.125,0.5,True,1.0,0.0
2035071633,1.1,1.125,1.0,True,1.0,0.0
2035071633,1.1,1.125,2.0,True,1.0,0.0
2035071633,1.1,1.125,4.0,True,1.0,0.0
2035071633,1.1,1.125,8.0,True,1.0,0.0
2035071634,1.1,1.125,0.0,True,0.9793670956966045,0.0
2035071634,1.1,1.125,0.5,True,0.9793670956966045,0.0
2035071634,1.1,1.125,1.0,True,0.9442305728976859,0.0
2035071634,1.1,1.125,2.0,True,0.9793670956966045,0.0
2035071634,1.1,1.125,4.0,True,0.9793670956966045,0.0
2035071634,1.1,1.125,8.0,True,0.9893094184011185,0.0
2035071635,1.1,1.125,0.0,True,0.956304139224008,0.0
2035071635,1.1,1.125,0.5,True,0.956304139224008,0.0
2035071635,1.1,1.125,1.0,True,0.956304139224008,0.0
2035071635,1.1,1.125,2.0,True,0.956304139224008,0.25
2035071635,1.1,1.125,4.0,True,0.956304139224008,0.0
2035071635,1.1,1.125,8.0,True,1.0,0.0
2035071636,1.1,1.125,0.0,True,0.8816874063683638,0.25
2035071636,1.1,1.125,0.5,True,0.8816874063683638,0.0
2035071636,1.1,1.125,1.0,True,0.8816874063683638,0.0
2035071636,1.1,1.125,2.0,True,0.8816874063683638,0.0
2035071636,1.1,1.125,4.0,True,0.8816874063683638,0.0
2035071636,1.1,1.125,8.0,True,0.8816874063683638,0.0
2035071637,1.1,1.125,0.0,True,1.0143075414126312,0.0
2035071637,1.1,1.125,0.5,True,1.0143075414126312,0.0
2035071637,1.1,1.125,1.0,True,1.0143075414126312,0.0
2035071637,1.1,1.125,2.0,True,1.0143075414126312,0.0
2035071637,1.1,1.125,4.0,True,1.0143075414126312,0.0
2035071637,1.1,1.125,8.0,True,1.0,0.0
2035071638,1.1,1.125,0.0,True,1.001117525371996,0.1875
2035071638,1.1,1.125,0.5,True,1.001117525371996,0.125
2035071638,1.1,1.125,1.0,True,1.001117525371996,0.125
2035071638,1.1,1.125,2.0,True,1.001117525371996,0.0
2035071638,1.1,1.125,4.0,True,1.001117525371996,0.125
2035071638,1.1,1.125,8.0,True,1.001117525371996,0.0
2035071639,1.1,1.125,0.0,True,0.8096647942907783,0.0
2035071639,1.1,1.125,0.5,True,0.9791402316005804,0.0
2035071639,1.1,1.125,1.0,True,1.0,0.0625
2035071639,1.1,1.125,2.0,True,0.8096647942907783,0.1875
2035071639,1.1,1.125,4.0,True,0.8096647942907783,0.3125
2035071639,1.1,1.125,8.0,True,1.0,0.0
2035071640,1.25,1.25,0.0,True,0.8998683681610496,0.0
2035071640,1.25,1.25,0.5,True,0.8998683681610496,0.0
2035071640,1.25,1.25,1.0,True,0.8998683681610496,0.0
2035071640,1.25,1.25,2.0,True,0.8998683681610496,0.0
2035071640,1.25,1.25,4.0,True,0.8998683681610496,0.0
2035071640,1.25,1.25,8.0,True,0.8998683681610496,0.0
2035071641,1.25,1.25,0.0,True,0.9295700772499987,0.125
2035071641,1.25,1.25,0.5,True,0.9357091520718185,0.0
2035071641,1.25,1.25,1.0,True,0.9357091520718185,0.0
2035071641,1.25,1.25,2.0,True,0.9357091520718185,0.0625
2035071641,1.25,1.25,4.0,True,0.9357091520718185,0.0
2035071641,1.25,1.25,8.0,True,0.9357091520718185,0.0
2035071642,1.25,1.25,0.0,True,0.9515945283588859,0.125
2035071642,1.25,1.25,0.5,True,0.9515945283588859,0.125
2035071642,1.25,1.25,1.0,True,0.9515945283588859,0.1875
2035071642,1.25,1.25,2.0,True,0.9515945283588859,0.1875
2035071642,1.25,1.25,4.0,True,0.9515945283588859,0.0
2035071642,1.25,1.25,8.0,True,0.9515945283588859,0.0
2035071643,1.25,1.25,0.0,True,0.886706877078006,0.125
2035071643,1.25,1.25,0.5,True,0.886706877078006,0.125
2035071643,1.25,1.25,1.0,True,0.886706877078006,0.0
2035071643,1.25,1.25,2.0,True,0.886706877078006,0.125
2035071643,1.25,1.25,4.0,True,0.886706877078006,0.125
2035071643,1.25,1.25,8.0,True,0.886706877078006,0.0
2035071644,1.25,1.25,0.0,True,1.0,0.0
2035071644,1.25,1.25,0.5,True,1.0,0.0
2035071644,1.25,1.25,1.0,True,1.0,0.0
2035071644,1.25,1.25,2.0,True,1.0,0.0
2035071644,1.25,1.25,4.0,True,1.0,0.0
2035071644,1.25,1.25,8.0,True,1.0,0.1875
2035071645,1.25,1.25,0.0,True,0.8992947445146369,0.125
2035071645,1.25,1.25,0.5,True,0.8992947445146369,0.125
2035071645,1.25,1.25,1.0,True,0.8992947445146369,0.125
2035071645,1.25,1.25,2.0,True,0.8992947445146369,0.125
2035071645,1.25,1.25,4.0,True,0.8993867638376309,0.0
2035071645,1.25,1.25,8.0,True,0.8992947445146369,0.0
2035071646,1.25,1.25,0.0,True,0.8399702187204112,0.0625
2035071646,1.25,1.25,0.5,True,0.8399702187204112,0.25
2035071646,1.25,1.25,1.0,True,0.8399702187204112,0.25
2035071646,1.25,1.25,2.0,True,0.8399702187204112,0.0
2035071646,1.25,1.25,4.0,True,0.8399702187204112,0.0
2035071646,1.25,1.25,8.0,True,0.8304307063710559,0.0625
2035071647,1.25,1.25,0.0,True,0.9423824293095294,0.0
2035071647,1.25,1.25,0.5,True,0.9423824293095294,0.0
2035071647,1.25,1.25,1.0,True,0.9423824293095294,0.0
2035071647,1.25,1.25,2.0,True,0.9423824293095294,0.0
2035071647,1.25,1.25,4.0,True,0.9140187256431622,0.0
2035071647,1.25,1.25,8.0,True,0.9423824293095294,0.0
2035071648,1.25,1.25,0.0,True,1.0,0.0
2035071648,1.25,1.25,0.5,True,1.0,0.0
2035071648,1.25,1.25,1.0,True,1.0,0.0
2035071648,1.25,1.25,2.0,True,1.0,0.0
2035071648,1.25,1.25,4.0,True,1.0,0.0
2035071648,1.25,1.25,8.0,True,1.0,0.0
2035071649,1.25,1.25,0.0,True,0.9042833321587673,0.125
2035071649,1.25,1.25,0.5,True,0.9042833321587673,0.0
2035071649,1.25,1.25,1.0,True,0.9042833321587673,0.0
2035071649,1.25,1.25,2.0,True,0.9042833321587673,0.0
2035071649,1.25,1.25,4.0,True,0.7885411781272087,0.0
2035071649,1.25,1.25,8.0,True,0.7885411781272087,0.0
2035071650,1.5,1.5,0.0,True,1.0,0.1875
2035071650,1.5,1.5,0.5,True,1.0,0.125
2035071650,1.5,1.5,1.0,True,0.9681880626292643,0.125
2035071650,1.5,1.5,2.0,True,0.9732392788837118,0.125
2035071650,1.5,1.5,4.0,True,0.9655513200359196,0.0
2035071650,1.5,1.5,8.0,True,1.0,0.0
2035071651,1.5,1.5,0.0,True,0.9160287517656546,0.1875
2035071651,1.5,1.5,0.5,True,0.9160287517656546,0.1875
2035071651,1.5,1.5,1.0,True,0.9160287517656546,0.0
2035071651,1.5,1.5,2.0,True,1.0,0.0
2035071651,1.5,1.5,4.0,True,0.9100492682723247,0.0
2035071651,1.5,1.5,8.0,True,0.9160287517656546,0.125
2035071652,1.5,1.5,0.0,True,0.8593656371511975,0.25
2035071652,1.5,1.5,0.5,True,0.8593656371511975,0.25
2035071652,1.5,1.5,1.0,True,0.8879127021586302,0.0
2035071652,1.5,1.5,2.0,True,1.0,0.0625
2035071652,1.5,1.5,4.0,True,0.8868566507668381,0.0
2035071652,1.5,1.5,8.0,True,0.8802868229939966,0.0
2035071653,1.5,1.5,0.0,True,0.891543078289851,0.375
2035071653,1.5,1.5,0.5,True,0.7978720069591038,0.125
2035071653,1.5,1.5,1.0,True,0.7978720069591038,0.1875
2035071653,1.5,1.5,2.0,True,0.891543078289851,0.0
2035071653,1.5,1.5,4.0,True,0.7978720069591038,0.0
2035071653,1.5,1.5,8.0,True,0.7978720069591038,0.0
2035071654,1.5,1.5,0.0,True,0.9291504793185872,0.0
2035071654,1.5,1.5,0.5,True,0.8534136460223547,0.125
2035071654,1.5,1.5,1.0,True,0.8534136460223547,0.125
2035071654,1.5,1.5,2.0,True,0.8534136460223547,0.125
2035071654,1.5,1.5,4.0,True,0.8534136460223547,0.125
2035071654,1.5,1.5,8.0,True,0.8534136460223547,0.0
2035071655,1.5,1.5,0.0,True,0.8350163776089029,0.125
2035071655,1.5,1.5,0.5,True,0.8350163776089029,0.3125
2035071655,1.5,1.5,1.0,True,0.8350163776089029,0.1875
2035071655,1.5,1.5,2.0,True,0.9154190540955088,0.0
2035071655,1.5,1.5,4.0,True,0.9160734544456111,0.0
2035071655,1.5,1.5,8.0,True,0.8350163776089029,0.0
2035071656,1.5,1.5,0.0,True,0.917729374946071,0.125
2035071656,1.5,1.5,0.5,True,0.917729374946071,0.1875
2035071656,1.5,1.5,1.0,True,0.917729374946071,0.0
2035071656,1.5,1.5,2.0,True,0.917729374946071,0.0
2035071656,1.5,1.5,4.0,True,0.917729374946071,0.125
2035071656,1.5,1.5,8.0,True,0.8947522915724653,0.0
2035071657,1.5,1.5,0.0,True,0.8271512897876377,0.0
2035071657,1.5,1.5,0.5,True,0.8271512897876377,0.0
2035071657,1.5,1.5,1.0,True,0.8271512897876377,0.0
2035071657,1.5,1.5,2.0,True,0.8271512897876377,0.0625
2035071657,1.5,1.5,4.0,True,0.8271512897876377,0.0
2035071657,1.5,1.5,8.0,True,0.8271512897876377,0.0
2035071658,1.5,1.5,0.0,True,0.775519913472016,0.1875
2035071658,1.5,1.5,0.5,True,0.775519913472016,0.125
2035071658,1.5,1.5,1.0,True,0.7670963327369177,0.125
2035071658,1.5,1.5,2.0,True,0.7670963327369177,0.125
2035071658,1.5,1.5,4.0,True,0.7369634847092648,0.0
2035071658,1.5,1.5,8.0,True,0.7369634847092648,0.0
2035071659,1.5,1.5,0.0,True,0.8212154394613088,0.0
2035071659,1.5,1.5,0.5,True,0.8018582308580685,0.0625
2035071659,1.5,1.5,1.0,True,0.9091891136130523,0.0625
2035071659,1.5,1.5,2.0,True,0.9091891136130523,0.1875
2035071659,1.5,1.5,4.0,True,0.7170144720775122,0.0
2035071659,1.5,1.5,8.0,True,0.7189979521952948,0.0
