unit_id,sha256,path,bytes,media_type,pages_or_section,corpus,is_canonical,canonical_duplicate,sp_target,claim_ids,claim_link_status,claim_relation,claim_link_reason,evidence_locator,symbols,symbol_status,symbol_note,evidence_status,evidence_status_note,use,generator,provenance,license
SRC-029958c43a90def4,67753982e0563fc2944ee32895877b601afaece0c293ad540b2bf5cfebd60257,material/books/Addy Osmani - Learning JavaScript Design Patterns_ A JavaScript and React Developer's Guide-O'Reilly Media (2023).pdf,3416886,application/pdf,pages:299,books,yes,,transversal,,not-applicable,none,Fuente excluida por la auditoría bibliográfica; no respalda claims del TFM.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-out-of-scope,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-7923e0f353c892cb,82cd74a27209f867483da960d195f0ee43d08b8aa1bd03f20bc4aebb847cd06f,"material/books/Applications of Mobile Robots -- Efren Gorrostieta Hurtado (editor) -- Mobile Robotics, 2019 -- IntechOpen -- isbn13 9781789857559 -- 11e3ec1fbf0e25723e0d1dc5fbd07fe0 -- Anna’s Archive.pdf",26902139,application/pdf,pages:219,books,yes,,SP1;SP2;SP3,,not-applicable,none,Volumen secundario usado como índice de capítulos; no respalda un claim activo y cualquier capítulo futuro deberá verificarse por separado.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-f77a1852b0dd9547,e2e1485e94791076f713a54deeaa309ea89323f60eca8f64d4fae6950ba9448d,"material/books/Cooperative Control of Multi-agent Systems _ A Hybrid System -- Guanglei Zhao, Hailong Cui, Changchun Hua, Shuang Liu -- Springer Nature, Singapore, -- isbn13 9789819709670 -- 874cdeb563279fd2861492af19f168b7 - (1).pdf",19088002,application/pdf,pages:251,books,yes,,transversal,C8A-SP8;C8B-SP8,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C8A-SP8;C8B-SP8,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-9b99df00a9de8dbe,f1fa6925debba4eb122b4420543f1422c73fff1fd1817d5aa47e8873a4af3714,"material/books/Cooperative Control of Multi-agent Systems_ -- He Cai , Youfeng Su , Jie Huang -- Industrial Control, 2022 -- Springer -- 3030983765 -- b694b36369645913bbd2b29d767daab1 -- Anna’s Archive.pdf",12781418,application/pdf,pages:399,books,yes,,SP2;transversal,C-SP2-N3-QUALITY-COST,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N3-QUALITY-COST,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-ba119b1e62a727e3,7fe3c27830da14c1904af900cd5c603a8a5be9035b78f1f87134ed6e232f4e8b,"material/books/Cooperative Game Theory-Based Optimal Angular Momentum Management of Hybrid Attitude Control Actuator (Wu, Yunhua Zheng, Mohong He etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",8406290,application/pdf,pages:13,books,yes,,transversal,,not-applicable,none,Fuente excluida por la auditoría bibliográfica; no respalda claims del TFM.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-out-of-scope,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-dc22a9e3f2e846e5,f1fa6925debba4eb122b4420543f1422c73fff1fd1817d5aa47e8873a4af3714,"material/books/Cooperative_Control_of_Multi_agent_Systems_He_Cai_,_Youfeng_Su_.pdf",12781418,application/pdf,pages:399,books,no,"material/books/Cooperative Control of Multi-agent Systems_ -- He Cai , Youfeng Su , Jie Huang -- Industrial Control, 2022 -- Springer -- 3030983765 -- b694b36369645913bbd2b29d767daab1 -- Anna’s Archive.pdf",SP2;transversal,C-SP2-N3-QUALITY-COST,linked,canonical-reference,Los enlaces se heredan del archivo canónico; el duplicado exacto no añade evidencia.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N3-QUALITY-COST,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-d7808bdf107394b0,4559ada02de8b19d6023dce8076f8ba1f1b51b2486df96a34e7de51c65c321ec,material/books/DCRN-BulloCortesMartinez-10mar09.pdf,10985380,application/pdf,pages:323,books,yes,,SP1;SP2;SP3;transversal,C10-SP0;C8A-SP8;C7D-SP7,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C10-SP0;C8A-SP8;C7D-SP7,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-now,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-6fdf8c2acc16ef8a,ae52379a185c4c406395ed464766d66bdf9c3c487f0ec6b90f1ed8012c66a721,"material/books/Distributed Adaptive Consensus Control of Uncertain -- Wei Wang & Jiang Long & Jiangshuai Huang & Changyun Wen -- Automation and Control Engineering, -- isbn13 9781003394372 -- 8eff0800d6f46862d9127a6624dffd08 -- A.pdf",19010688,application/pdf,pages:219,books,yes,,SP2;transversal,C-SP2-N3-QUALITY-COST;C8B-SP8,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N3-QUALITY-COST;C8B-SP8,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-bf8f10d20534d125,fa8a334f81a7652d64152e115ae024f1cb00a426747ecdcad52d3b25cac1f5cb,"material/books/Distributed Consensus in Multi-vehicle Cooperative Control_ -- Wei Ren PhD, Randal W_ Beard PhD (auth_) -- Communications and Control Engineering, -- isbn13 9781848000148 -- 799523a2d98a006c54f69a11c89c5ee7 -- Anna.pdf",6739455,application/pdf,pages:317,books,yes,,SP2;transversal,C-SP2-N1-KIN-FORMAL;C-SP2-N3-QUALITY-COST,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N1-KIN-FORMAL;C-SP2-N3-QUALITY-COST,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-now,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-9752523ef477dbb6,43edb22e51ccce70c208cc9b325366aa161b249befc7ba403cddf3138c51f9db,"material/books/Games and Coalitions_ Bridging Non-cooperative and -- Okada, Akira (author) -- 2026 mar 31 -- Cambridge University Press -- isbn13 9781009729017 -- 3c058aeac551d93e8bd3b87b597a1820 -- Anna’s Archive.pdf",1203917,application/pdf,pages:321,books,yes,,SP1,C-SP1-N4-TAXONOMY,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP1-N4-TAXONOMY,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-cc14c73b30364a27,8ad8ec8657356e63e5c9dcd9acc1d7e00620bcd098233dbdb7f84952bd61ed50,"material/books/Games to Play and Games Not to Play _ Strategic Decisions -- Uri Weiss, Joseph Agassi -- Studies in Systems, Decision and Control, Studies in -- isbn13 9783031276002 -- 43d7dfcbffda3a523e9c6dc41eadf315 -- Anna’s Ar.pdf",2587977,application/pdf,pages:240,books,yes,,transversal,,not-applicable,none,Fuente excluida por la auditoría bibliográfica; no respalda claims del TFM.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-out-of-scope,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-e826761b9b60501e,bc1c810318c1d4be8c44c160de413d632464e0f0af85992873e16a805910394f,"material/books/Generalized Nash Equilibrium Seeking in Population Games ( etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",9103713,application/pdf,pages:237,books,yes,,SP1;transversal,C3A-SP3;C-SP1-N4-FIII-VGNE;C-SP1-N4-TAXONOMY,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C3A-SP3;C-SP1-N4-FIII-VGNE;C-SP1-N4-TAXONOMY,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-now,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-36d7e7ffdbd50096,3a03500f3d433524648d3a0a6c23b827bc07bfc7268e6fdd005209cce7ce8014,"material/books/Huaqing Li, Dawen Xia, Qingguo Lu, Zheng Wang, Xiangzhao Wu, Huiwei Wang, Lianghao Ji - Second-Order Consensus of Continuous-Time Multi-Agent Systems-Academic Press (2021).pdf",8424394,application/pdf,pages:191,books,yes,,SP2;transversal,C-SP2-N3-QUALITY-COST,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N3-QUALITY-COST,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-4ced4ee03f6d46a6,203f3a81666d80e13c3854f467fcd74aebbc0e96dd2d7789b1b8f0bfafec166c,material/books/Introduction to Autonomous Mobile Robots book.pdf,8292025,application/pdf,pages:336,books,yes,,SP2;SP3,C-SP2-N1-KIN-FORMAL;C7D-SP7,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N1-KIN-FORMAL;C7D-SP7,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-now,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-d872978ac0bf7e48,6e61a5252a7b73f94e91eb0090d482fcb1f18ac632526a4d1a441d5d6066f5cf,"material/books/Kleppmann, Martin - Designing data-intensive applications_ the big ideas behind reliable, scalable, and maintainable systems-O'Reilly Media (2018).pdf",24482078,application/pdf,pages:613,books,yes,,transversal,C-SP1-N4-DMIS-TX;C8A-SP8;C8B-SP8,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP1-N4-DMIS-TX;C8A-SP8;C8B-SP8,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-097398c064adff1a,8011360840146a9273ab659a52ed62042d25f5d958979950e1a0454203b3070a,material/books/Lee_Dimarogonas_Kim_2026_Switching_Control_Cooperative_Manipulation.pdf,2535328,application/pdf,pages:14,books,yes,,SP2,C-SP2-EL-CONTACT-MODEL;C-SP2-CROSS-MONO-FORMAL,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-EL-CONTACT-MODEL;C-SP2-CROSS-MONO-FORMAL,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-now,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-9afea5b640d8009e,60c53bce81b085f89b8b6a9da01f07a73f96f7ab2fbb588bc7fd5bd5ef807ca4,material/books/Markov-Decision-Processes-and-Stochastic-Positional-Games.pdf,5459563,application/pdf,pages:412,books,yes,,SP1;SP3;transversal,C-SP1-N4-FIV-PILOT,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP1-N4-FIV-PILOT,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-2db0fd66bf8a128b,a974a45c782de9f057c28e123b1c9a6bb6113a3121cdf79452530d63dd82d7c6,"material/books/Mean-Field-Type Games for Engineers -- JULIAN_ TEMBINE BARREIRO-GOMEZ (HAMIDOU_); Hamidou Tembine -- 1, 2021 -- Taylor & Francis Group; CRC Press -- isbn13 9780367566128 -- 5430c26fc737aa05e5ac101616288164 -- Anna’.pdf",14527644,application/pdf,pages:526,books,yes,,SP1;transversal,C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP1-N4-POPULATION;C-SP1-N4-TAXONOMY,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-6140ef0a5f2b1f0b,367eedb7697a7dfaf812e639f6d849b55c22f976f3d5a029fdfed1f26da55320,"material/books/MOBILE ROBOT _ motion control and path planning -- Ahmad Taher Azar, Ibraheem Kasim Inraheem, Amjad Jaleel -- Studies in Computational Intelligence, -- isbn13 9783031265631 -- ac5cbd40bb5b1a42edca58754ca50c9a -- An.pdf",29105487,application/pdf,pages:670,books,yes,,SP2;SP3,C-SP2-N1-KIN-FORMAL,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP2-N1-KIN-FORMAL,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-0b7ceba994fe5772,2ecec49d336a19ed272e47c892bfd6fc97b977fb7f48c2ff6f8b15fb16774649,"material/books/Mobile Robot Automation in Warehouses _ A Framework for -- Alp Yildirim, Hendrik Reefke, Emel Aktas -- Palgrave Studies in Logistics and Supply Chain -- isbn13 9783031123061 -- 335bba1e82797a1d4b2b824102d96c61 -- A.pdf",7338334,application/pdf,pages:160,books,yes,,SP1;SP3;transversal,,not-applicable,none,"Contexto industrial y catálogo de KPI; no respalda algoritmos, resultados AWS ni una afirmación de realismo físico.",,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-now,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-c0cae4da012e4a4e,bbe6dbc83c8b10cf3a12ce566e5b7c4c41f3bbf595797e164bf6dc2c5a1dbaaf,material/books/Multi Robot Systems -- Serdar Kucuk -- 2023 -- 02c81de4ce6f8cb8a410e5113cca056a -- Anna’s Archive.pdf,21235072,application/pdf,pages:119,books,yes,,SP2;SP3;transversal,,not-applicable,none,Contenedor de capítulos reservado para consulta; no existe un claim activo que deba enlazarse al volumen completo.,,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-6ced88da54848d51,7ce78d6d6c76746a7f5b4d5b77902af1d3bd22dcc6f8c5b0a211000122f8f618,"material/books/Optimization and Games for Controllable Markov Chains_ -- Janusz Kacprzyk & Julio B_ Clempner & Alexander Poznyak -- 1, 2024 -- Springer International -- isbn13 9783031435744 -- a8d3f930a1d5370242fcf2221fc9d0ae -- .pdf",6386422,application/pdf,pages:340,books,yes,,SP1;SP3;transversal,C-SP1-N4-FIV-PILOT,linked,context,La fuente se enlaza como contexto verificado; no demuestra el resultado propio del TFM.,docs/04_CLAIMS_EVIDENCE.md::C-SP1-N4-FIV-PILOT,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,consultation-use-later,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
SRC-7607dd011ecfc0bb,bc1c810318c1d4be8c44c160de413d632464e0f0af85992873e16a805910394f,"material/books/P1 Generalized Nash Equilibrium Seeking in Population Games ( etc.) (z-library.sk, 1lib.sk, z-lib.sk) (1).pdf",9103713,application/pdf,pages:237,books,no,"material/books/Generalized Nash Equilibrium Seeking in Population Games ( etc.) (z-library.sk, 1lib.sk, z-lib.sk).pdf",SP1;transversal,C3A-SP3;C-SP1-N4-FIII-VGNE;C-SP1-N4-TAXONOMY,linked,canonical-reference,Los enlaces se heredan del archivo canónico; el duplicado exacto no añade evidencia.,docs/04_CLAIMS_EVIDENCE.md::C3A-SP3;C-SP1-N4-FIII-VGNE;C-SP1-N4-TAXONOMY,,not-applicable,El tipo de unidad o su función de estilo queda fuera del índice semántico de notación.,candidate,Fuente candidata o contextual; no constituye evidencia independiente hasta completar la auditoría aplicable.,exact-duplicate-reference,external-publication,third-party academic source; private consultation only,unknown/restricted; do not redistribute
