world_hash,scenario,n_coalitions,seed,penalty,conflict_free_threshold,threshold_condition_met,exact_potential_verified,potential_monotone,better_response_ends_at_nash,strict_moves,finite_profile_bound,final_conflict_pairs,pure_nash_count,conditional_all_nash_conflict_free
bb8627be263d293e4b0bcb14080e2fe5ce60ec13df0e92e9675538d284ee09db,crossing,2,8717,1.6,0.9485915890508245,True,True,True,True,1,3,0,2,True
efa26e85d96ed3b07f8f02bb973ac92e2f247df76c5f4972ee9161f3ae933efe,crossing,2,8718,1.6,0.9030450710272397,True,True,True,True,1,3,0,2,True
c444791d8a46f9eb00b9209bff22c6e9afb405f9d76185bfed698d04629faa3d,crossing,2,8719,1.6,0.9493563807483127,True,True,True,True,1,3,0,2,True
4c486c653516b7ea8e440f81e500037e5d6c07f9e2f4f750ec0194130efeefe0,crossing,2,8720,1.6,1.0060793655715248,True,True,True,True,1,3,0,2,True
a0c4f34f0ecadf2d76b37488fdb1425420d1110aebcc0b494c3474cc31367829,crossing,2,8721,1.6,0.9950800823373935,True,True,True,True,1,3,0,2,True
13c6f24d3bb802721ce879263fe044a9b3f1871ce7765e9e721c9dd36144b6a6,crossing,2,8722,1.6,0.9703215066033675,True,True,True,True,1,3,0,2,True
394de993964ea6c56c2506cc5eb33b723610f58e1381f42c991c9be1759320b7,crossing,2,8723,1.6,0.9782834368484465,True,True,True,True,1,3,0,2,True
a661665a571e9e8c3c1981ffd3703a2b2461b80dc445146a759ebfb7f4e0bd69,crossing,2,8724,1.6,0.9808818153318644,True,True,True,True,1,3,0,2,True
30a97b0469bca6d8afc8eacbe5d9debee0d56866687f3d475dbb14f5efe9eccf,crossing,2,8725,1.6,0.9580642916045221,True,True,True,True,1,3,0,2,True
dde02dd8c8e0484d4749dc71ce28a7f2cd1746532f5a701178b71ed24bc6a05c,crossing,2,8726,1.6,0.9816603311450578,True,True,True,True,1,3,0,2,True
601146387e1710b7a253adda9e104cd47e695f6ff7694580985848f5c2b0cdb3,crossing,2,8727,1.6,0.9136426403748015,True,True,True,True,1,3,0,2,True
c6be8502c3c532d97535be0731ea193d38c675a1df1b3a2c3e4d7e8ed0d0500b,crossing,2,8728,1.6,0.9099486509217591,True,True,True,True,1,3,0,2,True
eb4a4125996a1f81bd6cc791a8bcdf2adfaa3c56aa18da1dda939d37243c601b,crossing,2,8729,1.6,1.015233273443254,True,True,True,True,1,3,0,2,True
e6691116c4b3c4d365c0088a071fa7686a013d559e55b1953f08f2c437da28c2,crossing,2,8730,1.6,0.9900312581070221,True,True,True,True,1,3,0,2,True
644ba8411539cc11d0ac0396769b894913ebb0a5d9db2ca0e9c057f78c4c5bbd,crossing,2,8731,1.6,0.9884288915712602,True,True,True,True,1,3,0,2,True
600908fe2e12bc0969f68a883ed8ed3ef3e8818ec505191ae232449aa7da780e,crossing,2,8732,1.6,0.9735432942246813,True,True,True,True,1,3,0,2,True
becf1fc9125863b111f276832e4b7955e2bcb319ec6543a105e49dfad6202a7d,crossing,2,8733,1.6,1.021748779487428,True,True,True,True,1,3,0,2,True
58cdfd6ecdd0d31542f7fcac75e83be9b6cfb6cc33e72f7db127dc234ccca317,crossing,2,8734,1.6,0.9017656140167247,True,True,True,True,1,3,0,2,True
51615d1a49b19fbb1e72625e15238becea8d15097f4453a7d95f9f2d2a2fc07f,crossing,2,8735,1.6,0.9596669791443126,True,True,True,True,1,3,0,2,True
f4a5e8e32e086948fcbeef758b7156f376f94e3df4126ac46cf48e82aba3d996,crossing,2,8736,1.6,0.9646824572678003,True,True,True,True,1,3,0,2,True
b8bd4c64ab21a5668438ae3cf283c416097ac4df214323ed534daa01c8fe9e0b,crossing,2,8737,1.6,1.018801706469672,True,True,True,True,1,3,0,2,True
3649f94c7e471c9b3ceda10f3a5770c4a67b7b5c71a86d3f1e3abec2ba55a8c2,crossing,2,8738,1.6,0.9506398143150356,True,True,True,True,1,3,0,2,True
96c4ee3397dd559fc8466d2985b9dd9b476aa9407a8cb54343c760cd59d5a682,crossing,2,8739,1.6,0.9659853180861138,True,True,True,True,1,3,0,2,True
46cc31e4539fde9985d98666a06fb8f9dd4734495730686d568b865bfe133543,crossing,3,8700,1.6,0.9845451759541088,True,True,True,True,2,7,0,3,True
b2ac33a6fd2f0f52073897ed9158c8df5d925d432d5115c3c1d95878ab6cedc9,crossing,3,8701,1.6,0.9857965208783739,True,True,True,True,2,7,0,3,True
86d1affd384c49ada7fd20e0a531dd12381f92f5b1cc1334cbd98d2e7c485050,crossing,3,8702,1.6,0.9681121089336369,True,True,True,True,2,7,0,3,True
fcd96460935aa9a99da62b81ba522fe8b1b8f0e1c8916e9fcd5f6344f316bf8d,crossing,3,8703,1.6,1.0132422119896773,True,True,True,True,2,7,0,3,True
5b4dac9999a157c9690c6a1ec85813a9dda8eaebdf8dffa429f217b84fed544a,crossing,3,8704,1.6,1.005387164202162,True,True,True,True,2,7,0,3,True
fbe24ce6670c59ba4efc478325615159a571d15d9f1233241c659bf3db4475f1,crossing,3,8705,1.6,0.9624556744637474,True,True,True,True,2,7,0,3,True
1d53f60dc67e366b4f29d66822e8b097e367892f762b6f14eca3f342df074053,crossing,3,8706,1.6,0.9665392674721573,True,True,True,True,2,7,0,3,True
4ca24cf75a04e149f81c2d3d4198c0b4e789937a26d18281e0e9f5acaf8d3154,crossing,3,8707,1.6,1.005003697519399,True,True,True,True,2,7,0,3,True
3c5ea0b632afceaf8643ad1edf908d9392419daf693e90f5f377b5528b387f2f,crossing,3,8708,1.6,1.0004578048692956,True,True,True,True,2,7,0,3,True
592a3effc6c0c2439ec31e5c4881b924cef2a7b409efb563fd85c10d6bb50087,crossing,3,8709,1.6,0.9748824706157251,True,True,True,True,2,7,0,3,True
6a6dcaa9d823c2fa5bdeefecbca14474a7783ed99d684b29114615e8d0948cf9,crossing,3,8710,1.6,0.974362912149985,True,True,True,True,2,7,0,3,True
95f920bbc9aaabc1725806e62d3fa67e539ae1ad34f921356844441ad789bf76,crossing,3,8711,1.6,0.9530020152523537,True,True,True,True,2,7,0,3,True
79da00f6aca85a2e911f2d5a37e55c5a5abfc7d6fb335f906556fb76a6460e21,crossing,3,8712,1.6,1.0466575401888765,True,True,True,True,2,7,0,3,True
e95d0f6cd085cc07d5e33c4bdef0a2e435032aac67f3167ffb1dd27249f8be8f,crossing,3,8713,1.6,0.9642085993880141,True,True,True,True,2,7,0,3,True
5588725007796a525485970deba1870b7fefdfc5d0dde4c0cbe7d849cd29065f,crossing,3,8714,1.6,1.0406544846393686,True,True,True,True,2,7,0,3,True
4716901aab0246c79a232ee0f6c82b7ac9b564e958d21b04f739599a310b1bbd,crossing,3,8715,1.6,1.0222931625085092,True,True,True,True,2,7,0,3,True
1449904443d6fce08d96d91bc31f2ee7366e61c5261a69d83afbeede3633bc76,crossing,3,8716,1.6,0.9411813872456367,True,True,True,True,2,7,0,3,True
1bc6cfce17165a9a4f70e08c59ec66a972f416ba9675518cab8cca847ceee2a5,crossing,3,8717,1.6,1.0169814413670721,True,True,True,True,2,7,0,3,True
6cc6e7779d4b51f5420f5dc2844dcf1372a0820a159c29c79947f33e22755d04,crossing,3,8718,1.6,0.9318640380421819,True,True,True,True,2,7,0,3,True
e42f03beb30d844f6e60e9bd9c8ace2a50fc6e9082a45c5f966eeaf3e88dea94,crossing,3,8719,1.6,1.0178910074610013,True,True,True,True,2,7,0,3,True
e89a125858fd897feb668f47050b01e73a5c6df91f35a2d7d72a86866201e628,crossing,3,8720,1.6,1.0674907933459643,True,True,True,True,2,7,0,3,True
10eec1c710ffcf65fce23ec545e7900a1e2d45cbb87f04130b1f0f1496414c51,crossing,3,8721,1.6,1.0349765342135289,True,True,True,True,2,7,0,3,True
fec83769b29b1dce623da9dc117e9b07b07449a61070860399ad7bb5d0cadfbb,crossing,3,8722,1.6,0.9875073246911583,True,True,True,True,2,7,0,3,True
17fb9ac165b45dba51c48b79b0919e6ea1a1f9298d1ff1fbe1cee13c7e005909,crossing,3,8723,1.6,0.9853410442644286,True,True,True,True,2,7,0,3,True
9dcb035df22bb3d6cfbdee2fdb3c1f82d01d8ae8f3e844128295cd5d19c5a8d0,crossing,3,8724,1.6,1.076310523031614,True,True,True,True,2,7,0,3,True
8f5916f4d65bc4d680e8baf4a083089fd6b72f09de3fd8cc9362536e250f6108,crossing,3,8725,1.6,0.971520336997246,True,True,True,True,2,7,0,3,True
32fc4217a916b1b84224f081bfb955b288ca97ea6e5a893e31506a51105d0bf2,crossing,3,8726,1.6,0.9978098000469302,True,True,True,True,2,7,0,3,True
6729c009765588d761510b3a1c783c3b51319f028ddef90996d2b022f15f2fe2,crossing,3,8727,1.6,1.0173209171408573,True,True,True,True,2,7,0,3,True
8b5a1bb1f11cfebaf2cef603b4f72c26459cb572bfda4e12d376095ef21ba880,crossing,3,8728,1.6,1.042020325128373,True,True,True,True,2,7,0,3,True
e4e333bd83f920eef7a89108477d533ba19eec3cb8fd14ad6d057a3ed294e4c5,crossing,3,8729,1.6,0.9845398943304353,True,True,True,True,2,7,0,3,True
220131c9d2962e03dea2ac3250317de55daf81862e9d3794e8d7ed6886697c17,crossing,3,8730,1.6,1.0156635005164478,True,True,True,True,2,7,0,3,True
b6c71fe7eb61948359928f5fce0e533d36733443bd5a5ffa0c5b25257f971ab8,crossing,3,8731,1.6,0.9707469198854781,True,True,True,True,2,7,0,3,True
94b6d761c82be59150f92d2d4edd3eabdd447317b9c0b2a1df4ef8be1ce395c2,crossing,3,8732,1.6,1.0491587349806082,True,True,True,True,2,7,0,3,True
ab66f14aefeb06d0d979e572ddf296e726b79c5462f86d6c9e2d51b4f88c84d4,crossing,3,8733,1.6,0.9980328494868775,True,True,True,True,2,7,0,3,True
19f2ac7e9c8e968a80b2373967d94a78124f4d8cfb2451dd13cf7b518034961c,crossing,3,8734,1.6,0.9910479168020601,True,True,True,True,2,7,0,3,True
edf5a6cb8705bd1c4eef0bb06c624691d362c7e8989365af4fe00f843405edf3,crossing,3,8735,1.6,1.017909429878248,True,True,True,True,2,7,0,3,True
652d7319fed2a0060ef5d590f520340c891ed6998eeaa4fc0b96c5d1b7114908,crossing,3,8736,1.6,0.9839235847038346,True,True,True,True,2,7,0,3,True
4896690c78469f66efe67c8f3434b57bee7184076572654fca141a11fcf6a5ee,crossing,3,8737,1.6,0.967605806303407,True,True,True,True,2,7,0,3,True
e42ee5d173483d14cb96e7b180cdff3e18439ad6a36e90e811ea75cd7145c1fa,crossing,3,8738,1.6,1.0774506274184628,True,True,True,True,2,7,0,3,True
7131e2b5cef9fd843b18381a72e05ad42caf4587d98014adf6678172213c3861,crossing,3,8739,1.6,1.000600586744259,True,True,True,True,2,7,0,3,True
838f505e45e40b09061db9c82bbd663907ebae0a11f090c91af3a92cb92f3f52,crossing,4,8700,1.6,0.9854049363242474,True,True,True,True,3,15,0,4,True
7bb13a256d7d6612d3d7575032e2e8e024953e8f5fc76d849c5e1638e8b566a7,crossing,4,8701,1.6,0.9896197237089872,True,True,True,True,3,15,0,4,True
358ed6382fd1fbf6061823d86eb1328f3ffe6e08ae180f5c3bb4b9b647e34df3,crossing,4,8702,1.6,1.0010743122648655,True,True,True,True,3,15,0,4,True
ceb487815c3e5fc30c40ff08d183e0c1f90fa75f1c6c1022deb287615556999e,crossing,4,8703,1.6,0.9868975188834348,True,True,True,True,3,15,0,4,True
0c8624ae2518edf73924b5df74cc6bc6ead4cf0f77259ad4d48a16fb0ab2fa6e,crossing,4,8704,1.6,1.0235497884475642,True,True,True,True,3,15,0,4,True
5da4ecee1ecf84c6a4cc480d96dc293b89b31c32c91cdf5037ccdf8418c5e3ad,crossing,4,8705,1.6,1.0304123025595047,True,True,True,True,3,15,0,4,True
f9174648575b4e20689513ef17fd0d8d99652dcc13bad13e2fa3672078e98f82,crossing,4,8706,1.6,1.011172520344239,True,True,True,True,3,15,0,4,True
ae6c81615afa6fec435ea30c97e62b304bf00a5f933d3cb564a4880354fc3c22,crossing,4,8707,1.6,1.0454711811332693,True,True,True,True,3,15,0,4,True
cf5e11cd6bde90d5d5b6bdcb1da31995745e7c93ae40bedd8d477f5a29e13f2f,crossing,4,8708,1.6,1.010938308587022,True,True,True,True,3,15,0,4,True
caa420434a7b3269a43c7682f89a3fdb486a31c164f3d0d00bec4048fbe6c0ba,crossing,4,8709,1.6,1.000506139703461,True,True,True,True,3,15,0,4,True
dac3b89c073b9471937a023938eb55478782cac4c526989836404c31e417ac2f,crossing,4,8710,1.6,0.9899678737726738,True,True,True,True,3,15,0,4,True
a21a9c71a8f9cb5585f21c84e5130c96b3130ce90c897764f7aaaeef7b907b9f,crossing,4,8711,1.6,1.0112578450108884,True,True,True,True,3,15,0,4,True
5bc87d06ee1149666b9bbd20ee3b42f11ca4f92462c4893761b306cd05db43dd,crossing,4,8712,1.6,1.012408074143618,True,True,True,True,3,15,0,4,True
2321538ff391d53daf85595ce54da80e30df083a3f6b2bcb7cacd57b95c3a3a0,crossing,4,8713,1.6,1.0185343401194267,True,True,True,True,3,15,0,4,True
01df160cc300b85f524ba458307b5e771adf8e7b7d4aecfe15d5ef224d6c3f1a,crossing,4,8714,1.6,0.9948603187207041,True,True,True,True,3,15,0,4,True
076cf2a6ceeed6cb678a46cdef8cd3aa86e422811e9ec34af6d21895cf366dd5,crossing,4,8715,1.6,1.0705773627484412,True,True,True,True,3,15,0,4,True
fdda4b346dca9c3e1ceff686cb8792a7bd552ec8fdb009a51544d7c3685ae3aa,crossing,4,8716,1.6,1.0335150960588102,True,True,True,True,3,15,0,4,True
40fabc5ac290dfd421e7bf521e1b0b9ea925f96c08329956f8b5c2b53dcc657a,crossing,4,8717,1.6,1.0181389257376274,True,True,True,True,3,15,0,4,True
2a78e8800aadaa48d28704ff71de8a71e493de690a0dd5a902547c04f4f97453,crossing,4,8718,1.6,1.0581566592042648,True,True,True,True,3,15,0,4,True
821c4b40622197d01853e3882dfde7b33ce8c34ba9275a5f65c0298d185be5c0,crossing,4,8719,1.6,1.0051610221716167,True,True,True,True,3,15,0,4,True
08ac8d175defd7401782f996763c1f66d37cde14d515a6d6ccd6a3909f68b5f4,crossing,4,8720,1.6,1.0422943372086735,True,True,True,True,3,15,0,4,True
5b78788aa91ce7b257ec4dbb5a97ec7d35f4c60a037ecafa18bd3d678c818170,crossing,4,8721,1.6,0.9881436748229575,True,True,True,True,3,15,0,4,True
54d130f01650e349012ce11fb40116edb55f3d7c100bb3df4b6036866afa8dac,crossing,4,8722,1.6,1.0049556004732594,True,True,True,True,3,15,0,4,True
76de7ba9b40c7347fbcdfa68514708bf73bd6d3b8838023b8dcef2f06cf8126a,crossing,4,8723,1.6,0.9875026818297634,True,True,True,True,3,15,0,4,True
cc992edb61f5f8f7595fdc2cfd4a73f76a9d6494b716042146c877affa1d1932,crossing,4,8724,1.6,1.0459868584194751,True,True,True,True,3,15,0,4,True
19e338eda6187176077d5e3ed1420bd2637999c93fae8ab89019b140336eb56b,crossing,4,8725,1.6,1.0594004436617226,True,True,True,True,3,15,0,4,True
d916a440c321dc73eb7c6ab800bab0552564a9312816430f7fe6722676638104,crossing,4,8726,1.6,0.9911638040204735,True,True,True,True,3,15,0,4,True
f2ca80523afe268292b3ed90c34f23c0dbf5e7d87dc1f7a2a4e37f67d4cfb9aa,crossing,4,8727,1.6,1.0035873136389668,True,True,True,True,3,15,0,4,True
10659ef71382120d4cee0193931ed4d00025325c2a971e3d1d1dc651c4f38b07,crossing,4,8728,1.6,0.9763310844058388,True,True,True,True,3,15,0,4,True
f86572ca67b90e1a5274d78f7899a0ed8f91b956eb07cbf891967e501a4dac60,crossing,4,8729,1.6,1.0081384293434041,True,True,True,True,3,15,0,4,True
7a3c26c841d90cef0e085aa056967d7f293cf40af1404b64828d41efd75c202c,crossing,4,8730,1.6,1.0033005861773745,True,True,True,True,3,15,0,4,True
c433ad3356c290bc045fb991d95341a3967f4b9bcc6d0bca1f6338634e2dda2b,crossing,4,8731,1.6,0.9832073255191389,True,True,True,True,3,15,0,4,True
4bf5b80c83d9ff232625d893a0698f69c05c436b146f71420855f4d26fa0eedf,crossing,4,8732,1.6,1.0333899691737507,True,True,True,True,3,15,0,4,True
eba6a612cf9f765143916be2d17173c544ec6b776cffa5794020711e1195021a,crossing,4,8733,1.6,1.0035222657292913,True,True,True,True,3,15,0,4,True
19d10beab772e8fef5ed9f0b59396bc359b039abc5d9be896e7c3f46aa9b667f,crossing,4,8734,1.6,1.0199212641595352,True,True,True,True,3,15,0,4,True
f8be7b6aae52e8c6562d13ea1381f5bc4d7a47fc8973bd876a4bbe5fa4c6668e,crossing,4,8735,1.6,0.9978778912884572,True,True,True,True,3,15,0,4,True
d98e8b7e465b2e4c49500f1d6e088461d677ef4a5ff430a71536c85757669bad,crossing,4,8736,1.6,0.9283194201390188,True,True,True,True,3,15,0,4,True
b0d7f5b60e2f91955499b1a3a595fb0096f4601bbfdfa13958b419afd5c669c9,crossing,4,8737,1.6,0.9834383266022364,True,True,True,True,3,15,0,4,True
7ee281299f4648e0237edf431cda52b9c25f7218dc056c295cb1878a58d0d888,crossing,4,8738,1.6,1.000024520534172,True,True,True,True,3,15,0,4,True
49060131634cea990dab6b453872b5371e8b65e5214771c722fc6a5dd5c006af,crossing,4,8739,1.6,0.9980085139646526,True,True,True,True,3,15,0,4,True
38ae1e9ea4030d5ee0efdaff832665b9308ce728b5c124c2dd5358d479cc186c,bidirectional_corridor,2,8700,1.6,1.9460435348227634,False,True,True,True,0,3,1,1,True
f89987192f5b3ef2d311d5721b5afc19a9946844b3f10b9007baff9f437859a5,bidirectional_corridor,2,8701,1.6,1.951200665048832,False,True,True,True,0,3,1,1,True
43f41dabe0ebfade719ab7ce237299c7867ef7435eb3011d698a3d30ec2bf545,bidirectional_corridor,2,8702,1.6,1.9716440358534655,False,True,True,True,0,3,1,1,True
4160415ed3f6d893e41e1966d56f60607b01dd20e26a0492a26110cf7a2c9d24,bidirectional_corridor,2,8703,1.6,1.9730582525867018,False,True,True,True,0,3,1,1,True
e4d77a097faa84b9eebbf4f068448fe0709f8221ae70ea0c0a3b440cdc7a7944,bidirectional_corridor,2,8704,1.6,1.9286830864345355,False,True,True,True,0,3,1,1,True
05d53a3117a6aa7084b899e436e63068dd4bb88a4b7d80b57ccdc12f684ceb73,bidirectional_corridor,2,8705,1.6,1.9622223553185396,False,True,True,True,0,3,1,1,True
ff2be38308929cf053975323a685e055e497119dc8092f9fc70aafe96e78218f,bidirectional_corridor,2,8706,1.6,1.933963496722777,False,True,True,True,0,3,1,1,True
4fcaec990e97e3c579d4fdaa1dccd31bf3f3362b463e29cf920e07b91185a486,bidirectional_corridor,2,8707,1.6,1.9274945892281874,False,True,True,True,0,3,1,1,True
75ddd5603a3c47bd50687c87fde7f7ebbc9e90d918b466adde80ecf3957e2dd6,bidirectional_corridor,2,8708,1.6,2.0324804078971113,False,True,True,True,0,3,1,1,True
70e1e4dde02396935cd51c581bef746b8967e68fa836c52ea145cedb21d026cc,bidirectional_corridor,2,8709,1.6,2.003542856097239,False,True,True,True,0,3,1,1,True
f8270699eff3f148a9372d0bb218d6a8862eedbf45e82c3b8d7e3f8b2c329a80,bidirectional_corridor,2,8710,1.6,1.906004229678727,False,True,True,True,0,3,1,1,True
a157e6d6e9a6e6ad81434a2b58816bfff51c57f25569de4d7247fce0612814ea,bidirectional_corridor,2,8711,1.6,1.9785995389316682,False,True,True,True,0,3,1,1,True
bde04108ad259f64a47591882343df8ddd460eba182143d9ec76c0fcb1627e5c,bidirectional_corridor,2,8712,1.6,1.9721405524826459,False,True,True,True,0,3,1,1,True
5e67b79cdab334039e89e7f57c7299efb55888ed7332736f9f4ea8f4e24f5203,bidirectional_corridor,2,8713,1.6,2.014608490233252,False,True,True,True,0,3,1,1,True
bdd9b7f56dabaed3ab2aa394f8d88005fc464055206c05025c7fe17ced8607c9,bidirectional_corridor,2,8714,1.6,1.9760109555788432,False,True,True,True,0,3,1,1,True
8e508fd3a21142a563c9f52386717a8c3b5d39d7eba6adedaf3a2513d2e580e8,bidirectional_corridor,2,8715,1.6,1.925098688016135,False,True,True,True,0,3,1,1,True
b089d4012ef1ef1b0ee971d61236e2fd142bed17ae4e38fc46f2f7a8c28aeb92,bidirectional_corridor,2,8716,1.6,1.9409802088701742,False,True,True,True,0,3,1,1,True
51eded91d088925c9d19a61f3802e028c67e0d01acf9339b6e69faab832635c0,bidirectional_corridor,2,8717,1.6,1.9702466160998853,False,True,True,True,0,3,1,1,True
a3db4aadb95abded5118f910a5ac470314c038345c46916a1bf10c52ae9f78ff,bidirectional_corridor,2,8718,1.6,1.9780447618903985,False,True,True,True,0,3,1,1,True
fe114fd54f0da78fc05b40829ff204a821a349183443ccdd495caa654bccbf60,bidirectional_corridor,2,8719,1.6,1.941531077185168,False,True,True,True,0,3,1,1,True
bc0aa92e29aaaaaa0e7ca91dc34bee18161720a9de259801e95f8d8207d666ed,bidirectional_corridor,2,8720,1.6,1.976079606765719,False,True,True,True,0,3,1,1,True
da74a8f76a5963a0926c849fc4aa1fe308efdcac386b07ffeef9ae85590c3e74,bidirectional_corridor,2,8721,1.6,1.9165061923846292,False,True,True,True,0,3,1,1,True
f8c722b5f35d3080d6b329d31fcfa2f02eb889a8390edc1a9edf7868fd4f9ec5,bidirectional_corridor,2,8722,1.6,2.0504871010636805,False,True,True,True,0,3,1,1,True
e47e5e663326692469e853ff1c5db2037504c7dff9f310a4db600d30ebb8b652,bidirectional_corridor,2,8723,1.6,1.9168281224419381,False,True,True,True,0,3,1,1,True
7b9e8c207a9fa3c95ccfeae3173d02c1ed74997dec93dee7077bb70e46ac7744,bidirectional_corridor,2,8724,1.6,2.057582395090815,False,True,True,True,0,3,1,1,True
439c18c08f7c6dd2816a2529c559d36e1abbf68171952dd99cea677c9292c98a,bidirectional_corridor,2,8725,1.6,1.9986932397642274,False,True,True,True,0,3,1,1,True
a8a7bd96912d5fb098342e02f11fc726d0e0843a89f44658a533dac85ce2de6f,bidirectional_corridor,2,8726,1.6,1.9330875456786885,False,True,True,True,0,3,1,1,True
4dbfb54b042728de15f7cbc5e94509c62a3cffe9009e584c8ee79391da031d38,bidirectional_corridor,2,8727,1.6,1.9844457960315047,False,True,True,True,0,3,1,1,True
79614df644be6487e534f7981525660cc49a15410837f09b5540e31c435dfc86,bidirectional_corridor,2,8728,1.6,1.9958228037183723,False,True,True,True,0,3,1,1,True
51386d27f2d02ccbf49a5e00718b5c259ebae6ab32e868bb300bcd8cda6a102e,bidirectional_corridor,2,8729,1.6,1.9481105923039799,False,True,True,True,0,3,1,1,True
88b54810c1ae2a854d869f531ec20b6140a4b1547b8c8e9ce1428e0e5ebc4f4e,bidirectional_corridor,2,8730,1.6,2.0132128493418158,False,True,True,True,0,3,1,1,True
3fc71116e2bf13d451d31c8edd0d8d1260f87f414dbae7ae3706a879577a2cc5,bidirectional_corridor,2,8731,1.6,1.9788885168813533,False,True,True,True,0,3,1,1,True
b8344816c306fdfa541188d971bde757b03f423194ad50420cc1f51874dead54,bidirectional_corridor,2,8732,1.6,1.9356000405250597,False,True,True,True,0,3,1,1,True
7d1962817845e1aaa476658dbf5940b10c630374a078b7ae0b2c91a1fea76a11,bidirectional_corridor,2,8733,1.6,2.0188120533961484,False,True,True,True,0,3,1,1,True
85f2efab6eb8ed4f2aa4295d3ac824da24762c057895547d604d32966fc18317,bidirectional_corridor,2,8734,1.6,1.983650043161722,False,True,True,True,0,3,1,1,True
f742478dc5ef44e28ebd51ddd9a4726640feebbe7777c7d5c606c671e9e484b1,bidirectional_corridor,2,8735,1.6,2.0267398612346597,False,True,True,True,0,3,1,1,True
c2ebb508df9c1e4be49fd6ed15843e9db08b5568b291f83384d22429ff27e8fa,bidirectional_corridor,2,8736,1.6,1.996655286582067,False,True,True,True,0,3,1,1,True
a8eea48b0791a028e7f278ff0cc6d443c15f602dcac45093501b843004e61583,bidirectional_corridor,2,8737,1.6,2.0583122617882683,False,True,True,True,0,3,1,1,True
c7f5219eacccbbbf59e05a803f810de5e59d89012353a7cb7a815e31d831be28,bidirectional_corridor,2,8738,1.6,2.0294268858427618,False,True,True,True,0,3,1,1,True
391f7611bd38461ce4c341f960defd80bc1c649b7b1cd0ef119cd544cf1757f6,bidirectional_corridor,2,8739,1.6,1.9974585758606729,False,True,True,True,0,3,1,1,True
7872806f530bcb8d7ed34a971d120b389786c9ffd8763d7bf3c97aaffd0c43a7,bidirectional_corridor,3,8700,1.6,2.0879725825562296,False,True,True,True,1,7,1,3,True
ad214cdddadacd08b3f7cfd5472a5872c4460e203d78d88564e4d07dc586cdae,bidirectional_corridor,3,8701,1.6,2.0503936669290503,False,True,True,True,1,7,1,3,True
